診療年月：H30年04月～H31年03月　外用薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上
,,620414804,ポビドンヨードガーグル７％「マイラン」,ｍＬ,2260701F1387,2.2 ,1,"7,470,547 ","9,040 ","55,090 ","90,130 ","113,340 ","137,820 ","151,940 ","170,815 ","195,270 ","207,153 ","208,560 ","193,070 ","206,470 ","234,191 ","307,220 ","341,276 ","325,471 ","263,800 ","165,680 ","50,660 ","6,120 ","1,380 ","8,370 ","47,500 ","81,960 ","118,940 ","166,441 ","172,285 ","205,900 ","214,605 ","215,710 ","236,950 ","231,217 ","241,412 ","262,611 ","320,340 ","347,550 ","421,570 ","364,680 ","250,770 ","105,830 ","20,030 ","1,380 "
,,621518203,ポビドンヨードガーグル７％「日医工」,ｍＬ,2260701F1352,2.2 ,1,"5,651,406 ","4,680 ","24,470 ","54,821 ","84,510 ","110,283 ","136,530 ","158,275 ","161,185 ","162,190 ","164,286 ","158,695 ","162,020 ","174,463 ","225,860 ","227,351 ","255,051 ","214,040 ","109,130 ","37,710 ","5,310 ",-,"3,720 ","22,640 ","52,180 ","83,850 ","140,575 ","156,030 ","163,230 ","175,530 ","162,790 ","170,040 ","162,200 ","179,325 ","184,425 ","248,740 ","258,363 ","296,115 ","287,720 ","187,538 ","68,315 ","14,400 ",-
,,620008968,イオダインガーグル液７％,ｍＬ,2260701F1263,2.2 ,1,"3,769,856 ","5,520 ","23,940 ","33,840 ","45,990 ","61,680 ","76,420 ","90,945 ","91,530 ","100,730 ","104,071 ","102,380 ","105,230 ","119,720 ","155,231 ","181,862 ","189,084 ","142,920 ","87,590 ","31,380 ","4,800 ",-,"4,895 ","21,602 ","30,390 ","51,511 ","83,420 ","94,430 ","110,465 ","109,350 ","105,925 ","112,761 ","112,295 ","124,770 ","130,520 ","165,500 ","171,380 ","209,590 ","187,859 ","121,330 ","54,130 ","10,860 ",-
,,620008235,アズレンうがい液４％「ケンエー」,ｍＬ,2260700F1102,40.2 ,1,"3,672,807 ","5,550 ","34,086 ","52,796 ","45,110 ","50,908 ","63,450 ","81,601 ","88,106 ","89,121 ","82,081 ","73,131 ","75,819 ","85,676 ","117,403 ","136,306 ","132,878 ","95,043 ","49,881 ","14,185 ","1,925 ",-,"5,510 ","38,260 ","53,269 ","55,318 ","87,371 ","110,555 ","135,856 ","145,350 ","142,722 ","132,797 ","127,496 ","138,098 ","153,076 ","201,781 ","215,580 ","227,573 ","180,829 ","105,395 ","34,198 ","5,615 ",-
,,620007784,ポピヨドンガーグル７％,ｍＬ,2260701F1255,2.2 ,1,"3,651,245 ","3,310 ","19,410 ","43,720 ","53,280 ","60,780 ","77,180 ","89,980 ","93,635 ","100,660 ","108,155 ","96,880 ","93,130 ","102,890 ","159,350 ","164,920 ","188,180 ","140,005 ","79,620 ","23,200 ","1,950 ",-,"2,070 ","19,955 ","39,370 ","51,830 ","82,963 ","88,530 ","96,780 ","103,221 ","111,390 ","111,190 ","103,850 ","117,450 ","123,010 ","158,416 ","181,320 ","190,955 ","182,670 ","125,210 ","48,090 ","11,210 ","1,530 "
,,620007564,アズレン含嗽用散０．４％「トーワ」,ｇ,2260700B1119,6.2 ,1,"3,261,521 ","3,451 ","24,523 ","35,015 ","35,606 ","34,967 ","37,095 ","47,907 ","55,180 ","62,417 ","59,007 ","54,331 ","56,251 ","70,218 ","92,876 ","128,574 ","143,362 ","107,500 ","70,877 ","20,733 ","8,385 ",-,"2,309 ","21,558 ","37,746 ","36,697 ","58,955 ","64,463 ","87,258 ","92,472 ","106,760 ","99,480 ","87,693 ","106,214 ","128,234 ","185,533 ","234,083 ","273,970 ","255,756 ","158,442 ","62,954 ","12,058 ",-
,,620415701,ポビドンヨードガーグル液７％「ケンエー」,ｍＬ,2260701F1417,2.2 ,1,"1,900,405 ","2,140 ","12,695 ","22,115 ","26,100 ","35,810 ","44,970 ","46,440 ","50,090 ","54,990 ","56,640 ","51,631 ","55,550 ","59,970 ","73,450 ","80,850 ","95,290 ","67,571 ","35,700 ","13,500 ","1,710 ",-,"1,802 ","12,180 ","22,590 ","30,540 ","41,190 ","46,500 ","54,180 ","56,820 ","57,350 ","59,170 ","57,330 ","61,020 ","68,520 ","78,272 ","87,142 ","97,380 ","86,970 ","61,340 ","25,817 ","5,400 ",-
,,620007563,アズレン含嗽用顆粒０．４％「日医工」,ｇ,2260700C1106,6.2 ,1,"1,771,271 ","3,462 ","28,171 ","24,825 ","18,624 ","20,117 ","25,836 ","29,483 ","33,284 ","34,682 ","35,736 ","28,313 ","28,752 ","47,429 ","53,184 ","57,978 ","72,502 ","51,742 ","31,817 ","7,593 ",-,-,"4,335 ","22,870 ","25,493 ","21,393 ","33,783 ","39,021 ","48,274 ","54,546 ","54,648 ","51,154 ","49,281 ","57,255 ","72,700 ","100,073 ","115,849 ","151,344 ","125,113 ","74,228 ","31,010 ","4,428 ",-
,,620003010,アズガグルうがい液Ｔ４％,ｍＬ,2260700F1030,40.2 ,1,"1,728,203 ","2,360 ","24,875 ","39,700 ","30,510 ","30,290 ","37,655 ","47,335 ","50,500 ","47,665 ","44,706 ","34,105 ","33,077 ","35,281 ","41,616 ","48,129 ","51,153 ","34,852 ","20,800 ","4,900 ","1,160 ",-,"2,910 ","26,960 ","43,100 ","36,675 ","52,685 ","61,085 ","73,521 ","76,230 ","70,190 ","63,736 ","55,760 ","56,170 ","63,476 ","80,027 ","78,036 ","88,143 ","74,562 ","44,796 ","15,932 ","2,881 ",-
,,620009067,ポピロンガーグル７％,ｍＬ,2260701F1298,2.2 ,1,"1,553,688 ","2,582 ","16,740 ","22,980 ","25,331 ","22,800 ","28,260 ","32,210 ","37,180 ","36,140 ","38,690 ","40,740 ","36,800 ","39,230 ","57,360 ","80,790 ","70,140 ","64,740 ","36,520 ","12,900 ","4,370 ",-,"1,920 ","14,610 ","20,850 ","25,080 ","30,870 ","33,580 ","41,885 ","39,320 ","38,880 ","48,770 ","45,240 ","50,520 ","51,140 ","69,890 ","79,370 ","87,840 ","80,920 ","60,840 ","21,310 ","3,750 ",-
,,620415501,ポビドンヨードガーグル７％「メタル」,ｍＬ,2260701F1336,2.2 ,1,"1,187,036 ","1,440 ","10,560 ","21,960 ","19,140 ","20,640 ","25,860 ","26,700 ","30,300 ","31,640 ","37,470 ","32,280 ","34,050 ","36,930 ","51,390 ","50,255 ","53,210 ","50,940 ","24,120 ","7,620 ",-,-,"1,050 ","12,300 ","18,600 ","18,814 ","26,820 ","27,840 ","29,850 ","29,480 ","31,355 ","32,820 ","39,000 ","35,913 ","42,870 ","53,150 ","61,635 ","61,143 ","54,181 ","30,480 ","9,480 ","2,820 ",-
,,620415301,ポビドンヨード含嗽用液７％「ＹＤ」,ｍＬ,2260701F1360,2.2 ,1,"1,175,967 ",-,"7,260 ","15,210 ","19,050 ","22,414 ","25,290 ","31,530 ","31,440 ","29,520 ","30,450 ","26,930 ","30,270 ","33,660 ","43,150 ","49,200 ","57,300 ","44,070 ","25,870 ","8,010 ",-,-,"1,020 ","6,750 ","13,500 ","20,280 ","28,410 ","28,400 ","32,793 ","35,250 ","33,060 ","36,610 ","36,370 ","39,870 ","41,970 ","56,140 ","54,570 ","66,590 ","58,920 ","31,260 ","16,260 ","5,970 ",-
,,621269801,アズレン含嗽用顆粒０．４％「ツルハラ」,ｇ,2260700C1149,6.2 ,1,"1,162,952 ",-,"6,509 ","14,412 ","9,579 ","10,740 ","10,914 ","15,401 ","18,480 ","23,081 ","21,984 ","17,133 ","15,824 ","22,613 ","31,366 ","41,780 ","61,043 ","44,759 ","37,635 ","7,556 ",-,-,-,"9,674 ","13,370 ","12,528 ","17,610 ","20,199 ","25,586 ","27,738 ","33,544 ","30,822 ","30,917 ","36,699 ","40,272 ","67,058 ","77,439 ","116,383 ","90,982 ","73,525 ","19,532 ","5,957 ",-
,,620003016,アズレン含嗽液アーズミンうがい液１％,ｍＬ,2260700F2036,10.5 ,1,"1,058,156 ","1,890 ","9,770 ","15,180 ","15,150 ","18,930 ","26,555 ","25,950 ","26,880 ","28,855 ","25,835 ","24,930 ","22,715 ","22,170 ","32,220 ","33,660 ","30,820 ","28,380 ","13,830 ","2,850 ",-,-,"1,530 ","9,800 ","17,040 ","19,090 ","28,670 ","36,660 ","36,960 ","36,675 ","38,060 ","35,150 ","34,410 ","41,400 ","39,390 ","51,110 ","54,210 ","65,770 ","54,575 ","35,755 ","13,171 ","2,010 ",-
,,620003014,アズレワンうがい液１％,ｍＬ,2260700F2028,10.5 ,1,"956,111 ","11,780 ","42,560 ","31,945 ","15,620 ","11,905 ","15,430 ","18,635 ","20,560 ","22,511 ","19,045 ","18,330 ","16,600 ","16,105 ","20,510 ","25,180 ","26,650 ","18,340 ","12,040 ","4,240 ",-,-,"11,390 ","44,895 ","35,030 ","17,935 ","22,070 ","25,330 ","37,005 ","43,070 ","33,495 ","29,630 ","26,895 ","30,140 ","33,000 ","36,675 ","40,870 ","45,920 ","41,985 ","21,880 ","9,015 ","1,315 ",-
,,620007724,バウロ散含嗽用０．４％,ｇ,2260700B1127,6.2 ,1,"925,912 ",-,"7,901 ","9,821 ","8,717 ","10,818 ","13,951 ","15,585 ","18,657 ","16,525 ","16,425 ","14,229 ","17,987 ","17,494 ","27,863 ","30,063 ","47,109 ","38,866 ","24,201 ","5,840 ",-,-,-,"6,318 ","11,646 ","11,994 ","18,531 ","17,276 ","24,872 ","24,117 ","23,096 ","23,321 ","22,508 ","32,863 ","29,505 ","52,418 ","55,609 ","82,539 ","66,407 ","58,309 ","16,413 ","3,635 ",-
,,620414001,水溶性アズレン含嗽用顆粒０．４％「ＹＤ」,ｇ,2260700C1130,6.2 ,1,"300,203 ",-,"1,667 ","3,605 ","4,607 ","4,610 ","5,882 ","7,944 ","8,132 ","8,111 ","6,038 ","5,754 ","6,734 ","6,396 ","8,055 ","12,482 ","12,298 ","9,803 ","2,645 ",-,-,-,-,"2,358 ","3,703 ","4,400 ","6,435 ","8,388 ","9,750 ","7,770 ","7,677 ","8,564 ","7,806 ","10,377 ","10,819 ","17,698 ","18,061 ","21,859 ","18,974 ","13,842 ","5,250 ",-,-
,,621983001,アズレンうがい液４％「ＴＹＫ」,ｍＬ,2260700F1129,40.2 ,1,"268,975 ",-,"1,860 ","3,820 ","4,185 ","2,690 ","3,075 ","4,345 ","4,982 ","6,716 ","5,265 ","5,090 ","7,675 ","6,425 ","10,420 ","11,320 ","12,291 ","7,659 ","4,575 ","1,080 ",-,-,-,"1,845 ","3,585 ","3,635 ","4,085 ","5,480 ","6,920 ","10,950 ","8,796 ","9,350 ","9,970 ","12,296 ","12,570 ","15,191 ","18,733 ","15,685 ","14,670 ","7,520 ","2,870 ",-,-
,,620003012,アズレイうがい液４％,ｍＬ,2260700F1056,40.2 ,1,"206,009 ",-,"2,385 ","3,326 ","2,540 ","2,604 ","2,565 ","3,395 ","3,716 ","4,100 ","4,838 ","3,732 ","4,192 ","4,568 ","7,052 ","8,608 ","8,732 ","6,568 ","4,225 ",-,-,-,-,"3,270 ","3,370 ","3,241 ","3,807 ","5,256 ","6,361 ","6,196 ","6,568 ","6,951 ","7,530 ","8,288 ","9,753 ","11,374 ","13,520 ","13,278 ","10,372 ","5,175 ","2,496 ",-,-
,,620006531,マズレニンガーグル散０．４％,ｇ,2260700B1100,6.2 ,1,"145,279 ",-,"1,182 ","1,050 ",-,-,-,"1,460 ","1,094 ","1,637 ","1,507 ","3,001 ","2,371 ","3,640 ","4,792 ","7,296 ","4,911 ","6,044 ","4,813 ","1,498 ",-,-,-,-,"1,176 ","1,036 ","1,401 ","1,583 ","2,223 ","2,916 ","2,854 ","2,478 ","2,973 ","4,142 ","7,610 ","9,765 ","12,209 ","13,565 ","14,302 ","10,944 ","3,373 ",-,-
,,620003019,アボダースうがい液４％,ｍＬ,2260700F1080,40.2 ,1,"123,773 ",-,-,"1,360 ","1,525 ","1,665 ","2,190 ","2,600 ","2,835 ","2,620 ","2,660 ","2,630 ","3,370 ","3,440 ","4,400 ","4,610 ","5,035 ","4,025 ","1,965 ",-,-,-,-,-,"1,565 ","2,250 ","2,690 ","3,295 ","4,240 ","4,280 ","3,930 ","4,208 ","4,195 ","4,525 ","5,250 ","6,840 ","7,200 ","7,750 ","6,905 ","2,805 ","2,105 ",-,-
,,620415601,ポピラールガーグル７％,ｍＬ,2260701F1344,2.2 ,1,"62,305 ",-,-,-,-,"1,200 ","1,560 ","1,710 ","1,560 ","1,565 ","1,140 ","1,920 ","1,050 ","2,130 ","3,500 ","3,780 ","3,180 ","1,140 ","1,080 ",-,-,-,-,-,-,"1,650 ","3,390 ","2,340 ","1,950 ","2,190 ","1,980 ","1,980 ","1,500 ","3,150 ","1,290 ","3,150 ","3,600 ","1,710 ","2,700 ",-,-,-,-
,,620415201,ポビドンヨードガーグル液７％「東海」,ｍＬ,2260701F1328,2.2 ,1,"56,336 ",-,-,-,"1,320 ","1,200 ",-,"1,890 ","1,260 ","1,410 ",-,"1,020 ","1,680 ","2,306 ","1,620 ","2,520 ","3,120 ","3,570 ","1,050 ",-,-,-,-,"1,050 ",-,-,"1,200 ","1,620 ","1,635 ","1,620 ","1,440 ","1,800 ","1,500 ","1,140 ","1,560 ","2,010 ","2,610 ","2,085 ","2,730 ","1,710 ","1,020 ",-,-
,,621703904,アズレンうがい液４％「ＴＳＵ」,ｍＬ,2260700F1137,40.2 ,1,"48,315 ",-,-,-,-,-,-,-,-,"1,070 ",-,"1,190 ",-,-,"1,475 ","1,775 ","1,675 ","1,485 ",-,-,-,-,-,-,-,-,-,"1,300 ","1,610 ","1,665 ","1,495 ","1,390 ","1,310 ","1,715 ","2,405 ","2,770 ","3,030 ","4,000 ","3,155 ","1,255 ",-,-,-
229,その他の呼吸器官用薬,620004366,パルミコート吸入液０．２５ｍｇ　２ｍＬ,管,2290701G4020,256.7 ,0,"12,743,057 ","5,477,088 ","1,924,628 ","207,283 ","39,526 ","24,695 ","9,830 ","6,459 ","5,232 ","2,476 ","4,158 ","1,237 ",-,"4,473 ","3,692 ","7,454 ","8,620 ","8,529 ","3,620 ","2,103 ",-,-,"3,315,238 ","1,386,567 ","135,982 ","32,244 ","19,013 ","12,935 ","8,003 ","7,207 ","5,023 ","3,143 ","2,550 ","1,587 ","2,256 ","6,441 ","5,492 ","9,249 ","13,944 ","15,134 ","12,835 ","5,706 ",-
,,620004367,パルミコート吸入液０．５ｍｇ　２ｍＬ,管,2290701G5026,341.3 ,0,"6,876,685 ","2,285,184 ","1,254,641 ","208,010 ","40,659 ","31,314 ","21,915 ","12,965 ","14,446 ","7,849 ","6,325 ","9,930 ","8,510 ","11,014 ","13,870 ","18,086 ","25,954 ","18,918 ","17,257 ","14,203 ",-,-,"1,345,930 ","837,688 ","135,461 ","42,560 ","36,058 ","28,248 ","22,303 ","23,816 ","20,565 ","20,950 ","17,543 ","22,535 ","11,814 ","20,694 ","24,577 ","29,894 ","48,264 ","80,238 ","49,244 ","27,220 ","5,486 "
,,621950801,シムビコートタービュヘイラー６０吸入,キット,2290801G2025,"5,850.2 ",0,"5,637,677 ",-,"3,193 ","13,512 ","31,994 ","35,924 ","53,407 ","83,784 ","112,855 ","144,338 ","164,206 ","160,268 ","158,715 ","170,660 ","233,775 ","258,501 ","276,969 ","201,357 ","109,003 ","33,373 ","4,649 ",-,-,"2,133 ","10,850 ","35,256 ","59,876 ","102,474 ","169,444 ","231,268 ","279,596 ","301,159 ","268,074 ","248,002 ","258,445 ","328,578 ","332,796 ","315,745 ","241,844 ","137,816 ","52,011 ","10,620 ",-
,,660421113,フルタイド１００ロタディスク　１００μｇ,ブリスター,2290700G2022,30.3 ,0,"3,612,654 ","5,642 ","228,772 ","185,365 ","34,406 ","20,202 ","25,326 ","33,618 ","49,984 ","67,818 ","77,609 ","82,942 ","89,526 ","89,164 ","116,242 ","135,631 ","133,225 ","109,256 ","70,384 ","28,790 ","1,992 ",-,"5,432 ","174,348 ","138,250 ","41,704 ","40,068 ","44,196 ","62,416 ","81,044 ","105,939 ","111,138 ","116,574 ","103,528 ","136,483 ","169,663 ","185,141 ","171,552 ","170,646 ","113,200 ","42,374 ","12,504 ",-
,,660421114,フルタイド２００ロタディスク　２００μｇ,ブリスター,2290700G3029,39.1 ,0,"3,093,028 ",-,"7,302 ","23,876 ","21,998 ","18,048 ","22,952 ","37,849 ","51,192 ","73,573 ","105,644 ","96,850 ","110,934 ","111,579 ","147,142 ","149,911 ","141,504 ","118,796 ","64,858 ","15,846 ","4,888 ",-,-,"2,794 ","25,231 ","27,808 ","37,076 ","50,246 ","74,496 ","94,757 ","116,359 ","123,827 ","109,542 ","121,680 ","137,598 ","182,987 ","179,340 ","181,431 ","158,871 ","98,955 ","37,838 ","6,098 ","1,344 "
,,622375501,レルベア１００エリプタ３０吸入用,キット,2290803G3020,"5,689.4 ",0,"1,549,937 ",-,-,"4,806 ","13,292 ","11,520 ","15,677 ","23,944 ","33,831 ","42,830 ","49,757 ","46,683 ","45,620 ","53,225 ","76,147 ","84,824 ","87,942 ","66,845 ","36,600 ","11,334 ","1,577 ",-,-,-,"3,413 ","10,654 ","12,770 ","18,764 ","29,140 ","42,062 ","56,974 ","67,311 ","61,297 ","59,810 ","67,922 ","90,515 ","90,240 ","89,516 ","73,339 ","45,888 ","18,408 ","3,882 ",-
,,622375601,レルベア２００エリプタ３０吸入用,キット,2290803G4027,"6,353.2 ",0,"1,544,092 ",-,-,"1,359 ","9,223 ","11,130 ","16,419 ","26,866 ","36,740 ","47,382 ","55,792 ","53,388 ","52,389 ","53,681 ","73,384 ","79,245 ","79,358 ","59,639 ","31,867 ","8,915 ","1,186 ",-,-,-,-,"8,131 ","13,305 ","20,532 ","32,115 ","46,038 ","63,322 ","74,038 ","66,750 ","64,896 ","66,381 ","85,914 ","86,854 ","87,260 ","69,109 ","41,784 ","15,189 ","3,202 ",-
,,621829601,アドエア２５０ディスカス６０吸入用　６０ブリスター,キット,2290800G5038,"7,168.7 ",0,"1,326,745 ",-,"1,040 ","9,030 ","11,769 ","8,119 ","11,722 ","19,195 ","28,140 ","36,978 ","41,180 ","40,336 ","39,655 ","43,338 ","63,057 ","76,305 ","84,764 ","71,301 ","43,962 ","15,197 ","2,187 ",-,-,-,"6,100 ","8,865 ","7,716 ","11,310 ","19,099 ","28,373 ","41,286 ","50,010 ","49,055 ","46,468 ","50,557 ","68,753 ","73,681 ","77,727 ","67,481 ","46,633 ","20,607 ","4,583 ",-
,,622278201,フルティフォーム１２５エアゾール１２０吸入用,瓶,2290802G4022,"6,346.2 ",0,"1,306,260 ",-,-,"1,522 ","6,825 ","7,913 ","12,286 ","19,489 ","25,189 ","32,468 ","36,488 ","34,879 ","34,615 ","36,730 ","51,475 ","56,430 ","61,175 ","46,539 ","26,454 ","8,832 ","1,288 ",-,-,-,"1,017 ","7,290 ","12,710 ","21,104 ","33,598 ","46,580 ","61,266 ","66,936 ","59,684 ","56,064 ","58,835 ","76,353 ","78,291 ","81,796 ","68,890 ","47,771 ","21,027 ","5,490 ",-
,,660421112,フルタイド５０ロタディスク　５０μｇ,ブリスター,2290700G1026,22.5 ,0,"953,797 ","25,384 ","351,756 ","119,733 ","7,702 ","1,032 ","1,600 ",-,"1,180 ",-,"3,556 ","1,160 ","1,144 ","2,696 ","3,344 ","2,564 ","5,422 ","4,114 ","3,068 ","1,908 ",-,-,"18,540 ","251,680 ","84,748 ","8,500 ","1,986 ",-,-,"2,082 ","4,300 ","2,668 ","3,708 ","1,852 ","3,956 ","5,506 ","5,872 ","8,520 ","5,460 ","1,828 ","2,656 ",-,-
,,622278001,フルティフォーム１２５エアゾール５６吸入用,瓶,2290802G2020,"3,028.3 ",0,"716,055 ",-,-,"2,008 ","6,674 ","8,790 ","11,960 ","17,628 ","20,684 ","22,450 ","20,852 ","17,539 ","15,896 ","15,464 ","18,632 ","18,106 ","17,802 ","14,851 ","9,294 ","3,898 ",-,-,-,-,"2,011 ","8,676 ","17,514 ","25,210 ","35,380 ","43,053 ","46,568 ","44,346 ","33,913 ","29,525 ","29,329 ","33,059 ","31,406 ","30,303 ","26,229 ","20,379 ","10,783 ","3,862 ",-
,,621950701,シムビコートタービュヘイラー３０吸入,キット,2290801G1029,"2,996.3 ",0,"646,757 ",-,"1,457 ","4,021 ","7,369 ","9,542 ","12,851 ","17,864 ","20,454 ","21,953 ","20,064 ","17,293 ","15,264 ","14,069 ","15,700 ","15,235 ","14,364 ","10,187 ","5,854 ","1,898 ",-,-,-,"1,115 ","3,755 ","10,835 ","20,691 ","28,518 ","39,061 ","44,384 ","46,391 ","41,340 ","31,726 ","27,819 ","25,339 ","27,244 ","22,487 ","19,856 ","14,932 ","9,758 ","4,430 ","1,035 ",-
,,622279301,レルベア２００エリプタ１４吸入用,キット,2290803G2024,"2,987.1 ",0,"642,356 ",-,-,-,"7,283 ","9,724 ","13,635 ","20,047 ","23,250 ","25,124 ","23,106 ","19,264 ","16,818 ","15,682 ","17,902 ","16,935 ","15,260 ","12,107 ","6,825 ","2,281 ",-,-,-,-,"1,031 ","8,063 ","16,434 ","23,154 ","32,131 ","39,988 ","43,383 ","40,409 ","30,918 ","26,854 ","25,406 ","27,828 ","23,469 ","22,815 ","17,843 ","10,404 ","4,520 ",-,-
,,622279201,レルベア１００エリプタ１４吸入用,キット,2290803G1028,"2,703.6 ",0,"628,355 ",-,-,"4,209 ","8,049 ","8,102 ","10,616 ","14,607 ","17,386 ","18,888 ","18,005 ","15,189 ","14,342 ","15,047 ","18,222 ","18,144 ","18,872 ","15,630 ","9,503 ","3,474 ",-,-,-,-,"3,899 ","9,904 ","14,831 ","19,812 ","27,936 ","33,243 ","37,222 ","35,800 ","27,599 ","25,275 ","25,984 ","29,655 ","28,356 ","27,310 ","23,809 ","17,801 ","8,019 ","1,810 ",-
,,621781501,アドエア２５０ディスカス２８吸入用　２８ブリスター,キット,2290800G2039,"3,434.0 ",0,"610,660 ",-,-,"5,631 ","7,887 ","5,516 ","7,408 ","11,088 ","14,310 ","16,745 ","17,121 ","15,933 ","15,379 ","15,498 ","22,443 ","23,336 ","26,226 ","22,958 ","15,852 ","5,825 ","1,173 ",-,-,-,"4,832 ","8,035 ","9,011 ","12,656 ","18,363 ","23,643 ","28,214 ","29,282 ","25,015 ","24,090 ","23,991 ","30,076 ","29,714 ","30,595 ","28,018 ","21,369 ","9,598 ","2,475 ",-
,,621829501,アドエア１００ディスカス６０吸入用　６０ブリスター,キット,2290800G4031,"6,235.6 ",0,"511,446 ",-,"52,577 ","78,687 ","13,199 ","2,960 ","2,841 ","3,927 ","5,747 ","7,634 ","8,709 ","8,169 ","7,755 ","8,600 ","12,269 ","14,283 ","15,012 ","11,936 ","7,612 ","2,549 ",-,-,-,"34,921 ","48,658 ","10,724 ","2,603 ","2,836 ","4,259 ","6,037 ","8,872 ","10,999 ","10,353 ","10,404 ","11,158 ","15,820 ","17,394 ","18,225 ","15,475 ","10,642 ","4,937 ","1,121 ",-
,,660451013,フルタイド１００ディスカス　１００μｇ６０ブリスター,個,2290700G5021,"1,770.2 ",0,"442,549 ",-,"33,624 ","40,853 ","7,364 ","2,646 ","2,916 ","4,080 ","6,129 ","8,545 ","9,720 ","9,920 ","10,091 ","10,058 ","13,439 ","15,967 ","16,264 ","13,377 ","7,630 ","2,715 ",-,-,-,"22,026 ","24,821 ","6,698 ","3,064 ","3,687 ","5,047 ","7,089 ","9,263 ","11,362 ","12,136 ","12,467 ","14,395 ","19,047 ","20,054 ","19,677 ","17,132 ","11,759 ","5,222 ","1,112 ",-
,,660451016,フルタイド２００ディスカス　２００μｇ６０ブリスター,個,2290700G6028,"2,303.7 ",0,"381,891 ",-,-,"3,242 ","2,439 ","1,855 ","2,470 ","4,183 ","6,674 ","9,765 ","12,089 ","12,510 ","12,282 ","14,062 ","19,114 ","21,014 ","22,926 ","18,156 ","9,672 ","3,226 ",-,-,-,-,"2,220 ","2,144 ","2,065 ","3,254 ","5,208 ","7,375 ","10,688 ","14,172 ","14,710 ","14,740 ","16,993 ","23,326 ","24,469 ","23,128 ","19,444 ","13,166 ","5,833 ","1,349 ",-
,,620004890,オルベスコ２００μｇインヘラー５６吸入用　１１．２ｍｇ３．３ｇ,キット,2290702G3028,"2,242.8 ",0,"380,767 ","2,831 ","3,707 ","2,848 ","1,471 ",-,"1,802 ","2,643 ","4,316 ","5,664 ","7,687 ","8,424 ","9,225 ","11,955 ","18,570 ","22,669 ","25,021 ","18,234 ","9,242 ","2,974 ",-,-,"1,914 ","2,559 ","1,944 ","1,571 ","1,591 ","2,685 ","5,053 ","8,240 ","11,810 ","14,474 ","15,080 ","15,155 ","17,046 ","25,101 ","26,671 ","27,303 ","21,153 ","13,108 ","5,775 ","1,634 ",-
,,621781401,アドエア１００ディスカス２８吸入用　２８ブリスター,キット,2290800G1032,"2,984.3 ",0,"353,250 ",-,"46,457 ","52,496 ","6,118 ","1,778 ","1,873 ","2,764 ","3,910 ","4,512 ","4,305 ","4,370 ","4,102 ","4,477 ","5,790 ","6,997 ","7,095 ","5,796 ","3,526 ","1,664 ",-,-,-,"33,074 ","38,354 ","6,485 ","2,846 ","3,905 ","5,822 ","6,867 ","8,265 ","8,223 ","7,612 ","6,563 ","6,863 ","8,965 ","9,235 ","10,012 ","9,703 ","6,136 ","3,723 ",-,-
,,621829701,アドエア５００ディスカス６０吸入用　６０ブリスター,キット,2290800G6034,"8,144.6 ",0,"348,896 ",-,-,-,"1,260 ","1,452 ","2,623 ","4,738 ","7,276 ","10,644 ","13,372 ","13,968 ","12,249 ","12,143 ","17,383 ","18,838 ","19,214 ","15,844 ","8,482 ","2,735 ",-,-,-,-,-,-,"1,549 ","2,647 ","4,975 ","7,714 ","11,887 ","15,982 ","14,968 ","14,473 ","14,288 ","19,456 ","20,806 ","20,781 ","18,414 ","11,667 ","4,155 ","1,002 ",-
,,620005291,パルミコート２００μｇタービュヘイラー５６吸入　１１．２ｍｇ,瓶,2290701G2035,"1,382.4 ",0,"310,945 ",-,-,"2,284 ","1,373 ","1,123 ","1,616 ","2,804 ","4,092 ","5,423 ","6,668 ","6,436 ","7,607 ","8,955 ","12,561 ","13,369 ","12,991 ","10,289 ","5,898 ","1,716 ",-,-,-,-,"1,659 ","1,973 ","3,136 ","7,543 ","14,616 ","18,413 ","17,422 ","15,675 ","13,110 ","13,124 ","14,301 ","18,479 ","19,431 ","17,760 ","15,205 ","8,094 ","3,316 ",-,-
