"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
620005164,サイレース静注２ｍｇ,1124400A1058,159.0 ,0,"271,192 "
620008232,ミダゾラム注射液１０ｍｇ「タイヨー」　２ｍＬ,1124401A1079,75.0 ,1,"164,417 "
620005169,ジアゼパム注射液１０ｍｇ「タイヨー」,1124402A2061,58.0 ,1,"158,403 "
620003795,フェノバール注射液１００ｍｇ　１０％１ｍＬ,1125402A1054,75.0 ,0,"29,082 "
622103701,ジアゼパム注射液５ｍｇ「タイヨー」,1124402A1049,56.0 ,1,"20,127 "
621837101,ミダゾラム注射液１０ｍｇ「テバ」　２ｍＬ,1124401A1087,75.0 ,1,"1,883 "
620001913,プレセデックス静注液２００μｇ「マルイシ」　２ｍＬ,1129400A1038,"5,192.0 ",0,"1,281 "
620004156,注射用アイオナール・ナトリウム（０．２）　２００ｍｇ,1125401D2028,243.0 ,0,-
620003264,プレセデックス静注液２００μｇ「ホスピーラ」　２ｍＬ,1129400A1046,"5,192.0 ",0,-
620000188,アレビアチン注２５０ｍｇ　５％５ｍＬ,1132400A1033,132.0 ,0,"8,761 "
622093701,ホストイン静注７５０ｍｇ　１０ｍＬ,1132401A1020,"6,361.0 ",0,"7,164 "
620008567,ノーベルバール静注用２５０ｍｇ,1139400F1023,"2,119.0 ",0,"1,059 "
622308401,イーケプラ点滴静注５００ｍｇ　５ｍＬ,1139402A1025,"1,978.0 ",0,-
622370301,ミダフレッサ静注０．１％　１０ｍｇ１０ｍＬ,1139401A1020,"3,340.0 ",0,-
620004717,ノイロトロピン注射液３．６単位　３ｍＬ,1149601A2062,167.0 ,0,"18,105,468 "
620001936,ネオビタカイン注シリンジ５ｍＬ,1149503G1027,353.0 ,0,"5,108,934 "
620003776,ネオビタカイン注５ｍＬ,1149503A1083,226.0 ,0,"1,723,395 "
620004651,カピステン筋注５０ｍｇ,1149402A1056,128.0 ,0,"1,219,985 "
620006217,カシロン静注１０ｍＬ,1149501A1122,61.0 ,1,"1,122,545 "
620005153,カシワドール静注　２０ｍＬ,1149500A1110,77.0 ,0,"1,033,897 "
620111101,ザルソロイチン静注２０ｍＬ,1149500A1128,61.0 ,1,"921,423 "
620003775,ネオビタカイン注２ｍＬ,1149502A1089,183.0 ,0,"878,547 "
640412048,ナブトピン注　３ｍＬ,1149601A2046,86.0 ,1,"870,929 "
640412023,ジブカルソー注　５ｍＬ,1149503A1032,75.0 ,1,"823,388 "
620001935,ネオビタカイン注シリンジ２ｍＬ,1149502G1022,314.0 ,0,"687,263 "
620004716,ノイロトロピン注射液１．２単位　１ｍＬ,1149601A1031,87.0 ,0,"620,773 "
620006232,ザルソロン静注５００ｍｇ　５％１０ｍＬ,1143400A2114,58.0 ,1,"619,327 "
620008930,ヘパルス静注０．５ｇ　５％１０ｍＬ,1143400A2130,58.0 ,1,"485,135 "
620004696,タイオゼット注５ｍＬ,1149503A1016,65.0 ,1,"386,851 "
640412022,ジブカルソー注　２ｍＬ,1149502A1038,59.0 ,1,"361,563 "
620008941,メジェイド筋注５０ｍｇ,1149402A1072,56.0 ,1,"323,091 "
621217201,ザルソロイチン静注１０ｍＬ,1149501A1130,61.0 ,1,"259,622 "
641140051,ソセゴン注射液１５ｍｇ,1149401A1027,68.0 ,0,"243,727 "
620004727,ハフトロン静注０．５ｇ　５％１０ｍＬ,1143400A2092,58.0 ,1,"242,493 "
641140119,ロイサールＳ注射液　２０ｍＬ,1149500A1080,61.0 ,1,"227,557 "
620074401,サリチル酸ナトリウム静注０．５ｇ「日新」　５％１０ｍＬ,1143400A2149,58.0 ,1,"223,631 "
641140136,メチロン注２５％　１ｍＬ,1144400A2014,92.0 ,0,"221,317 "
620109703,ケトプロフェン筋注５０ｍｇ「日新」,1149402A1080,56.0 ,1,"216,796 "
620005168,サルソニン静注０．５ｇ　５％１０ｍＬ,1143400A2106,58.0 ,1,"182,328 "
640412018,ザルチロン注　１０ｍＬ,1149501A1092,61.0 ,1,"173,808 "
640407152,サイリジン注　１０ｍＬ,1149501A1068,61.0 ,1,"159,391 "
640433062,ビーセルファ注　５ｍＬ,1149503A1075,75.0 ,1,"159,127 "
620004649,カシミタール静注　２０ｍＬ,1149500A1101,60.0 ,0,"154,978 "
620007313,ジカベリン注５ｍＬ,1149503A1105,75.0 ,1,"151,758 "
641140070,ペンタジン注射液１５　１５ｍｇ,1149401A1051,68.0 ,0,"151,359 "
620004695,タイオゼット注２ｍＬ,1149502A1097,59.0 ,1,"135,019 "
620007390,トリガイン注５ｍＬ,1149503A1113,75.0 ,1,"121,989 "
622267401,アセリオ静注液１０００ｍｇ　１，０００ｍｇ１００ｍＬ,1141400A1024,332.0 ,0,"119,715 "
640407247,ヤスラミン注　１０ｍＬ,1149501A1076,61.0 ,1,"107,409 "
641140146,メチロン注２５％　２ｍＬ,1144400A3126,95.0 ,0,"97,218 "
620007312,ジカベリン注２ｍＬ,1149502A1100,59.0 ,1,"89,115 "
640433061,ビーセルファ注　２ｍＬ,1149502A1070,59.0 ,1,"81,597 "
620006355,ロピオン静注５０ｍｇ　５ｍＬ,1149407A1040,239.0 ,0,"70,638 "
641140153,ピリツイン注　２０ｍＬ,1149500A1098,61.0 ,1,"57,847 "
620007389,トリガイン注２ｍＬ,1149502A1119,59.0 ,1,"52,199 "
641140046,スルピリン注射液　２５％１ｍＬ,1144400A2014,92.0 ,0,"45,219 "
620005167,サルソニン静注０．２５ｇ　５％５ｍＬ,1143400A1037,56.0 ,1,"40,609 "
641140134,スルピリン注射液２５０ｍｇ「トーワ」　２５％１ｍＬ,1144400A2014,92.0 ,0,"34,082 "
620076111,スルピリン注射液２５０ｍｇ「日医工」　２５％１ｍＬ,1144400A2014,92.0 ,0,"29,134 "
641140144,スルピリン注射液５００ｍｇ「トーワ」　２５％２ｍＬ,1144400A3010,92.0 ,0,"27,314 "
641140133,スルピリン注２５％「イセイ」　１ｍＬ,1144400A2014,92.0 ,0,"26,291 "
620003245,レペタン注０．２ｍｇ,1149403A1050,145.0 ,0,"26,127 "
620076209,スルピリン注射液５００ｍｇ「日医工」　２５％２ｍＬ,1144400A3010,92.0 ,0,"24,977 "
641140047,スルピリン注射液　２５％２ｍＬ,1144400A3010,92.0 ,0,"18,373 "
641140052,ソセゴン注射液３０ｍｇ,1149401A2023,133.0 ,0,"11,040 "
620076107,スルピリン注２５０ｍｇ「ＮＰ」　２５％１ｍＬ,1144400A2014,92.0 ,0,"9,194 "
620112101,ヤスラミン配合静注　１０ｍＬ,1149501A1149,61.0 ,1,"7,678 "
620005856,スペロン注２５０ｍｇ　２５％１ｍＬ,1144400A2014,92.0 ,0,"7,500 "
640406125,トスパリール注１５　１５ｍｇ,1149401A1060,69.0 ,0,"5,385 "
641140071,ペンタジン注射液３０　３０ｍｇ,1149401A2058,133.0 ,0,"5,215 "
620000258,トラマール注１００　１００ｍｇ,1149400A1049,99.0 ,0,"4,175 "
620003246,レペタン注０．３ｍｇ,1149403A2057,213.0 ,0,"3,425 "
641140130,スルピリン注「ヒシヤマ」２５％　１ｍＬ,1144400A2014,92.0 ,0,"3,367 "
620005857,スペロン注５００ｍｇ　２５％２ｍＬ,1144400A3169,95.0 ,0,"3,314 "
641140045,スルピリン注射液　１０％２ｍＬ,1144400A1018,95.0 ,0,"1,971 "
641140049,スルピリン注射液　５０％１ｍＬ,1144400A4017,92.0 ,0,"1,800 "
641140109,セダペイン注１５　１．５％１ｍＬ,1149405A1025,175.0 ,0,"1,108 "
620006271,トスパリール注３０ｍｇ,1149401A2066,115.0 ,1,-
620110202,ブプレノルフィン注０．３ｍｇ「日新」,1149403A2073,107.0 ,1,-
620109902,ブプレノルフィン注０．２ｍｇ「日新」,1149403A1077,81.0 ,1,-
620007310,ザルバン注０．３ｍｇ,1149403A2065,107.0 ,1,-
620007309,ザルバン注０．２ｍｇ,1149403A1069,81.0 ,1,-
622327600,サリチル酸ナトリウム・ジブカイン配合５ｍＬ注射液,1149503A1016,65.0 ,1,-
620005147,アキネトン注射液５ｍｇ　０．５％１ｍＬ,1162400A1059,58.0 ,0,"50,589 "
620000243,タスモリン注５ｍｇ　０．５％１ｍＬ,1162400A1040,56.0 ,1,"27,360 "
620008889,ドパストン静注２５ｍｇ　０．２５％１０ｍＬ,1164400A1045,153.0 ,0,"11,898 "
620008890,ドパストン静注５０ｍｇ　０．２５％２０ｍＬ,1164400A2041,282.0 ,0,"6,992 "
622149301,アポカイン皮下注３０ｍｇ　３ｍＬ,1169400G1028,"7,766.0 ",0,"4,598 "
641170001,アタラックス－Ｐ注射液（２５ｍｇ／ｍｌ）　２．５％１ｍＬ,1179401A1026,56.0 ,0,"450,334 "
621905401,リスパダール　コンスタ筋注用５０ｍｇ　（懸濁用液付）,1179407G3029,"38,780.0 ",0,"97,223 "
640463106,フルデカシン筋注２５ｍｇ　１ｍＬ,1172405A1031,"1,564.0 ",0,"96,865 "
641170047,ハロマンス注５０ｍｇ　１ｍＬ,1179406A1037,"1,728.0 ",0,"87,186 "
641170048,ハロマンス注１００ｍｇ　１ｍＬ,1179406A2033,"2,766.0 ",0,"74,124 "
620000242,セレネース注５ｍｇ　０．５％１ｍＬ,1179404A1070,92.0 ,0,"58,843 "
620007173,アナフラニール点滴静注液２５ｍｇ,1174401A1038,230.0 ,0,"53,566 "
641170002,アタラックス－Ｐ注射液（５０ｍｇ／ｍｌ）　５％１ｍＬ,1179401A2022,62.0 ,0,"45,367 "
621905201,リスパダール　コンスタ筋注用２５ｍｇ　（懸濁用液付）,1179407G1026,"24,192.0 ",0,"43,618 "
621905301,リスパダール　コンスタ筋注用３７．５ｍｇ　（懸濁用液付）,1179407G2022,"31,883.0 ",0,"32,805 "
620008951,リントン注５ｍｇ　０．５％１ｍＬ,1179404A1089,56.0 ,1,"31,085 "
641170045,ネオペリドール注５０　５０ｍｇ１ｍＬ,1179406A1029,"1,609.0 ",0,"23,986 "
622278601,ゼプリオン水懸筋注１００ｍｇシリンジ,1179409G4024,"48,716.0 ",0,"23,936 "
641170046,ネオペリドール注１００　１００ｍｇ１ｍＬ,1179406A2025,"2,526.0 ",0,"23,169 "
622409901,エビリファイ持続性水懸筋注用４００ｍｇシリンジ,1179410G2024,"46,539.0 ",0,"21,797 "
622278701,ゼプリオン水懸筋注１５０ｍｇシリンジ,1179409G5020,"64,202.0 ",0,"16,284 "
620004718,ノバミン筋注５ｍｇ　０．５％１ｍＬ,1172404A1037,61.0 ,0,"14,802 "
622278501,ゼプリオン水懸筋注７５ｍｇシリンジ,1179409G3028,"40,051.0 ",0,"12,277 "
620004712,ドグマチール筋注１００ｍｇ,1179403A1050,141.0 ,0,"10,557 "
622278401,ゼプリオン水懸筋注５０ｍｇシリンジ,1179409G2021,"30,391.0 ",0,"7,821 "
622210701,ジプレキサ筋注用１０ｍｇ,1179408E1020,"2,126.0 ",0,"5,522 "
640463138,レボトミン筋注２５ｍｇ　２．５％１ｍＬ,1172403A1040,56.0 ,0,"3,607 "
640463104,ピーゼットシー筋注２ｍｇ　０．２％１ｍＬ,1172402A1046,62.0 ,0,"3,594 "
620004746,ヒルナミン筋注２５ｍｇ　２．５％１ｍＬ,1172403A1059,56.0 ,0,"2,863 "
641170052,コントミン筋注１０ｍｇ　０．５％２ｍＬ,1171400A1015,92.0 ,0,"2,416 "
622278301,ゼプリオン水懸筋注２５ｍｇシリンジ,1179409G1025,"18,958.0 ",0,"2,353 "
622409801,エビリファイ持続性水懸筋注用３００ｍｇシリンジ,1179410G1028,"38,271.0 ",0,"2,113 "
622409701,エビリファイ持続性水懸筋注用４００ｍｇ　（懸濁用液付）,1179410E2023,"46,480.0 ",0,"1,639 "
620007398,トロペロン注４ｍｇ　２ｍＬ,1179405A1032,206.0 ,0,"1,274 "
641170056,コントミン筋注２５ｍｇ　０．５％５ｍＬ,1171400A2011,92.0 ,0,"1,187 "
622409601,エビリファイ持続性水懸筋注用３００ｍｇ　（懸濁用液付）,1179410E1027,"38,212.0 ",0,-
641170058,コントミン筋注５０ｍｇ　１％５ｍＬ,1171400A3018,94.0 ,0,-
641170032,クロルプロマジン塩酸塩注射液　０．５％５ｍＬ,1171400A2011,92.0 ,0,-
641170031,クロルプロマジン塩酸塩注射液　０．５％２ｍＬ,1171400A1015,92.0 ,0,-
621974901,ラジカット点滴静注バッグ３０ｍｇ　１００ｍＬ,1190401G1026,"5,893.0 ",0,"90,242 "
640451014,ラジカット注３０ｍｇ　２０ｍＬ,1190401A1023,"5,893.0 ",0,"16,197 "
622339501,タイサブリ点滴静注３００ｍｇ　１５ｍＬ,1190402A1028,"228,164.0 ",0,"1,854 "
622079601,エダラボン点滴静注液３０ｍｇバッグ「ＮＰ」　１００ｍＬ,1190401G1069,"2,589.0 ",1,"1,666 "
622063801,エダラボン点滴静注バッグ３０ｍｇ「ＮＳ」　１００ｍＬ,1190401G1131,"3,542.0 ",1,"1,292 "
622072501,エダラボン点滴静注液バッグ３０ｍｇ「日医工」　１００ｍＬ,1190401G1115,"2,589.0 ",1,"1,047 "
622044801,エダラボン点滴静注液３０ｍｇバッグ「明治」　１００ｍＬ,1190401G1093,"2,589.0 ",1,-
622067501,エダラボン点滴静注３０ｍｇバッグ「ＤＳＥＰ」　１００ｍＬ,1190401G1034,"3,542.0 ",1,-
622043601,エダラボン点滴静注３０ｍｇバッグ「アイロム」　１００ｍＬ,1190401G1042,"2,589.0 ",1,-
622075301,エダラボン点滴静注液３０ｍｇバッグ「ケミファ」　１００ｍＬ,1190401G1077,"3,542.0 ",1,-
622062003,エダラボン点滴静注液バッグ３０ｍｇ「ＴＹＫ」　１００ｍＬ,1190401G1182,"2,589.0 ",1,-
622074601,エダラボン点滴静注バッグ３０ｍｇ「杏林」　１００ｍＬ,1190401G1166,"2,589.0 ",1,-
622147101,エダラボン点滴静注バッグ３０ｍｇ「ファイザー」　１００ｍＬ,1190401G1190,"3,542.0 ",1,-
622072401,エダラボン点滴静注液３０ｍｇ「日医工」　２０ｍＬ,1190401A1201,"2,601.0 ",1,-
622052601,エダラボン点滴静注液３０ｍｇバッグ「サワイ」　１００ｍＬ,1190401G1085,"3,542.0 ",1,-
622045101,エダラボン点滴静注３０ｍｇバッグ「タカタ」　１００ｍＬ,1190401G1050,"2,589.0 ",1,-
622074501,エダラボン点滴静注３０ｍｇ「杏林」　２０ｍＬ,1190401A1104,"3,349.0 ",1,-
622048701,エダラボン点滴静注バッグ３０ｍｇ「アメル」　１００ｍＬ,1190401G1158,"3,542.0 ",1,-
622067401,エダラボン点滴静注３０ｍｇ「ＤＳＥＰ」　２０ｍＬ,1190401A1031,"3,349.0 ",1,-
622061902,エダラボン点滴静注液３０ｍｇ「ＴＹＫ」　２０ｍＬ,1190401A1236,"3,349.0 ",1,-
622044401,エダラボン点滴静注３０ｍｇ「ファイザー」　２０ｍＬ,1190401A1139,"3,349.0 ",1,-
622048301,エダラボン点滴静注バッグ３０ｍｇ「ＡＡ」　１００ｍＬ,1190401G1123,"3,542.0 ",1,-
622111201,エダラボン点滴静注３０ｍｇバッグ「トーワ」　１００ｍＬ,1190401G1174,"3,542.0 ",1,-
622075201,エダラボン点滴静注液３０ｍｇ「ケミファ」　２０ｍＬ,1190401A1171,"3,349.0 ",1,-
622044701,エダラボン点滴静注３０ｍｇ「明治」　２０ｍＬ,1190401A1147,"2,601.0 ",1,-
622220401,エダラボン点滴静注３０ｍｇバッグ「ＨＫ」　１００ｍＬ,1190401G1220,"3,542.0 ",1,-
622176901,エダラボン点滴静注液３０ｍｇバッグ「サンド」　１００ｍＬ,1190401G1212,"2,589.0 ",1,-
622052501,エダラボン点滴静注液３０ｍｇ「サワイ」　２０ｍＬ,1190401A1198,"3,349.0 ",1,-
622043501,エダラボン点滴静注３０ｍｇ「アイロム」　２０ｍＬ,1190401A1074,"3,349.0 ",1,-
622051501,エダラボン点滴静注３０ｍｇ「ＫＮ」　２０ｍＬ,1190401A1058,"3,349.0 ",1,-
622079501,エダラボン点滴静注３０ｍｇ「ＮＰ」　２０ｍＬ,1190401A1066,"2,601.0 ",1,-
622083501,エダラボン点滴静注３０ｍｇ「ハラサワ」　２０ｍＬ,1190401A1120,"2,601.0 ",1,-
622052003,エダラボン点滴静注３０ｍｇ「ＨＫ」　２０ｍＬ,1190401A1228,"3,349.0 ",1,-
622056501,エダラボン点滴静注３０ｍｇ「トーワ」　２０ｍＬ,1190401A2020,"3,349.0 ",1,-
622063701,エダラボン点滴静注液３０ｍｇ「ＮＳ」　２０ｍＬ,1190401A1155,"2,601.0 ",1,-
622074701,エダラボン点滴静注液３０ｍｇ「Ｆ」　２０ｍＬ,1190401A2038,"3,349.0 ",1,-
622071201,エダラボン点滴静注バッグ３０ｍｇ「ＹＤ」　１００ｍＬ,1190401G1140,"2,589.0 ",1,-
622158501,エダラボン点滴静注液３０ｍｇバッグ「Ｆ」　１００ｍＬ,1190401G1204,"3,542.0 ",1,-
641210099,キシロカイン注射液１％,1214401A3020,11.2 ,0,"27,503,745 "
641210004,キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有,1214400A2029,11.0 ,0,"9,607,901 "
641210091,１％カルボカイン注,1214402A2028,11.5 ,0,"9,393,128 "
641210022,リドカイン注射液　１％,1214401A3011,9.8 ,0,"8,272,493 "
641210093,キシロカイン注射液０．５％,1214401A1027,10.2 ,0,"6,878,673 "
620007262,キシロカイン注ポリアンプ１％　５ｍＬ,1214400A7055,60.0 ,0,"6,362,393 "
641210100,リドカイン注「ＮＭ」１％,1214401A3011,9.8 ,0,"4,146,078 "
641210020,リドカイン注射液　０．５％,1214401A1019,9.2 ,0,"3,272,891 "
641210090,０．５％カルボカイン注,1214402A1021,11.0 ,0,"2,874,851 "
641210018,マーカイン注０．２５％,1214403A2022,15.0 ,0,"2,617,071 "
620007263,キシロカイン注ポリアンプ１％　１０ｍＬ,1214400A8051,102.0 ,0,"2,143,557 "
640431027,１％塩酸メピバカイン注「ＮＭ」,1214402A2010,10.5 ,0,"1,963,515 "
641210003,キシロカイン注射液「０．５％」エピレナミン１：１００，０００含有,1214400A1022,10.8 ,0,"1,837,286 "
641210040,メピバカイン塩酸塩注射液　１％,1214402A2010,10.5 ,0,"1,607,713 "
620004314,カルボカインアンプル注１％　２ｍＬ,1214402A8018,103.0 ,0,"1,530,258 "
641210102,キシロカイン注射液２％,1214401A4026,16.4 ,0,"1,506,130 "
641210094,リドカイン注「ＮＭ」０．５％,1214401A1019,9.2 ,0,"1,464,480 "
620004315,カルボカインアンプル注１％　５ｍＬ,1214402A9014,110.0 ,0,"1,060,765 "
641210019,マーカイン注０．５％,1214403A3029,20.3 ,0,"1,046,914 "
641210005,キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有,1214400A3025,16.5 ,0,"984,992 "
641210017,マーカイン注０．１２５％,1214403A1026,13.3 ,0,"920,067 "
640431026,０．５％塩酸メピバカイン注「ＮＭ」,1214402A1013,9.8 ,0,"836,339 "
620007260,キシロカイン注ポリアンプ０．５％　５ｍＬ,1214400A5052,60.0 ,0,"803,822 "
641210039,メピバカイン塩酸塩注射液　０．５％,1214402A1013,9.8 ,0,"650,055 "
620004316,カルボカインアンプル注１％　１０ｍＬ,1214402H1011,110.0 ,0,"634,216 "
621644201,リドカイン塩酸塩注１％「日新」　５ｍＬ,1214400A7063,58.0 ,1,"574,596 "
620002937,キシロカイン注シリンジ１％　１０ｍＬ,1214400G2021,222.0 ,1,"520,213 "
620005863,ロカイン注１％　１ｍＬ,1211401A4016,92.0 ,0,"503,374 "
620007261,キシロカイン注ポリアンプ０．５％　１０ｍＬ,1214400A6059,98.0 ,0,"435,520 "
620005864,ロカイン注１％　２ｍＬ,1211401A5012,92.0 ,0,"406,785 "
641210031,プロカイン塩酸塩注射液　１％５ｍＬ,1211401A6019,92.0 ,0,"352,194 "
620005865,ロカイン注１％　５ｍＬ,1211401A6019,92.0 ,0,"338,375 "
641210030,プロカイン塩酸塩注射液　１％２ｍＬ,1211401A5012,92.0 ,0,"296,103 "
620005866,ロカイン注２％　１ｍＬ,1211401A8011,93.0 ,0,"281,319 "
641210029,プロカイン塩酸塩注射液　１％１ｍＬ,1211401A4016,92.0 ,0,"271,213 "
620000197,１％塩酸メピバカイン注ＰＢ　５ｍＬ,1214406A3022,80.0 ,0,"267,628 "
620007264,キシロカイン注ポリアンプ２％　５ｍＬ,1214400A9058,81.0 ,0,"265,819 "
641210023,リドカイン注射液　２％,1214401A4018,14.4 ,0,"231,865 "
641210092,２％カルボカイン注,1214402A3024,18.5 ,0,"216,603 "
620005867,ロカイン注２％　２ｍＬ,1211401A9018,93.0 ,0,"194,660 "
641210096,キシロカイン０．５％筋注用溶解液　３ｍＬ,1214401A2015,96.0 ,0,"193,749 "
621644301,リドカイン塩酸塩注１％「日新」　１０ｍＬ,1214400A8060,85.0 ,1,"193,134 "
620002936,キシロカイン注シリンジ０．５％　１０ｍＬ,1214400G1025,222.0 ,1,"178,787 "
620000221,局麻用フリードカイン注１％　５ｍＬ,1214400A7039,58.0 ,1,"167,119 "
620004312,カルボカインアンプル注０．５％　５ｍＬ,1214402A5019,110.0 ,0,"162,454 "
620003202,塩酸メピバカイン注シリンジ１％「ＮＰ」　１０ｍＬ,1214406G2029,206.0 ,1,"160,243 "
620004313,カルボカインアンプル注０．５％　１０ｍＬ,1214402A6015,110.0 ,0,"160,049 "
641210026,プロカイン塩酸塩注射液　０．５％１ｍＬ,1211401A1017,92.0 ,0,"152,837 "
641210045,０．５％塩酸プロカイン注射液「トーワ」　１ｍＬ,1211401A1017,92.0 ,0,"145,988 "
641210035,プロカイン塩酸塩注射液　２％２ｍＬ,1211401A9018,93.0 ,0,"143,876 "
641210027,プロカイン塩酸塩注射液　０．５％２ｍＬ,1211401A2013,92.0 ,0,"141,760 "
620003201,塩酸メピバカイン注シリンジ０．５％「ＮＰ」　１０ｍＬ,1214406G1022,206.0 ,1,"122,534 "
640451002,アナペイン注７．５ｍｇ／ｍＬ　０．７５％１０ｍＬ,1214405A3028,626.0 ,0,"114,591 "
620007265,キシロカイン注ポリアンプ２％　１０ｍＬ,1214400H1055,147.0 ,0,"112,415 "
640422010,メピバカイン塩酸塩注射液　１％２ｍＬ,1214402A8018,103.0 ,0,"110,470 "
641210049,０．５％塩酸プロカイン注射液「トーワ」　２ｍＬ,1211401A2013,92.0 ,0,"108,185 "
620000198,１％塩酸メピバカイン注ＰＢ　１０ｍＬ,1214406A4029,88.0 ,0,"107,892 "
641210105,静注用キシロカイン２％　５ｍＬ,1214401A5014,92.0 ,0,"99,127 "
621653501,リドカイン塩酸塩注０．５％「日新」　５ｍＬ,1214400A5060,58.0 ,1,"97,618 "
640422011,メピバカイン塩酸塩注射液　１％５ｍＬ,1214402A9014,110.0 ,0,"86,525 "
621653601,リドカイン塩酸塩注０．５％「日新」　１０ｍＬ,1214400A6067,68.0 ,1,"84,183 "
641210103,リドカイン注「ＮＭ」２％,1214401A4018,14.4 ,0,"72,969 "
