"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
660421013,デルデランス坐剤２　２ｍｇ,2359700J1010,19.3 ,0,-
662350025,メチルセルロース,2359701X1018,2.3 ,0,-
620509501,ＳＰトローチ０．２５ｍｇ「明治」,2399710E1046,5.6 ,1,"52,198,125 "
660463023,ノードマントローチ０．２５ｍｇ,2399710E1038,5.6 ,1,"5,547,223 "
620005260,オラドールトローチ０．５ｍｇ,2399712E1053,5.8 ,0,"2,176,014 "
620509401,セチルピリジニウム塩化物トローチ２ｍｇ「イワキ」,2399709E1043,5.6 ,1,"1,937,216 "
620005259,オラドールＳトローチ０．５ｍｇ,2399712E1045,5.8 ,0,"1,653,948 "
620004800,ケナログ口腔用軟膏０．１％,2399707M1049,69.6 ,0,"1,376,199 "
620009024,デキサルチン口腔用軟膏１ｍｇ／ｇ　０．１％,2399706M1109,59.8 ,1,"1,011,044 "
620004787,アズノールＳＴ錠口腔用５ｍｇ,2399713E1066,17.5 ,0,"951,234 "
662390002,ナウゼリン坐剤３０　３０ｍｇ,2399714J2022,102.3 ,0,"918,339 "
622234801,ペンタサ坐剤１ｇ,2399715J1020,345.1 ,0,"799,446 "
662390001,ナウゼリン坐剤１０　１０ｍｇ,2399714J1026,61.9 ,0,"548,613 "
620006368,アフタゾロン口腔用軟膏０．１％,2399706M1087,65.0 ,0,"510,176 "
620007558,アクロマイシントローチ１５ｍｇ,2399702E1033,9.5 ,0,"473,302 "
660470002,ペンタサ注腸１ｇ,2399715X1023,778.9 ,0,"327,537 "
620508801,アフタッチ口腔用貼付剤２５μｇ,2399707D1030,41.5 ,0,"261,480 "
620007677,デスパコーワ口腔用クリーム,2399800X1033,33.7 ,0,"244,323 "
620009027,デルゾン口腔用軟膏０．１％,2399706M1117,59.8 ,1,"215,100 "
620007573,アフタシール２５μｇ,2399707D2045,41.5 ,0,"115,122 "
662390003,ナウゼリン坐剤６０　６０ｍｇ,2399714J3029,136.1 ,0,"109,719 "
620007673,デキサメタゾン軟膏口腔用０．１％「ＣＨ」,2399706M1095,59.8 ,1,"67,185 "
662310022,複方ヨード・グリセリン,2399700X1019,1.4 ,0,"65,384 "
620509301,サルコートカプセル外用５０μｇ,2399708A1039,50.2 ,0,"60,225 "
620001412,複方ヨード・グリセリン「ケンエー」,2399700X1060,1.7 ,0,"56,227 "
620007751,複方ヨード・グリセリン「マルイシ」,2399700X1345,1.7 ,0,"54,960 "
620510801,サリベートエアゾール　５０ｇ,2399801E1037,641.2 ,0,"46,319 "
620001417,複方ヨード・グリセリンＦＭ,2399700X1175,1.7 ,0,"43,292 "
620009080,ワプロン口腔用貼付剤２５μｇ,2399707D2053,41.5 ,0,"40,851 "
620510504,ドンペリドン坐剤３０ｍｇ「日新」,2399714J2073,58.9 ,1,"35,807 "
621282103,ドンペリドン坐剤３０ｍｇ「ＪＧ」,2399714J2065,47.5 ,1,"32,472 "
662310041,複方ヨードグリセリン「ヨシダ」,2399700X1280,1.7 ,0,"26,681 "
662310038,複方ヨード・グリセリン「ニッコー」,2399700X1256,1.6 ,0,"21,734 "
621281903,ドンペリドン坐剤１０ｍｇ「ＪＧ」,2399714J1069,34.3 ,1,"21,170 "
620510304,ドンペリドン坐剤１０ｍｇ「日新」,2399714J1077,34.3 ,1,"20,649 "
660444003,アースレナン坐剤３０　３０ｍｇ,2399714J2049,58.9 ,1,"12,660 "
620008262,複方ヨード・グリセリン「東豊」,2399700X1353,1.7 ,0,"10,048 "
660444002,アースレナン坐剤１０　１０ｍｇ,2399714J1042,34.3 ,1,"7,409 "
660408246,複方ヨード・グリセリン「ヤクハン」,2399700X1221,1.7 ,0,"5,713 "
620509101,オルテクサー口腔用軟膏０．１％,2399707M1057,67.1 ,1,"4,376 "
622167101,メサラジン注腸１ｇ「ＪＧ」,2399715X1031,549.8 ,1,"3,174 "
662310037,複方ヨード・グリセリン「昭和」（Ｍ）,2399700X1019,1.4 ,0,"1,120 "
620001418,複方ヨード・グリセリン（山善）,2399700X1213,1.5 ,0,-
620001415,複方ヨード・グリセリン「司生堂」,2399700X1019,1.4 ,0,-
660433041,デスモプレシン・スプレー２．５協和　１２５μｇ,2419700R1022,"4,965.2 ",0,"24,900 "
620515101,デスモプレシン点鼻液０．０１％協和　２５０μｇ,2419700Q1035,"7,365.2 ",0,"13,880 "
660470004,デスモプレシン・スプレー１０協和　５００μｇ,2419700R2029,"7,025.1 ",0,"2,716 "
622450001,デスモプレシン点鼻スプレー０．０１％「ＩＬＳ」　５００μｇ,2419700R2037,"3,681.0 ",1,-
620518102,ボスミン外用液０．１％,2451700Q1016,8.0 ,0,"3,136,626 "
662450001,アドレナリン液　０．１％,2451700Q1016,8.0 ,0,"392,119 "
662450003,リンデロン坐剤１．０ｍｇ　１ｍｇ,2454700J2024,109.4 ,0,"82,865 "
660463030,プレドネマ注腸２０ｍｇ,2456700X1025,737.3 ,1,"61,364 "
662450002,リンデロン坐剤０．５ｍｇ,2454700J1028,77.8 ,0,"53,044 "
620009011,ステロネマ注腸３ｍｇ　３．９５ｍｇ,2454701X1033,709.1 ,1,"29,978 "
620009010,ステロネマ注腸１．５ｍｇ　１．９７５ｍｇ,2454701X2030,495.5 ,1,"8,864 "
620006392,エストラーナテープ０．７２ｍｇ　９ｃｍ２,2473700S2076,111.4 ,0,"2,609,497 "
622159201,ル・エストロジェル０．０６％,2473700M2026,27.5 ,0,"2,185,468 "
620005832,ディビゲル１ｍｇ,2473700M1020,65.5 ,0,"819,513 "
622437801,エストラーナテープ０．３６ｍｇ　４．５ｃｍ２,2473700S7027,80.5 ,0,"9,502 "
622437701,エストラーナテープ０．１８ｍｇ　２．２５ｃｍ２,2473700S6020,58.2 ,0,"1,701 "
622437601,エストラーナテープ０．０９ｍｇ　１．１２５ｃｍ２,2473700S5024,42.1 ,0,"1,262 "
620008569,メノエイドコンビパッチ,2482800S1026,382.9 ,0,"663,033 "
620003049,ナファレリール点鼻液０．２％　１０ｍｇ５ｍＬ,2499702Q1035,"6,916.8 ",1,"9,813 "
620007753,ブセレキュア点鼻液０．１５％　１５．７５ｍｇ１０ｍＬ,2499701R1079,"6,261.5 ",1,"8,179 "
620009207,ナサニール点鼻液０．２％　１０ｍｇ５ｍＬ,2499702Q1043,"9,674.6 ",0,"6,740 "
620003856,スプレキュア点鼻液０．１５％　１５．７５ｍｇ１０ｍＬ,2499701R1052,"9,990.2 ",0,"6,521 "
620005253,イトレリン点鼻液０．１５％　１５．７５ｍｇ１０ｍＬ,2499701R1060,"6,261.5 ",1,"2,709 "
620009053,プレグランディン腟坐剤１ｍｇ,2499700H1036,"4,139.9 ",0,-
620556801,ウロマチックＳ泌尿器科用灌流液３％　３Ｌ,2519700Q1030,"1,122.5 ",0,"2,306 "
620557001,クロマイ腟錠１００ｍｇ,2521701H1050,73.7 ,0,"1,855,639 "
620007756,フラジール腟錠２５０ｍｇ,2529707H1063,38.3 ,0,"785,272 "
620007609,エストリール腟錠０．５ｍｇ,2529701H1058,20.3 ,0,"765,864 "
620558001,エンペシド腟錠１００ｍｇ,2529702H1079,61.9 ,0,"747,781 "
620007719,ハイセチン腟錠１００ｍｇ,2521701H1041,59.5 ,1,"612,248 "
620007616,エルシド腟錠１００ｍｇ,2529702H1060,31.5 ,1,"595,838 "
620003850,オキナゾール腟錠６００ｍｇ,2529709H2042,331.5 ,0,"521,361 "
620006525,ホーリンＶ腟用錠１ｍｇ,2529701H2046,30.7 ,0,"468,149 "
620004826,フロリード腟坐剤１００ｍｇ,2529704J1045,43.9 ,0,"444,134 "
620004791,エストリオール腟錠０．５ｍｇ「Ｆ」,2529701H1040,19.8 ,1,"391,484 "
620559001,アデスタン腟錠３００ｍｇ,2529708J2058,199.7 ,0,"279,701 "
621287701,オキシコナゾール硝酸塩腟錠６００ｍｇ「Ｆ」,2529709H2069,256.0 ,1,"222,090 "
620003849,オキナゾール腟錠１００ｍｇ,2529709H1046,61.1 ,0,"179,916 "
621287601,オキシコナゾール硝酸塩腟錠１００ｍｇ「Ｆ」,2529709H1062,48.7 ,1,"116,244 "
620559101,イソコナゾール硝酸塩腟錠３００ｍｇ「Ｆ」,2529708J2066,148.0 ,1,"80,956 "
620007732,バリナスチン腟錠３００ｍｇ,2529708J2040,148.0 ,1,"52,283 "
620558901,イソコナゾール硝酸塩腟錠１００ｍｇ「Ｆ」,2529708J1051,51.7 ,1,"47,368 "
662550007,ソルコセリル膣坐薬,2529950J1025,47.3 ,0,"37,947 "
620558501,チニダゾール腟錠２００ｍｇ「Ｆ」,2529706H1050,51.7 ,1,"29,559 "
628710002,ミレーナ５２ｍｇ,2529710X1027,"26,984.3 ",0,"15,574 "
620007731,バリナスチン腟錠１００ｍｇ,2529708J1043,51.7 ,1,"11,222 "
620008996,サラシルト腟坐剤１００ｍｇ,2529704J1053,32.1 ,1,-
662550020,プロテイン銀,2529700X1015,112.4 ,0,-
662560019,強力ポステリザン（軟膏）,2559808M1020,25.1 ,0,"34,699,360 "
662550038,ボラザＧ軟膏,2559813M1021,32.9 ,0,"23,061,118 "
662560022,ヘモレックス軟膏,2559806M1030,17.4 ,1,"7,667,076 "
662550036,ネリプロクト軟膏,2559814M1026,35.6 ,0,"6,985,891 "
662560008,プロクトセディル軟膏,2559806M1021,22.1 ,0,"6,219,916 "
662560014,ボラザＧ坐剤,2559813J1033,35.5 ,0,"3,797,260 "
622301801,ヘモポリゾン軟膏,2559808M1039,17.4 ,1,"2,312,894 "
662550035,ネリプロクト坐剤,2559814J1020,39.5 ,0,"2,026,041 "
621985301,ネリザ軟膏,2559814M1042,22.0 ,1,"1,982,012 "
662560007,プロクトセディル坐薬,2559805J1020,27.4 ,0,"1,733,591 "
662560009,ヘルミチンＳ坐剤,2559807J1020,19.8 ,0,"924,761 "
660407129,ポステリザンＦ坐薬,2559808J1024,31.0 ,0,"566,291 "
662560015,ポステリザン（軟膏）,2559700M1026,14.6 ,0,"415,316 "
620000391,ネリコルト軟膏,2559814M1034,22.0 ,1,"362,335 "
620000387,ネイサート坐剤,2559814J1046,22.5 ,1,"346,689 "
620000390,ネリコルト坐剤,2559814J1038,22.5 ,1,"198,414 "
621985401,ネリザ坐剤,2559814J1062,22.5 ,1,"182,952 "
662560018,ロートエキス・タンニン坐剤,2559811J1018,25.4 ,0,-
622238901,ネオキシテープ７３．５ｍｇ,2590700S1025,194.8 ,0,"1,160,499 "
620007579,イソジン液１０％,2612701Q3318,2.8 ,0,"47,143,281 "
620006469,ネオヨジン外用液１０％,2612701Q3296,1.3 ,1,"5,784,925 "
662610272,０．５％ヘキザックアルコール液,2619702Q1078,0.6 ,1,"5,457,658 "
662610007,５％ヒビテン液,2619702Q3135,1.9 ,0,"5,437,954 "
620008270,ポピヨドン液１０％,2612701Q3334,1.3 ,1,"5,191,962 "
660406122,０．０５Ｗ／Ｖ％マスキン水　０．０５％,2619702Q6045,0.6 ,1,"5,093,733 "
660406126,０．０２５Ｗ／Ｖ％ヂアミトール水　０．０２５％,2616700Q4041,0.6 ,0,"5,063,308 "
620003257,ポピヨード液１０％,2612701Q3270,1.3 ,1,"2,658,097 "
620572501,ポピラール消毒液１０％,2612701Q3407,1.3 ,1,"2,601,769 "
620003255,ネグミン液１０％,2612701Q3261,1.5 ,1,"2,218,393 "
620572101,ポビドンヨード消毒用液１０％「ＮＰ」,2612701Q3431,1.5 ,1,"2,217,926 "
660406125,ザルコニン液０．０２５　０．０２５％,2616700Q4017,0.6 ,0,"2,015,830 "
620008967,イオダインＭ消毒液１０％,2612701Q3342,1.3 ,1,"2,004,767 "
660406089,プリビーシー液０．０２％,2616707Q1028,0.6 ,1,"1,932,855 "
620007580,イソジンゲル１０％,2612701Q2109,5.9 ,0,"1,783,721 "
660406052,ステリクロンＷ液０．０５　０．０５％,2619702X2028,0.6 ,1,"1,777,481 "
662610284,マスキンＲ・エタノール液（０．５ｗ／ｖ％）　０．５％,2619702Q2040,0.6 ,1,"1,405,151 "
620005247,アクリノール消毒用液０．１％「マルイシ」,2619700Q1206,0.7 ,0,"1,404,210 "
660407054,０．０５％ヘキザック水Ｗ,2619702X2044,0.6 ,1,"1,320,687 "
662610285,マスキンＷ・エタノール液（０．５ｗ／ｖ％）　０．５％,2619702Q1060,0.6 ,1,"1,209,520 "
620007767,プレポダインソリューション１％,2612706Q2039,2.3 ,1,"1,165,351 "
620006499,ヒビテン・グルコネート液２０％,2619713Q1181,5.0 ,0,"1,162,702 "
620007721,ハイポアルコール液２％「ヤクハン」,2619819X1092,0.7 ,1,"1,143,933 "
620580401,オスバン消毒液０．０２５％,2616700Q4017,0.6 ,0,"1,085,542 "
660412053,０．５％ヘキザック水Ｒ,2619702Q2104,0.6 ,1,"1,064,320 "
660412054,０．０５％ヘキザック水Ｒ,2619702Q6070,0.6 ,1,"1,062,689 "
660406048,ステリクロンＲ液０．０５　０．０５％,2619702Q6029,0.6 ,1,"1,000,225 "
660407150,０．０２ｗ／ｖ％マスキン水　０．０２％,2619702Q8030,0.6 ,1,"997,164 "
660421055,ベゼトン液０．０２５　０．０２５％,2616701Q3015,0.5 ,0,"923,941 "
662610308,ポビドンヨード液１０％「メタル」,2612701Q3113,1.3 ,1,"905,601 "
660454003,ケンエーアクリノール液０．１　０．１％,2619700Q1176,0.7 ,1,"896,431 "
660406051,ステリクロンＷ液０．０２　０．０２％,2619702Q8021,0.6 ,1,"869,190 "
662610266,アクリノール０．１％液「ヨシダ」,2619700Q1028,0.7 ,0,"860,860 "
660406124,逆性石ケン液０．０２５「ヨシダ」　０．０２５％,2616700Q4017,0.6 ,0,"827,340 "
662610073,マスキン液（５Ｗ／Ｖ％）　５％,2619702Q3160,1.1 ,1,"816,719 "
660407149,０．０２％ヘキザック水Ｗ,2619702Q8048,0.6 ,1,"693,735 "
660407126,ベンゼトニウム塩化物液　０．０２５％,2616701Q3015,0.5 ,0,"675,476 "
620007583,イソジンフィールド液１０％,2612701Q4055,4.1 ,0,"657,722 "
620009034,ハイポエタノール液２％「ケンエー」,2619819X1130,0.7 ,1,"588,395 "
660406011,ベンザルコニウム塩化物液　０．０２５％,2616700Q4017,0.6 ,0,"577,453 "
660422034,ステリクロンＢエタノール液０．５　０．５％,2619702Q2112,0.6 ,1,"570,900 "
620580107,オスバン消毒液１０％,2616700Q1646,0.7 ,0,"558,902 "
620008954,アクリノール消毒液０．１％「ＮＰ」,2619700Q1230,0.7 ,0,"546,385 "
620571904,ポビドンヨード外用液１０％「マイラン」,2612701Q3458,1.5 ,1,"531,654 "
660422077,０．１％アクリノール液「ヤクハン」,2619700Q1168,0.7 ,1,"501,951 "
620007722,ハイポエタノール液２％「ヨシダ」,2619819X1106,0.7 ,1,"481,025 "
660450002,ザルコニン液０．０２　０．０２％,2616700Q9035,0.6 ,0,"478,741 "
620009070,ポリヨードン消毒液１０％「カネイチ」,2612701Q3377,1.3 ,1,"466,471 "
620007786,ポピヨドンフィールド１０％,2612701Q4063,1.9 ,1,"456,603 "
662610034,オキシドール,2614700X1018,0.7 ,0,"455,059 "
660431081,エンゼトニン液０．０２５　０．０２５％,2616701Q3015,0.5 ,0,"451,785 "
620596301,ハイポエタノール液２％「ニッコー」,2619819X1149,0.7 ,1,"448,938 "
660407146,０．５ｗ／ｖ％マスキン水　０．５％,2619702Q1159,0.6 ,1,"408,205 "
660431079,逆性石ケン液０．０２「ヨシダ」　０．０２％,2616700Q9019,0.6 ,0,"402,671 "
660421038,消毒用エタノール「マルイシ」,2615703X1019,1.6 ,0,"388,405 "
620007555,アクリノール消毒液０．１％「タイセイ」,2619700Q1214,0.7 ,1,"384,677 "
662610089,ベンザルコニウム塩化物液　１０％,2616700Q1018,0.6 ,0,"380,975 "
662610013,７０％イソプロピルアルコール（丸石）,2615701Q2127,0.4 ,0,"375,981 "
620002312,消毒用エタライト液,2615705Q1072,0.6 ,1,"374,838 "
620001477,エタノール「ケンエー」,2615702X1014,1.7 ,0,"371,539 "
662610267,アクリノール０．２％液「ヨシダ」,2619700Q2032,0.7 ,0,"362,035 "
620007723,ハイポエタノール外用液２％「アトル」,2619819X1114,0.7 ,1,"357,627 "
620009036,ハイポピロン外用液１０％,2612701Q3350,1.5 ,1,"354,129 "
660408038,エタノール「ヤクハン」,2615702X1014,1.7 ,0,"346,063 "
620580501,オスバン消毒液０．０５％,2616700Q5013,0.6 ,0,"345,599 "
660406127,ザルコニン液０．０５　０．０５％,2616700Q5021,0.6 ,0,"335,067 "
660421050,０．０５Ｗ／Ｖ％ヂアミトール水　０．０５％,2616700Q5048,0.6 ,0,"329,458 "
620003841,アクリノール液０．１％「シオエ」,2619700Q1192,0.7 ,0,"326,944 "
660407053,０．０５％グルコジンＷ水,2619702X2036,0.6 ,1,"311,718 "
620000382,消毒用エタノール液ＩＰ,2615705Q1048,0.6 ,0,"310,659 "
662610032,エタノール,2615702X1014,1.7 ,0,"310,624 "
620571201,ポビドンヨードスクラブ液７．５％（ＪＪＫＫ）,2612701Q1129,2.4 ,1,"301,905 "
620584901,クロルヘキシジングルコン酸塩消毒用液ＥＷ０．５％「ＮＰ」,2619702Q1272,0.6 ,1,"286,658 "
620582501,アクリノール消毒液０．１％「ニッコー」,2619700Q1257,0.7 ,1,"282,030 "
660407145,０．５％ヘキザック水Ｗ,2619702Q1175,0.6 ,1,"277,563 "
660406090,プリビーシー液０．０５％,2616707Q2024,0.6 ,1,"276,551 "
620579908,消毒用エタノール「ＮＰ」,2615703X1019,1.6 ,0,"268,756 "
660407052,０．０５％グルコジンＲ水,2619702Q6053,0.6 ,1,"261,137 "
620587801,クロルヘキシジングルコン酸塩消毒用液５％「ＮＰ」,2619702Q3232,1.1 ,1,"255,362 "
620007582,イソジンスクラブ液７．５％,2612701Q1102,4.0 ,0,"255,315 "
621564301,エコ消エタ消毒液,2615705Q1200,0.6 ,0,"251,659 "
660406050,ステリクロンＲ液０．５　０．５％,2619702Q2082,0.6 ,1,"238,286 "
662610084,リバオール液　０．２％,2619700Q2083,0.7 ,1,"234,993 "
660406053,ステリクロンＷ液０．１　０．１％,2619702X1021,0.6 ,1,"227,316 "
662610112,無水エタノール,2615704X1013,1.8 ,0,"224,950 "
662610105,消毒用エタノール,2615703X1019,1.6 ,0,"218,818 "
660454004,ケンエーアクリノール液０．２　０．２％,2619700Q2105,0.7 ,1,"215,446 "
662610298,ベンクロジド・エタノール液（０．５％）,2619702Q1051,0.6 ,1,"202,228 "
620007635,グルコジンＢ・エタノール液０．５％,2619702Q2171,0.6 ,1,"199,621 "
620008423,ハイアミン液１０％,2616701Q1012,1.3 ,0,"191,056 "
660406012,ベンザルコニウム塩化物液　０．０５％,2616700Q5013,0.6 ,0,"186,147 "
621654403,５％グルコン酸クロルヘキシジン液「日医工」,2619702Q3224,0.9 ,1,"184,976 "
620006471,ネオヨジンゲル１０％,2612701Q2095,4.3 ,1,"178,556 "
620006498,ヒビディール消毒液０．０５％　２５ｍＬ,2619702Q4034,35.3 ,0,"171,225 "
620007588,イソプロパノール消毒液７０％「ヨシダ」,2615701Q2291,0.4 ,1,"159,123 "
662610282,ベンクロジド５％液,2619702Q3151,1.1 ,1,"143,848 "
621413801,ポビドンヨード外用液１０％「日新」,2612701Q3440,1.5 ,1,"138,232 "
620572201,ヒポジン消毒液１０％,2612701Q3385,1.5 ,1,"137,799 "
620580407,ベンザルコニウム塩化物消毒液０．０２５日医工　０．０２５％,2616700Q4017,0.6 ,0,"132,670 "
662610325,ステリクロンＲエタノール液０．５　０．５％,2619702Q2023,0.6 ,1,"131,414 "
620008993,ゲンタシン軟膏０．１％　１ｍｇ,2634710M1077,13.2 ,0,"24,367,514 "
620008991,ゲーベンクリーム１％,2633705N1031,13.2 ,0,"8,103,537 "
660462005,ダラシンＴゲル１％,2634713M1020,42.3 ,0,"6,694,548 "
620005245,アクアチムクリーム１％,2639700N1032,41.1 ,0,"6,485,513 "
620007752,フシジンレオ軟膏２％　２０ｍｇ,2634708M1037,18.4 ,0,"4,541,138 "
662630027,バラマイシン軟膏　（ＢＴＲＣ２５０単位ＦＲＭ２ｍｇ）,2639805M1020,7.3 ,0,"3,900,265 "
620597801,テラジアパスタ５％,2633701M1054,3.6 ,0,"3,591,657 "
620005246,アクアチムローション１％,2639700Q1055,41.1 ,0,"2,724,850 "
620007617,エルタシン軟膏０．１％　１ｍｇ,2634710M1069,8.2 ,1,"2,657,828 "
620000348,アクアチム軟膏１％,2639700M1029,41.1 ,0,"2,602,134 "
621556601,ゲンタマイシン硫酸塩軟膏０．１％「イワキ」　１ｍｇ,2634710M1085,8.2 ,1,"1,812,729 "
620004211,ゲンタマイシン硫酸塩軟膏０．１％「タイヨー」　１ｍｇ,2634710M1050,8.2 ,1,"1,782,359 "
621995801,ダラシンＴローション１％,2634713Q1021,42.3 ,0,"1,581,984 "
620007559,アクロマイシン軟膏３％　３０ｍｇ,2634704M1047,22.6 ,0,"1,388,675 "
620600001,ソフラチュール貼付剤１０ｃｍ　１０．８ｍｇ１０ｃｍ×１０ｃｍ,2634711S1046,58.6 ,0,"1,345,214 "
662630006,クロマイ－Ｐ軟膏,2639802M1026,37.8 ,0,"1,337,637 "
620008992,ゲンタシンクリーム０．１％　１ｍｇ,2634710N1030,13.2 ,0,"1,084,042 "
662630031,フランセチン・Ｔ・パウダー,2639806L1029,23.9 ,0,"939,414 "
622040801,クリンダマイシンゲル１％「ＤＫ」,2634713M1070,27.8 ,1,"685,175 "
620005759,ナジフロクリーム１％,2639700N1040,31.3 ,1,"570,013 "
621995701,クリンダマイシンリン酸エステルゲル１％「サワイ」,2634713M1062,27.8 ,1,"567,566 "
621939901,クリンダマイシンゲル１％「クラシエ」,2634713M1038,27.8 ,1,"561,170 "
662630023,テラマイシン軟膏（ポリミキシンＢ含有）,2639804M1025,11.3 ,0,"521,575 "
621816301,ナジフロキサシンクリーム１％「トーワ」,2639700N1067,31.3 ,1,"479,219 "
620003047,ナジフロローション１％,2639700Q1039,31.3 ,1,"416,579 "
621935601,クリンダマイシンゲル１％「タイヨー」,2634713M1046,27.8 ,1,"410,291 "
621706901,ナジフロキサシンローション１％「トーワ」,2639700Q1063,31.3 ,1,"391,958 "
621995601,クリンダマイシンリン酸エステルゲル１％「イワキ」,2634713M1054,27.8 ,1,"303,008 "
662630009,クロロマイセチン軟膏２％　２０ｍｇ,2634706M1020,12.2 ,0,"206,118 "
660406076,ハイセチンＰ軟膏,2639802M1034,24.2 ,1,"196,738 "
620007655,スルファジアジンパスタ５％「三恵」,2633701M1046,3.4 ,1,"174,208 "
622462601,ゼビアックスローション２％,2639701Q1025,82.2 ,0,"159,186 "
620598901,クロロマイセチン局所用液５％　５０ｍｇ,2634706Q1030,38.7 ,0,"47,565 "
620003875,硫酸ポリミキシンＢ散５０万単位「ファイザー」,2634712X1080,234.1 ,0,"35,027 "
662630040,ポリミキシンＢ硫酸塩　５０万単位,2634712X1013,188.7 ,0,"8,329 "
620600201,ソフラチュール貼付剤３０ｃｍ　３２．４ｍｇ１０ｃｍ×３０ｃｍ,2634711S2034,153.0 ,0,"6,930 "
662630045,アクロマイシン末,2634703X1014,217.7 ,0,"6,308 "
620003876,硫酸ポリミキシンＢ散３００万単位「ファイザー」,2634712X2087,"1,580.5 ",0,-
662630041,ポリミキシンＢ硫酸塩　３００万単位,2634712X2010,"1,028.6 ",0,-
662630007,クロラムフェニコール,2634705X1013,222.6 ,0,-
662630037,テトラサイクリン塩酸塩,2634703X1014,217.7 ,0,-
620007804,モーラステープＬ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649729S3084,43.7 ,0,"295,596,890 "
620007805,モーラステープ２０ｍｇ　７ｃｍ×１０ｃｍ,2649729S2169,28.4 ,0,"248,673,351 "
660407074,ＭＳ温シップ「タイホウ」,2649843S1039,1.0 ,1,"189,531,816 "
620007813,ロキソニンテープ１００ｍｇ　１０ｃｍ×１４ｃｍ,2649735S3020,41.5 ,0,"165,636,584 "
620645301,スミルスチック３％,2649731M1080,7.8 ,1,"90,676,930 "
620007812,ロキソニンテープ５０ｍｇ　７ｃｍ×１０ｃｍ,2649735S2024,27.0 ,0,"87,571,625 "
660407077,ＭＳ冷シップ「タイホウ」,2649895S1028,1.0 ,1,"69,355,351 "
620006538,モーラスパップ３０ｍｇ　１０ｃｍ×１４ｃｍ,2649729S1154,22.8 ,0,"55,361,218 "
620006366,アドフィードパップ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649732S1130,18.3 ,0,"44,710,011 "
620007662,セルタッチパップ７０　１０ｃｍ×１４ｃｍ,2649731S1143,22.6 ,0,"41,047,766 "
620007787,ボルタレンゲル１％,2649734Q1069,8.1 ,0,"36,490,725 "
620008965,アンテベート軟膏０．０５％,2646730M1059,31.9 ,0,"36,300,213 "
620007658,ゼポラスパップ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649732S1164,17.5 ,0,"34,936,198 "
622000401,ロキソニンゲル１％,2649735Q1020,6.1 ,0,"29,924,450 "
662640418,リンデロン－ＶＧ軟膏０．１２％,2647709M1102,29.2 ,0,"28,815,329 "
622260301,ロキソプロフェンＮａテープ１００ｍｇ「科研」　１０ｃｍ×１４ｃｍ,2649735S3136,26.6 ,1,"27,646,320 "
620007811,レスタミンコーワクリーム１％,2642702N1029,3.2 ,0,"24,726,404 "
660407078,ＭＳ冷シップ「タカミツ」,2649895S1044,1.0 ,1,"23,777,347 "
620625401,マイザー軟膏０．０５％,2646725M1201,22.5 ,0,"23,721,635 "
620007796,ミルタックスパップ３０ｍｇ　１０ｃｍ×１４ｃｍ,2649729S1189,20.5 ,0,"23,523,560 "
620002619,アズノール軟膏０．０３３％,2649716M1042,3.0 ,0,"22,883,367 "
660407075,ＭＳ温シップ「タカミツ」,2649843S1055,1.0 ,1,"22,047,026 "
660406045,スチックゼノールＡ,2649858M1036,5.2 ,0,"21,039,375 "
620007709,ナパゲルンローション３％,2649731Q1065,8.6 ,0,"20,725,674 "
620007600,インテバンクリーム１％,2649719N1106,7.4 ,0,"19,885,949 "
620003477,ロキソニンパップ１００ｍｇ　１０ｃｍ×１４ｃｍ,2649735S1028,41.5 ,0,"19,067,785 "
621415301,ヤクバンテープ２０ｍｇ　７ｃｍ×１０ｃｍ,2649732S3051,12.8 ,0,"18,749,752 "
620006482,パテルテープ２０　７ｃｍ×１０ｃｍ,2649729S2142,12.8 ,1,"17,215,002 "
620007598,インテナースパップ７０ｍｇ　１０ｃｍ×１４ｃｍ,2649719S1240,12.1 ,0,"16,356,691 "
620647301,ヤクバンテープ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649732S2055,20.6 ,0,"16,098,539 "
620009078,ロコイド軟膏０．１％,2646717M1096,16.5 ,0,"13,751,338 "
620004795,オイラックスクリーム１０％,2649722N1027,4.3 ,0,"13,194,389 "
622260201,ロキソプロフェンＮａテープ５０ｍｇ「科研」　７ｃｍ×１０ｃｍ,2649735S2130,17.2 ,1,"12,664,597 "
620007591,イドメシンコーワクリーム１％,2649719N1092,7.7 ,0,"12,434,696 "
620007710,ナボールゲル１％,2649734Q1050,8.1 ,0,"11,921,538 "
620007799,メサデルム軟膏０．１％,2646726M1095,20.8 ,0,"11,788,077 "
620005275,デルモベート軟膏０．０５％,2646713M1136,31.1 ,0,"11,423,994 "
620007654,スミルテープ３５ｍｇ　７ｃｍ×１０ｃｍ,2649731S2034,10.3 ,1,"11,062,629 "
660463005,アンテベートローション０．０５％,2646730Q1026,31.9 ,0,"10,972,093 "
620008250,ゼポラステープ４０ｍｇ　１０ｃｍ×１４ｃｍ,2649732S2047,17.5 ,0,"10,908,006 "
620006539,モーラスパップ６０ｍｇ　２０ｃｍ×１４ｃｍ,2649729S4030,36.6 ,0,"10,902,324 "
