院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	2mgセルシン錠	Cercine	武田テバ薬品	武田薬品工業	錠：内服	2mg1錠	6.00円／錠	局向処	マイナートランキライザー	112	ジアゼパム	diazepam（JP）	1124017F2135	100436601		〓110／2	白～黄みの白	○	トウモロコシデンプン，ステアリン酸マグネシウム，乳糖水和物
	5mcgチロナミン錠	Thyronamin	武田薬品工業		錠：内服	5μg1錠	9.80円／錠	局処	甲状腺ホルモン	243	リオチロニンナトリウム	liothyronine sodium（JP）	2431003F1035	105156801		〓228 5 〓228	白		D-マンニトール，プルラン，低置換度ヒドロキシプロピルセルロース，タルク，ステアリン酸マグネシウム，トウモロコシデンプン
	5mgアリナミンF糖衣錠	Alinamin－F	武田テバ薬品	武田薬品工業	錠：内服	5mg1錠	5.90円／錠		活性型ビタミンB1	312	フルスルチアミン	fursultiamine（JAN）	3122007F1024	106824501		〓306	白		香料，トウモロコシデンプン，アルファー化デンプン，ゼラチン，ステアリン酸マグネシウム，乳糖水和物，タルク，アラビアゴム末，精製セラック，ヒマシ油，モノステアリン酸グリセリン，カルナウバロウ，サラシミツロウ，精製白糖
	5mgコントール錠	Contol	武田テバ薬品	武田薬品工業	錠：内服	5mg1錠	9.80円／錠	局向処	マイナートランキライザー	112	クロルジアゼポキシド	chlordiazepoxide（JP）	1124028F1030	100533201		〓107／5	白～帯黄白		乳糖水和物，ゼラチン，アラビアゴム末，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，カルナウバロウ，サラシミツロウ，精製白糖
	5mgセルシン錠	Cercine	武田テバ薬品	武田薬品工業	錠：内服	5mg1錠	9.40円／錠	局向処	マイナートランキライザー	112	ジアゼパム	diazepam（JP）	1124017F4049	100445801		〓111／5	淡黄～淡橙黄	○	トウモロコシデンプン，ステアリン酸マグネシウム，乳糖水和物，リボフラビン
	10％食塩注シリンジ「タイヨー」		武田テバファーマ	武田薬品工業	キット：注射	10％20mL1筒	135.00円／筒	後局処	無機電解質物質	331	塩化ナトリウム	sodium chloride（JP）	3311403G1030	116724501，116724502	薬価収載2005.07.08				
	10mgコントール錠	Contol	武田テバ薬品	武田薬品工業	錠：内服	10mg1錠	9.80円／錠	局向処	マイナートランキライザー	112	クロルジアゼポキシド	chlordiazepoxide（JP）	1124028F2036	100534901		〓108／10	白～帯黄白		乳糖水和物，ゼラチン，アラビアゴム末，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，カルナウバロウ，サラシミツロウ，精製白糖
	10mgセルシン錠	Cercine	武田テバ薬品	武田薬品工業	錠：内服	10mg1錠	14.60円／錠	局向処	マイナートランキライザー	112	ジアゼパム	diazepam（JP）	1124017F5037	100460101		〓112／10	白～黄みの白	○	トウモロコシデンプン，ステアリン酸マグネシウム，乳糖水和物
	25mcgチロナミン錠	Thyronamin	武田薬品工業		錠：内服	25μg1錠	10.10円／錠	局劇処	甲状腺ホルモン	243	リオチロニンナトリウム	liothyronine sodium（JP）	2431003F2031	105157501		〓229 25 〓229	白	○	D-マンニトール，プルラン，低置換度ヒドロキシプロピルセルロース，タルク，ステアリン酸マグネシウム，トウモロコシデンプン
	25mgアリナミンF糖衣錠	Alinamin－F	武田テバ薬品	武田薬品工業	錠：内服	25mg1錠	5.90円／錠		活性型ビタミンB1	312	フルスルチアミン	fursultiamine（JAN）	3122007F2039	106826901		〓307	黄		トウモロコシデンプン，アルファー化デンプン，ゼラチン，ステアリン酸マグネシウム，乳糖水和物，タルク，アラビアゴム末，酸化チタン，ヒマシ油，モノステアリン酸グリセリン，精製セラック，カルナウバロウ，サラシミツロウ，リボフラビン，精製白糖
	50mgアリナミンF糖衣錠	Alinamin－F	武田テバ薬品	武田薬品工業	錠：内服	50mg1錠	9.00円／錠		活性型ビタミンB1	312	フルスルチアミン	fursultiamine（JAN）	3122007F3027	106829001		〓308 50 〓308	黄		トウモロコシデンプン，アルファー化デンプン，ゼラチン，ステアリン酸マグネシウム，乳糖水和物，タルク，アラビアゴム末，酸化チタン，ヒマシ油，モノステアリン酸グリセリン，精製セラック，カルナウバロウ，サラシミツロウ，リボフラビン，精製白糖
	COVID－19ワクチンモデルナ筋注	COVID－19 Vaccine Moderna	武田薬品工業		懸濁注射液：注射			劇処承	ウイルスワクチン類	631	コロナウイルス修飾ウリジンRNAワクチン（SARS-CoV-2）	coronavirus modified uridine RNA vaccine（SARS-CoV-2）（生）	631341EA1020						ヘプタデカン-9-イル8-（（2-ヒドロキシエチル）（6-オキソ-6-（ウンデシルオキシ）ヘキシル）アミノ）オクタン酸エステル，コレステロール，1,2-ジステアロイル-sn-グリセロ-3-ホスホコリン，1,2-ジミリストイル-rac-グリセロ-3-メチルポリオキシエチレン（PEG2000-DMG），トロメタモール，トロメタモール塩酸塩，氷酢酸，酢酸ナトリウム水和物，精製白糖
	d－クロルフェニラミンマレイン酸塩錠2mg「武田テバ」	d－Chlorpheniramine Maleate“TAKEDA TEVA”	武田テバファーマ	武田薬品工業	錠：内服	2mg1錠	5.70円／錠	後	抗ヒスタミン剤	441	クロルフェニラミンマレイン酸塩	chlorpheniramine maleate（JP）(chlorphenamine（INN）)	4419002F1043	117297303	薬価収載2018.12.14	t68 t068	白	○	アルファー化デンプン，ステアリン酸マグネシウム，トウモロコシデンプン，乳糖水和物，部分アルファー化デンプン
	d－クロルフェニラミンマレイン酸塩徐放錠6mg「武田テバ」	d－Chlorpheniramine Maleate“TAKEDA TEVA”	武田テバファーマ	武田薬品工業	徐放錠：内服	6mg1錠	5.70円／錠	後	抗ヒスタミン剤	441	クロルフェニラミンマレイン酸塩	chlorpheniramine maleate（JP）(chlorphenamine（INN）)	4419002G1120	109356805	薬価収載2018.12.14	144 t144［6mg］	白		カルナウバロウ，カルメロースカルシウム，クエン酸カルシウム水和物，結晶セルロース，硬化油，酢酸ビニル樹脂，酸化チタン，ステアリン酸マグネシウム，ゼラチン，タルク，乳酸カルシウム水和物，乳糖水和物，白糖，ヒプロメロースフタル酸エステル，ポビドン
	HMG筋注用75単位「あすか」	HMG	あすか製薬	武田薬品工業	筋注用：注射	75単位1管（溶解液付）	1,099.00円／管	後生処	HMG剤	241	ヒト下垂体性性腺刺激ホルモン	human menopausal gonadotrophin（JP）	2413400D3135	105130802	薬価収載2019.12.13				乳糖水和物（ウシ乳由来），pH調節剤
	HMG筋注用150単位「あすか」	HMG	あすか製薬	武田薬品工業	筋注用：注射	150単位1管（溶解液付）	1,377.00円／管	後生処	HMG剤	241	ヒト下垂体性性腺刺激ホルモン	human menopausal gonadotrophin（JP）	2413400D4115	105134602	薬価収載2019.12.13				乳糖水和物（ウシ乳由来），pH調節剤
	L－アスパラギン酸K点滴静注液10mEq「タイヨー」	L－Aspartate K	武田テバファーマ	武田薬品工業	注射液：注射	17.12％10mL1管	57.00円／管	後処	カリウム補給剤	322	L-アスパラギン酸カリウム	potassium L-aspartate（JAN）	3229401A1134	107337901，107337902	薬価収載2009.09.25				pH調節剤
	PPSB－HT静注用200単位「ニチヤク」	PPSB－HT「NICHIYAKU」	日本製薬	武田薬品工業	静注用：注射	200国際単位1瓶（溶解液付）	14,236.00円／瓶	特処	血友病治療用血漿分画剤	634	乾燥人血液凝固第IX因子	freeze-dried human blood-coagulation factor IX	6343409X5030	111543701	薬価収載2009.09.01				ヘパリンナトリウム，クエン酸ナトリウム水和物，塩化ナトリウム
	PPSB－HT静注用500単位「ニチヤク」	PPSB－HT「NICHIYAKU」	日本製薬	武田薬品工業	静注用：注射	500国際単位1瓶（溶解液付）	32,411.00円／瓶	特処	血友病治療用血漿分画剤	634	乾燥人血液凝固第IX因子	freeze-dried human blood-coagulation factor IX	6343409X7059	111545101	薬価収載2009.09.01				ヘパリンナトリウム，クエン酸ナトリウム水和物，塩化ナトリウム
	uFSH注用75単位「あすか」	uFSH	あすか製薬	武田薬品工業	注射用：注射	75単位1管（溶解液付）	1,263.00円／管	後生処	HMG剤	241	ヒト下垂体性性腺刺激ホルモン	human menopausal gonadotrophin（JP）	2413403A1067	116986703	薬価収載2019.12.13				乳糖水和物（ウシ乳由来），pH調節剤
	uFSH注用150単位「あすか」	uFSH	あすか製薬	武田薬品工業	注射用：注射	150単位1管（溶解液付）	1,574.00円／管	後生処	HMG剤	241	ヒト下垂体性性腺刺激ホルモン	human menopausal gonadotrophin（JP）	2413403D1047	116987403	薬価収載2019.12.13				乳糖水和物（ウシ乳由来），pH調節剤
	アイファガン点眼液0.1％	Aiphagan	千寿製薬	武田薬品工業	液：外用〔眼・耳鼻科用剤〕	0.1％1mL	453.20円／mL	処	アドレナリンα2-受容体作動薬緑内障・高眼圧症治療剤	131	ブリモニジン酒石酸塩	brimonidine tartrate（JAN）	1319761Q1023	121500701	薬価収載2012.04.17				塩化カルシウム水和物，塩化マグネシウム，ホウ酸，ホウ砂，カルメロースナトリウム，亜塩素酸ナトリウム，等張化剤，pH調節剤
	アイベータ配合点眼液	Aibeta	千寿製薬	武田薬品工業	液：外用〔眼・耳鼻科用剤〕	1mL	451.30円／mL	処	α2-作動薬・β-遮断薬配合剤/緑内障・高眼圧症治療剤	131	ブリモニジン酒石酸塩・チモロールマレイン酸塩	brimonidine tartrate・timolol maleate	1319824Q1020	126980201	薬価収載2019.11.19				リン酸水素ナトリウム水和物，リン酸二水素ナトリウム水和物，エデト酸ナトリウム水和物，ベンザルコニウム塩化物，等張化剤，pH調節剤
	アイラミド配合懸濁性点眼液	Ailamide	千寿製薬	武田薬品工業	液：外用〔眼・耳鼻科用剤〕	1mL	492.20円／mL	処	α2-作動薬・炭酸脱水酵素阻害薬配合剤/緑内障・高眼圧症治療剤	131	ブリモニジン酒石酸塩・ブリンゾラミド	brimonidine tartrate・brinzolamide	1319825Q1025	127951101	薬価収載2020.05.20				チロキサポール，濃グリセリン，ホウ酸，カルボキシビニルポリマー，エデト酸ナトリウム水和物，ベンザルコニウム塩化物，等張化剤，pH調節剤
	アカルボースOD錠50mg「テバ」	Acarbose“TEVA”	武田テバファーマ	武田薬品工業	口腔内崩壊錠：内服	50mg1錠	9.50円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F3061	118964302	薬価収載2016.12.09	t F1	白～淡黄		アスパルテーム（L-フェニルアラニン化合物），エチルバニリン，クロスポビドン，軽質無水ケイ酸，結晶セルロース，ステアリン酸マグネシウム，トコフェロール，バニリン，D-マンニトール，l-メントール，香料
	アカルボースOD錠100mg「テバ」	Acarbose“TEVA”	武田テバファーマ	武田薬品工業	口腔内崩壊錠：内服	100mg1錠	16.60円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F4068	118965002	薬価収載2016.12.09	t F2	白～淡黄		アスパルテーム（L-フェニルアラニン化合物），エチルバニリン，クロスポビドン，軽質無水ケイ酸，結晶セルロース，ステアリン酸マグネシウム，トコフェロール，バニリン，D-マンニトール，l-メントール，香料
	アカルボース錠50mg「テバ」	Acarbose“TEVA”	武田テバファーマ	武田薬品工業	錠：内服	50mg1錠	9.50円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F1131	117849402	薬価収載2016.12.09	t601	白～淡黄		クロスポビドン，軽質無水ケイ酸，結晶セルロース，ステアリン酸マグネシウム，D-マンニトール
	アカルボース錠100mg「テバ」	Acarbose“TEVA”	武田テバファーマ	武田薬品工業	錠：内服	100mg1錠	16.60円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F2138	117850002	薬価収載2016.12.09	t602	白～淡黄	○	クロスポビドン，軽質無水ケイ酸，結晶セルロース，ステアリン酸マグネシウム，D-マンニトール
	アクタリット錠100mg「TOA」	Actarit「TOA」	東亜薬品	武田テバファーマ，武田薬品工業	錠：内服	100mg1錠	22.70円／錠	後処	疾患修飾性抗リウマチ薬（DMARD）	114	アクタリット	actarit（JAN）	1149031F1057	117378901，117378902，117378903，117378904	薬価収載2006.07.07	TM110	白～微黄白		乳糖水和物，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，ポリビニルアルコール（部分けん化物），含水二酸化ケイ素，タルク，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，カルナウバロウ
	アクトスOD錠15	Actos	武田テバ薬品	武田薬品工業	口腔内崩壊錠：内服	15mg1錠	54.10円／錠	処	インスリン抵抗性改善血糖降下剤	396	ピオグリタゾン塩酸塩	pioglitazone hydrochloride（JP）	3969007F3027	119909301	薬価収載2010.05.28	〓376／15	帯黄白	○	結晶セルロース，乳糖水和物，カルメロースカルシウム，ヒドロキシプロピルセルロース，D-マンニトール，アスパルテーム（L-フェニルアラニン化合物），塩化ナトリウム，クロスポビドン，ステアリン酸マグネシウム，黄色三二酸化鉄
	アクトスOD錠30	Actos	武田テバ薬品	武田薬品工業	口腔内崩壊錠：内服	30mg1錠	100.50円／錠	処	インスリン抵抗性改善血糖降下剤	396	ピオグリタゾン塩酸塩	pioglitazone hydrochloride（JP）	3969007F4023	119910901	薬価収載2010.05.28	〓377／30	帯黄白	○	結晶セルロース，乳糖水和物，カルメロースカルシウム，ヒドロキシプロピルセルロース，D-マンニトール，アスパルテーム（L-フェニルアラニン化合物），塩化ナトリウム，クロスポビドン，ステアリン酸マグネシウム，黄色三二酸化鉄
	アクトス錠15	Actos	武田テバ薬品	武田薬品工業	錠：内服	15mg1錠	54.10円／錠	局処	インスリン抵抗性改善血糖降下剤	396	ピオグリタゾン塩酸塩	pioglitazone hydrochloride（JP）	3969007F1024	108756701	薬価収載1999.11.19	〓390／15	白～帯黄白	○	カルメロースカルシウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，乳糖水和物
	アクトス錠30	Actos	武田テバ薬品	武田薬品工業	錠：内服	30mg1錠	100.50円／錠	局処	インスリン抵抗性改善血糖降下剤	396	ピオグリタゾン塩酸塩	pioglitazone hydrochloride（JP）	3969007F2020	108757401	薬価収載1999.11.19	〓391／30	白～帯黄白	○	カルメロースカルシウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，乳糖水和物
	アグリリンカプセル0.5mg	Agrylin	武田薬品工業		カプセル：内服	0.5mg1カプセル	788.70円／カプセル	劇処	本態性血小板血症治療剤	429	アナグレリド塩酸塩水和物	anagrelide hydrochloride hydrate（JAN）	4299003M1020	123790001，123790002，123790003	薬価収載2014.11.25	〓063	白		ポビドン，無水乳糖，乳糖水和物，結晶セルロース，クロスポビドン，ステアリン酸マグネシウム，ゼラチン，二酸化チタン
	アクロマイシン末	Achromycin	サンファーマ	武田薬品工業	その他（外用原体）：外用	1g	202.00円／g	局処	テトラサイクリン系抗生物質	263	テトラサイクリン塩酸塩	tetracycline hydrochloride（JP）	2634703X1022	105985402					
	アザセトロン塩酸塩静注液10mg「タイヨー」【経過措置】	Azasetron HCl	武田テバファーマ	武田薬品工業	注射液：注射	10mg2mL1管	2,755.00円／管	後処	5-HT3受容体拮抗型制吐剤	239	アザセトロン塩酸塩	azasetron hydrochloride（JAN）	2391402A1055	119357201，119357202	薬価削除予定2022.03.31				クレアチニン，pH調節剤
	アシクロビル顆粒40％「テバ」	Aciclovir“TEVA”	武田テバ薬品	武田テバファーマ，武田薬品工業	顆粒：内服	40％1g	52.50円／g	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1172	115276004，115276005	薬価収載2013.06.01				乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，メチルセルロース，ラウリル硫酸ナトリウム，タルク，二酸化ケイ素
	アシクロビル錠200mg「テバ」【経過措置】	Aciclovir“TEVA”	武田テバ薬品	武田テバファーマ，武田薬品工業	錠：内服	200mg1錠	27.30円／錠	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1246	114452905，114452906	薬価削除予定2022.03.31	〓324 TYK324	白	○	結晶セルロース，部分アルファー化デンプン，メチルセルロース，ステアリン酸マグネシウム
	アシクロビル錠400mg「テバ」【経過措置】	Aciclovir“TEVA”	武田テバ薬品	武田テバファーマ，武田薬品工業	錠：内服	400mg1錠	42.60円／錠	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2242	114459804，114459805	薬価削除予定2022.03.31	〓325 TYK325	白	○	結晶セルロース，部分アルファー化デンプン，メチルセルロース，ステアリン酸マグネシウム
	アシクロビル点滴静注用250mg「武田テバ」	Aciclovir“TAKEDA TEVA”	武田テバファーマ	武田薬品工業	静注用：注射	250mg1瓶	445.00円／瓶	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1279	113844325	薬価収載2019.06.14				pH調節剤
	アシクロビル軟膏5％「テバ」	Aciclovir“TEVA”	武田テバ薬品	武田テバファーマ，武田薬品工業	軟膏・硬膏：外用	5％1g	92.60円／g	後局	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250701M1060	114476503，114476504	薬価収載2013.06.21				マクロゴール300，マクロゴール400，マクロゴール4000，pH調整剤
	アジスロマイシン錠250mg「テバ」	Azithromycin“TEVA”	武田テバ薬品	武田テバファーマ，武田薬品工業	錠：内服	250mg1錠	77.20円／錠	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004F1150	122828101，122828102	薬価収載2013.12.13	TEVA／A250 TEVA・A250	白		無水リン酸水素カルシウム，結晶セルロース，アルファー化デンプン，ヒプロメロース，ラウリル硫酸ナトリウム，ステアリン酸マグネシウム，ヒドロキシプロピルメチルセルロース2910，酸化チタン，マクロゴール400
	アジマイシン点眼液1％	Azimycin	千寿製薬	武田薬品工業	液：外用〔眼・耳鼻科用剤〕	1％1mL	306.40円／mL	処	15員環マクロライド系抗生物質	131	アジスロマイシン水和物	azithromycin hydrate（JP）	1317714Q1024	126887401	薬価収載2019.09.04				D-マンニトール，クエン酸水和物，クエン酸ナトリウム水和物，ポリカルボフィル，エデト酸ナトリウム水和物，ポリオキシエチレン（196）ポリオキシプロピレン（67）グリコール，ベンザルコニウム塩化物，等張化剤，pH調節剤
	アジルバ錠10mg	Azilva	武田薬品工業		錠：内服	10mg1錠	93.80円／錠	処	持続性AT1受容体遮断剤	214	アジルサルタン	azilsartan（JAN）	2149048F3025	123414501	薬価収載2014.05.30	アジルバ10	微黄赤		乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，マクロゴール6000，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，黄色三二酸化鉄，三二酸化鉄
	アジルバ錠20mg	Azilva	武田薬品工業		錠：内服	20mg1錠	140.20円／錠	処	持続性AT1受容体遮断剤	214	アジルサルタン	azilsartan（JAN）	2149048F1022	121435201	薬価収載2012.04.17	アジルバ20	微赤	○	乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，マクロゴール6000，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，結晶セルロース，三二酸化鉄
	アジルバ錠40mg	Azilva	武田薬品工業		錠：内服	40mg1錠	210.20円／錠	処	持続性AT1受容体遮断剤	214	アジルサルタン	azilsartan（JAN）	2149048F2029	121436901	薬価収載2012.04.17	アジルバ40	黄	○	乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，マクロゴール6000，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，結晶セルロース，黄色三二酸化鉄
	アジレクト錠0.5mg	Azilect	武田薬品工業		錠：内服	0.5mg1錠	519.70円／錠	劇処	パーキンソン病治療剤（選択的MAO-B阻害剤）	116	ラサギリンメシル酸塩	rasagiline mesilate（JAN）	1169017F1025	126245201	薬価収載2018.05.22	GIL0.5	白～ほとんど白		D-マンニトール，トウモロコシデンプン，部分アルファー化デンプン，ステアリン酸，タルク，軽質無水ケイ酸
	アジレクト錠1mg	Azilect	武田薬品工業		錠：内服	1mg1錠	963.60円／錠	劇処	パーキンソン病治療剤（選択的MAO-B阻害剤）	116	ラサギリンメシル酸塩	rasagiline mesilate（JAN）	1169017F2021	126244501	薬価収載2018.05.22	GIL1	白～ほとんど白		D-マンニトール，トウモロコシデンプン，部分アルファー化デンプン，ステアリン酸，タルク，軽質無水ケイ酸
	アズレンうがい液4％「TYK」	Azulene「TYK」	武田テバ薬品	武田テバファーマ，武田薬品工業	液（含嗽剤）：外用〔口腔投与剤〕	4％1mL	35.00円／mL	後	消炎剤	226	アズレン	azulene	2260700F1129	119830001，119830002，119830003，119830004	薬価収載2010.05.28				プロピレングリコール，ハッカ油，リン酸水素ナトリウム水和物，無水リン酸二水素ナトリウム，水酸化ナトリウム，希塩酸
	アセトアミノフェン細粒20％（TYK）	Acetaminophen（TYK）	武田テバ薬品	武田テバファーマ，武田薬品工業	細粒：内服	20％1g	7.60円／g	後劇	アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141007C1105	115272201，115272202，115272203，115272204	薬価収載2005.07.08	〓TYK414	淡橙		乳糖水和物，トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，サッカリンナトリウム水和物，ステアリン酸マグネシウム，黄色5号，香料
	アセトアミノフェン坐剤小児用50mg「TYK」	Acetaminophen「TYK」	武田テバ薬品	武田テバファーマ，武田薬品工業	坐剤：外用	50mg1個	19.70円／個		アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141700J1053	119537801，119537802，119537803，119537804	薬価収載2009.11.13	TYK-416	白～淡黄		ハードファット
	アセトアミノフェン坐剤小児用100mg「TYK」	Acetaminophen「TYK」	武田テバ薬品	武田テバファーマ，武田薬品工業	坐剤：外用	100mg1個	19.70円／個		アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141700J2165	115569301，115569302，115569303，115569304	薬価収載2009.09.25	TYK-412	白～淡黄		ハードファット，中鎖脂肪酸トリグリセリド，軽質無水ケイ酸
	アセトアミノフェン坐剤小児用200mg「TYK」	Acetaminophen「TYK」	武田テバ薬品	武田テバファーマ，武田薬品工業	坐剤：外用	200mg1個	20.30円／個	後	アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141700J3137	115570901，115570902，115570903，115570904	薬価収載2009.09.25	TYK-413	白～淡黄		ハードファット，中鎖脂肪酸トリグリセリド，軽質無水ケイ酸
	アセトアミノフェン錠200mg「武田テバ」	Acetaminophen“TAKEDA TEVA”	武田テバファーマ	武田薬品工業	錠：内服	200mg1錠	6.70円／錠	後	アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141007F1217	115226502	薬価収載2019.06.14	t309 t309［200mg］	白	○	ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，部分アルファー化デンプン，香料
	アゼラスチン塩酸塩錠0.5mg「タイヨー」	Azelastine HCl	武田テバファーマ	武田薬品工業	錠：内服	0.5mg1錠	5.70円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F1080	121033001，121033002	薬価収載2011.11.28	AZE0.5 t AZE0.5[0.5mg]	白		アラビアゴム末，カルナウバロウ，含水二酸化ケイ素，結晶セルロース，ステアリン酸マグネシウム，精製白糖，ゼラチン，タルク，低置換度ヒドロキシプロピルセルロース，トウモロコシデンプン，乳糖水和物，ポビドン，マクロゴール6000，酸化チタン
	アゼラスチン塩酸塩錠1mg「タイヨー」	Azelastine HCl	武田テバファーマ	武田薬品工業	錠：内服	1mg1錠	5.90円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F2303	109469506，109469530	薬価収載2011.11.01	AZE t AZE[1mg]	白		アミノアルキルメタクリレートコポリマーE，グリセリン脂肪酸エステル，酸化チタン，ステアリン酸マグネシウム，精製セラック，トウモロコシデンプン，乳糖水和物，ヒドロキシプロピルセルロース，ヒプロメロース，ポビドン，マクロゴール6000
	アゼルニジピン錠8mg「テバ」	Azelnidipine“TEVA”	武田テバ薬品	武田テバファーマ，武田薬品工業	錠：内服	8mg1錠	10.10円／錠	後局処	持続性Ca拮抗剤	214	アゼルニジピン	azelnidipine（JP）	2149043F1119	122411501，122411502	薬価収載2013.06.21	TV C11／8 TV C11・8	淡黄白	○	結晶セルロース，低置換度ヒドロキシプロピルセルロース，軽質無水ケイ酸，ポリソルベート80，ヒドロキシプロピルセルロース，カルメロースカルシウム，ステアリン酸マグネシウム，その他1成分
	アゼルニジピン錠16mg「テバ」	Azelnidipine“TEVA”	武田テバ薬品	武田テバファーマ，武田薬品工業	錠：内服	16mg1錠	16.50円／錠	後局処	持続性Ca拮抗剤	214	アゼルニジピン	azelnidipine（JP）	2149043F2115	122412201，122412202	薬価収載2013.06.21	TV C12／16 TV C12・16	淡黄白	○	結晶セルロース，低置換度ヒドロキシプロピルセルロース，軽質無水ケイ酸，ポリソルベート80，ヒドロキシプロピルセルロース，カルメロースカルシウム，ステアリン酸マグネシウム，その他1成分
	アディノベイト静注用キット250	Adynovate	武田薬品工業		キット：注射	250国際単位1キット（溶解液付）	31,704.00円／キット	生処	ペグ化遺伝子組換え血液凝固第VIII因子製剤	634	ルリオクトコグアルファペゴル（遺伝子組換え）	rurioctocog alfa pegol（genetical recombination）（JAN）	6343446G1027	126232201，199087401	薬価収載2018.05.30				D-マンニトール，塩化ナトリウム，トレハロース水和物，L-ヒスチジン，トロメタモール，塩化カルシウム水和物，ポリソルベート80，グルタチオン，塩酸，水酸化ナトリウム
	アディノベイト静注用キット500	Adynovate	武田薬品工業		キット：注射	500国際単位1キット（溶解液付）	56,256.00円／キット	生処	ペグ化遺伝子組換え血液凝固第VIII因子製剤	634	ルリオクトコグアルファペゴル（遺伝子組換え）	rurioctocog alfa pegol（genetical recombination）（JAN）	6343446G2023	126235301，199088101	薬価収載2018.05.30				D-マンニトール，塩化ナトリウム，トレハロース水和物，L-ヒスチジン，トロメタモール，塩化カルシウム水和物，ポリソルベート80，グルタチオン，塩酸，水酸化ナトリウム
	アディノベイト静注用キット1000	Adynovate	武田薬品工業		キット：注射	1,000国際単位1キット（溶解液付）	105,872.00円／キット	生処	ペグ化遺伝子組換え血液凝固第VIII因子製剤	634	ルリオクトコグアルファペゴル（遺伝子組換え）	rurioctocog alfa pegol（genetical recombination）（JAN）	6343446G3020	126236001，199089801	薬価収載2018.05.30				D-マンニトール，塩化ナトリウム，トレハロース水和物，L-ヒスチジン，トロメタモール，塩化カルシウム水和物，ポリソルベート80，グルタチオン，塩酸，水酸化ナトリウム
	アディノベイト静注用キット1500	Adynovate	武田薬品工業		キット：注射	1,500国際単位1キット（溶解液付）	154,965.00円／キット	生処	ペグ化遺伝子組換え血液凝固第VIII因子製剤	634	ルリオクトコグアルファペゴル（遺伝子組換え）	rurioctocog alfa pegol（genetical recombination）（JAN）	6343446G5022	126460901，199090401	薬価収載2018.11.28				D-マンニトール，塩化ナトリウム，トレハロース水和物，L-ヒスチジン，トロメタモール，塩化カルシウム水和物，ポリソルベート80，グルタチオン，塩酸，水酸化ナトリウム
