院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	ザルコニンN消毒液0.1	Zalkonin N	健栄製薬		液：外用				殺菌消毒剤	732	ベンザルコニウム塩化物	benzalkonium chloride（JP）	999999999999						亜硝酸ジシクロヘキシルアミン，エタノール，炭酸水素ナトリウム，プロピレングリコール
	酸素	Oxygen	立川酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	昭和電工		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	水島酸素商会		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	福岡酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	宇部アンモニア工業	岩谷産業	その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	和歌山酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	春日井ガスセンター		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	秋酸工業		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	泉産業		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	阿波酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	イワサワ		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	イビデンケミカル		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	茨城ガスセンター		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	アバンテ都島		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	伊藤忠工業ガス		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	宇野酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	内村酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	エア・ガシズ北九州		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	エバ	エバ	その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	大島商会		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	エアーメディックス		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	オカノ		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	ガステックサービス		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	鹿児島酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	岡谷酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	江藤酸素		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	Kist		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	協栄高圧ガス		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	酸素	Oxygen	共同高圧ガス工業		その他：その他			局	医療用ガス	799	酸素	oxygen（JP）	999999999999						
	窒素	Nitrogen	東邦酸素工業		その他：その他			局	医療用ガス	799	窒素	nitrogen（JP）	999999999999						
	窒素	Nitrogen	立川酸素		その他：その他			局	医療用ガス	799	窒素	nitrogen（JP）	999999999999						
	窒素	Nitrogen	伊藤忠工業ガス		その他：その他			局	医療用ガス	799	窒素	nitrogen（JP）	999999999999						
	窒素	Nitrogen	エア・ガシズ北九州		その他：その他			局	医療用ガス	799	窒素	nitrogen（JP）	999999999999						
	窒素	Nitrogen	鹿児島酸素		その他：その他			局	医療用ガス	799	窒素	nitrogen（JP）	999999999999						
	窒素	Nitrogen	協栄高圧ガス		その他：その他			局	医療用ガス	799	窒素	nitrogen（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	立川酸素		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon dioxide	和歌山酸素		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	福岡酸素		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	伊藤忠工業ガス		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	宇野酸素		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	エア・ガシズ北九州		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	オカノ		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	岡谷酸素		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	江藤酸素		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	Kist		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	二酸化炭素	Carbon Dioxide	協栄高圧ガス		その他：その他			局	医療用ガス	799	二酸化炭素	carbon dioxide（JP）	999999999999						
	マルワ液酸	Liquid oxygen	和歌山酸素		液：その他				医療用ガス	799	酸素	oxygen（JP）	999999999999						
