院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	2mgクロダミン注	Chlodamin	日医工		注射液：注射	0.2％1mL1管	82.00円／管	局処	抗ヒスタミン剤	441	クロルフェニラミンマレイン酸塩	chlorpheniramine maleate（JP）(chlorphenamine（INN）)	4419401A1028	109414502					ブドウ糖
	5－FU錠50協和	5－FU Kyowa	協和発酵キリン		錠：内服	50mg1錠	146.80円／錠	劇処	抗悪性腫瘍代謝拮抗剤	422	フルオロウラシル	fluorouracil（JP）	4223003F1031	109093201		KH006	白		カルナウバロウ，クロスカルメロースナトリウム，軽質無水ケイ酸，酸化チタン，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ヒプロメロース（置換度タイプ：2910），マクロゴール6000，D-マンニトール
	5－FU錠100協和	5－FU Kyowa	協和発酵キリン		錠：内服	100mg1錠	266.10円／錠	劇処	抗悪性腫瘍代謝拮抗剤	422	フルオロウラシル	fluorouracil（JP）	4223003F2038	109095601		KH007	白		カルナウバロウ，クロスカルメロースナトリウム，軽質無水ケイ酸，酸化チタン，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ヒプロメロース（置換度タイプ：2910），マクロゴール6000，D-マンニトール
	5－FU注250mg	5－FU	協和発酵キリン		注射液：注射	250mg1瓶	313.00円／瓶	劇処	抗悪性腫瘍代謝拮抗剤	422	フルオロウラシル	fluorouracil（JP）	4223401A4029	122291301	薬価収載2013.06.21				トロメタモール
	5－FU注1000mg	5－FU	協和発酵キリン		注射液：注射	1,000mg1瓶	1,166.00円／瓶	劇処	抗悪性腫瘍代謝拮抗剤	422	フルオロウラシル	fluorouracil（JP）	4223401A3022	120479701	薬価収載2011.06.24				トロメタモール
	5－FU軟膏5％協和	5－FU Kyowa	協和発酵キリン		軟膏・硬膏：外用	5％1g	331.50円／g	劇処	抗悪性腫瘍代謝拮抗剤	422	フルオロウラシル	fluorouracil（JP）	4223701M1047	109134201	薬価収載2007.12.21	KH001	白		パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，モノステアリン酸ポリオキシエチレンソルビタン（20E.O.）
	5mgクロダミン注	Chlodamin	日医工		注射液：注射	0.5％1mL1管	82.00円／管	局処	抗ヒスタミン剤	441	クロルフェニラミンマレイン酸塩	chlorpheniramine maleate（JP）(chlorphenamine（INN）)	4419401A2032	109415206					ブドウ糖
	d－クロルフェニラミンマレイン酸塩シロップ0.04％「ツルハラ」	d－Chlorpheniramine Maleate「TSURUHARA」	鶴原製薬		シロップ：内服	0.04％10mL	1.05円／mL	後	抗ヒスタミン剤	441	クロルフェニラミンマレイン酸塩	chlorpheniramine maleate（JP）(chlorphenamine（INN）)	4419002Q1133	113312701	薬価収載2015.06.19				安息香酸ナトリウム，香料，黄色5号，白糖
	d－クロルフェニラミンマレイン酸塩シロップ0.04％「トーワ」	d－Chlorpheniramine Maleate“TOWA”	東和薬品		シロップ：内服	0.04％10mL	1.05円／mL	後	抗ヒスタミン剤	441	クロルフェニラミンマレイン酸塩	chlorpheniramine maleate（JP）(chlorphenamine（INN）)	4419002Q1125	109362901	薬価収載2013.12.13				精製白糖，D-ソルビトール液，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，香料，pH調整剤，塩酸，水酸化Na
	EEエスワン配合錠T20	EES－1	エルメッドエーザイ		錠：内服	20mg1錠（テガフール相当量）	251.80円／錠	後劇処	抗悪性腫瘍剤	422	テガフール・ギメラシル・オテラシルカリウム	tegafur・gimeracil・oteracil potassium	4229101F3029	123971301	薬価収載2014.12.12	EES1／T20 EES1T20	白		酸化チタン，ステアリン酸マグネシウム，乳糖水和物，ヒドロキシプロピルセルロース，ヒプロメロース，プロピレングリコール
	EEエスワン配合錠T25	EES－1	エルメッドエーザイ		錠：内服	25mg1錠（テガフール相当量）	299.20円／錠	後劇処	抗悪性腫瘍剤	422	テガフール・ギメラシル・オテラシルカリウム	tegafur・gimeracil・oteracil potassium	4229101F4025	123972001	薬価収載2014.12.12	EES1／T25 EES1T25	白		酸化チタン，ステアリン酸マグネシウム，乳糖水和物，ヒドロキシプロピルセルロース，ヒプロメロース，プロピレングリコール
	FDGスキャン注		日本メジフィジックス		注射液：注射	10MBq		処	放射性診断薬	430	フルデオキシグルコース（18F）	fludeoxyglucose（18F）（JAN）	4300448A1027	187150001					D-マンニトール，生理食塩液
	MAGシンチ注		日本メジフィジックス		キット：注射	222MBq1筒	23,514.00円／筒	処	放射性腎・尿路疾患診断薬	430	メルカプトアセチルグリシルグリシルグリシンテクネチウム（99mTc）	mercaptoacetylglycylglycylglycine technetium（99mTc）(technetium（99mTc） mertiatide)	4300445A4022	109295001	薬価収載1995.06.02				無水塩化第一スズ，アスコルビン酸，生理食塩液，pH調整剤
	MAGシンチ注		日本メジフィジックス		キット：注射	333MBq1筒	34,534.00円／筒	処	放射性腎・尿路疾患診断薬	430	メルカプトアセチルグリシルグリシルグリシンテクネチウム（99mTc）	mercaptoacetylglycylglycylglycine technetium（99mTc）(technetium（99mTc） mertiatide)	4300445A5029	114374401	薬価収載1995.06.02				無水塩化第一スズ，アスコルビン酸，生理食塩液，pH調整剤
	MAGシンチ注		日本メジフィジックス		キット：注射	555MBq1筒	56,655.00円／筒	処	放射性腎・尿路疾患診断薬	430	メルカプトアセチルグリシルグリシルグリシンテクネチウム（99mTc）	mercaptoacetylglycylglycylglycine technetium（99mTc）(technetium（99mTc） mertiatide)	4300445A6025	109296701	薬価収載1995.06.02				無水塩化第一スズ，アスコルビン酸，生理食塩液，pH調整剤
	アーゼラ点滴静注液100mg	Arzerra	ノバルティスファーマ		注射液：注射	100mg5mL1瓶	28,378.00円／瓶	生劇処	抗悪性腫瘍剤・ヒト型抗CD20モノクローナル抗体	429	オファツムマブ（遺伝子組換え）	ofatumumab（genetical recombination）（JAN）	4291423A1026	122443601，122443602	薬価収載2013.05.24				酢酸ナトリウム水和物，エデト酸ナトリウム水和物，ポリソルベート80，L-アルギニン，pH調節剤，等張化剤
	アーゼラ点滴静注液1000mg	Arzerra	ノバルティスファーマ		注射液：注射	1,000mg50mL1瓶	275,145.00円／瓶	生劇処	抗悪性腫瘍剤・ヒト型抗CD20モノクローナル抗体	429	オファツムマブ（遺伝子組換え）	ofatumumab（genetical recombination）（JAN）	4291423A2022	122444301，122444302	薬価収載2013.05.24				酢酸ナトリウム水和物，エデト酸ナトリウム水和物，ポリソルベート80，L-アルギニン，pH調節剤，等張化剤
	アービタックス注射液100mg	Erbitux	メルクセローノ		注射液：注射	100mg20mL1瓶	36,742.00円／瓶	生劇処	抗悪性腫瘍剤・抗ヒトEGFRモノクローナル抗体	429	セツキシマブ（遺伝子組換え）	cetuximab（genetical recombination）（JAN）	4291415A1021	118811001	薬価収載2008.09.12				塩化ナトリウム，グリシン，ポリソルベート80，クエン酸水和物，pH調節剤
	アイクルシグ錠15mg	Iclusig	大塚製薬		錠：内服	15mg1錠	6,314.20円／錠	劇処	抗悪性腫瘍剤・チロシンキナーゼインヒビター	429	ポナチニブ塩酸塩	ponatinib hydrochloride（JAN）	4291048F1020	124834001	薬価収載2016.11.18	A5	白		乳糖水和物，結晶セルロース，デンプングリコール酸ナトリウム，軽質無水ケイ酸，ステアリン酸マグネシウム，タルク，マクロゴール4000，ポリビニルアルコール（部分けん化物），酸化チタン
	アイピーディカプセル50	IPD	大鵬薬品工業		カプセル：内服	50mg1カプセル	32.90円／カプセル		アレルギー性疾患治療剤	449	スプラタストトシル酸塩	suplatast tosilate（JAN）	4490016M1023	109544901	薬価収載1995.03.17	アイピーディ50 TC440	白		カルメロース，結晶セルロース，ステアリン酸マグネシウム，ゼラチン，ラウリル硫酸ナトリウム，酸化チタン
	アイピーディカプセル100	IPD	大鵬薬品工業		カプセル：内服	100mg1カプセル	38.00円／カプセル		アレルギー性疾患治療剤	449	スプラタストトシル酸塩	suplatast tosilate（JAN）	4490016M2020	109545601	薬価収載1995.03.17	アイピーディ100 TC441	白		D-マンニトール，ステアリン酸，ゼラチン，ラウリル硫酸ナトリウム，酸化チタン
	アイピーディドライシロップ5％	IPD	大鵬薬品工業		ドライシロップ：内服	5％1g	46.90円／g		アレルギー性疾患治療剤	449	スプラタストトシル酸塩	suplatast tosilate（JAN）	4490016R1020	114382901		TC444 TC446	白		精製白糖，カルメロース，香料，バニリン，エチルバニリン，グリセリン，デンプン部分加水分解物
	アクプラ静注用10mg	Aqupla	日医工		静注用：注射	10mg1瓶	4,851.00円／瓶	毒処	抗悪性腫瘍白金錯化合物	429	ネダプラチン	nedaplatin（JAN）	4291405F1025	109249301，109249302	薬価収載1995.08.25				デキストラン70
	アクプラ静注用50mg	Aqupla	日医工		静注用：注射	50mg1瓶	22,310.00円／瓶	毒処	抗悪性腫瘍白金錯化合物	429	ネダプラチン	nedaplatin（JAN）	4291405F2021	109250901，109250902	薬価収載1995.08.25				デキストラン70
	アクプラ静注用100mg	Aqupla	日医工		静注用：注射	100mg1瓶	42,568.00円／瓶	毒処	抗悪性腫瘍白金錯化合物	429	ネダプラチン	nedaplatin（JAN）	4291405F3028	109251601，109251602	薬価収載1995.08.25				デキストラン70
	アクラシノン注射用20mg	Aclacinon	日本マイクロバイオファーマ	アステラス製薬	注射用：注射	20mg1瓶	3,118.00円／瓶	劇処	抗腫瘍性抗生物質	423	アクラルビシン塩酸塩	aclarubicin hydrochloride（JP）	4235400D1030	109168701	薬価収載2007.06.15				乳糖水和物，pH調節剤
	アグリリンカプセル0.5mg	Agrylin	シャイアー・ジャパン		カプセル：内服	0.5mg1カプセル	774.40円／カプセル	劇処	本態性血小板血症治療剤	429	アナグレリド塩酸塩水和物	anagrelide hydrochloride hydrate（JAN）	4299003M1020	123790001，123790002	薬価収載2014.11.25	〓063	白		ポビドン，無水乳糖，乳糖水和物，結晶セルロース，クロスポビドン，ステアリン酸マグネシウム，ゼラチン，二酸化チタン
	アシアロシンチ注		日本メジフィジックス		注射液：注射	10MBq	82.60円／MBq	生処	放射性肝機能診断薬	430	ガラクトシル人血清アルブミンジエチレントリアミン五酢酸テクネチウム（99mTc）	galactosyl human serum albumin diethylenetriamine pentaacetic acid technetium（99mTc）（JAN）	4300435A1020	109292901					無水塩化第一スズ，アスコルビン酸，pH調整剤，生理食塩液
	アシテアダニ舌下錠100単位（IR）	Actair	塩野義製薬		舌下錠：内服	100IR1錠	63.90円／錠	処	減感作療法薬（アレルゲン免疫療法）	449	アシテアダニ舌下錠	Actair	4490030F1024	124246101	薬価収載2015.05.20	S AC／100 S AC：100	白～褐白(褐の斑点)		D-マンニトール，結晶セルロース，クロスカルメロースナトリウム，軽質無水ケイ酸，ステアリン酸マグネシウム，乳糖水和物
	アシテアダニ舌下錠300単位（IR）	Actair	塩野義製薬		舌下錠：内服	300IR1錠	190.30円／錠	処	減感作療法薬（アレルゲン免疫療法）	449	アシテアダニ舌下錠	Actair	4490030F2020	124247801	薬価収載2015.05.20	S AC／300 S AC：300	白～褐白(褐の斑点)		D-マンニトール，結晶セルロース，クロスカルメロースナトリウム，軽質無水ケイ酸，ステアリン酸マグネシウム，乳糖水和物
	アズサレオン錠10	Azusaleon	シオノケミカル		錠：内服	10mg1錠	16.50円／錠	後	アレルギー性疾患治療剤	449	エピナスチン塩酸塩	epinastine hydrochloride（JAN）	4490014F1041	114850301	薬価収載2002.07.05	AZ10	白～微黄白		乳糖水和物，セルロース，部分アルファー化デンプン，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン
	アズサレオン錠20	Azusaleon	シオノケミカル		錠：内服	20mg1錠	35.70円／錠	後	アレルギー性疾患治療剤	449	エピナスチン塩酸塩	epinastine hydrochloride（JAN）	4490014F2064	114859601	薬価収載2002.07.05	AZ20	白～微黄白		乳糖水和物，セルロース，部分アルファー化デンプン，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン
	アゼプチン錠0.5mg	Azeptin	エーザイ		錠：内服	0.5mg1錠	14.90円／錠		アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F1021	109467101		〓232	白		アラビアゴム末，カルナウバロウ，含水二酸化ケイ素，結晶セルロース，酸化チタン，ステアリン酸，ステアリン酸カルシウム，精製白糖，タルク，沈降炭酸カルシウム，トウモロコシデンプン，乳糖水和物，白色セラック，ヒドロキシプロピルセルロース，ポビドン，マクロゴール6000
	アゼプチン錠1mg	Azeptin	エーザイ		錠：内服	1mg1錠	18.60円／錠		アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F2028	109468801		〓233	白		カルナウバロウ，含水二酸化ケイ素，結晶セルロース，酸化チタン，ステアリン酸，ステアリン酸カルシウム，精製白糖，タルク，沈降炭酸カルシウム，トウモロコシデンプン，乳糖水和物，白色セラック，ヒドロキシプロピルセルロース，プルラン，ポビドン，マクロゴール6000
	アゼラスチン塩酸塩錠0.5mg「TCK」	Azelastine Hydrochloride	辰巳化学		錠：内服	0.5mg1錠	5.60円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F1102	120664701	薬価収載2013.12.13	Tu405	白		乳糖水和物，トウモロコシデンプン，セルロース，ポビドン，低置換度ヒドロキシプロピルセルロース，二酸化ケイ素，ステアリン酸Mg，白糖，タルク，アラビアゴム末，ゼラチン，マクロゴール，酸化チタン，カルナウバロウ
	アゼラスチン塩酸塩錠0.5mg「タイヨー」	Azelastine HCl	武田テバファーマ	武田薬品工業	錠：内服	0.5mg1錠	5.60円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F1080	121033001，121033002	薬価収載2011.11.28	AZE0.5 t AZE0.5[0.5mg]	白		アラビアゴム末，カルナウバロウ，含水二酸化ケイ素，結晶セルロース，ステアリン酸マグネシウム，精製白糖，ゼラチン，タルク，低置換度ヒドロキシプロピルセルロース，トウモロコシデンプン，乳糖水和物，ポビドン，マクロゴール6000，酸化チタン
	アゼラスチン塩酸塩錠0.5mg「ツルハラ」	Azelastine Hydrochloride「TSURUHARA」	鶴原製薬		錠：内服	0.5mg1錠	5.60円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F1110	121257001	薬価収載2013.12.13				乳糖水和物，トウモロコシデンプン，メチルセルロース，結晶セルロース，ステアリン酸マグネシウム，軽質無水ケイ酸，ヒプロメロース，マクロゴール6000，タルク，酸化チタン，カルナウバロウ
	アゼラスチン塩酸塩錠0.5mg「トーワ」	Azelastine Hydrochloride“TOWA”	東和薬品		錠：内服	0.5mg1錠	5.60円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F1129	119794501	薬価収載2017.12.01，旧：ラスプジン錠0.5mg	Tw300／0.5	白		乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，カルメロースCa，ステアリン酸Mg，ヒプロメロース，タルク，酸化チタン
	アゼラスチン塩酸塩錠0.5mg「日医工」	Azelastine Hydrochloride	日医工		錠：内服	0.5mg1錠	5.60円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F1099	119896601	薬価収載2012.12.14	〓HH2／0.5	白		乳糖，トウモロコシデンプン，ヒドロキシプロピルセルロース，カルメロースカルシウム，ステアリン酸マグネシウム，ヒプロメロース，タルク，酸化チタン
	アゼラスチン塩酸塩錠1mg「TCK」	Azelastine Hydrochloride	辰巳化学		錠：内服	1mg1錠	5.80円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F2320	109469507	薬価収載2013.12.01	Tu AD	白		乳糖水和物，トウモロコシデンプン，セルロース，デキストリン，ポビドン，低置換度ヒドロキシプロピルセルロース，二酸化ケイ素，ステアリン酸Mg，白糖，タルク，アラビアゴム末，ゼラチン，マクロゴール，酸化チタン，カルナウバロウ
	アゼラスチン塩酸塩錠1mg「タイヨー」	Azelastine HCl	武田テバファーマ	武田薬品工業	錠：内服	1mg1錠	5.80円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F2303	109469506，109469530	薬価収載2011.11.01	AZE t AZE[1mg]	白		アミノアルキルメタクリレートコポリマーE，グリセリン脂肪酸エステル，酸化チタン，ステアリン酸マグネシウム，精製セラック，トウモロコシデンプン，乳糖水和物，ヒドロキシプロピルセルロース，ヒプロメロース，ポビドン，マクロゴール6000
	アゼラスチン塩酸塩錠1mg「ツルハラ」	Azelastine Hydrochloride	鶴原製薬	日本ジェネリック	錠：内服	1mg1錠	5.80円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F2338	109469520，109469529	薬価収載2013.12.01	034	白		乳糖水和物，トウモロコシデンプン，メチルセルロース，結晶セルロース，ステアリン酸マグネシウム，軽質無水ケイ酸，ヒプロメロース，ヒドロキシプロピルセルロース，タルク，酸化チタン，カルナウバロウ
	アゼラスチン塩酸塩錠1mg「トーワ」	Azelastine Hydrochloride“TOWA”	東和薬品		錠：内服	1mg1錠	5.80円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F2346	109469509	薬価収載2017.12.01，旧：ラスプジン錠1mg	Tw RP Tw.RP	白		乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，ステアリン酸Mg，軽質無水ケイ酸，ヒプロメロース，白糖，アラビアゴム末，ポリオキシエチレン（105）ポリオキシプロピレン（5）グリコール，沈降炭酸Ca，タルク，酸化チタン，マクロゴール6000，カルナウバロウ
	アゼラスチン塩酸塩錠1mg「日医工」	Azelastine Hydrochloride	日医工		錠：内服	1mg1錠	5.80円／錠	後	アレルギー性疾患治療剤	449	アゼラスチン塩酸塩	azelastine hydrochloride（JP）	4490004F2311	109469527	薬価収載2012.12.01	〓HH1	白		乳糖，セルロース，カルメロースカルシウム，ヒプロメロース，タルク，ステアリン酸マグネシウム，アンモニオアルキルメタクリレートコポリマー，マクロゴール，酸化チタン，カルナウバロウ
	アドステロール－I131注射液	Adosterol－I 131	富士フイルムRIファーマ		注射液：注射	1MBq	1,040.00円／MBq	処	放射性医薬品	430	ヨウ化メチルノルコレステノール（131I）注射液	norcholestenol iodomethyl（131I） injection（JAN）	4300426A1020	114363801					エタノール，ポリソルベート80，生理食塩液
	アドセトリス点滴静注用50mg	Adcetris	武田薬品工業		静注用：注射	50mg1瓶	465,701.00円／瓶	生劇処	抗悪性腫瘍剤・微小管阻害薬結合抗CD30モノクローナル抗体	429	ブレンツキシマブベドチン（遺伝子組換え）	brentuximab vedotin（genetical recombination）（JAN）	4291425D1021	123356801	薬価収載2014.04.17				トレハロース水和物，クエン酸水和物，クエン酸ナトリウム水和物，ポリソルベート80
	アトピクト錠30mg	Atopict	共和薬品工業		錠：内服	30mg1錠	5.80円／錠	後	アレルギー性疾患治療剤	449	オキサトミド	oxatomide（JAN）	4490005F1042	109475601	薬価収載1998.07.10	KW081	白～淡黄白	○	乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，カルメロースカルシウム，タルク，ステアリン酸マグネシウム
	アドリアシン注用10	Adriacin	アスペンジャパン		注射用：注射	10mg1瓶	1,694.00円／瓶	局劇処	アントラサイクリン系抗悪性腫瘍剤	423	ドキソルビシン塩酸塩	doxorubicin hydrochloride（JP）	4235402D1030	109170001，109170002	薬価収載2006.06.09				乳糖水和物，パラオキシ安息香酸メチル，pH調整剤
	アドリアシン注用50	Adriacin	アスペンジャパン		注射用：注射	50mg1瓶	7,577.00円／瓶	局劇処	アントラサイクリン系抗悪性腫瘍剤	423	ドキソルビシン塩酸塩	doxorubicin hydrochloride（JP）	4235402D2036	120140601，120140602	薬価収載2010.11.19				乳糖水和物，パラオキシ安息香酸メチル，pH調整剤
	アナストロゾール錠1mg「EE」	Anastrozole「EE」	エルメッドエーザイ		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1040	121926501	薬価収載2012.12.14	EE234／1	白		酸化チタン，ステアリン酸マグネシウム，デンプングリコール酸ナトリウム，乳糖水和物，ヒプロメロース，ポビドン，マクロゴール400
	アナストロゾール錠1mg「F」	Anastrozole	富士製薬工業		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1058	122134301	薬価収載2012.12.14	FJ52	白		ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，乳糖水和物，ヒプロメロース，酸化チタン，マクロゴール300
	アナストロゾール錠1mg「FFP」	Anastrozole「FFP」	富士フイルムファーマ		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1066	122226501	薬価収載2012.12.14	1	白		結晶セルロース，軽質無水ケイ酸，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール400，酸化チタン
	アナストロゾール錠1mg「JG」		日本ジェネリック		錠：内服	1mg1錠	218.60円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1074	122044501	薬価収載2012.12.14	JG G11	白		乳糖水和物，デンプングリコール酸ナトリウム，ポビドン，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，マクロゴール300
	アナストロゾール錠1mg「KN」	Anastrozole「KN」	小林化工		錠：内服	1mg1錠	218.60円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1082	122027801	薬価収載2012.12.14	KN377／1	白		乳糖水和物，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，マクロゴール400
	アナストロゾール錠1mg「NK」	Anastrozole「NK」	日本化薬		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1090	122087201	薬価収載2012.12.14	アナストロゾール1mg／アナストロゾールNK アナストロゾール1mg：アナストロゾールNK	白		乳糖水和物，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール300，酸化チタン
	アナストロゾール錠1mg「NP」	Anastrozole	ニプロ	共和クリティケア	錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1104	122112101，122112102	薬価収載2012.12.14	A1	白		乳糖水和物，結晶セルロース，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，軽質無水ケイ酸，ヒドロキシプロピルセルロース，ヒプロメロース，酸化チタン，マクロゴール
	アナストロゾール錠1mg「SN」	Anastrozole	シオノケミカル	テルモ，江州製薬	錠：内服	1mg1錠	218.60円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1112	122203601，122203602	薬価収載2012.12.14	AI／1	白		乳糖水和物，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン
	アナストロゾール錠1mg「アメル」	Anastrozole	共和薬品工業		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1210	122385901	薬価収載2013.06.21	Kw／ANZ1 Kw ANZ1	白		結晶セルロース，軽質無水ケイ酸，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，マクロゴール400
	アナストロゾール錠1mg「ケミファ」	Anastrozole	ダイト	日本ケミファ	錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1120	121985201，121985202	薬価収載2012.12.14	DK／505	白		乳糖水和物，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ポリビニルアルコール，マクロゴール4000，タルク，酸化チタン
	アナストロゾール錠1mg「サワイ」	Anastrozole	沢井製薬		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1147	122183101	薬価収載2012.12.14	SW AS1	白		カルナウバロウ，酸化チタン，ステアリン酸Mg，タルク，デンプングリコール酸Na，乳糖，ヒドロキシプロピルセルロース，ヒプロメロース
	アナストロゾール錠1mg「サンド」	Anastrozole［SANDOZ］	サンド	持田製薬	錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1155	122155801，122155802	薬価収載2012.12.14	A1	白		乳糖水和物，結晶セルロース，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，軽質無水ケイ酸，ヒドロキシプロピルセルロース，ヒプロメロース，酸化チタン，マクロゴール4000EP
	アナストロゾール錠1mg「テバ」	Anastrozole“TEVA”	武田テバ薬品	武田テバファーマ，武田薬品工業	錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1163	121955501，121955502	薬価収載2012.12.14	KT440	白		乳糖水和物，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，タルク
	アナストロゾール錠1mg「トーワ」	Anastrozole“TOWA”	東和薬品		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1171	121950001	薬価収載2012.12.14	Tw200／1	白		乳糖水和物，デンプングリコール酸Na，ステアリン酸Mg，ヒプロメロース，マクロゴール6000，酸化チタン，タルク
	アナストロゾール錠1mg「日医工」	Anastrozole	日医工		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1180	122084101	薬価収載2012.12.14	〓223／1 〓223 1 〓223	白		乳糖，デンプングリコール酸ナトリウム，ポビドン，ステアリン酸マグネシウム，ポリビニルアルコール（部分けん化物），マクロゴール，酸化チタン，タルク
	アナストロゾール錠1mg「マイラン」	Anastrozole“Mylan”	マイラン製薬	ファイザー	錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1198	122227201，122227202	薬価収載2012.12.14	M34／1	白		無水乳糖，デンプングリコール酸ナトリウム，ヒプロメロース，ステアリン酸マグネシウム，酸化チタン，乳糖水和物，マクロゴール4000，トリアセチン，炭酸水素ナトリウム
	アナストロゾール錠1mg「明治」	Anastrozole「MEIJI」	Meiji Seikaファルマ		錠：内服	1mg1錠	154.00円／錠	後劇処	アロマターゼ阻害・閉経後乳癌治療剤	429	アナストロゾール	anastrozole（JAN）	4291010F1201	121805301	薬価収載2012.12.14	MS037／ANAST	白		ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，乳糖水和物，ヒプロメロース，酸化チタン，マクロゴール300
