院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	オプチレイ350注50mL	Optiray	ゲルベ・ジャパン		注射液：注射	74.1％50mL1瓶	3,727.00円／瓶	処	非イオン性造影剤	721	イオベルソール	ioversol（JAN）	7219416H3036	111904602，111904603，111904604，111904605	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オプチレイ350注100mL	Optiray	ゲルベ・ジャパン		注射液：注射	74.1％100mL1瓶	5,803.00円／瓶	処	非イオン性造影剤	721	イオベルソール	ioversol（JAN）	7219416H4032	111905302，111905303，111905304，111905305	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オプチレイ350注シリンジ100mL	Optiray	ゲルベ・ジャパン		キット：注射	74.1％100mL1筒	6,447.00円／筒	処	非イオン性造影剤	721	イオベルソール	ioversol（JAN）	7219416G9039	119224701，119224702，119224703，119224704	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オプチレイ350注シリンジ135mL	Optiray	ゲルベ・ジャパン		キット：注射	74.1％135mL1筒	7,980.00円／筒	処	非イオン性造影剤	721	イオベルソール	ioversol（JAN）	7219416P1020	125470901，125470902	薬価収載2017.05.31				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニスキャン静注32％	Omniscan	GEヘルスケアファーマ		注射液：注射	32.3％20mL1瓶	8,611.00円／瓶	処	線状型非イオン性MRI用造影剤	729	ガドジアミド水和物	gadodiamide hydrate（JAN）	7290408A1036	111993002	薬価収載2008.06.20				カルジアミドナトリウム（安定剤），pH調節剤
	オムニスキャン静注32％シリンジ5mL	Omniscan	GEヘルスケアファーマ		キット：注射	32.3％5mL1筒	3,263.00円／筒	処	線状型非イオン性MRI用造影剤	729	ガドジアミド水和物	gadodiamide hydrate（JAN）	7290408G4038	116974402	薬価収載2008.06.20				カルジアミドナトリウム（安定剤），pH調節剤
	オムニスキャン静注32％シリンジ10mL	Omniscan	GEヘルスケアファーマ		キット：注射	32.3％10mL1筒	4,107.00円／筒	処	線状型非イオン性MRI用造影剤	729	ガドジアミド水和物	gadodiamide hydrate（JAN）	7290408G1039	111994702	薬価収載2008.06.20				カルジアミドナトリウム（安定剤），pH調節剤
	オムニスキャン静注32％シリンジ15mL	Omniscan	GEヘルスケアファーマ		キット：注射	32.3％15mL1筒	6,072.00円／筒	処	線状型非イオン性MRI用造影剤	729	ガドジアミド水和物	gadodiamide hydrate（JAN）	7290408G2035	111995402	薬価収載2008.06.20				カルジアミドナトリウム（安定剤），pH調節剤
	オムニスキャン静注32％シリンジ20mL	Omniscan	GEヘルスケアファーマ		キット：注射	32.3％20mL1筒	7,204.00円／筒	処	線状型非イオン性MRI用造影剤	729	ガドジアミド水和物	gadodiamide hydrate（JAN）	7290408G3031	111996102	薬価収載2008.06.20				カルジアミドナトリウム（安定剤），pH調節剤
	オムニパーク140注50mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	30.20％50mL1瓶	1,375.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A1030	111872802	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク140注220mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	30.20％220mL1瓶	4,724.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A2037	111873502	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク180注10mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	38.82％10mL1瓶	439.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A3033	111874202	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク240注10mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	51.77％10mL1瓶	521.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A4030	111875902	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク240注20mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	51.77％20mL1瓶	956.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A5036	111876602	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク240注50mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	51.77％50mL1瓶	2,076.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A6032	111877302	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク240注100mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	51.77％100mL1瓶	4,431.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A7039	111878002	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク240注シリンジ100mL	Omnipaque	GEヘルスケアファーマ		キット：注射	51.77％100mL1筒	3,454.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G1050	111881002	薬価収載2009.03.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注10mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	64.71％10mL1瓶	682.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A8043	111879702	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注20mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	64.71％20mL1瓶	1,087.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415A9066	111880302	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注50mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	64.71％50mL1瓶	2,367.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H1071	111886502	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注100mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	64.71％100mL1瓶	4,335.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H2078	111887202	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注150mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	64.71％150mL1瓶	5,058.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H6030	114535902	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注シリンジ50mL	Omnipaque	GEヘルスケアファーマ		キット：注射	64.71％50mL1筒	2,471.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G2064	111882702	薬価収載2009.03.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注シリンジ80mL	Omnipaque	GEヘルスケアファーマ		キット：注射	64.71％80mL1筒	3,408.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G4067	111884102	薬価収載2009.03.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注シリンジ100mL	Omnipaque	GEヘルスケアファーマ		キット：注射	64.71％100mL1筒	3,874.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G3117	111883402	薬価収載2009.03.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注シリンジ110mL	Omnipaque	GEヘルスケアファーマ		キット：注射	64.71％110mL1筒	4,510.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G9026	120679101	薬価収載2011.06.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注シリンジ125mL	Omnipaque	GEヘルスケアファーマ		キット：注射	64.71％125mL1筒	4,982.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G7031	117284302	薬価収載2009.03.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク300注シリンジ150mL	Omnipaque	GEヘルスケアファーマ		キット：注射	64.71％150mL1筒	6,127.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G6035	114525002	薬価収載2009.03.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク350注20mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	75.49％20mL1瓶	1,126.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H3066	111888902	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク350注50mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	75.49％50mL1瓶	2,360.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H4062	111889602	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク350注100mL	Omnipaque	GEヘルスケアファーマ		注射液：注射	75.49％100mL1瓶	3,859.00円／瓶	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H5069	111890202	薬価収載2009.09.25				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク350注シリンジ45mL	Omnipaque	GEヘルスケアファーマ		キット：注射	75.49％45mL1筒	2,200.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415H8025	122675101	薬価収載2013.12.13				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク350注シリンジ70mL	Omnipaque	GEヘルスケアファーマ		キット：注射	75.49％70mL1筒	3,258.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G8038	117285002	薬価収載2009.03.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オムニパーク350注シリンジ100mL	Omnipaque	GEヘルスケアファーマ		キット：注射	75.49％100mL1筒	4,567.00円／筒	局処	非イオン性造影剤	721	イオヘキソール	iohexol（JP）	7219415G5063	111885802	薬価収載2009.03.24				エデト酸カルシウムナトリウム水和物，トロメタモール，pH調節剤
	オリブ油	Olive Oil	三恵薬品		液：外用	10mL	2.00円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1121	111697721					
	オリブ油	Olive oil	司生堂製薬		液：外用	10mL	1.71円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1164	111697740					
	オリブ油	Olive Oil	東豊薬品		液：外用	10mL	2.31円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1202	111697729					
	オリブ油	Olive Oil	東海製薬		液：外用	10mL	1.71円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1237	111697701，111697726					
	オリブ油	Olive Oil	山善製薬		液：外用	10mL	1.82円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1342	111697716					
	オリブ油	Olive Oil	小堺製薬	岩城製薬	液：外用	10mL	1.71円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1105	111697744，111697746，111697752					
	オリブ油	Olive Oil	丸石製薬	ニプロ	液：外用	10mL	2.00円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1300	111697708，111697754					
	オリブ油	Olive Oil	日興製薬	日興製薬販売，ファイザー	液：外用	10mL	2.17円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1253	111697713，111697714，111697750，111697753					
	オリブ油「ケンエー」	Olive Oil	健栄製薬		液：外用	10mL	2.80円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1091	111697711					
	オリブ油「タイセイ」	Olive Oil	大成薬品工業		液：外用	10mL	1.82円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1172	117173001					
	オリブ油「日医工」	Olive Oil	日医工	日興製薬販売	液：外用	10mL	2.13円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1415	111697745，111697755	薬価収載2013.12.13				
	オリブ油「ヨシダ」	Olive Oil	吉田製薬	中北薬品	液：外用	10mL	2.70円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1407	111697712，111697743	薬価収載2010.11.19				
	オリブ油シオエ	Olive Oil	シオエ製薬	日本新薬	液：外用	10mL	2.00円／mL	局	軟膏基剤	712	オリブ油	olive oil（JP）	7121704X1148	111697705					
	カカオ脂【本文未収載】	Cacao Butter	司生堂		その他（外用原体）：外用	10g	9.34円／g	局		712	カカオ脂		7121705X1053	111698402					
	加水ラノリン【本文未収載】	Lanolin Hydrous	司生堂製薬		その他（外用原体）：外用	10g	1.48円／g	局		712	加水ラノリン		7122701X1028	116184701					
	ガスチーム散4万単位／g	Gaszyme	日医工		散：内服	20,000単位	106.30円	処	消炎酵素・胃内粘液溶解除去剤	799	プロナーゼ	pronase（JAN）	7990002B2044	112013402	薬価収載2015.06.19	O.S-GZ	白～帯褐白		乳糖，ヒドロキシプロピルセルロース
	ガストログラフイン経口・注腸用	Gastrografin	バイエル薬品		液：内服	1mL	13.40円／mL	処	直接膵管胆道・逆行性尿路・関節・唾液腺・消化管造影剤	721	アミドトリゾ酸ナトリウムメグルミン	meglumine sodium amidotrizoate	7211001X1030	111752301，111752302	薬価収載2006.06.09				エデト酸カルシウムナトリウム水和物，サッカリンナトリウム水和物
	ガドテリドール静注シリンジ13mL「HK」		光製薬		キット：注射	13mL1筒	3,192.00円／筒	後処	環状型非イオン性MRI用造影剤	729	ガドテリドール	gadoteridol（JAN）	7290407G1042	126241401	薬価収載2018.06.15				カルテリドールカルシウム，トロメタモール，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	ガドテリドール静注シリンジ17mL「HK」		光製薬		キット：注射	17mL1筒	4,170.00円／筒	後処	環状型非イオン性MRI用造影剤	729	ガドテリドール	gadoteridol（JAN）	7290407G2049	126242101	薬価収載2018.06.15				カルテリドールカルシウム，トロメタモール，pH調整剤（塩酸），pH調整剤（水酸化ナトリウム）
	ガドテル酸メグルミン静注38％シリンジ10mL「GE」	Gadoterate Meglumine	GEヘルスケアファーマ		キット：注射	37.695％10mL1筒	2,217.00円／筒	後処	環状型MRI用造影剤	729	ガドテル酸メグルミン	meglumine gadoterate（JAN）	7290411G1049	128181101	薬価収載2020.06.19				
	ガドテル酸メグルミン静注38％シリンジ11mL「GE」	Gadoterate Meglumine	GEヘルスケアファーマ		キット：注射	37.695％11mL1筒	2,381.00円／筒	後処	環状型MRI用造影剤	729	ガドテル酸メグルミン	meglumine gadoterate（JAN）	7290411G4030	128182801	薬価収載2020.06.19				
	ガドテル酸メグルミン静注38％シリンジ13mL「GE」	Gadoterate Meglumine	GEヘルスケアファーマ		キット：注射	37.695％13mL1筒	2,699.00円／筒	後処	環状型MRI用造影剤	729	ガドテル酸メグルミン	meglumine gadoterate（JAN）	7290411G5036	128183501	薬価収載2020.06.19				
	ガドテル酸メグルミン静注38％シリンジ15mL「GE」	Gadoterate Meglumine	GEヘルスケアファーマ		キット：注射	37.695％15mL1筒	3,005.00円／筒	後処	環状型MRI用造影剤	729	ガドテル酸メグルミン	meglumine gadoterate（JAN）	7290411G2045	128184201	薬価収載2020.06.19				
	ガドテル酸メグルミン静注38％シリンジ20mL「GE」	Gadoterate Meglumine	GEヘルスケアファーマ		キット：注射	37.695％20mL1筒	3,732.00円／筒	後処	環状型MRI用造影剤	729	ガドテル酸メグルミン	meglumine gadoterate（JAN）	7290411G3041	128185901	薬価収載2020.06.19				
	ガドビスト静注1.0mol／L　2mL	Gadovist	バイエル薬品		注射液：注射	60.47％2mL1瓶	2,101.00円／瓶	処	環状型非イオン性MRI用造影剤	729	ガドブトロール	gadobutrol（JAN）	7290416A1022	126396101	薬価収載2018.05.30				トロメタモール，カルコブトロールナトリウム，pH調整剤
	ガドビスト静注1.0mol／Lシリンジ5mL	Gadovist	バイエル薬品		キット：注射	60.47％5mL1筒	4,806.00円／筒	処	環状型非イオン性MRI用造影剤	729	ガドブトロール	gadobutrol（JAN）	7290416G1025	124108201	薬価収載2015.05.20				トロメタモール，カルコブトロールナトリウム，pH調整剤
	ガドビスト静注1.0mol／Lシリンジ7.5mL	Gadovist	バイエル薬品		キット：注射	60.47％7.5mL1筒	6,973.00円／筒	処	環状型非イオン性MRI用造影剤	729	ガドブトロール	gadobutrol（JAN）	7290416G2021	124111201	薬価収載2015.05.20				トロメタモール，カルコブトロールナトリウム，pH調整剤
	ガドビスト静注1.0mol／Lシリンジ10mL	Gadovist	バイエル薬品		キット：注射	60.47％10mL1筒	9,064.00円／筒	処	環状型非イオン性MRI用造影剤	729	ガドブトロール	gadobutrol（JAN）	7290416G3028	124112901	薬価収載2015.05.20				トロメタモール，カルコブトロールナトリウム，pH調整剤
	カポックス－10		日本液炭		その他：その他				殺菌消毒剤	732	酸化エチレン	ethylene oxide	732970AQ1050						
	カポックス－20		日本液炭		その他：その他				殺菌消毒剤	732	酸化エチレン	ethylene oxide	732970AQ2056						
	カポックス－30		日本液炭		その他：その他				殺菌消毒剤	732	酸化エチレン	ethylene oxide	732970AQ3036						
	眼科用ゼルフィルム	Gelfilm	ファイザー		貼付剤：外用	2.5cm×5cm1枚	516.30円／枚	処	止血・癒着防止剤	799	ゼラチン	gelatin（JP）	7990702X1026	112022603					
	牛脂【本文未収載】	Beef fallow	司生堂		その他（外用原体）：外用	10g	0.99円／g	局		712	牛脂		7121713X1040	116185401					
	吸水クリーム「東豊」	Absorptive Ointment	東豊薬品		クリーム：外用	10g	1.88円／g	局	軟膏基剤	712	吸水クリーム	absorptive cream（JP）	7122703X1108	111708009	薬価収載2014.12.12				
	吸水クリーム「ニッコー」	Absorptive Cream「NIKKO」	日興製薬	丸石製薬，健栄製薬，日興製薬販売	クリーム：外用	10g	1.88円／g	局	軟膏基剤	712	吸水クリーム	absorptive cream（JP）	7122703X1116	111708003，111708005，111708007	薬価収載2015.01.01				
	吸水軟膏	Absorptive Ointment	司生堂製薬		軟膏・硬膏：外用	10g	1.88円／g	局	軟膏基剤	712	吸水クリーム	absorptive cream（JP）	7122703X1027	111708011					
	クエン酸［司生堂］		司生堂製薬		末：内服	10g	1.22円／g	局	調剤原料	714	クエン酸水和物	citric acid hydrate（JP）	7149007X1102	111741721					
	クエン酸「ケンエー」	Citric Acid Hydrate	健栄製薬		末：内服	10g	1.56円／g	局	調剤原料	714	クエン酸水和物	citric acid hydrate（JP）	7149007X1072	111741706					
	クエン酸「コザカイ・M」	Citric Acid Hydrate	小堺製薬		末：内服	10g	1.42円／g	局	調剤原料	714	クエン酸水和物	citric acid hydrate（JP）	7149007X1080	111741711，111741723，111741725，111741727，111741730					
	クエン酸「コザカイ・M」	Citric Acid Hydrate	小堺製薬	吉田製薬	末：内服	10g	1.42円／g	局	調剤原料	714	クエン酸水和物	citric acid hydrate（JP）	7149007X1080	111741711，111741723，111741725，111741727，111741730					
	クエン酸「日医工」	Citric Acid	日医工		末：内服	10g	1.33円／g	局	調剤原料	714	クエン酸水和物	citric acid hydrate（JP）	7149007X1242	111741728	薬価収載2012.06.01				
	クエン酸「ヤマゼン」	Citric Acid“Yamazen”	山善製薬		末：内服	10g	1.56円／g	局	調剤原料	714	クエン酸水和物	citric acid hydrate（JP）	7149007X1153	111741710					
	クエン酸水和物「ヨシダ」【経過措置】	Citric Acid Hydrate	吉田製薬		末：内服	10g	1.56円／g	局	調剤原料	714	クエン酸水和物	citric acid hydrate（JP）	7149007X1226	111741707	薬価削除予定2022.03.31				
	クエン酸水和物原末「ニッコー」	Citric Acid Hydrate「NIKKO」	日興製薬	日興製薬販売	末：内服	10g	1.42円／g	局	調剤原料	714	クエン酸水和物	citric acid hydrate（JP）	7149007X1234	111741708，111741709	薬価収載2010.11.19				
	クリンハイド消毒液2W／V％	Cleanhyde	日医工		液：外用			劇	殺菌消毒剤	732	グルタラール	glutaral（JAN）	732170AQ1132						ラウロマクロゴール，pH調整剤，香料，緩衝化剤，酢酸カリウム，リン酸水素ナトリウム水和物，黄色4号（タートラジン），青色1号
	クリンハイド消毒液3W／V％	Cleanhyde	日医工		液：外用			劇	殺菌消毒剤	732	グルタラール	glutaral（JAN）	732170AQ3070						エタノール，マクロゴール200，ブチルヒドロキシアニソール，pH調整剤，緩衝化剤，酢酸カリウム，リン酸水素ナトリウム水和物，青色1号
	クリンハイド消毒液20W／V％	Cleanhyde	日医工		液：外用			劇	殺菌消毒剤	732	グルタラール	glutaral（JAN）	732170AQ2155						ラウロマクロゴール，pH調整剤，香料，緩衝化剤，酢酸カリウム，リン酸水素ナトリウム水和物，黄色4号（タートラジン），青色1号
	グルカゴンGノボ注射用1mg	Glucagon G Novo	ノボノルディスクファーマ	EAファーマ	注射用：注射	1mg1瓶（溶解液付）	1,762.00円／瓶	劇処	膵臓ホルモン	249，722	グルカゴン	glucagon（JAN）	7229402D1036	111974901，111974902	薬価収載2009.09.25				乳糖水和物，塩酸
	グルカゴン注射用1単位「F」	Glucagon	富士製薬工業		注射用：注射	1U.S.P.単位1瓶（溶解液付）	1,671.00円／瓶	後劇処	膵臓ホルモン	722	グルカゴン	glucagon（JAN）	7229400D1096	111972501	薬価収載2008.06.20				乳糖水和物，塩酸（pH調節剤），水酸化ナトリウム（pH調節剤）
	グルカゴン注射用1単位「ILS」	Glucagon“ILS”	ILS	カイゲンファーマ	注射用：注射	1U.S.P.単位1瓶（溶解液付）	1,671.00円／瓶	後劇処	膵臓ホルモン	722	グルカゴン	glucagon（JAN）	7229400D1100	115153402	薬価収載2020.06.19，旧：グルカゴン注射用1単位「イトウ」				乳糖，塩酸，pH調節剤
	グルカゴン注射用1単位「イトウ」【経過措置】	Glucagon“ITO”	ILS	カイゲンファーマ	注射用：注射	1U.S.P.単位1瓶（溶解液付）	1,671.00円／瓶	後劇処	膵臓ホルモン	722	グルカゴン	glucagon（JAN）	7229400D1088	115153401，115153402	代替品：グルカゴン注射用1単位「ILS」【薬価削除予定2021.09.30】				乳糖，塩酸，pH調整剤
	グルトハイドL2％液	Glutohyde L	吉田製薬		液：外用			劇	殺菌消毒剤	732	グルタラール	glutaral（JAN）	732170AQ1116						ジプロピレングリコール，セトマクロゴール1000，ブチルヒドロキシアニソール，pH調整剤，香料，緩衝化剤，酢酸カリウム，リン酸水素ナトリウム，ベンゾトリアゾール，青色1号，黄色4号
	グルトハイドL20％液	Glutohyde L	吉田製薬		液：外用			劇	殺菌消毒剤	732	グルタラール	glutaral（JAN）	732170AQ2139						ジプロピレングリコール，セトマクロゴール1000，ブチルヒドロキシアニソール，pH調整剤，香料，緩衝化剤，酢酸カリウム，リン酸水素ナトリウム，ベンゾトリアゾール，青色1号，黄色4号
	グルトハイドスコープ3％液	Glutohyde Scope	吉田製薬		液：外用			劇	殺菌消毒剤	732	グルタラール	glutaral（JAN）	732170AQ3046						ジプロピレングリコール，マクロゴール400，ブチルヒドロキシアニソール，pH調整剤，青色1号
	グルトハイドプラス3.5％液	Glutohyde Plus	吉田製薬		液：外用			劇	殺菌消毒剤	732	グルタラール	glutaral（JAN）	732170AQ5030						ジプロピレングリコール，マクロゴール400，ブチルヒドロキシアニソール，pH調整剤，緩衝化剤，酢酸カリウム，リン酸水素ナトリウム水和物，ベンゾトリアゾール，青色1号，黄色4号
	ケンブラン吸入粉末溶解用100mg	Kenbran	参天製薬		吸入剤：外用〔口腔投与剤〕	100mg1瓶	7,514.90円／瓶	劇処	コリン作動薬・気道過敏性検査用	729	メタコリン塩化物	methacholine chloride（JAN）	7290708G1033	124719001	薬価収載2016.04.20				
	ゴマ油	Sesame Oil	小堺製薬		液：外用	10mL	2.80円／mL	局	軟膏基剤	712	ゴマ油	sesame oil（JP）	7121706X1023	111699110					
	ゴマ油	Sesame Oil	日興製薬	日興製薬販売	液：外用	10mL	2.96円／mL	局	軟膏基剤	712	ゴマ油	sesame oil（JP）	7121706X1066	111699106					
	ゴマ油	Sesame Oil	司生堂		液：外用	10mL	2.80円／mL	局	軟膏基剤	712	ゴマ油	sesame oil（JP）	7121706X1139	111699112					
	コムギデンプン【本文未収載】		司生堂		末：内服	10g	0.94円／g	局		711	コムギデンプン		7112001X1024	116008601					
	コメデンプン【本文未収載】		司生堂		末：内服	10g	0.94円／g			711	コメデンプン		7112002X1029	116009301					
	コレステロール【本文未収載】	Cholesterol	司生堂		その他（外用原体）：外用	1g	23.50円／g	局		711	コレステロール		7119702X1027	116176201					
	コロンフォート内用懸濁液25％	Colomfort	伏見製薬所	伏見製薬	液：内服	25％32mL1瓶	501.00円／瓶	処	X線造影剤	721	硫酸バリウム	barium sulfate（JP）	7212038S1025	124857901	薬価収載2016.05.25				カルメロースナトリウム，キサンタンガム，クエン酸ナトリウム水和物，クエン酸水和物，パラオキシ安息香酸プロピル，パラオキシ安息香酸ブチル，パラオキシ安息香酸メチル，ソルビン酸，シリコーン樹脂，ソルビタン脂肪酸エステル，グリセリン脂肪酸エステル，ショ糖脂肪酸エステル，トウモロコシ油，プロピレングリコール，ポリソルベート80，サッカリンナトリウム水和物，キシリトール，D-ソルビトール，pH調節剤，香料
	サイデックスプラス28　3.5％液	Cidexplus	ジョンソン・エンド・ジョンソン		液：外用			劇	殺菌消毒剤	732	グルタラール	glutaral（JAN）	732170AQ5022						ポリエチレングリコール200，無水クエン酸，ヒドロキシエチルエチレンジアミン三酢酸三ナトリウム液，ブチルヒドロキシアニソール，緩衝化剤，氷酢酸，リン酸二水素ナトリウムトリエタノールアミンエステル液，水酸化カリウム，ベンゾトリアゾール，黄色4号，青色1号
	サッカリンナトリウム	Ssccharin Sodium	小堺製薬		末：内服	1g	6.50円／g	局	人工甘味料	714	サッカリンナトリウム水和物	saccharin sodium hydrate（JP）	7149001X1032	111735604					
	サッカリンナトリウム	Saccharin Sodium	東洋製薬化成	小野薬品工業	末：内服	1g	6.30円／g	局	人工甘味料	714	サッカリンナトリウム水和物	saccharin sodium hydrate（JP）	7149001X1040	111735601					
	サッカリンナトリウム	Ssccharin Sodium	司生堂		末：内服	1g	6.30円／g	局	人工甘味料	714	サッカリンナトリウム水和物	saccharin sodium hydrate（JP）	7149001X1091	111735606					
	サッカリンナトリウム水和物	Saccharin Sodium Hydrate	小堺製薬		末：内服	1g	6.50円／g	局	人工甘味料	714	サッカリンナトリウム水和物	saccharin sodium hydrate（JP）	7149001X1032	111735604					
	サッカリンナトリウム水和物「ケンエー」	Saccharin Sodium Hydrate	健栄製薬		末：内服	1g	6.30円／g	局	人工甘味料	714	サッカリンナトリウム水和物	saccharin sodium hydrate（JP）	7149001X1024	111735603					
	サラシミツロウ	White Beeswax	小堺製薬		その他（外用原体）：外用	10g	4.32円／g	局	軟膏基剤	712	サラシミツロウ	white beeswax（JP）	7121707X1036	111700407					
	サラシミツロウ	White Beeswax	東豊薬品	吉田製薬	その他（外用原体）：外用	10g	5.27円／g	局	軟膏基剤	712	サラシミツロウ	white beeswax（JP）	7121707X1044	111700404，111700406					
	サラシミツロウ	White Wax	司生堂		その他（外用原体）：外用	10g	4.32円／g	局	軟膏基剤	712	サラシミツロウ	white beeswax（JP）	7121707X1079	111700408					
	サラシミツロウ「ホエイ」		マイラン製薬	ファイザー	その他（外用原体）：外用	10g	4.32円／g	局	軟膏基剤	712	サラシミツロウ	white beeswax（JP）	7121707X1052	111700401，111700410					
