type,code,ingredient,norm,v1,v2,v3,name,maker,generic,brand,authorized,price,deadline,note
内用薬,1172013F1014,ペルフェナジンマレイン酸塩,２ｍｇ１錠,局,,,ペルフェナジンマレイン酸塩錠,,,,,9.40 ,,
内用薬,1172013F2010,ペルフェナジンマレイン酸塩,４ｍｇ１錠,局,,,ペルフェナジンマレイン酸塩錠,,,,,9.40 ,,
内用薬,1172013F3017,ペルフェナジンマレイン酸塩,８ｍｇ１錠,局,,,ペルフェナジンマレイン酸塩錠,,,,,9.80 ,,
内用薬,1172014B1033,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,レボトミン散１０％,田辺三菱製薬,,,,10.80 ,,
内用薬,1172014B2048,レボメプロマジンマレイン酸塩,５０％１ｇ,,,,レボトミン散５０％,田辺三菱製薬,,,,65.70 ,,
内用薬,1172014B2056,レボメプロマジンマレイン酸塩,５０％１ｇ,,,,ヒルナミン散５０％,共和薬品工業,,,,58.90 ,,
内用薬,1172014C1055,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,ヒルナミン細粒１０％,共和薬品工業,,,,12.60 ,,
内用薬,1172014D1077,レボメプロマジンマレイン酸塩,１０％１ｇ,,,,レボトミン顆粒１０％,田辺三菱製薬,,,,11.60 ,,
内用薬,1172014F1027,レボメプロマジンマレイン酸塩,５ｍｇ１錠,,,,ヒルナミン錠（５ｍｇ）,共和薬品工業,,,,5.70 ,,
内用薬,1172014F1043,レボメプロマジンマレイン酸塩,５ｍｇ１錠,,,,レボトミン錠５ｍｇ,田辺三菱製薬,,,,5.70 ,,
内用薬,1172014F2120,レボメプロマジンマレイン酸塩,２５ｍｇ１錠,,,,レボトミン錠２５ｍｇ,田辺三菱製薬,,,,5.70 ,,
内用薬,1172014F2139,レボメプロマジンマレイン酸塩,２５ｍｇ１錠,,,,ヒルナミン錠（２５ｍｇ）,共和薬品工業,,,,5.70 ,,
内用薬,1172014F2163,レボメプロマジンマレイン酸塩,２５ｍｇ１錠,,,,レボメプロマジン錠２５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.70 ,,
内用薬,1172014F3038,レボメプロマジンマレイン酸塩,５０ｍｇ１錠,,,,ヒルナミン錠（５０ｍｇ）,共和薬品工業,,,,6.70 ,,
内用薬,1172014F3070,レボメプロマジンマレイン酸塩,５０ｍｇ１錠,,,,レボトミン錠５０ｍｇ,田辺三菱製薬,,,,5.90 ,,
内用薬,1174002F1029,クロミプラミン塩酸塩,１０ｍｇ１錠,局,,,アナフラニール錠１０ｍｇ,アルフレッサファーマ,,先発品,,9.60 ,,
内用薬,1174002F2025,クロミプラミン塩酸塩,２５ｍｇ１錠,局,,,アナフラニール錠２５ｍｇ,アルフレッサファーマ,,先発品,,18.00 ,,
内用薬,1174004F1028,ロフェプラミン塩酸塩,１０ｍｇ１錠,,,,アンプリット錠１０ｍｇ,第一三共,,先発品,,6.60 ,,
内用薬,1174004F2024,ロフェプラミン塩酸塩,２５ｍｇ１錠,,,,アンプリット錠２５ｍｇ,第一三共,,先発品,,15.90 ,,
内用薬,1174005B1020,トリミプラミンマレイン酸塩,１０％１ｇ,,,,スルモンチール散１０％,塩野義製薬,,,,40.20 ,,
内用薬,1174005F1022,トリミプラミンマレイン酸塩,１０ｍｇ１錠,,,,スルモンチール錠１０ｍｇ,塩野義製薬,,,,6.40 ,,
内用薬,1174005F2029,トリミプラミンマレイン酸塩,２５ｍｇ１錠,,,,スルモンチール錠２５ｍｇ,塩野義製薬,,,,11.60 ,,
内用薬,1174006F1019,イミプラミン塩酸塩,１０ｍｇ１錠,局,,,イミプラミン塩酸塩錠,,,,,9.80 ,,
内用薬,1174006F2015,イミプラミン塩酸塩,２５ｍｇ１錠,局,,,イミプラミン塩酸塩錠,,,,,10.10 ,,
内用薬,1179001C1024,アモキサピン,１０％１ｇ,,,,アモキサン細粒１０％,ファイザー,,先発品,,34.40 ,,
内用薬,1179001M1020,アモキサピン,１０ｍｇ１カプセル,,,,アモキサンカプセル１０ｍｇ,ファイザー,,先発品,,5.90 ,,
内用薬,1179001M2026,アモキサピン,２５ｍｇ１カプセル,,,,アモキサンカプセル２５ｍｇ,ファイザー,,先発品,,11.90 ,,
内用薬,1179001M3022,アモキサピン,５０ｍｇ１カプセル,,,,アモキサンカプセル５０ｍｇ,ファイザー,,先発品,,19.30 ,,
内用薬,1179002F1017,アミトリプチリン塩酸塩,１０ｍｇ１錠,局,,,アミトリプチリン塩酸塩錠,,,,,9.80 ,,
内用薬,1179002F2013,アミトリプチリン塩酸塩,２５ｍｇ１錠,局,,,アミトリプチリン塩酸塩錠,,,,,9.80 ,,
内用薬,1179004F1024,ノルトリプチリン塩酸塩,１０ｍｇ１錠,局,,,ノリトレン錠１０ｍｇ,大日本住友製薬,,先発品,,5.70 ,,
内用薬,1179004F2039,ノルトリプチリン塩酸塩,２５ｍｇ１錠,局,,,ノリトレン錠２５ｍｇ,大日本住友製薬,,先発品,,10.10 ,,
内用薬,1179005F1053,ヒドロキシジン塩酸塩,１０ｍｇ１錠,,,,アタラックス錠１０ｍｇ,ファイザー,,,,5.90 ,,
内用薬,1179005F2025,ヒドロキシジン塩酸塩,２５ｍｇ１錠,,,,アタラックス錠２５ｍｇ,ファイザー,,,,8.00 ,,
内用薬,1179006B1030,ピパンペロン塩酸塩,１０％１ｇ,,,,プロピタン散１０％,サンノーバ,,,,25.40 ,R3.3.31まで,
内用薬,1179006F1031,ピパンペロン塩酸塩,５０ｍｇ１錠,,,,プロピタン錠５０ｍｇ,サンノーバ,,,,13.30 ,,
内用薬,1179008F1014,マプロチリン塩酸塩,１０ｍｇ１錠,,,,マプロチリン塩酸塩１０ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1179008F1022,マプロチリン塩酸塩,１０ｍｇ１錠,,,,ルジオミール錠１０ｍｇ,サンファーマ,,先発品,○,9.70 ,,
内用薬,1179008F2010,マプロチリン塩酸塩,２５ｍｇ１錠,,,,マプロチリン塩酸塩２５ｍｇ錠,,後発品,,,12.10 ,,
内用薬,1179008F2029,マプロチリン塩酸塩,２５ｍｇ１錠,,,,ルジオミール錠２５ｍｇ,サンファーマ,,先発品,○,19.40 ,,
内用薬,1179008F3017,マプロチリン塩酸塩,５０ｍｇ１錠,,,,マプロチリン塩酸塩５０ｍｇ錠,,後発品,,,24.40 ,,
内用薬,1179009F1035,メチルフェニデート塩酸塩,１０ｍｇ１錠,,,,リタリン錠１０ｍｇ,ノバルティス　ファーマ,,,,8.80 ,,
内用薬,1179009G1022,メチルフェニデート塩酸塩,１８ｍｇ１錠,,,,コンサータ錠１８ｍｇ,ヤンセンファーマ,,先発品,,344.10 ,,
内用薬,1179009G2029,メチルフェニデート塩酸塩,２７ｍｇ１錠,,,,コンサータ錠２７ｍｇ,ヤンセンファーマ,,先発品,,381.20 ,,
内用薬,1179009G3025,メチルフェニデート塩酸塩,３６ｍｇ１錠,,,,コンサータ錠３６ｍｇ,ヤンセンファーマ,,先発品,,410.10 ,,
内用薬,1179011B1030,オキシペルチン,１０％１ｇ,,,,ホーリット散１０％,アルフレッサファーマ,,先発品,,57.10 ,,
内用薬,1179011F1024,オキシペルチン,２０ｍｇ１錠,,,,ホーリット錠２０ｍｇ,アルフレッサファーマ,,先発品,,13.20 ,,
内用薬,1179011F2020,オキシペルチン,４０ｍｇ１錠,,,,ホーリット錠４０ｍｇ,アルフレッサファーマ,,先発品,,23.70 ,,
内用薬,1179012D1036,クロチアゼパム,１０％１ｇ,,,,リーゼ顆粒１０％,田辺三菱製薬,,先発品,,96.20 ,,
内用薬,1179012F1010,クロチアゼパム,５ｍｇ１錠,,,,クロチアゼパム５ｍｇ錠,,後発品,,,5.70 ,,
内用薬,1179012F1118,クロチアゼパム,５ｍｇ１錠,局,,,リーゼ錠５ｍｇ,田辺三菱製薬,,先発品,○,6.40 ,,
内用薬,1179012F2017,クロチアゼパム,１０ｍｇ１錠,,,,クロチアゼパム１０ｍｇ錠,,後発品,,,8.30 ,,
内用薬,1179012F2033,クロチアゼパム,１０ｍｇ１錠,局,,,リーゼ錠１０ｍｇ,田辺三菱製薬,,先発品,○,10.40 ,,
内用薬,1179015F1030,スピペロン,０．２５ｍｇ１錠,,,,スピロピタン錠０．２５ｍｇ,サンノーバ,,先発品,,5.90 ,,
内用薬,1179015F2029,スピペロン,１ｍｇ１錠,,,,スピロピタン錠１ｍｇ,サンノーバ,,先発品,,16.50 ,,
内用薬,1179016F1019,スルピリド,１００ｍｇ１錠,,,,スルピリド１００ｍｇ錠,,後発品,,,6.40 ,,
内用薬,1179016F1124,スルピリド,１００ｍｇ１錠,局,,,ドグマチール錠１００ｍｇ,日医工,,先発品,○,14.60 ,,
内用薬,1179016F2015,スルピリド,２００ｍｇ１錠,,,,スルピリド２００ｍｇ錠,,後発品,,,8.00 ,,
内用薬,1179016F2090,スルピリド,２００ｍｇ１錠,局,,,ドグマチール錠２００ｍｇ,日医工,,先発品,○,18.40 ,,
内用薬,1179017F1013,炭酸リチウム,１００ｍｇ１錠,,,,炭酸リチウム１００ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1179017F1056,炭酸リチウム,１００ｍｇ１錠,,,,リーマス錠１００,大正製薬,,先発品,○,11.10 ,,
内用薬,1179017F1072,炭酸リチウム,１００ｍｇ１錠,,,,炭酸リチウム錠１００ｍｇ「フジナガ」,藤永製薬,後発品,,,8.00 ,,
内用薬,1179017F2010,炭酸リチウム,２００ｍｇ１錠,,,,炭酸リチウム２００ｍｇ錠,,後発品,,,7.10 ,,
内用薬,1179017F2052,炭酸リチウム,２００ｍｇ１錠,,,,リーマス錠２００,大正製薬,,先発品,○,18.20 ,,
内用薬,1179017F2079,炭酸リチウム,２００ｍｇ１錠,,,,炭酸リチウム錠２００ｍｇ「フジナガ」,藤永製薬,後発品,,,12.20 ,,
内用薬,1179019B1037,ヒドロキシジンパモ酸塩,１０％１ｇ,,,,アタラックス－Ｐ散１０％,ファイザー,,,,23.80 ,,
内用薬,1179019F1071,ヒドロキシジンパモ酸塩,２５ｍｇ１錠,,,,ヒドロキシジンパモ酸塩錠２５ｍｇ「日新」,日新製薬（山形）,後発品,,,5.70 ,,
内用薬,1179019M1046,ヒドロキシジンパモ酸塩,２５ｍｇ１カプセル,,,,アタラックス－Ｐカプセル２５ｍｇ,ファイザー,,準先発品,○,5.90 ,,
内用薬,1179019M2034,ヒドロキシジンパモ酸塩,５０ｍｇ１カプセル,,,,アタラックス－Ｐカプセル５０ｍｇ,ファイザー,,,,11.00 ,,
内用薬,1179019Q1030,ヒドロキシジンパモ酸塩,０．５％１ｍＬ,,,,アタラックス－Ｐシロップ０．５％,ファイザー,,,,2.60 ,,
内用薬,1179019R1035,ヒドロキシジンパモ酸塩,２．５％１ｇ,,,,アタラックス－Ｐドライシロップ２．５％,ファイザー,,,,10.80 ,,
内用薬,1179020C1019,ハロペリドール,１％１ｇ,,,,ハロペリドール１％細粒,,後発品,,,7.50 ,,
内用薬,1179020C1191,ハロペリドール,１％１ｇ,局,,,セレネース細粒１％,大日本住友製薬,,準先発品,○,41.20 ,,
内用薬,1179020C1299,ハロペリドール,１％１ｇ,局,,,ハロペリドール細粒１％「ヨシトミ」,田辺三菱製薬,後発品,,,13.20 ,,
内用薬,1179020C1302,ハロペリドール,１％１ｇ,局,,,ハロペリドール細粒１％「タカタ」,高田製薬,後発品,,,13.20 ,,
内用薬,1179020F1210,ハロペリドール,０．７５ｍｇ１錠,局,,,セレネース錠０．７５ｍｇ,大日本住友製薬,,準先発品,○,7.90 ,,
内用薬,1179020F1244,ハロペリドール,０．７５ｍｇ１錠,局,,,ハロペリドール錠０．７５ｍｇ「アメル」,共和薬品工業,後発品,,,6.00 ,,
内用薬,1179020F1252,ハロペリドール,０．７５ｍｇ１錠,局,,,ハロペリドール錠０．７５ｍｇ「ＪＧ」,長生堂製薬,後発品,,,6.00 ,,
内用薬,1179020F1260,ハロペリドール,０．７５ｍｇ１錠,局,,,ハロペリドール錠０．７５ｍｇ「ヨシトミ」,田辺三菱製薬,後発品,,,6.00 ,,
内用薬,1179020F2038,ハロペリドール,１ｍｇ１錠,局,,,セレネース錠１ｍｇ,大日本住友製薬,,準先発品,○,7.90 ,,
内用薬,1179020F2100,ハロペリドール,１ｍｇ１錠,局,,,ハロペリドール錠１ｍｇ「アメル」,共和薬品工業,後発品,,,6.10 ,,
内用薬,1179020F2119,ハロペリドール,１ｍｇ１錠,局,,,ハロペリドール錠１ｍｇ「ＪＧ」,長生堂製薬,後発品,,,6.10 ,,
内用薬,1179020F2127,ハロペリドール,１ｍｇ１錠,局,,,ハロペリドール錠１ｍｇ「タカタ」,高田製薬,後発品,,,6.10 ,,
内用薬,1179020F3255,ハロペリドール,１．５ｍｇ１錠,局,,,セレネース錠１．５ｍｇ,大日本住友製薬,,準先発品,○,9.60 ,,
内用薬,1179020F3280,ハロペリドール,１．５ｍｇ１錠,局,,,ハロペリドール錠１．５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,6.10 ,,
内用薬,1179020F3298,ハロペリドール,１．５ｍｇ１錠,局,,,ハロペリドール錠１．５ｍｇ「アメル」,共和薬品工業,後発品,,,6.10 ,,
内用薬,1179020F3301,ハロペリドール,１．５ｍｇ１錠,局,,,ハロペリドール錠１．５ｍｇ「ＪＧ」,長生堂製薬,後発品,,,6.10 ,,
内用薬,1179020F3310,ハロペリドール,１．５ｍｇ１錠,局,,,ハロペリドール錠１．５ｍｇ「ヨシトミ」,田辺三菱製薬,後発品,,,6.10 ,,
内用薬,1179020F4073,ハロペリドール,２ｍｇ１錠,局,,,ハロペリドール錠２ｍｇ「アメル」,共和薬品工業,後発品,,,6.20 ,,
内用薬,1179020F4081,ハロペリドール,２ｍｇ１錠,局,,,ハロペリドール錠２ｍｇ「ヨシトミ」,田辺三菱製薬,後発品,,,6.20 ,,
内用薬,1179020F4090,ハロペリドール,２ｍｇ１錠,局,,,ハロペリドール錠２ｍｇ「タカタ」,高田製薬,後発品,,,6.20 ,,
内用薬,1179020F5037,ハロペリドール,３ｍｇ１錠,局,,,セレネース錠３ｍｇ,大日本住友製薬,,準先発品,○,10.10 ,,
内用薬,1179020F5142,ハロペリドール,３ｍｇ１錠,局,,,ハロペリドール錠３ｍｇ「アメル」,共和薬品工業,後発品,,,6.40 ,,
内用薬,1179020F5150,ハロペリドール,３ｍｇ１錠,局,,,ハロペリドール錠３ｍｇ「ＪＧ」,長生堂製薬,後発品,,,6.40 ,,
内用薬,1179020F5169,ハロペリドール,３ｍｇ１錠,局,,,ハロペリドール錠３ｍｇ「ヨシトミ」,田辺三菱製薬,後発品,,,6.40 ,,
内用薬,1179020S1030,ハロペリドール,０．２％１ｍＬ,,,,セレネース内服液０．２％,大日本住友製薬,,,,19.30 ,,
内用薬,1179022C1034,ピモジド,１％１ｇ,,,,オーラップ細粒１％,アステラス製薬,,先発品,,142.40 ,R3.3.31まで,
内用薬,1179022F1022,ピモジド,１ｍｇ１錠,,,,オーラップ錠１ｍｇ,アステラス製薬,,先発品,,15.40 ,R3.3.31まで,
内用薬,1179022F2029,ピモジド,３ｍｇ１錠,,,,オーラップ錠３ｍｇ,アステラス製薬,,先発品,,40.40 ,R3.3.31まで,
内用薬,1179023F1035,ペモリン,１０ｍｇ１錠,,,,ベタナミン錠１０ｍｇ,三和化学研究所,後発品,,,10.80 ,,
内用薬,1179023F2023,ペモリン,２５ｍｇ１錠,,,,ベタナミン錠２５ｍｇ,三和化学研究所,後発品,,,24.90 ,,
内用薬,1179023F3020,ペモリン,５０ｍｇ１錠,,,,ベタナミン錠５０ｍｇ,三和化学研究所,後発品,,,48.60 ,,
内用薬,1179024C1017,ゾテピン,１０％１ｇ,,,,ゾテピン１０％細粒,,後発品,,,21.80 ,,
内用薬,1179024C1033,ゾテピン,１０％１ｇ,,,,ロドピン細粒１０％,ＬＴＬファーマ,,先発品,○,55.50 ,,
内用薬,1179024C1106,ゾテピン,１０％１ｇ,,,,ゾテピン細粒１０％「タカタ」,高田製薬,後発品,,,37.50 ,,
内用薬,1179024C2013,ゾテピン,５０％１ｇ,,,,ゾテピン５０％細粒,,後発品,,,90.90 ,,
内用薬,1179024C2021,ゾテピン,５０％１ｇ,,,,ロドピン細粒５０％,ＬＴＬファーマ,,先発品,○,237.10 ,,
内用薬,1179024C2080,ゾテピン,５０％１ｇ,,,,ゾテピン細粒５０％「タカタ」,高田製薬,後発品,,,133.60 ,,
内用薬,1179024F1013,ゾテピン,２５ｍｇ１錠,,,,ゾテピン２５ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1179024F1030,ゾテピン,２５ｍｇ１錠,,,,ロドピン錠２５ｍｇ,ＬＴＬファーマ,,先発品,○,15.00 ,,
内用薬,1179024F1099,ゾテピン,２５ｍｇ１錠,,,,ゾテピン錠２５ｍｇ「タカタ」,高田製薬,後発品,,,10.90 ,,
内用薬,1179024F2010,ゾテピン,５０ｍｇ１錠,,,,ゾテピン５０ｍｇ錠,,後発品,,,10.40 ,,
内用薬,1179024F2036,ゾテピン,５０ｍｇ１錠,,,,ロドピン錠５０ｍｇ,ＬＴＬファーマ,,先発品,○,25.50 ,,
内用薬,1179024F2095,ゾテピン,５０ｍｇ１錠,,,,ゾテピン錠５０ｍｇ「タカタ」,高田製薬,後発品,,,18.10 ,,
内用薬,1179024F3016,ゾテピン,１００ｍｇ１錠,,,,ゾテピン１００ｍｇ錠,,後発品,,,18.60 ,,
内用薬,1179024F3024,ゾテピン,１００ｍｇ１錠,,,,ロドピン錠１００ｍｇ,ＬＴＬファーマ,,先発品,○,48.00 ,,
内用薬,1179024F3083,ゾテピン,１００ｍｇ１錠,,,,ゾテピン錠１００ｍｇ「タカタ」,高田製薬,後発品,,,35.10 ,,
内用薬,1179025C1011,エチゾラム,１％１ｇ,,,,エチゾラム１％細粒,,後発品,,,23.00 ,,
内用薬,1179025C1054,エチゾラム,１％１ｇ,局,,,デパス細粒１％,田辺三菱製薬,,先発品,○,52.90 ,,
内用薬,1179025F1018,エチゾラム,０．５ｍｇ１錠,,,,エチゾラム０．５ｍｇ錠,,後発品,,,6.40 ,,
内用薬,1179025F1026,エチゾラム,０．５ｍｇ１錠,局,,,デパス錠０．５ｍｇ,田辺三菱製薬,,先発品,○,9.20 ,,
内用薬,1179025F2014,エチゾラム,１ｍｇ１錠,,,,エチゾラム１ｍｇ錠,,後発品,,,6.50 ,,
内用薬,1179025F2022,エチゾラム,１ｍｇ１錠,局,,,デパス錠１ｍｇ,田辺三菱製薬,,先発品,○,10.60 ,,
内用薬,1179025F2170,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「ＥＭＥＣ」,サンノーバ,後発品,,,9.80 ,,
内用薬,1179025F2189,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「ＮＰ」,ニプロ,後発品,,,9.80 ,,
内用薬,1179025F2197,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「ＳＷ」,メディサ新薬,後発品,,,9.80 ,,
内用薬,1179025F2219,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「オーハラ」,大原薬品工業,後発品,,,9.80 ,,
内用薬,1179025F2227,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「日医工」,日医工,後発品,,,9.80 ,,
内用薬,1179025F2235,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「ＫＮ」,小林化工,後発品,,,9.80 ,R3.3.31まで,
内用薬,1179025F2243,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,9.80 ,,
内用薬,1179025F2278,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「日新」,日新製薬（山形）,後発品,,,9.80 ,,
内用薬,1179025F2286,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「ＪＧ」,長生堂製薬,後発品,,,9.80 ,,
内用薬,1179025F2294,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「フジナガ」,藤永製薬,後発品,,,9.80 ,,
内用薬,1179025F2316,エチゾラム,１ｍｇ１錠,局,,,エチゾラム錠１ｍｇ「武田テバ」,武田テバ薬品,後発品,,,9.80 ,,
内用薬,1179025F3010,エチゾラム,０．２５ｍｇ１錠,,,,エチゾラム０．２５ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1179025F3029,エチゾラム,０．２５ｍｇ１錠,局,,,デパス錠０．２５ｍｇ,田辺三菱製薬,,先発品,○,9.20 ,,
内用薬,1179026C1016,チミペロン,１％１ｇ,,,,チミペロン１％細粒,,後発品,,,44.40 ,,
内用薬,1179026C1040,チミペロン,１％１ｇ,,,,トロペロン細粒１％,アルフレッサファーマ,,先発品,○,102.10 ,,
内用薬,1179026F1012,チミペロン,０．５ｍｇ１錠,,,,チミペロン０．５ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1179026F1020,チミペロン,０．５ｍｇ１錠,,,,トロペロン錠０．５ｍｇ,アルフレッサファーマ,,先発品,○,7.10 ,,
内用薬,1179026F2019,チミペロン,１ｍｇ１錠,,,,チミペロン１ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1179026F2027,チミペロン,１ｍｇ１錠,,,,トロペロン錠１ｍｇ,アルフレッサファーマ,,先発品,○,12.80 ,,
内用薬,1179026F3015,チミペロン,３ｍｇ１錠,,,,チミペロン３ｍｇ錠,,後発品,,,16.50 ,,
内用薬,1179026F3023,チミペロン,３ｍｇ１錠,,,,トロペロン錠３ｍｇ,アルフレッサファーマ,,先発品,○,35.30 ,,
内用薬,1179027F1025,ドスレピン塩酸塩,２５ｍｇ１錠,,,,プロチアデン錠２５,科研製薬,,先発品,,11.40 ,,
内用薬,1179028C1015,ブロムペリドール,１％１ｇ,,,,ブロムペリドール１％細粒,,後発品,,,31.70 ,,
内用薬,1179028F1011,ブロムペリドール,１ｍｇ１錠,,,,ブロムペリドール１ｍｇ錠,,後発品,,,5.70 ,,
内用薬,1179028F2018,ブロムペリドール,３ｍｇ１錠,,,,ブロムペリドール３ｍｇ錠,,後発品,,,9.10 ,,
内用薬,1179028F3014,ブロムペリドール,６ｍｇ１錠,,,,ブロムペリドール６ｍｇ錠,,後発品,,,17.00 ,,
内用薬,1179030D1050,クロカプラミン塩酸塩水和物,１０％１ｇ,,,,クロフェクトン顆粒１０％,田辺三菱製薬,,先発品,,78.00 ,,
内用薬,1179030F1035,クロカプラミン塩酸塩水和物,１０ｍｇ１錠,,,,クロフェクトン錠１０ｍｇ,全星薬品工業,,先発品,,10.00 ,,
内用薬,1179030F2066,クロカプラミン塩酸塩水和物,２５ｍｇ１錠,,,,クロフェクトン錠２５ｍｇ,全星薬品工業,,先発品,,22.20 ,,
内用薬,1179030F3020,クロカプラミン塩酸塩水和物,５０ｍｇ１錠,,,,クロフェクトン錠５０ｍｇ,全星薬品工業,,先発品,,41.20 ,,
内用薬,1179032C1046,スルトプリド塩酸塩,５０％１ｇ,,,,バルネチール細粒５０％,共和薬品工業,,先発品,,69.90 ,,
内用薬,1179032F1026,スルトプリド塩酸塩,５０ｍｇ１錠,,,,バルネチール錠５０,共和薬品工業,,先発品,,13.10 ,,
内用薬,1179032F2022,スルトプリド塩酸塩,１００ｍｇ１錠,,,,バルネチール錠１００,共和薬品工業,,先発品,,18.50 ,,
内用薬,1179032F3029,スルトプリド塩酸塩,２００ｍｇ１錠,,,,バルネチール錠２００,共和薬品工業,,先発品,,28.80 ,,
内用薬,1179033F1020,ミアンセリン塩酸塩,１０ｍｇ１錠,,,,テトラミド錠１０ｍｇ,ＭＳＤ,,先発品,,13.90 ,,
内用薬,1179033F2027,ミアンセリン塩酸塩,３０ｍｇ１錠,,,,テトラミド錠３０ｍｇ,ＭＳＤ,,先発品,,38.60 ,,
内用薬,1179034F1017,セチプチリンマレイン酸塩,１ｍｇ１錠,,,,セチプチリンマレイン酸塩１ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1179034F1050,セチプチリンマレイン酸塩,１ｍｇ１錠,,,,テシプール錠１ｍｇ,持田製薬,,先発品,○,13.40 ,,
内用薬,1179035D1029,モサプラミン塩酸塩,１０％１ｇ,,,,クレミン顆粒１０％,田辺三菱製薬,,先発品,,134.90 ,,
内用薬,1179035F1020,モサプラミン塩酸塩,１０ｍｇ１錠,,,,クレミン錠１０ｍｇ,田辺三菱製薬,,先発品,,15.40 ,,
内用薬,1179035F3022,モサプラミン塩酸塩,２５ｍｇ１錠,,,,クレミン錠２５ｍｇ,田辺三菱製薬,,先発品,,35.60 ,,
内用薬,1179035F4029,モサプラミン塩酸塩,５０ｍｇ１錠,,,,クレミン錠５０ｍｇ,田辺三菱製薬,,先発品,,69.10 ,,
内用薬,1179036F1024,ネモナプリド,３ｍｇ１錠,,,,エミレース錠３ｍｇ,ＬＴＬファーマ,,先発品,,18.10 ,,
内用薬,1179036F2020,ネモナプリド,１０ｍｇ１錠,,,,エミレース錠１０ｍｇ,ＬＴＬファーマ,,先発品,,55.30 ,,
内用薬,1179037F1010,トラゾドン塩酸塩,２５ｍｇ１錠,,,,トラゾドン塩酸塩２５ｍｇ錠,,後発品,,,6.30 ,,
内用薬,1179037F1029,トラゾドン塩酸塩,２５ｍｇ１錠,,,,レスリン錠２５,ＭＳＤ,,先発品,○,13.80 ,,
内用薬,1179037F1037,トラゾドン塩酸塩,２５ｍｇ１錠,,,,デジレル錠２５,ファイザー,,先発品,○,14.50 ,,
内用薬,1179037F2017,トラゾドン塩酸塩,５０ｍｇ１錠,,,,トラゾドン塩酸塩５０ｍｇ錠,,後発品,,,10.80 ,,
内用薬,1179037F2025,トラゾドン塩酸塩,５０ｍｇ１錠,,,,レスリン錠５０,ＭＳＤ,,先発品,○,24.10 ,,
内用薬,1179037F2033,トラゾドン塩酸塩,５０ｍｇ１錠,,,,デジレル錠５０,ファイザー,,先発品,○,24.80 ,,
内用薬,1179038C1019,リスペリドン,１％１ｇ,,,,リスペリドン１％細粒,,後発品,,,62.90 ,,
内用薬,1179038C1027,リスペリドン,１％１ｇ,局,,,リスパダール細粒１％,ヤンセンファーマ,,先発品,○,196.60 ,,
内用薬,1179038C1043,リスペリドン,１％１ｇ,局,,,リスペリドン細粒１％「ＭＥＥＫ」,小林化工,後発品,,,113.20 ,,
内用薬,1179038C1051,リスペリドン,１％１ｇ,局,,,リスペリドン細粒１％「ＮＰ」,ニプロ,後発品,,,113.20 ,,
内用薬,1179038C1094,リスペリドン,１％１ｇ,局,,,リスペリドン細粒１％「サワイ」,沢井製薬,後発品,,,113.20 ,,
内用薬,1179038C1124,リスペリドン,１％１ｇ,局,,,リスペリドン細粒１％「日医工」,日医工,後発品,,,113.20 ,,
内用薬,1179038C1140,リスペリドン,１％１ｇ,局,,,リスペリドン細粒１％「ヨシトミ」,全星薬品工業,後発品,,,113.20 ,,
内用薬,1179038F1015,リスペリドン,１ｍｇ１錠,,,,リスペリドン１ｍｇ錠,,後発品,,,10.10 ,,
内用薬,1179038F1023,リスペリドン,１ｍｇ１錠,局,,,リスパダール錠１ｍｇ,ヤンセンファーマ,,先発品,○,24.10 ,,
内用薬,1179038F1090,リスペリドン,１ｍｇ１錠,局,,,リスペリドン錠１ｍｇ「サワイ」,沢井製薬,後発品,,,12.50 ,,
内用薬,1179038F1120,リスペリドン,１ｍｇ１錠,局,,,リスペリドン錠１ｍｇ「日医工」,日医工,後発品,,,12.50 ,,
内用薬,1179038F1147,リスペリドン,１ｍｇ１錠,局,,,リスペリドン錠１ｍｇ「ヨシトミ」,全星薬品工業,後発品,,,12.50 ,,
内用薬,1179038F2011,リスペリドン,２ｍｇ１錠,,,,リスペリドン２ｍｇ錠,,後発品,,,12.00 ,,
