type,code,ingredient,norm,v1,v2,v3,name,maker,generic,brand,authorized,price,deadline,note
内用薬,1121001X1018,ブロモバレリル尿素,１ｇ,局,,,ブロモバレリル尿素,,,,,8.20 ,,
内用薬,1121001X1204,ブロモバレリル尿素,１ｇ,局,,,ブロバリン原末,日本新薬,,,,8.50 ,,
内用薬,1121001X1220,ブロモバレリル尿素,１ｇ,局,,,ブロムワレリル尿素「ＪＧ」,日本ジェネリック,,,,8.50 ,,
内用薬,1123001X1012,抱水クロラール,１ｇ,局,,,抱水クロラール,,,,,36.90 ,,
内用薬,1124001B1039,エスタゾラム,１％１ｇ,,,,ユーロジン散１％,武田テバ薬品,,先発品,,50.30 ,,
内用薬,1124001F1014,エスタゾラム,１ｍｇ１錠,,,,エスタゾラム１ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1124001F1022,エスタゾラム,１ｍｇ１錠,,,,ユーロジン１ｍｇ錠,武田テバ薬品,,先発品,○,7.80 ,,
内用薬,1124001F2010,エスタゾラム,２ｍｇ１錠,,,,エスタゾラム２ｍｇ錠,,後発品,,,9.70 ,,
内用薬,1124001F2029,エスタゾラム,２ｍｇ１錠,,,,ユーロジン２ｍｇ錠,武田テバ薬品,,先発品,○,12.40 ,,
内用薬,1124002M2022,フルラゼパム塩酸塩,１５ｍｇ１カプセル,,,,ダルメートカプセル１５,共和薬品工業,,先発品,,9.50 ,,
内用薬,1124003B1070,ニトラゼパム,１％１ｇ,,,,ネルボン散１％,アルフレッサファーマ,,準先発品,○,15.20 ,,
内用薬,1124003C1092,ニトラゼパム,１％１ｇ,,,,ベンザリン細粒１％,共和薬品工業,,準先発品,○,16.20 ,,
内用薬,1124003C1114,ニトラゼパム,１％１ｇ,,,,ニトラゼパム細粒１％「ＴＣＫ」,辰巳化学,後発品,,,6.30 ,,
内用薬,1124003F1021,ニトラゼパム,２ｍｇ１錠,,,,ベンザリン錠２,共和薬品工業,,,,5.90 ,,
内用薬,1124003F2222,ニトラゼパム,５ｍｇ１錠,,,,ベンザリン錠５,共和薬品工業,,準先発品,○,9.70 ,,
内用薬,1124003F2230,ニトラゼパム,５ｍｇ１錠,,,,ネルボン錠５ｍｇ,アルフレッサファーマ,,準先発品,○,9.70 ,,
内用薬,1124003F2249,ニトラゼパム,５ｍｇ１錠,,,,ニトラゼパム錠５ｍｇ「トーワ」,東和薬品,後発品,,,5.50 ,,
内用薬,1124003F2265,ニトラゼパム,５ｍｇ１錠,,,,ニトラゼパム錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,5.50 ,,
内用薬,1124003F2273,ニトラゼパム,５ｍｇ１錠,,,,ニトラゼパム錠５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.50 ,,
内用薬,1124003F2281,ニトラゼパム,５ｍｇ１錠,,,,ニトラゼパム錠５ｍｇ「イセイ」,コーアイセイ,後発品,,,5.50 ,,
内用薬,1124003F2290,ニトラゼパム,５ｍｇ１錠,,,,ニトラゼパム錠５ｍｇ「テバ」,武田テバファーマ,後発品,,,5.50 ,,
内用薬,1124003F2303,ニトラゼパム,５ｍｇ１錠,,,,ニトラゼパム錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,5.50 ,,
内用薬,1124003F3083,ニトラゼパム,１０ｍｇ１錠,,,,ネルボン錠１０ｍｇ,アルフレッサファーマ,,準先発品,○,15.20 ,,
内用薬,1124003F3121,ニトラゼパム,１０ｍｇ１錠,,,,ベンザリン錠１０,共和薬品工業,,準先発品,○,15.00 ,,
内用薬,1124003F3156,ニトラゼパム,１０ｍｇ１錠,,,,ニトラゼパム錠１０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,5.70 ,,
内用薬,1124003F3164,ニトラゼパム,１０ｍｇ１錠,,,,ニトラゼパム錠１０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.70 ,,
内用薬,1124003F3172,ニトラゼパム,１０ｍｇ１錠,,,,ニトラゼパム錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,5.70 ,,
内用薬,1124005C1032,ハロキサゾラム,１％１ｇ,,,,ソメリン細粒１％,アルフレッサファーマ,,先発品,,26.10 ,,
内用薬,1124005F1020,ハロキサゾラム,５ｍｇ１錠,,,,ソメリン錠５ｍｇ,アルフレッサファーマ,,先発品,,16.90 ,,
内用薬,1124005F2027,ハロキサゾラム,１０ｍｇ１錠,,,,ソメリン錠１０ｍｇ,アルフレッサファーマ,,先発品,,24.90 ,,
内用薬,1124007F1011,トリアゾラム,０．１２５ｍｇ１錠,,,,トリアゾラム０．１２５ｍｇ錠,,後発品,,,5.70 ,,
内用薬,1124007F1020,トリアゾラム,０．１２５ｍｇ１錠,,,,ハルシオン０．１２５ｍｇ錠,ファイザー,,先発品,○,8.40 ,,
内用薬,1124007F2018,トリアゾラム,０．２５ｍｇ１錠,,,,トリアゾラム０．２５ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1124007F2026,トリアゾラム,０．２５ｍｇ１錠,,,,ハルシオン０．２５ｍｇ錠,ファイザー,,先発品,○,12.40 ,,
内用薬,1124008F1016,フルニトラゼパム,１ｍｇ１錠,,,,フルニトラゼパム１ｍｇ錠,,後発品,,,5.70 ,,
内用薬,1124008F1024,フルニトラゼパム,１ｍｇ１錠,,,,サイレース錠１ｍｇ,エーザイ,,先発品,○,12.00 ,,
内用薬,1124008F2012,フルニトラゼパム,２ｍｇ１錠,,,,フルニトラゼパム２ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1124008F2020,フルニトラゼパム,２ｍｇ１錠,,,,サイレース錠２ｍｇ,エーザイ,,先発品,○,13.60 ,,
内用薬,1124009F1010,ブロチゾラム,０．２５ｍｇ１錠,,,,ブロチゾラム０．２５ｍｇ錠,,後発品,,,10.10 ,,
内用薬,1124009F1223,ブロチゾラム,０．２５ｍｇ１錠,局,,,レンドルミン錠０．２５ｍｇ,日本ベーリンガーインゲルハイム,,先発品,○,21.30 ,,
内用薬,1124009F2017,ブロチゾラム,０．２５ｍｇ１錠,,,,ブロチゾラム０．２５ｍｇ口腔内崩壊錠,,後発品,,,10.10 ,,
内用薬,1124009F2025,ブロチゾラム,０．２５ｍｇ１錠,,,,レンドルミンＤ錠０．２５ｍｇ,日本ベーリンガーインゲルハイム,,先発品,○,21.30 ,,
内用薬,1124010F1021,ロルメタゼパム,１ｍｇ１錠,,,,エバミール錠１．０,バイエル薬品,,先発品,,18.10 ,,
内用薬,1124010F1030,ロルメタゼパム,１ｍｇ１錠,,,,ロラメット錠１．０,あすか製薬,,先発品,,18.70 ,,
内用薬,1124013B1031,オキサゾラム,１０％１ｇ,,,,セレナール散１０％,アルフレッサファーマ,,先発品,,36.00 ,,
内用薬,1124013F1033,オキサゾラム,５ｍｇ１錠,,,,セレナール錠５,アルフレッサファーマ,,先発品,,5.70 ,,
内用薬,1124013F2064,オキサゾラム,１０ｍｇ１錠,,,,セレナール錠１０,アルフレッサファーマ,,先発品,,5.80 ,,
内用薬,1124014B1036,クロキサゾラム,１％１ｇ,,,,セパゾン散１％,アルフレッサファーマ,,先発品,,23.40 ,,
内用薬,1124014F1038,クロキサゾラム,１ｍｇ１錠,,,,セパゾン錠１,アルフレッサファーマ,,先発品,,5.70 ,,
内用薬,1124014F2034,クロキサゾラム,２ｍｇ１錠,,,,セパゾン錠２,アルフレッサファーマ,,先発品,,5.80 ,,
内用薬,1124015M2038,クロラゼプ酸二カリウム,７．５ｍｇ１カプセル,局,,,メンドンカプセル７．５ｍｇ,マイランＥＰＤ,,先発品,,10.40 ,,
内用薬,1124017B1129,ジアゼパム,１％１ｇ,,,,セルシン散１％,武田テバ薬品,,準先発品,○,14.50 ,,
内用薬,1124017B1137,ジアゼパム,１％１ｇ,,,,ジアゼパム散１％「アメル」,共和薬品工業,後発品,,,6.30 ,,
内用薬,1124017B1145,ジアゼパム,１％１ｇ,,,,ホリゾン散１％,丸石製薬,,準先発品,○,13.70 ,,
内用薬,1124017F2046,ジアゼパム,２ｍｇ１錠,局,,,ジアゼパム錠２「サワイ」,沢井製薬,後発品,,,5.70 ,,
内用薬,1124017F2054,ジアゼパム,２ｍｇ１錠,局,,,ジアゼパム錠２「トーワ」,東和薬品,後発品,,,5.70 ,,
内用薬,1124017F2089,ジアゼパム,２ｍｇ１錠,局,,,ジアパックス錠２ｍｇ,大鵬薬品工業,後発品,,,5.70 ,R3.3.31まで,
内用薬,1124017F2135,ジアゼパム,２ｍｇ１錠,局,,,２ｍｇセルシン錠,武田テバ薬品,,準先発品,○,6.00 ,,
内用薬,1124017F2151,ジアゼパム,２ｍｇ１錠,局,,,ホリゾン錠２ｍｇ,丸石製薬,,準先発品,○,6.00 ,,
内用薬,1124017F2194,ジアゼパム,２ｍｇ１錠,局,,,ジアゼパム錠２ｍｇ「アメル」,共和薬品工業,後発品,,,5.70 ,,
内用薬,1124017F2216,ジアゼパム,２ｍｇ１錠,局,,,ジアゼパム錠２ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.70 ,,
内用薬,1124017F2224,ジアゼパム,２ｍｇ１錠,局,,,ジアゼパム錠２ｍｇ「タイホウ」,大鵬薬品工業,後発品,,,5.70 ,,R2.12.11収載
内用薬,1124017F4049,ジアゼパム,５ｍｇ１錠,局,,,５ｍｇセルシン錠,武田テバ薬品,,準先発品,○,9.40 ,,
内用薬,1124017F4065,ジアゼパム,５ｍｇ１錠,局,,,ジアゼパム錠５「トーワ」,東和薬品,後発品,,,5.80 ,,
内用薬,1124017F4090,ジアゼパム,５ｍｇ１錠,局,,,ジアパックス錠５ｍｇ,大鵬薬品工業,後発品,,,5.80 ,R3.3.31まで,
内用薬,1124017F4162,ジアゼパム,５ｍｇ１錠,局,,,ホリゾン錠５ｍｇ,丸石製薬,,準先発品,○,9.40 ,,
内用薬,1124017F4200,ジアゼパム,５ｍｇ１錠,局,,,ジアゼパム錠５ｍｇ「アメル」,共和薬品工業,後発品,,,5.80 ,,
内用薬,1124017F4219,ジアゼパム,５ｍｇ１錠,局,,,ジアゼパム錠５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.80 ,,
内用薬,1124017F4227,ジアゼパム,５ｍｇ１錠,局,,,ジアゼパム錠５ｍｇ「タイホウ」,大鵬薬品工業,後発品,,,5.80 ,,R2.12.11収載
内用薬,1124017F5037,ジアゼパム,１０ｍｇ１錠,局,,,１０ｍｇセルシン錠,武田テバ薬品,,準先発品,○,15.40 ,,
内用薬,1124017F5096,ジアゼパム,１０ｍｇ１錠,局,,,ジアゼパム錠１０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,5.70 ,,
内用薬,1124017Q1032,ジアゼパム,０．１％１ｍＬ,,,,セルシンシロップ０．１％,武田テバ薬品,,,,15.90 ,,
内用薬,1124019F1030,フルジアゼパム,０．２５ｍｇ１錠,,,,エリスパン錠０．２５ｍｇ,大日本住友製薬,,先発品,,7.50 ,,
内用薬,1124020C1010,ブロマゼパム,１％１ｇ,,,,ブロマゼパム１％細粒,,後発品,,,20.90 ,,
内用薬,1124020C1045,ブロマゼパム,１％１ｇ,,,,レキソタン細粒１％,アスペンジャパン,,先発品,○,22.80 ,,
内用薬,1124020F1017,ブロマゼパム,１ｍｇ１錠,,,,ブロマゼパム１ｍｇ錠,,★,,,5.70 ,,
内用薬,1124020F1025,ブロマゼパム,１ｍｇ１錠,,,,レキソタン錠１,アスペンジャパン,,先発品,,5.70 ,,
内用薬,1124020F2013,ブロマゼパム,２ｍｇ１錠,,,,ブロマゼパム２ｍｇ錠,,後発品,,,5.70 ,,
内用薬,1124020F2030,ブロマゼパム,２ｍｇ１錠,,,,レキソタン錠２,アスペンジャパン,,先発品,○,5.90 ,,
内用薬,1124020F3010,ブロマゼパム,３ｍｇ１錠,,,,ブロマゼパム３ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1124020F4016,ブロマゼパム,５ｍｇ１錠,,,,ブロマゼパム５ｍｇ錠,,後発品,,,6.20 ,,
内用薬,1124020F4032,ブロマゼパム,５ｍｇ１錠,,,,レキソタン錠５,アスペンジャパン,,先発品,○,11.40 ,,
内用薬,1124021F1046,メダゼパム,２ｍｇ１錠,,,,メダゼパム錠２（ツルハラ）,鶴原製薬,★,,,5.70 ,,
内用薬,1124021F1054,メダゼパム,２ｍｇ１錠,,,,レスミット錠２,塩野義製薬,,先発品,,5.70 ,,
内用薬,1124021F2123,メダゼパム,５ｍｇ１錠,,,,メダゼパム錠５（ツルハラ）,鶴原製薬,★,,,5.70 ,,
内用薬,1124021F2166,メダゼパム,５ｍｇ１錠,,,,レスミット錠５,塩野義製薬,,先発品,,5.70 ,,
内用薬,1124022F1016,ロラゼパム,０．５ｍｇ１錠,,,,ロラゼパム０．５ｍｇ錠,,後発品,,,5.10 ,,
内用薬,1124022F1067,ロラゼパム,０．５ｍｇ１錠,,,,ワイパックス錠０．５,ファイザー,,先発品,○,5.90 ,,
内用薬,1124022F2012,ロラゼパム,１ｍｇ１錠,,,,ロラゼパム１ｍｇ錠,,後発品,,,5.70 ,,
内用薬,1124022F2071,ロラゼパム,１ｍｇ１錠,,,,ワイパックス錠１．０,ファイザー,,先発品,○,9.10 ,,
内用薬,1124023F1010,アルプラゾラム,０．４ｍｇ１錠,,,,アルプラゾラム０．４ｍｇ錠,,後発品,,,5.70 ,,
内用薬,1124023F1029,アルプラゾラム,０．４ｍｇ１錠,,,,コンスタン０．４ｍｇ錠,武田テバ薬品,,先発品,○,7.50 ,,
内用薬,1124023F1037,アルプラゾラム,０．４ｍｇ１錠,,,,ソラナックス０．４ｍｇ錠,ファイザー,,先発品,○,7.50 ,,
内用薬,1124023F2017,アルプラゾラム,０．８ｍｇ１錠,,,,アルプラゾラム０．８ｍｇ錠,,後発品,,,6.20 ,,
内用薬,1124023F2025,アルプラゾラム,０．８ｍｇ１錠,,,,コンスタン０．８ｍｇ錠,武田テバ薬品,,先発品,○,12.20 ,,
内用薬,1124023F2033,アルプラゾラム,０．８ｍｇ１錠,,,,ソラナックス０．８ｍｇ錠,ファイザー,,先発品,○,12.60 ,,
内用薬,1124024C1035,フルタゾラム,１％１ｇ,,,,コレミナール細粒１％,沢井製薬,,先発品,,13.70 ,,
内用薬,1124024F1031,フルタゾラム,４ｍｇ１錠,,,,コレミナール錠４ｍｇ,沢井製薬,,先発品,,7.90 ,,
内用薬,1124025C1030,メキサゾラム,０．１％１ｇ,,,,メレックス細粒０．１％,第一三共,,先発品,,12.50 ,,
内用薬,1124025F1028,メキサゾラム,０．５ｍｇ１錠,,,,メレックス錠０．５ｍｇ,第一三共,,先発品,,6.40 ,,
内用薬,1124025F2024,メキサゾラム,１ｍｇ１錠,,,,メレックス錠１ｍｇ,第一三共,,先発品,,11.70 ,,
内用薬,1124026C1018,トフィソパム,１０％１ｇ,,,,トフィソパム１０％細粒,,後発品,,,7.00 ,,
内用薬,1124026C1085,トフィソパム,１０％１ｇ,,,,グランダキシン細粒１０％,持田製薬,,先発品,○,16.00 ,,
内用薬,1124026F1014,トフィソパム,５０ｍｇ１錠,,,,トフィソパム５０ｍｇ錠,,後発品,,,5.90 ,,
内用薬,1124026F1022,トフィソパム,５０ｍｇ１錠,,,,グランダキシン錠５０,持田製薬,,先発品,○,12.90 ,,
内用薬,1124027F1035,フルトプラゼパム,２ｍｇ１錠,局,,,レスタス錠２ｍｇ,日本ジェネリック,,先発品,,17.70 ,,
内用薬,1124028B1011,クロルジアゼポキシド,１％１ｇ,局,,,クロルジアゼポキシド散,,,,,7.30 ,,
内用薬,1124028B1046,クロルジアゼポキシド,１％１ｇ,局,,,コントール散１％,武田テバ薬品,,,,7.80 ,,
内用薬,1124028B2018,クロルジアゼポキシド,１０％１ｇ,局,,,クロルジアゼポキシド散,,,,,38.40 ,,
内用薬,1124028F1013,クロルジアゼポキシド,５ｍｇ１錠,局,,,クロルジアゼポキシド錠,,,,,9.80 ,,
内用薬,1124028F2010,クロルジアゼポキシド,１０ｍｇ１錠,局,,,クロルジアゼポキシド錠,,,,,9.80 ,,
内用薬,1124029C1038,ロフラゼプ酸エチル,１％１ｇ,,,,メイラックス細粒１％,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,,177.20 ,,
内用薬,1124029F1018,ロフラゼプ酸エチル,１ｍｇ１錠,,,,ロフラゼプ酸エチル１ｍｇ錠,,後発品,,,6.20 ,,
内用薬,1124029F1026,ロフラゼプ酸エチル,１ｍｇ１錠,,,,メイラックス錠１ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,○,14.20 ,,
内用薬,1124029F2014,ロフラゼプ酸エチル,２ｍｇ１錠,,,,ロフラゼプ酸エチル２ｍｇ錠,,後発品,,,9.80 ,,
内用薬,1124029F2022,ロフラゼプ酸エチル,２ｍｇ１錠,,,,メイラックス錠２ｍｇ,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,,先発品,○,22.60 ,,
内用薬,1124030F1010,クアゼパム,１５ｍｇ１錠,,,,クアゼパム１５ｍｇ錠,,後発品,,,31.60 ,,
内用薬,1124030F1029,クアゼパム,１５ｍｇ１錠,,,,ドラール錠１５,久光製薬,,先発品,○,78.30 ,,
内用薬,1124030F1037,クアゼパム,１５ｍｇ１錠,,,,クアゼパム錠１５ｍｇ「ＭＮＰ」,日新製薬（山形）,後発品,,,41.30 ,,
内用薬,1124030F1061,クアゼパム,１５ｍｇ１錠,,,,クアゼパム錠１５ｍｇ「トーワ」,東和薬品,後発品,,,41.30 ,,
内用薬,1124030F1070,クアゼパム,１５ｍｇ１錠,,,,クアゼパム錠１５ｍｇ「日医工」,日医工,後発品,,,41.30 ,,
内用薬,1124030F2017,クアゼパム,２０ｍｇ１錠,,,,クアゼパム２０ｍｇ錠,,後発品,,,39.10 ,,
内用薬,1124030F2025,クアゼパム,２０ｍｇ１錠,,,,ドラール錠２０,久光製薬,,先発品,○,92.60 ,,
内用薬,1124030F2033,クアゼパム,２０ｍｇ１錠,,,,クアゼパム錠２０ｍｇ「ＭＮＰ」,日新製薬（山形）,後発品,,,48.90 ,,
内用薬,1124030F2050,クアゼパム,２０ｍｇ１錠,,,,クアゼパム錠２０ｍｇ「トーワ」,東和薬品,後発品,,,48.90 ,,
内用薬,1124030F2084,クアゼパム,２０ｍｇ１錠,,,,クアゼパム錠２０ｍｇ「日医工」,日医工,後発品,,,48.90 ,,
内用薬,1125001X1017,アモバルビタール,１ｇ,局,,,アモバルビタール,,,,,43.20 ,,
内用薬,1125002X1011,バルビタール,１ｇ,局,,,バルビタール,,,,,10.00 ,,
内用薬,1125003B2015,フェノバルビタール,１０％１ｇ,局,,,フェノバルビタール散１０％,,,,,7.30 ,,
内用薬,1125003B2031,フェノバルビタール,１０％１ｇ,局,,,フェノバール散１０％,藤永製薬,,,,7.60 ,,
内用薬,1125003B2139,フェノバルビタール,１０％１ｇ,局,,,フェノバルビタール散１０％「マルイシ」,丸石製薬,,,,7.50 ,,
内用薬,1125003B2163,フェノバルビタール,１０％１ｇ,局,,,フェノバルビタール散１０％「シオエ」,シオエ製薬,,,,7.50 ,,
内用薬,1125003X1016,フェノバルビタール,１ｇ,局,,,フェノバルビタール,,,,,27.60 ,,
内用薬,1125004F1023,フェノバルビタール,３０ｍｇ１錠,,,,フェノバール錠３０ｍｇ,藤永製薬,,,,7.00 ,,
内用薬,1125004S1030,フェノバルビタール,０．４％１ｍＬ,,,,フェノバールエリキシル０．４％,藤永製薬,,,,3.90 ,,
内用薬,1125006F1030,ペントバルビタールカルシウム,５０ｍｇ１錠,局,,,ラボナ錠５０ｍｇ,田辺三菱製薬,,,,8.90 ,,
内用薬,1126001X1014,臭化カリウム,１０ｇ,局,,,臭化カリウム,,,,,82.60 ,,
内用薬,1126002X1019,臭化ナトリウム,１０ｇ,局,,,臭化ナトリウム,,,,,83.50 ,,
内用薬,1129004Q1031,トリクロホスナトリウム,１０％１ｍＬ,局,,,トリクロリールシロップ１０％,アルフレッサファーマ,,,,10.60 ,,
内用薬,1129006F1013,リルマザホン塩酸塩水和物,１ｍｇ１錠,,,,リルマザホン塩酸塩１ｍｇ錠,,後発品,,,9.10 ,,
内用薬,1129006F1021,リルマザホン塩酸塩水和物,１ｍｇ１錠,,,,リスミー錠１ｍｇ,共和薬品工業,,先発品,○,15.20 ,,
内用薬,1129006F2010,リルマザホン塩酸塩水和物,２ｍｇ１錠,,,,リルマザホン塩酸塩２ｍｇ錠,,後発品,,,14.50 ,,
内用薬,1129006F2028,リルマザホン塩酸塩水和物,２ｍｇ１錠,,,,リスミー錠２ｍｇ,共和薬品工業,,先発品,○,24.20 ,,
内用薬,1129007F1018,ゾピクロン,７．５ｍｇ１錠,,,,ゾピクロン７．５ｍｇ錠,,後発品,,,6.90 ,,
内用薬,1129007F1026,ゾピクロン,７．５ｍｇ１錠,,,,アモバン錠７．５,サノフィ,,先発品,○,15.80 ,,
内用薬,1129007F2014,ゾピクロン,１０ｍｇ１錠,,,,ゾピクロン１０ｍｇ錠,,後発品,,,7.70 ,,
内用薬,1129007F2022,ゾピクロン,１０ｍｇ１錠,,,,アモバン錠１０,サノフィ,,先発品,○,17.70 ,,
内用薬,1129008F1012,タンドスピロンクエン酸塩,５ｍｇ１錠,,,,タンドスピロンクエン酸塩５ｍｇ錠,,後発品,,,8.20 ,,
内用薬,1129008F1039,タンドスピロンクエン酸塩,５ｍｇ１錠,,,,セディール錠５ｍｇ,大日本住友製薬,,先発品,○,14.30 ,,
内用薬,1129008F2019,タンドスピロンクエン酸塩,１０ｍｇ１錠,,,,タンドスピロンクエン酸塩１０ｍｇ錠,,後発品,,,13.80 ,,
内用薬,1129008F2035,タンドスピロンクエン酸塩,１０ｍｇ１錠,,,,セディール錠１０ｍｇ,大日本住友製薬,,先発品,○,25.00 ,,
内用薬,1129008F3015,タンドスピロンクエン酸塩,２０ｍｇ１錠,,,,タンドスピロンクエン酸塩２０ｍｇ錠,,後発品,,,26.40 ,,
内用薬,1129008F3023,タンドスピロンクエン酸塩,２０ｍｇ１錠,,,,セディール錠２０ｍｇ,大日本住友製薬,,先発品,○,43.10 ,,
内用薬,1129009F1017,ゾルピデム酒石酸塩,５ｍｇ１錠,,,,ゾルピデム酒石酸塩５ｍｇ錠,,後発品,,,10.10 ,,
内用薬,1129009F1025,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,マイスリー錠５ｍｇ,アステラス製薬,,先発品,○,33.90 ,,
内用薬,1129009F1033,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＡＡ」,あすか製薬,後発品,,,10.90 ,,
内用薬,1129009F1068,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,10.90 ,,
内用薬,1129009F1084,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＥＥ」,エルメッド,後発品,,,10.90 ,,
内用薬,1129009F1092,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「Ｆ」,富士製薬工業,後発品,,,10.90 ,,
内用薬,1129009F1114,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,10.90 ,,
内用薬,1129009F1165,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,10.90 ,,
内用薬,1129009F1173,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＹＤ」,陽進堂,後発品,,,10.90 ,,
内用薬,1129009F1181,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＺＥ」,全星薬品工業,後発品,,,10.90 ,,
内用薬,1129009F1211,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「オーハラ」,大原薬品工業,後発品,,,10.90 ,,
内用薬,1129009F1238,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ケミファ」,日本ケミファ,後発品,,,10.90 ,,
内用薬,1129009F1246,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「サワイ」,沢井製薬,後発品,,,10.90 ,,
内用薬,1129009F1262,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「タカタ」,高田製薬,後発品,,,10.90 ,,
内用薬,1129009F1270,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「テバ」,武田テバ薬品,後発品,,,10.90 ,,
内用薬,1129009F1289,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「トーワ」,東和薬品,後発品,,,10.90 ,,
内用薬,1129009F1300,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「日新」,日新製薬（山形）,後発品,,,10.90 ,,
内用薬,1129009F1319,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ファイザー」,ファイザー,後発品,,,10.90 ,,
内用薬,1129009F1335,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「明治」,Ｍｅｉｊｉ　Ｓｅｉｋａ　ファルマ,後発品,,,10.90 ,,
内用薬,1129009F1360,ゾルピデム酒石酸塩,５ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠５ｍｇ「ＮＰＩ」,東洋カプセル,後発品,,,10.90 ,,
内用薬,1129009F2013,ゾルピデム酒石酸塩,１０ｍｇ１錠,,,,ゾルピデム酒石酸塩１０ｍｇ錠,,後発品,,,14.10 ,,
内用薬,1129009F2021,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,マイスリー錠１０ｍｇ,アステラス製薬,,先発品,○,54.60 ,,
内用薬,1129009F2030,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＡ」,あすか製薬,後発品,,,17.90 ,,
内用薬,1129009F2048,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＡＦＰ」,アルフレッサファーマ,後発品,,,17.90 ,,
内用薬,1129009F2056,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＫ」,大興製薬,後発品,,,17.90 ,,
内用薬,1129009F2064,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,17.90 ,,
内用薬,1129009F2080,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＥＥ」,エルメッド,後発品,,,17.90 ,,
内用薬,1129009F2099,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「Ｆ」,富士製薬工業,後発品,,,17.90 ,,
内用薬,1129009F2129,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＫＮ」,小林化工,後発品,,,17.90 ,,
内用薬,1129009F2161,ゾルピデム酒石酸塩,１０ｍｇ１錠,局,,,ゾルピデム酒石酸塩錠１０ｍｇ「ＴＣＫ」,辰巳化学,後発品,,,17.90 ,,
