院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	アモキシシリン細粒20％「タツミ」	Amoxicillin	辰巳化学		細粒：内服	200mg1g	12.40円／g	処	合成ペニシリン	613	アモキシシリン水和物	amoxicillin hydrate（JP）	6131001C2097	110727201	薬価収載2007.12.21				D-マンニトール，白糖，サッカリンNa水和物，黄色5号，香料
	アモリンカプセル125	Amolin	武田薬品工業		カプセル：内服	125mg1カプセル	9.90円／カプセル	後局処	合成ペニシリン	613	アモキシシリン水和物	amoxicillin hydrate（JP）	6131001M1029	110734001		〓639	白		ステアリン酸マグネシウム，メチルセルロース，トウモロコシデンプン，ゼラチン，ラウリル硫酸ナトリウム
	アモリンカプセル250	Amolin	武田薬品工業		カプセル：内服	250mg1カプセル	17.20円／カプセル	局処	合成ペニシリン	613	アモキシシリン水和物	amoxicillin hydrate（JP）	6131001M2157	110740101		〓640	白		ステアリン酸マグネシウム，メチルセルロース，トウモロコシデンプン，ゼラチン，ラウリル硫酸ナトリウム
	アモリン細粒10％	Amolin	武田薬品工業		細粒：内服	100mg1g	11.90円／g	処	合成ペニシリン	613	アモキシシリン水和物	amoxicillin hydrate（JP）	6131001C1201	110724101	薬価収載2001.09.07	〓6411	薄橙		黄色5号，香料，ヒドロキシプロピルセルロース，シリコーン樹脂，精製白糖
	【削除品】アラエビン軟膏3％	Araebin	ポーラファルマ		軟膏・硬膏：外用	3％1g	125.40円／g	後	抗ウイルス剤	625	ビダラビン	vidarabine（JAN）	6250700M1154		薬価削除2016.03.31				流動パラフィン，ワセリン
	アラセナ－Aクリーム3％	Arasena－A	持田製薬		クリーム：外用	3％1g	304.60円／g		抗ウイルス剤	625	ビダラビン	vidarabine（JAN）	6250700N1036	114474101	薬価収載2001.07.06	MO20C	白		ステアリン酸，パルミチン酸，セタノール，自己乳化型モノステアリン酸グリセリン，濃グリセリン，D-ソルビトール液70％，水酸化ナトリウム，水酸化カリウム，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル
	アラセナ－A点滴静注用300mg	Arasena－A	持田製薬		静注用：注射	300mg1瓶	5,887.00円／瓶	処	抗ウイルス剤	625	ビダラビン	vidarabine（JAN）	6250400D1044	111443001	薬価収載2006.06.09				D-マンニトール，グリシン，L-システイン塩酸塩水和物，硫酸，塩酸，水酸化ナトリウム
	アラセナ－A軟膏3％	Arasena－A	持田製薬		軟膏・硬膏：外用	3％1g	304.60円／g		抗ウイルス剤	625	ビダラビン	vidarabine（JAN）	6250700M1189	111464501	薬価収載2008.12.19	MO20E	白		白色ワセリン，流動パラフィン
	アルブミナー5％静注12.5g／250mL	Albuminar	CSLベーリング		注射液：注射	5％250mL1瓶	4,268.00円／瓶	生特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X2106	114501402	薬価収載2009.03.24				アセチルトリプトファン，カプリル酸，水酸化ナトリウム，炭酸水素ナトリウム，氷酢酸，塩化ナトリウム
	アルブミナー25％静注12.5g／50mL	Albuminar	CSLベーリング		注射液：注射	25％50mL1瓶	4,506.00円／瓶	生特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X5202	111560402	薬価収載2009.03.24				アセチルトリプトファン，カプリル酸，水酸化ナトリウム，炭酸水素ナトリウム，氷酢酸，塩化ナトリウム
	アルブミン－ベーリング20％静注10.0g／50mL	Albumin Behring	CSLベーリング		注射液：注射	20％50mL1瓶	3,680.00円／瓶	生特処	血液成分製剤	634	人血清アルブミン	human serum albumin（生）	6343410X6144	111571003	薬価収載2009.03.24				アセチルトリプトファン，カプリル酸ナトリウム，水酸化ナトリウム，塩酸，塩化ナトリウム
	アルベカシン硫酸塩注射液25mg「HK」	Arbekacin Sulfate	大興製薬	光製薬	注射液：注射	25mg0.5mL1管	2,215.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A3045	119215501	薬価収載2009.05.15				亜硫酸水素ナトリウム，等張化剤，pH調節剤
	アルベカシン硫酸塩注射液25mg「ケミファ」	Arbekacin	シオノケミカル	日本ケミファ	注射液：注射	25mg0.5mL1管	1,215.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A3070	119245201	薬価収載2011.11.28				亜硫酸水素ナトリウム，pH調節剤，等張化剤
	アルベカシン硫酸塩注射液25mg「テバ」	Arbekacin Sulfate“TEVA”	テバ製薬		注射液：注射	25mg0.5mL1管	2,215.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A3088	118967401	薬価収載2014.12.12				亜硫酸水素ナトリウム，等張化剤，pH調節剤
	アルベカシン硫酸塩注射液75mg「HK」	Arbekacin Sulfate	大興製薬	光製薬	注射液：注射	75mg1.5mL1管	4,296.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A1093	119216201	薬価収載2009.05.15				亜硫酸水素ナトリウム，等張化剤，pH調節剤
	アルベカシン硫酸塩注射液75mg「ケミファ」	Arbekacin	シオノケミカル	日本ケミファ	注射液：注射	75mg1.5mL1管	2,284.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A1107	118760101	薬価収載2011.11.28				亜硫酸水素ナトリウム，pH調節剤，等張化剤
	アルベカシン硫酸塩注射液75mg「テバ」	Arbekacin Sulfate“TEVA”	テバ製薬		注射液：注射	75mg1.5mL1管	4,296.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A1115	117350501	薬価収載2014.12.12				亜硫酸水素ナトリウム，等張化剤，pH調節剤
	アルベカシン硫酸塩注射液100mg「HK」	Arbekacin Sulfate	大興製薬	光製薬	注射液：注射	100mg2mL1管	4,543.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A2090	119217901	薬価収載2009.05.15				亜硫酸水素ナトリウム，等張化剤，pH調節剤
	アルベカシン硫酸塩注射液100mg「ケミファ」	Arbekacin	シオノケミカル	日本ケミファ	注射液：注射	100mg2mL1管	2,426.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A2103	110665701	薬価収載2011.11.28				亜硫酸水素ナトリウム，pH調節剤，等張化剤
	アルベカシン硫酸塩注射液100mg「テバ」	Arbekacin Sulfate“TEVA”	テバ製薬		注射液：注射	100mg2mL1管	4,543.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A2111	110664001	薬価収載2014.12.12				亜硫酸水素ナトリウム，等張化剤，pH調節剤
	アルベカシン硫酸塩注射液200mg「HK」	Arbekacin Sulfate	大興製薬	光製薬	注射液：注射	200mg4mL1管	5,645.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A4033	119556901	薬価収載2009.11.13				亜硫酸水素ナトリウム，等張化剤，pH調節剤
	アルベカシン硫酸塩注射液200mg「ケミファ」	Arbekacin	シオノケミカル	日本ケミファ	注射液：注射	200mg4mL1管	2,991.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A4068	119505701	薬価収載2011.11.28				亜硫酸水素ナトリウム，pH調節剤，等張化剤
	アルベカシン硫酸塩注射液200mg「テバ」	Arbekacin Sulfate“TEVA”	テバ製薬		注射液：注射	200mg4mL1管	5,645.00円／管	局劇処	アミノグリコシド系抗生物質	611	アルベカシン硫酸塩	arbekacin sulfate（JP）	6119400A4076	119363301	薬価収載2014.12.12				亜硫酸水素ナトリウム，等張化剤，pH調節剤
	アルミノニッパスカルシウム顆粒99％	Alumino Nippas Calcium	田辺三菱製薬		顆粒：内服	1g	32.20円／g	処	抗結核剤	622	アルミノパラアミノサリチル酸カルシウム水和物	aluminoparaaminosalicylate calcium hydrate（JAN）	6221001D1036	111336501	薬価収載2007.06.15				カルメロースナトリウム
	アンコチル錠500mg	Ancotil	共和薬品工業		錠：内服	500mg1錠	242.10円／錠	劇処	フッ化ピリミジン系抗真菌剤	629	フルシトシン	flucytosine（JP）	6290001F1050	111472002	薬価収載2006.12.08	KW027	白		クロスカルメロースナトリウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム
	アンスロビンP500注射用	Anthrobin P	化学及血清療法研究所	CSLベーリング	注射用：注射	500単位1瓶（溶解液付）	25,264.00円／瓶	生特処	血液凝固阻止剤	634	乾燥濃縮人アンチトロンビンIII	human anti-thrombin III，freeze-dried concentrated（生）	6343424D2071	111592506	薬価収載2009.09.25				L-グルタミン酸ナトリウム，クエン酸ナトリウム水和物，塩化ナトリウム
	アンスロビンP1500注射用	Anthrobin P	化学及血清療法研究所	CSLベーリング	注射用：注射	1,500単位1瓶（溶解液付）	65,433.00円／瓶	生特処	血液凝固阻止剤	634	乾燥濃縮人アンチトロンビンIII	human anti-thrombin III，freeze-dried concentrated（生）	6343424D3043	114504503					L-グルタミン酸ナトリウム，クエン酸ナトリウム水和物，塩化ナトリウム
	イスコチン原末	Iscotin	第一三共		末：内服	1g	8.60円／g	局処	結核化学療法剤	622	イソニアジド	isoniazid（JP）	6222001X1129	111341909	薬価収載2008.06.01				
	イスコチン錠100mg	Iscotin	第一三共	第一三共	錠：内服	100mg1錠	9.60円／錠	局処	結核化学療法剤	622	イソニアジド	isoniazid（JP）	6222001F3037	111340203，111340207		〓702	白	○	トウモロコシデンプン，ポリビニルアルコール（部分けん化物），ステアリン酸マグネシウム
	イスコチン注100mg	Iscotin	第一三共		注射液：注射	100mg1管	92.00円／管	局処	結核化学療法剤	622	イソニアジド	isoniazid（JP）	6222400A1035	111344002	薬価収載2008.06.01				塩化ナトリウム
	イセパシン注射液200	Isepacin	MSD		注射液：注射	200mg2mL1管	535.00円／管	局処	アミノグリコシド系抗生物質	612	イセパマイシン硫酸塩	isepamicin sulfate（JP）	6123404A1086	110711101，110711102	薬価収載2005.12.16				亜硫酸水素ナトリウム，pH調整剤，等張化剤
	イセパシン注射液400	Isepacin	MSD		注射液：注射	400mg2mL1管	1,048.00円／管	局処	アミノグリコシド系抗生物質	612	イセパマイシン硫酸塩	isepamicin sulfate（JP）	6123404A2023	110713501，110713502					亜硫酸水素ナトリウム，pH調整剤
	イセパマイシン硫酸塩注射液200mg「サワイ」	Isepamicin	沢井製薬		注射液：注射	200mg2mL1管	398.00円／管	後局処	アミノグリコシド系抗生物質	612	イセパマイシン硫酸塩	isepamicin sulfate（JP）	6123404A1116	116047501	薬価収載2013.12.13				亜硫酸水素ナトリウム，pH調節剤
	イセパマイシン硫酸塩注射液200mg「日医工」	Isepamicin	日医工		注射液：注射	200mg2mL1管	398.00円／管	後局処	アミノグリコシド系抗生物質	612	イセパマイシン硫酸塩	isepamicin sulfate（JP）	6123404A1108	118086201	薬価収載2007.07.06				亜硫酸水素ナトリウム，pH調整剤
	イセパマイシン硫酸塩注射液400mg「サワイ」	Isepamicin	沢井製薬		注射液：注射	400mg2mL1管	767.00円／管	後局処	アミノグリコシド系抗生物質	612	イセパマイシン硫酸塩	isepamicin sulfate（JP）	6123404A2090	116956001	薬価収載2013.12.13				亜硫酸水素ナトリウム，pH調節剤
	イセパマイシン硫酸塩注射液400mg「日医工」	Isepamicin	日医工		注射液：注射	400mg2mL1管	767.00円／管	後局処	アミノグリコシド系抗生物質	612	イセパマイシン硫酸塩	isepamicin sulfate（JP）	6123404A2082	118087901	薬価収載2007.07.06				亜硫酸水素ナトリウム，pH調整剤
	一般診断用精製ツベルクリン（PPD）		日本ビーシージー製造	日本ビーシージー製造	注射用：注射	1μg1瓶（溶解液付）	1,019.00円／瓶	生劇処	結核診断用剤	639	精製ツベルクリン	purified tuberculin（生）	6393400X1027	182012601					乳糖水和物，賦形剤
	一般診断用精製ツベルクリン（PPD）1人用		日本ビーシージー製造		注射用：注射	（一般診断用・1人用）0.25μg1瓶（溶解液付）	795.00円／瓶	生劇処	結核診断用剤	639	精製ツベルクリン	purified tuberculin（生）	6393401X2028	182011901					乳糖水和物，賦形剤
	【削除品】イトラートカプセル50	Itorat	沢井製薬	日本ケミファ	カプセル：内服	50mg1カプセル	171.20円／カプセル	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004M1061		薬価削除2016.03.31〔代替品：イトラコナゾールカプセル50mg「SW」〕				クロスカルメロースナトリウム，軽質無水ケイ酸，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ポリビニルアセタールジエチルアミノアセテート，三二酸化鉄，酸化チタン，ゼラチン，ラウリル硫酸ナトリウム
	イトラコナゾールカプセル50mg「SW」	Itraconazole	沢井製薬	日本ケミファ	カプセル：内服	50mg1カプセル	152.20円／カプセル	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004M1070	116292901，116292902	薬価収載2015.06.19，旧：イトラートカプセル50	イトラコナゾール50mg SW	淡黄		クロスカルメロースナトリウム，軽質無水ケイ酸，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ポリビニルアセタールジエチルアミノアセテート，三二酸化鉄，酸化チタン，ゼラチン，ラウリル硫酸ナトリウム
	イトラコナゾール錠50「MEEK」	Itraconazole「MEEK」	小林化工	Meiji Seikaファルマ	錠：内服	50mg1錠	152.20円／錠	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004F1020	116289901，116289902	薬価収載2004.07.09	MK12	白		結晶セルロース，軽質無水ケイ酸，デンプングリコール酸ナトリウム，クロスカルメロースナトリウム，カルメロースカルシウム，含水二酸化ケイ素，ステアリン酸マグネシウム，酸化チタン，マクロゴール400
	イトラコナゾール錠50mg「科研」	Itraconazole	科研製薬		錠：内服	50mg1錠	152.20円／錠	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004F1062	118521801	薬価収載2008.07.04	KC55	白～灰白		エリスリトール，結晶セルロース・カルメロースナトリウム，ヒプロメロースフタル酸エステル，ポリソルベート80，マクロゴール6000，ラウリル硫酸ナトリウム，ヒプロメロース，軽質無水ケイ酸，スクラロース，クロスカルメロースナトリウム，ステアリン酸マグネシウム
	イトラコナゾール錠50mg「日医工」	Itraconazole	日医工		錠：内服	50mg1錠	152.20円／錠	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004F1070	116368102	薬価収載2012.12.14	〓62E	帯黄白～黄白		ポリビニルアセタールジエチルアミノアセテート，無水ケイ酸，乳糖，セルロース，クロスカルメロースナトリウム，カルメロースカルシウム，マクロゴール，ヒプロメロース，ステアリン酸マグネシウム
	イトラコナゾール錠100「MEEK」	Itraconazole「MEEK」	小林化工	Meiji Seikaファルマ	錠：内服	100mg1錠	287.10円／錠	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004F2026	116290501，116290502	薬価収載2004.07.09	MK13	白	○	結晶セルロース，軽質無水ケイ酸，デンプングリコール酸ナトリウム，クロスカルメロースナトリウム，カルメロースカルシウム，含水二酸化ケイ素，ステアリン酸マグネシウム，酸化チタン，マクロゴール400
	イトラコナゾール錠100mg「日医工」	Itraconazole	日医工		錠：内服	100mg1錠	287.10円／錠	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004F2069	117467001	薬価収載2012.12.14	〓62H 〓538	帯黄白～黄白	○	ポリビニルアセタールジエチルアミノアセテート，無水ケイ酸，乳糖，セルロース，クロスカルメロースナトリウム，カルメロースカルシウム，マクロゴール，ヒプロメロース，ステアリン酸マグネシウム
	イトラコナゾール錠200「MEEK」	Itraconazole「MEEK」	小林化工	Meiji Seikaファルマ	錠：内服	200mg1錠	620.00円／錠	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004F3022	118597301，118597302	薬価収載2008.07.04	MK29／200	白	○	結晶セルロース，含水二酸化ケイ素，クロスカルメロースナトリウム，クロスポビドン，ヒプロメロース，ポリオキシエチレン硬化ヒマシ油60，酸化チタン，プロピレングリコール，ヒドロキシプロピルセルロース
	イトラコナゾール内用液1％UD20mL「日本臓器」	Itraconazole“Nippon－zoki”	日本臓器製薬		液：内服	1％20mL1個	868.30円／個	後処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004S2024	125059601	薬価収載2016.06.17				ヒドロキシプロピル-β-シクロデキストリン，スクラロース，粉末還元麦芽糖水アメ，キサンタンガム，ポリオキシル35ヒマシ油，塩酸，水酸化ナトリウム，カラメル，香料
	イトリゾールカプセル50	Itrizole	ヤンセンファーマ		カプセル：内服	50mg1カプセル	354.20円／カプセル	処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004M1029	111477502		JK901	淡黄		白糖，トウモロコシデンプン，ヒプロメロース，マクロゴール20000，ブチルヒドロキシアニソール
	イトリゾール注1％［200mg］	Itrizole	ヤンセンファーマ		注射液：注射	1％20mL1管（溶解液付）	14,443.00円／管	劇処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290403A1020	117685801	薬価収載2006.12.01				ヒドロキシプロピル-β-シクロデキストリン，プロピレングリコール，塩酸，pH調整剤
	イトリゾール内用液1％	Itrizole	ヤンセンファーマ		液：内服	1％1mL	108.80円／mL	処	トリアゾール系抗真菌剤	629	イトラコナゾール	itraconazole（JP）	6290004S1028	117652001	薬価収載2006.09.15				ヒドロキシプロピル-β-シクロデキストリン（溶解補助剤），プロピレングリコール，塩酸，水酸化ナトリウム，サッカリンナトリウム水和物，D-ソルビトール液，カラメル，香料
	イナビル吸入粉末剤20mg	Inavir	第一三共		吸入剤：外用〔口腔投与剤〕	20mg1キット	2,139.90円／キット	処	長時間作用型ノイラミニダーゼ阻害剤	625	ラニナミビルオクタン酸エステル水和物	laninamivir octanoate hydrate（JAN）	6250703G1022	120121501	薬価収載2010.10.04				乳糖水和物
	イミスタン点滴静注用0.5g	Imistan	日医工		静注用：注射	500mg1瓶	953.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D2067	117320801	薬価収載2006.07.07				pH調節剤
	イミスタン点滴静注用0.25g	Imistan	日医工		静注用：注射	250mg1瓶	739.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D1087	121726101	薬価収載2012.06.22				pH調節剤
	イミペネム・シラスタチン点滴用0.5g「サンド」	Imipenem／Cilastatin［SANDOZ］	サンド		注射用：注射	500mg1瓶	953.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D2091	118088601	薬価収載2007.07.06				炭酸水素ナトリウム
	イミペネム・シラスタチン点滴用0.25g「サンド」	Imipenem／Cilastatin［SANDOZ］	サンド		注射用：注射	250mg1瓶	739.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D1079	121276101	薬価収載2011.11.28				炭酸水素ナトリウム
	イムシスト膀注用81mg	Immucyst	サノフィ		その他：外用	81mg1瓶（溶解液付）	17,656.90円／瓶	生劇処	抗悪性腫瘍剤	639	乾燥BCG膀胱内用（コンノート株）	freeze-dried BCG intravesical（connaught strain）	6391701X1030	115114501，115114502	薬価収載2008.06.01				L-グルタミン酸ナトリウム水和物，塩化ナトリウム，pH調節剤，ポリソルベート80
	イムネース注35	Imunace	塩野義製薬		注射用：注射	35万単位1瓶（溶解液付）	45,914.00円／瓶	局劇処	インターロイキン-2剤	639	テセロイキン（遺伝子組換え）	teceleukin（genetical recombination）（JP）	6399411D1022	111655701					L-アルギニン，L-メチオニン，精製白糖，ポリソルベート80，リン酸二水素ナトリウム，リン酸水素ナトリウム水和物，クエン酸水和物
	イムノブラダー膀注用40mg	Immunobladder	日本ビーシージー製造	日本化薬	その他：外用	40mg1瓶（溶解液付）	8,786.90円／瓶	生劇処	抗悪性腫瘍剤	639	乾燥BCG膀胱内用（日本株）	freeze-dried BCG intravesical（Japan）	6391700X3020	116272101，116272102	薬価収載2004.06.25				安定剤，L-グルタミン酸ナトリウム
	イムノブラダー膀注用80mg	Immunobladder	日本ビーシージー製造	日本化薬	その他：外用	80mg1瓶（溶解液付）	16,644.70円／瓶	生劇処	抗悪性腫瘍剤	639	乾燥BCG膀胱内用（日本株）	freeze-dried BCG intravesical（Japan）	6391700X4026	116542501，116542502	薬価収載2004.07.09				安定剤，L-グルタミン酸ナトリウム
	イムノマックス－γ注50	Imunomax－γ	塩野義製薬		注射用：注射	50万国内標準単位1瓶（溶解液付）	4,454.00円／瓶	劇処	遺伝子組換え型インターフェロン	639	インターフェロンガンマ-1a（遺伝子組換え）	interferon gamma-1a（genetical recombination）（JAN）	6399408F7020	111652601	薬価収載1999.11.26				L-システイン塩酸塩水和物，マルトース水和物，マクロゴール4000，リン酸二水素ナトリウム，リン酸水素ナトリウム水和物
	イムノマックス－γ注100	Imunomax－γ	塩野義製薬		注射用：注射	100万国内標準単位1瓶（溶解液付）	8,541.00円／瓶	劇処	遺伝子組換え型インターフェロン	639	インターフェロンガンマ-1a（遺伝子組換え）	interferon gamma-1a（genetical recombination）（JAN）	6399408F4020	111649601					L-システイン塩酸塩水和物，マルトース水和物，マクロゴール4000，リン酸二水素ナトリウム，リン酸水素ナトリウム水和物
	【削除品】イムノマックス－γ注300	Imunomax－γ	塩野義製薬		注射用：注射	300万国内標準単位1瓶（溶解液付）	15,713.00円／瓶	劇処	遺伝子組換え型インターフェロン	639	インターフェロンガンマ-1a（遺伝子組換え）	interferon gamma-1a（genetical recombination）（JAN）	6399408F6023		薬価削除2016.03.31				L-システイン塩酸塩水和物，マルトース水和物，マクロゴール4000，リン酸二水素ナトリウム，リン酸水素ナトリウム水和物
	イモバックスポリオ皮下注	Imovax Polio	サノフィ		キット：注射			生劇処	生物学的製剤	631	不活化ポリオワクチン	inactivated poliomyelitis vaccine	631340UG1024						フェノキシエタノール，無水エタノール，ホルマリン，M-199ハンクス，ポリソルベート80，pH調節剤
	イロクテイト静注用250	Eloctate	バイオジェン・ジャパン		静注用：注射	250国際単位1瓶（溶解液付）	26,766.00円／瓶	生処	遺伝子組換え血液凝固第VIII因子Fc領域融合蛋白質製剤	634	エフラロクトコグ アルファ（遺伝子組換え）	efraloctocog alfa（genetical recombination）（JAN）	6343442D1022	124028301	薬価収載2015.02.24				精製白糖，塩化ナトリウム，L-ヒスチジン，塩化カルシウム水和物，ポリソルベート20
	イロクテイト静注用500	Eloctate	バイオジェン・ジャパン		静注用：注射	500国際単位1瓶（溶解液付）	48,538.00円／瓶	生処	遺伝子組換え血液凝固第VIII因子Fc領域融合蛋白質製剤	634	エフラロクトコグ アルファ（遺伝子組換え）	efraloctocog alfa（genetical recombination）（JAN）	6343442D2029	124029001	薬価収載2015.02.24				精製白糖，塩化ナトリウム，L-ヒスチジン，塩化カルシウム水和物，ポリソルベート20
	イロクテイト静注用750	Eloctate	バイオジェン・ジャパン		静注用：注射	750国際単位1瓶（溶解液付）	71,236.00円／瓶	生処	遺伝子組換え血液凝固第VIII因子Fc領域融合蛋白質製剤	634	エフラロクトコグ アルファ（遺伝子組換え）	efraloctocog alfa（genetical recombination）（JAN）	6343442D3025	124030601	薬価収載2015.02.24				精製白糖，塩化ナトリウム，L-ヒスチジン，塩化カルシウム水和物，ポリソルベート20
	イロクテイト静注用1000	Eloctate	バイオジェン・ジャパン		静注用：注射	1,000国際単位1瓶（溶解液付）	92,050.00円／瓶	生処	遺伝子組換え血液凝固第VIII因子Fc領域融合蛋白質製剤	634	エフラロクトコグ アルファ（遺伝子組換え）	efraloctocog alfa（genetical recombination）（JAN）	6343442D4021	124031301	薬価収載2015.02.24				精製白糖，塩化ナトリウム，L-ヒスチジン，塩化カルシウム水和物，ポリソルベート20
	イロクテイト静注用1500	Eloctate	バイオジェン・ジャパン		静注用：注射	1,500国際単位1瓶（溶解液付）	132,105.00円／瓶	生処	遺伝子組換え血液凝固第VIII因子Fc領域融合蛋白質製剤	634	エフラロクトコグ アルファ（遺伝子組換え）	efraloctocog alfa（genetical recombination）（JAN）	6343442D5028	124032001	薬価収載2015.02.24				精製白糖，塩化ナトリウム，L-ヒスチジン，塩化カルシウム水和物，ポリソルベート20
	イロクテイト静注用2000	Eloctate	バイオジェン・ジャパン		静注用：注射	2,000国際単位1瓶（溶解液付）	170,702.00円／瓶	生処	遺伝子組換え血液凝固第VIII因子Fc領域融合蛋白質製剤	634	エフラロクトコグ アルファ（遺伝子組換え）	efraloctocog alfa（genetical recombination）（JAN）	6343442D6024	124033701	薬価収載2015.02.24				精製白糖，塩化ナトリウム，L-ヒスチジン，塩化カルシウム水和物，ポリソルベート20
	イロクテイト静注用3000	Eloctate	バイオジェン・ジャパン		静注用：注射	3,000国際単位1瓶（溶解液付）	244,983.00円／瓶	生処	遺伝子組換え血液凝固第VIII因子Fc領域融合蛋白質製剤	634	エフラロクトコグ アルファ（遺伝子組換え）	efraloctocog alfa（genetical recombination）（JAN）	6343442D7020	124034401	薬価収載2015.02.24				精製白糖，塩化ナトリウム，L-ヒスチジン，塩化カルシウム水和物，ポリソルベート20
	インダスト点滴静注用0.5g	Indast	テバ製薬		静注用：注射	500mg1瓶	953.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D2059	114420801，114420802	薬価収載2006.06.09				炭酸水素ナトリウム
	インダスト点滴静注用0.25g	Indast	テバ製薬		静注用：注射	250mg1瓶	739.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D1036	117543101，117543102	薬価収載2006.07.07				炭酸水素ナトリウム
	インテレンス錠100mg	Intelence	ヤンセンファーマ		錠：内服	100mg1錠	636.40円／錠	劇処	抗ウイルス化学療法剤	625	エトラビリン	etravirine（JAN）	6250033F1020	118871401	薬価収載2009.01.16	TMC125／100	白～微黄白		ヒプロメロース，乳糖水和物，結晶セルロース，クロスカルメロースナトリウム，ステアリン酸マグネシウム，軽質無水ケイ酸
	イントロンA注射用1,000	Intron A	MSD		注射用：注射	1,000万国際単位1瓶（溶解液付）	12,579.00円／瓶	生劇処	遺伝子組換え型インターフェロン	639	インターフェロンアルファ-2b（遺伝子組換え）	interferon alfa-2b（genetical recombination）（JAN）	6399406D2028	111644102，111644103					グリシン，人血清アルブミン，無水リン酸一水素ナトリウム，リン酸二水素ナトリウム一水和物
	イントロンA注射用300	Intron A	MSD		注射用：注射	300万国際単位1瓶（溶解液付）	4,221.00円／瓶	生劇処	遺伝子組換え型インターフェロン	639	インターフェロンアルファ-2b（遺伝子組換え）	interferon alfa-2b（genetical recombination）（JAN）	6399406D1021	111643402，111643403					グリシン，人血清アルブミン，無水リン酸一水素ナトリウム，リン酸二水素ナトリウム一水和物
	イントロンA注射用600	Intron A	MSD		注射用：注射	600万国際単位1瓶（溶解液付）	8,005.00円／瓶	生劇処	遺伝子組換え型インターフェロン	639	インターフェロンアルファ-2b（遺伝子組換え）	interferon alfa-2b（genetical recombination）（JAN）	6399406D3024	111645802，111645803					グリシン，人血清アルブミン，無水リン酸一水素ナトリウム，リン酸二水素ナトリウム一水和物
