院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	2％カルボカイン注	Carbocain	アストラゼネカ		注射液：注射	2％10mLバイアル	18.40円／mLV	局劇処	アニリド系局所麻酔剤	121	メピバカイン塩酸塩	mepivacaine hydrochloride（JP）	1214402A3024	101669704					メチルパラベン，塩化ナトリウム，pH調整剤
	2％プロポフォール注「マルイシ」	Propofol“Maruishi”	丸石製薬		注射液：注射	1g50mL1瓶	1,540.00円／瓶	後劇習処	全身麻酔剤	111	プロポフォール	propofol（JAN）	1119402A5028	117008501	薬価収載2005.07.08				ダイズ油，中鎖脂肪酸トリグリセリド，精製卵黄レシチン，濃グリセリン，オレイン酸ナトリウム
	2mgセルシン錠	Cercine	武田薬品工業		錠：内服	2mg1錠	5.90円／錠	局向処	マイナートランキライザー	112	ジアゼパム	diazepam（JP）	1124017F2135	100436601		〓110／2	白～黄みの白	○	トウモロコシデンプン，ステアリン酸マグネシウム，乳糖水和物
	5mgコントール錠	Contol	武田薬品工業		錠：内服	5mg1錠	9.60円／錠	局向処	マイナートランキライザー	112	クロルジアゼポキシド	chlordiazepoxide（JP）	1124028F1030	100533201		〓107／5	白～帯黄白		乳糖水和物，ゼラチン，アラビアゴム末，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，カルナウバロウ，サラシミツロウ，精製白糖
	5mgセルシン錠	Cercine	武田薬品工業		錠：内服	5mg1錠	9.20円／錠	局向処	マイナートランキライザー	112	ジアゼパム	diazepam（JP）	1124017F4049	100445801		〓111／5	淡黄～淡橙黄	○	トウモロコシデンプン，ステアリン酸マグネシウム，乳糖水和物，リボフラビン
	10mgコントール錠	Contol	武田薬品工業		錠：内服	10mg1錠	9.60円／錠	局向処	マイナートランキライザー	112	クロルジアゼポキシド	chlordiazepoxide（JP）	1124028F2036	100534901		〓108／10	白～帯黄白		乳糖水和物，ゼラチン，アラビアゴム末，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，カルナウバロウ，サラシミツロウ，精製白糖
	10mgセルシン錠	Cercine	武田薬品工業		錠：内服	10mg1錠	17.00円／錠	局向処	マイナートランキライザー	112	ジアゼパム	diazepam（JP）	1124017F5037	100460101		〓112／10	白～黄みの白	○	トウモロコシデンプン，ステアリン酸マグネシウム，乳糖水和物
	AZ点眼液0.02％	AZ	ゼリア新薬工業		液：外用〔眼・耳鼻科用剤〕	0.02％5mL1瓶	87.20円／瓶	後	消炎剤	131	アズレン	azulene	1319703Q2124	102113401	薬価収載2008.12.19				ホウ酸，ホウ砂，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，塩化カリウム，塩化ナトリウム
	D・E・X0.1％眼軟膏T	D・E・X	日東メディック		軟膏・硬膏：外用〔眼・耳鼻科用剤〕	0.1％1g	48.40円／g	後	副腎皮質ホルモン	131	デキサメタゾン	dexamethasone（JP）	1315700M2049	102013701					流動パラフィン，ゲル化炭化水素
	D・E・X0.1％点眼液T	D・E・X	日東メディック		液：外用〔眼・耳鼻科用剤〕	0.1％1mL	17.60円／mL	後	副腎皮質ホルモン	131	デキサメタゾンメタスルホ安息香酸エステルナトリウム	dexamethasone metasulfobenzoate sodium（JAN）	1315701Q3076	102027401，102027402					氷酢酸，酢酸ナトリウム水和物，ポビドン，濃グリセリン，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，クロロブタノール，pH調節剤
	D・E・X0.02％点眼液T	D・E・X	日東メディック		液：外用〔眼・耳鼻科用剤〕	0.02％1mL	12.60円／mL	後	副腎皮質ホルモン	131	デキサメタゾンメタスルホ安息香酸エステルナトリウム	dexamethasone metasulfobenzoate sodium（JAN）	1315701Q1073	102019901，102019902					氷酢酸，酢酸ナトリウム水和物，ポビドン，濃グリセリン，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，クロロブタノール，pH調節剤
	D・E・X0.05％点眼液T	D・E・X	日東メディック		液：外用〔眼・耳鼻科用剤〕	0.05％1mL	22.00円／mL	後	副腎皮質ホルモン	131	デキサメタゾンメタスルホ安息香酸エステルナトリウム	dexamethasone metasulfobenzoate sodium（JAN）	1315701Q2053	102022901					氷酢酸，酢酸ナトリウム水和物，ポビドン，濃グリセリン，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，クロロブタノール，pH調節剤
	DMゾロン0.05％点眼液	DM solone	日本点眼薬研究所		液：外用〔眼・耳鼻科用剤〕	0.05％1mL	18.40円／mL		副腎皮質ホルモン	131	デキサメタゾンメタスルホ安息香酸エステルナトリウム	dexamethasone metasulfobenzoate sodium（JAN）	1315701Q2037	102020501					グリセリン，ポビドン，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，クロロブタノール，酢酸，酢酸ナトリウム水和物，等張化剤
	DMゾロン点眼液0.1％「日点」	DM Solone「NITTEN」	日本点眼薬研究所		液：外用〔眼・耳鼻科用剤〕	0.1％1mL	20.80円／mL		副腎皮質ホルモン	131	デキサメタゾンメタスルホ安息香酸エステルナトリウム	dexamethasone metasulfobenzoate sodium（JAN）	1315701Q3092	102026701	薬価収載2009.09.25				ホウ酸，ホウ砂，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル
	DMゾロン点眼液0.02％「日点」	DM Solone「NITTEN」	日本点眼薬研究所		液：外用〔眼・耳鼻科用剤〕	0.02％1mL	12.60円／mL		副腎皮質ホルモン	131	デキサメタゾンメタスルホ安息香酸エステルナトリウム	dexamethasone metasulfobenzoate sodium（JAN）	1315701Q1103	102017501	薬価収載2009.09.25				ホウ酸，ホウ砂，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル
	FAD点眼液0.05％「サンテン」	FAD「SANTEN」	参天製薬		液：外用〔眼・耳鼻科用剤〕	0.05％5mL1瓶	84.80円／瓶	後	補酵素型ビタミンB2	131	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	1319714Q3099	102142401	薬価収載2006.06.09				エデト酸ナトリウム水和物，クロロブタノール，酢酸ナトリウム水和物，パラオキシ安息香酸プロピル，パラオキシ安息香酸メチル，ホウ酸，pH調節剤
	FAD点眼液0.05％「日東」	FAD「NITTO」	日東メディック		液：外用〔眼・耳鼻科用剤〕	0.05％5mL1瓶	84.80円／瓶	後	補酵素型ビタミンB2	131	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	1319714Q3129	125061901	薬価収載2016.06.17				エデト酸ナトリウム水和物，ホウ酸，酢酸ナトリウム水和物，クロロブタノール，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，氷酢酸
	FAD点眼液0.05％「ニットー」【経過措置】	FAD「NITTO」	日東メディック		液：外用〔眼・耳鼻科用剤〕	0.05％5mL1瓶	84.80円／瓶	後	補酵素型ビタミンB2	131	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	1319714Q3110	102146202，102146203	薬価削除予定2017.03.31				ポビドン，クロロブタノール，リン酸二水素ナトリウム，無水リン酸一水素ナトリウム
	HCゾロン点眼液0.5％「日点」	HC Solone	日本点眼薬研究所		液：外用〔眼・耳鼻科用剤〕	0.5％1mL	18.70円／mL		副腎皮質ホルモン	131	ヒドロコルチゾン酢酸エステル	hydrocortisone acetate（JP）	1315703Q1056	102032801	薬価収載2008.06.20				ポリソルベート80，ベンザルコニウム塩化物，等張化剤
	PA・ヨード点眼・洗眼液	PA・Iodo	日本点眼薬研究所		液：外用〔眼・耳鼻科用剤〕	0.2％1mL	22.10円／mL		局所消毒薬	131	ヨウ素	iodine（JP）	1319715Q1031	102148601	薬価収載2007.12.21				ヨウ化カリウム
	PL配合顆粒		塩野義製薬		顆粒：内服	1g	6.40円／g	劇	総合感冒剤	118	PL	PL	1180107D1131	101605501	薬価収載2009.09.25				乳糖水和物，トウモロコシデンプン，塩化ナトリウム，白糖，含水二酸化ケイ素
	PSゾロン点眼液0.11％「日点」	PS Solone	日本点眼薬研究所		液：外用〔眼・耳鼻科用剤〕	0.1％1mL	20.20円／mL		副腎皮質ホルモン	131	プレドニゾロン酢酸エステル	prednisolone acetate（JP）	1315707Q1038	102058801	薬価収載2008.06.20				ポリソルベート80，ベンザルコニウム塩化物，等張化剤
	SG配合顆粒		塩野義製薬		顆粒：内服	1g	10.80円／g		解熱鎮痛剤	114	SG配合顆粒	SG	1149116D1033	115581501	薬価収載2009.09.25				乳糖水和物，ヒドロキシプロピルセルロース，メチルセルロース，含水二酸化ケイ素
	アーテン散1％	Artane	ファイザー		散：内服	1％1g	18.60円／g	処	抗パーキンソン剤	116	トリヘキシフェニジル塩酸塩	trihexyphenidyl hydrochloride（JP）	1169002B1078	101200201，101200202	薬価収載2001.09.07				トウモロコシデンプン，カルメロースナトリウム，乳糖水和物
	アーテン錠（2mg）	Artane	ファイザー		錠：内服	2mg1錠	8.60円／錠	局処	抗パーキンソン剤	116	トリヘキシフェニジル塩酸塩	trihexyphenidyl hydrochloride（JP）	1169001F1024	101199908，101199926		〓434	白	○	乳糖水和物，トウモロコシデンプン，部分アルファー化デンプン，ステアリン酸マグネシウム
	アイオピジンUD点眼液1％	Iopidine	日本アルコン		液：外用〔眼・耳鼻科用剤〕	1％0.1mL1個	680.50円／個	劇処	レーザー術後眼圧上昇防止剤	131	アプラクロニジン塩酸塩	apraclonidine hydrochloride（JAN）	1319737Q1038	102245201	薬価収載2007.06.15				酢酸ナトリウム水和物，等張化剤，pH調整剤
	アイケア点眼液0.1％	Eyecare	科研製薬	テイカ製薬	液：外用〔眼・耳鼻科用剤〕	0.1％5mL1瓶	267.30円／瓶	後	眼科手術補助・関節機能改善剤	131	精製ヒアルロン酸ナトリウム	purified sodium hyaluronate（JP）	1319720Q3086	112294701，112294702	薬価収載2007.12.21				ホウ酸，トロメタモール，塩化ナトリウム，塩化カリウム，クロルヘキシジングルコン酸塩
	アイケア点眼液0.3％	Eyecare	科研製薬	テイカ製薬	液：外用〔眼・耳鼻科用剤〕	0.3％5mL1瓶	358.40円／瓶	後	眼科手術補助・関節機能改善剤	131	精製ヒアルロン酸ナトリウム	purified sodium hyaluronate（JP）	1319720Y2063	121674501，121674502	薬価収載2012.06.22				ホウ酸，ホウ砂，塩化ナトリウム，塩化カリウム，クロルヘキシジングルコン酸塩
	アイケアミニ点眼液0.3％	Eyecare	科研製薬		液：外用〔眼・耳鼻科用剤〕	0.3％0.4mL1個	15.80円／個	後	眼科手術補助・関節機能改善剤	131	精製ヒアルロン酸ナトリウム	purified sodium hyaluronate（JP）	1319720Q5046	120165901	薬価収載2010.11.19				イプシロン－アミノカプロン酸，エデト酸ナトリウム水和物，塩化ナトリウム，塩化カリウム，pH調整剤
	アイドロイチン1％点眼液	Eyedroitin	参天製薬		液：外用〔眼・耳鼻科用剤〕	1％5mL1瓶	84.80円／瓶	後	結合織成分	131	コンドロイチン硫酸エステルナトリウム	chondroitin sulfate sodium（JAN）	1319709Q3020	102128801					塩化ナトリウム，クロロブタノール，酢酸ナトリウム水和物，パラオキシ安息香酸プロピル，パラオキシ安息香酸メチル，ポビドン，pH調節剤
	アイドロイチン3％点眼液	Eyedroitin	参天製薬		液：外用〔眼・耳鼻科用剤〕	3％5mL1瓶	87.20円／瓶	後	結合織成分	131	コンドロイチン硫酸エステルナトリウム	chondroitin sulfate sodium（JAN）	1319709Q4027	102131801					塩化ナトリウム，クロロブタノール，酢酸ナトリウム水和物，パラオキシ安息香酸プロピル，パラオキシ安息香酸メチル，ポビドン，pH調節剤
	【削除品】アイビナール点眼液0.01％	Eyevinal	MSD		液：外用〔眼・耳鼻科用剤〕	0.5mg5mL1瓶	983.90円／瓶		脳血管障害・気管支喘息改善・アレルギー性結膜炎治療剤，ホスホジエステラーゼ阻害剤	131	イブジラスト	ibudilast（JP）	1319741Q1042		薬価削除2016.03.31				ベンザルコニウム塩化物液，ヒドロキシエチルセルロース，塩化ナトリウム，塩酸，水酸化ナトリウム
	アイファガン点眼液0.1％	Aiphagan	千寿製薬	武田薬品工業	液：外用〔眼・耳鼻科用剤〕	0.1％1mL	450.70円／mL	処	アドレナリンα2-受容体作動薬，緑内障・高眼圧症治療剤	131	ブリモニジン酒石酸塩	brimonidine tartrate（JAN）	1319761Q1023	121500701	薬価収載2012.04.17				塩化マグネシウム，ホウ酸，ホウ砂，カルメロースナトリウム，亜塩素酸ナトリウム，塩化ナトリウム，塩化カリウム，塩化カルシウム水和物，塩酸，水酸化ナトリウム
	アイリーア硝子体内注射液40mg／mL	Eylea	バイエル薬品	参天製薬	注射液：注射	2mg0.05mL1瓶	142,605.00円／瓶	生劇処	眼科用VEGF阻害剤	131	アフリベルセプト（遺伝子組換え）	aflibercept（genetical recombination）（JAN）	1319405A1027	121994401	薬価収載2012.11.22				リン酸二水素ナトリウム，リン酸一水素ナトリウム，塩化ナトリウム，精製白糖，ポリソルベート20
	【削除品】アイロメート錠20mg	Airomate	沢井製薬		錠：内服	20mg1錠	8.30円／錠	後処	筋緊張性疾患治療剤	124	アフロクアロン	afloqualone（JP）	1249008F1185		薬価削除2016.03.31〔代替品：アフロクアロン錠20mg「サワイ」〕				アラビアゴム，カルナウバロウ，結晶セルロース，酸化チタン，ステアリン酸Mg，タルク，炭酸Ca，トウモロコシデンプン，白糖，ヒドロキシプロピルセルロース，D-マンニトール
	アキネトン細粒1％	Akineton	大日本住友製薬		細粒：内服	1％1g	29.10円／g	処	抗パーキンソン剤	116	ビペリデン	biperiden（JAN）	1162001C1043	101179101	薬価収載2007.06.15				乳糖水和物，軽質無水ケイ酸
	アキネトン錠1mg	Akineton	大日本住友製薬		錠：内服	1mg1錠	5.60円／錠	処	抗パーキンソン剤	116	ビペリデン	biperiden（JAN）	1162001F1066	101180701	薬価収載2007.06.15	〓135	白	○	結晶セルロース，トウモロコシデンプン，硬化油，軽質無水ケイ酸，ステアリン酸マグネシウム
	アキネトン注射液5mg	Akineton	大日本住友製薬		注射液：注射	0.5％1mL1管	58.00円／管	劇処	抗パーキンソン剤	116	ビペリデン	biperiden（JAN）	1162400A1059	101183801	薬価収載2007.06.15				乳酸，pH調節剤
	【削除品】アキリデン細粒1％	Akiriden	共和薬品工業		細粒：内服	1％1g	19.10円／g	後処	抗パーキンソン剤	116	ビペリデン	biperiden（JAN）	1162001C1035		薬価削除2016.03.31〔代替品：ビペリデン塩酸塩細粒1％「アメル」〕				乳糖，ヒドロキシプロピルセルロース
	【削除品】アキリデン錠1mg	Akiriden	共和薬品工業		錠：内服	1mg1錠	5.60円／錠	後処	抗パーキンソン剤	116	ビペリデン	biperiden（JAN）	1162001F1040		薬価削除2016.03.31〔代替品：ビペリデン塩酸塩錠1mg「アメル」〕				乳糖，結晶セルロース，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，タルク，ステアリン酸マグネシウム，軽質無水ケイ酸
	アクセノン末	Accenon	大日本住友製薬		末：内服	1g	50.10円／g	処	ヒダントイン系抗てんかん剤	113	エトトイン	ethotoin（JAN）	1132001A1035	100605601	薬価収載2002.07.05				
	アクタリット錠100「TCK」	Actarit	辰巳化学	日本ジェネリック	錠：内服	100mg1錠	29.90円／錠	後処	疾患修飾性抗リウマチ薬（DMARD）	114	アクタリット	actarit（JAN）	1149031F1049	117376501，117376502	薬価収載2006.07.07	TU102	白		乳糖水和物，トウモロコシデンプン，二酸化ケイ素，ヒドロキシプロピルセルロース，ポリビニルアルコール（部分けん化物），低置換度ヒドロキシプロピルセルロース，タルク，ステアリン酸Mg，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	アクタリット錠100mg「TOA」	Actarit「TOA」	東亜薬品	テバ製薬	錠：内服	100mg1錠	29.90円／錠	後処	疾患修飾性抗リウマチ薬（DMARD）	114	アクタリット	actarit（JAN）	1149031F1057	117378901，117378902，117378903	薬価収載2006.07.07	TM110	白～微黄白		乳糖水和物，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，ポリビニルアルコール（部分けん化物），含水二酸化ケイ素，タルク，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，カルナウバロウ
	アクタリット錠100mg「サワイ」	Actarit	沢井製薬		錠：内服	100mg1錠	29.90円／錠	後処	疾患修飾性抗リウマチ薬（DMARD）	114	アクタリット	actarit（JAN）	1149031F1065	117377201	薬価収載2006.07.07	SW ACT	白		カルナウバロウ，酸化チタン，ステアリン酸Mg，タルク，トウモロコシデンプン，乳糖，ヒドロキシプロピルセルロース，ヒプロメロース，ポリビニルアルコール（部分けん化物），マクロゴール6000
	【削除品】アクタリット錠100mg「マイラン」	Actarit“Mylan”	マイラン製薬		錠：内服	100mg1錠	34.10円／錠	後処	疾患修飾性抗リウマチ薬（DMARD）	114	アクタリット	actarit（JAN）	1149031F1090		薬価削除2016.03.31				乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，ポリビニルアルコール，タルク，軽質無水ケイ酸，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，カルナウバロウ
	アシクロビル眼軟膏3％「ニットー」	Aciclovir「NITTO」	東亜薬品	日東メディック	軟膏・硬膏：外用〔眼・耳鼻科用剤〕	3％1g	444.10円／g	後局	抗ウイルス剤	131	アシクロビル	aciclovir（JP）	1319719M1062	124263801	薬価収載2015.06.19				流動パラフィン，白色ワセリン
	【削除品】アスコマーナ錠0.25	Ascomarna	日新製薬－山形	富士フイルムファーマ	錠：内服	0.25mg1錠	5.80円／錠	後向習処	ベンゾジアゼピン系睡眠導入剤	112	トリアゾラム	triazolam（JAN）	1124007F2042		薬価削除2016.03.31〔代替品：トリアゾラム錠0.25mg「日新」〕				乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，結晶セルロース，ステアリン酸マグネシウム
	【削除品】アスコマーナ錠0.125mg	Ascomarna	日新製薬－山形		錠：内服	0.125mg1錠	5.60円／錠	後向習処	ベンゾジアゼピン系睡眠導入剤	112	トリアゾラム	triazolam（JAN）	1124007F1089		薬価削除2016.03.31〔代替品：トリアゾラム錠0.125mg「日新」〕				乳糖水和物，結晶セルロース，トウモロコシデンプン，安息香酸ナトリウム，ジオクチルソジウムスルホサクシネート，ヒドロキシプロピルセルロース，含水二酸化ケイ素，ステアリン酸マグネシウム，青色2号アルミニウムレーキ，赤色3号アルミニウムレーキ
	アスピリン「ケンエー」		健栄製薬		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114	アスピリン	aspirin（JP）	1143001X1040	100727511					
	アスピリン「日医工」	Aspirin	日医工		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114	アスピリン	aspirin（JP）	1143001X1244	100727534	薬価収載2012.06.01				
	アスピリン「バイエル」	Aspirin Bayer	バイエル薬品		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1228	100727528					
	アスピリン「ホエイ」	Aspirin	マイラン製薬	ファイザー	末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1112	100727507，100727535					
	アスピリン「メタル」	Aspirin	中北薬品		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114	アスピリン	aspirin（JP）	1143001X1104	100727517					
	アスピリン「ヤマゼン」		山善製薬		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1147	100727515					
	アスピリン「ヨシダ」	Aspirin	吉田製薬		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1201	100727512					
