診療年月：H30年04月～H31年03月　内服薬 外来（院外）　※集計結果が1000未満の場合は「‐」で表示（1000未満の箇所が1箇所の場合は1000以上の最小値を全て「‐」で表示）※集計対象期間内に名称や点数・金額等に変更がある場合、集計対象期間当初の情報で表示,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"薬効
分類",薬効分類名称,"医薬品
コード",医薬品名,単位,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計,男,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,
type_code,type_name,code,name,measure,shusai_code,price,generic,total,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上
218,高脂血症用剤,622269101,ピタバスタチンＣａ錠１ｍｇ「杏林」,錠,2189016F1010,15.5,1,14690053.5,-,-,-,1755,2603,9626,27663,77766.5,198857,398668,513629,634940,751566,1064095,1008020.5,766195,486108.5,228855.5,51900.5,4042,-,-,-,-,1230,3040,5664,13173.5,25692,78069,199706,436114.5,731499.5,1036593,1594371.5,1555110.5,1261116,827569,482720.5,179924,27316,3067
218,高脂血症用剤,622280301,ピタバスタチンＣａ錠２ｍｇ「トーワ」,錠,2189016F2180,35.9,1,14585759.5,-,-,-,1374,2926,11134,31756,75950,225865.5,433725,578551.5,751952.5,902915,1222940.5,1208934.5,928626.5,570005,259844.5,60878,4684,-,-,-,-,-,3009.5,4403,11267,26360,67154.5,156299,330138.5,597374.5,844878.5,1349140,1328126.5,1130935.5,803757,458126.5,169617.5,30049.5,-
218,高脂血症用剤,622271901,ピタバスタチンカルシウム錠２ｍｇ「日医工」,錠,2189016F2253,35.9,1,14406849,-,-,-,-,2978,11766,35397,79385,208121,417605.5,570533,728512,873898,1252238,1206287.5,963260.5,612096.5,256283,59093,5306,-,-,-,-,-,1765,5005,10247,25434,61858,141527.5,320279.5,551132,793295,1295346,1366413.5,1129857.5,806568.5,438895,145023,26887,1641
218,高脂血症用剤,622273201,ピタバスタチンＣａ錠２ｍｇ「ファイザー」,錠,2189016F2202,35.9,1,14238493.5,-,-,-,-,2852,12104,32291,77756,197604.5,404513,548341,707843,843382,1212250.5,1145176.5,894002.5,545515,234246.5,64083.5,4475,-,-,-,-,-,2828,6193,11195,25661.5,62137,152522,322387,621453.5,863828.5,1331765.5,1337589.5,1119712.75,798431,464821.5,160541,26745.75,1346
218,高脂血症用剤,610470013,ローコール錠２０ｍｇ,錠,2189012F2026,56.5,0,14199229.5,-,-,-,-,1606,4476,13342,25034,44958,91462.5,144832,197902,274252,470338,625743,797628,696814.5,422306.5,137749,20799,-,-,-,-,-,2203,2480,10063,15514,33892,74991.5,156534.5,270289,469513,1084107.25,1630617.5,2133712,2106593.5,1513962.5,600252.5,112166.75,10346
218,高脂血症用剤,620008054,プラバスタチンＮａ塩錠１０ｍｇ「タナベ」,錠,2189010F2019,18.1,1,13525749.5,-,-,-,-,2987,6092,20260.5,42368.5,93603.5,187324.5,261380.5,346744.5,515707,866789,933756.75,866970,650992.5,351178.5,109905.5,13508,-,-,-,-,-,2734,6723,7635,21274,48799,117218,220467,406402.5,652095.5,1190694,1433908,1457857.5,1293002.5,896582,398935.5,89500.75,9637
218,高脂血症用剤,622289601,ピタバスタチンＣａ錠２ｍｇ「サンド」,錠,2189016F2148,35.9,1,12740500.75,-,-,-,-,3433,10462,24599,83197.5,210363.5,401824.5,552659.5,640185.5,798706.5,1125520.25,1041391,820587.75,514488,222494.5,48214,8010,-,-,-,-,1068,2398,3866,7245,24201.5,57742,140985,264729,497216,729806.5,1156929.75,1145704.75,973136.25,687808,377718,134232,25395.5,1676
218,高脂血症用剤,622180702,アトルバスタチン錠１０ｍｇ「Ｍｅ」,錠,2189015F2232,37.2,1,12505643.25,-,-,-,1172,4123,10741.5,23055,68090,167754.5,323770,437173,574342.5,720302.5,1061656,1041611.5,866344,534564.5,268242,69973.5,8151,-,-,-,-,1605,2708,6220,9704,21818.5,56579.5,112573,219818.5,397075.5,614657.5,1047950.75,1143101.5,1071668.5,863498,517305,195684,40365.5,1859
218,高脂血症用剤,622165701,アトルバスタチン錠１０ｍｇ「ＮＰ」,錠,2189015F2097,37.2,1,12288814.75,-,-,-,-,2831,7541,21699,54066,138836.5,274422,399860.5,512459.5,647923,1005141.5,992836.5,814143,543007,269802,69810,6065,-,-,-,-,-,2115,3629,9203,20448,44687,104636,192586,378023.5,616182.5,1050318,1241965.25,1134984,905221,559475,215635,44188,3096
218,高脂血症用剤,622582001,ロスバスタチン錠２．５ｍｇ「トーワ」,錠,2189017F1219,21.7,1,12181959.25,-,-,-,-,4449,9798,24572.5,67102.5,168907.5,335981,469547,557753.5,674197,928428.5,894007,736378,462409,206282.5,50273,5292,-,-,-,-,-,2296,2573.5,9829.5,18305.5,56635,143676,309853.5,553832,777611,1182875.5,1181342.5,1034736.75,704461.5,431676,142838,29974,3026
218,高脂血症用剤,622269201,ピタバスタチンＣａ錠２ｍｇ「杏林」,錠,2189016F2113,35.9,1,12152143.5,-,-,1314,1282,2774,8890,28875,70606,192265.5,377116.5,551772,622693.5,767640,1052976,1004920,754825.5,455705,206197,46495,3755,-,-,-,-,-,3643,3683,10909,21141,63401.5,134987.5,302917.5,511627,716419,1083270.5,1097935,908838.5,640684.5,356136,123685,20057.5,1517
218,高脂血症用剤,622441201,クレストールＯＤ錠５ｍｇ,錠,2189017F4021,110.3,0,12105765.5,-,-,-,2386,8155,12432,28702,69918.5,187512,353941,466089,547603.5,607088.5,851226.5,971703.5,955709,588722.5,248635.5,48503,5664,-,-,-,-,1746,4589,5889,11796,29174,57702,137467,240794,393704,578045.5,861251,1114357,1174931.5,939834.5,454920.5,126427,16487,-
218,高脂血症用剤,621532401,プラバスタチンＮａ錠５ｍｇ「ＮＳ」,錠,2189010F1438,14.6,1,12037320,-,-,-,-,2376,4297.5,10723,28762,58864,119220,176987,252067.5,366812.5,614260.75,694783.5,647243.5,528998.5,325028.5,105841.5,15075,1982,-,-,-,-,1414,2384,2869,10528,25783.5,79633,154898.5,320484,575261.5,1084246.75,1339676,1468429.5,1368523,1030003.5,492355.5,111274.5,14285
218,高脂血症用剤,622581701,ロスバスタチンＯＤ錠２．５ｍｇ「トーワ」,錠,2189017F3173,21.7,1,11707841.75,-,-,-,-,3042,11304,30581,72073.5,196566,350362.5,474587,554176.5,659134.5,977572,923895.25,708173.25,463796,204108,59645,6946,-,-,-,-,-,2981,7247,10695,29017,66359,144047,288061.25,489762,690592.5,1029952.5,1058496.5,884025.5,678636.5,437776,154408.5,31836,5633
218,高脂血症用剤,622280801,アトルバスタチンＯＤ錠１０ｍｇ「トーワ」,錠,2189015F4022,37.2,1,11609744,-,-,-,1584,3594.5,15118,28926.5,68116.5,141642,284078,414079,511693.5,659301,1048107.5,1055418,864230.75,595568,293135.75,73958.25,6415,-,-,-,-,2370.5,3920,9292.5,10399,27107.5,59993,114184.5,199551.5,338118,541531.5,879862.5,966550,945891.25,742866,472562.5,186169,39781.5,3897
218,高脂血症用剤,622582501,ロスバスタチン錠２．５ｍｇ「共創未来」,錠,2189017F1120,21.7,1,11307317.35,-,-,-,-,2158,8961,23512,54028,159253.5,287547,407969.5,528514.5,619822.5,858803,817870.5,666725,413805.5,194739,49486.25,5141,-,-,-,-,-,-,2356.5,8909,14742,49187,119786.5,267364,490416,741133,1110375.1,1120653,957289,722635,421591.5,153251.5,24631,1974
218,高脂血症用剤,621528602,プラバスタチンＮａ錠５ｍｇ「ケミファ」,錠,2189010F1349,21.9,1,11108447.5,-,-,-,-,1460,3440,15994.5,22828,65058.5,101036.5,156590,236722,322363.5,559183.5,639149.5,631453,524712.5,300631.5,99249.5,13071,1454.5,-,-,-,-,2273,1737,4134,9433,31975,62686,151599,280958,516400.5,980310.5,1213222,1328180.5,1271609,964771,475826,102835,14691
218,高脂血症用剤,620000103,プラバスタチンＮａ錠５ｍｇ「アメル」,錠,2189010F1055,14.6,1,10862098,-,-,-,-,1674,3131,12189,26993,68853,130050,186599.5,229847,317819.5,554136.5,723175,678349,505397.5,276658,91267,10619,-,-,-,-,-,1793,2574,3999,14830,32857,75973,150094,255246,419161.5,896507.5,1258267.5,1363457.5,1251433.5,830414.5,377951.5,93752,14164
218,高脂血症用剤,622165601,アトルバスタチン錠５ｍｇ「ＮＰ」,錠,2189015F1090,19.1,1,10710351.25,-,-,-,-,1532,6543,18254,37804,112018.5,192494,281688,377749,469491.5,721123,743961.5,599697.5,410131,211593,59804.5,7012.5,-,-,-,-,-,2028.5,3205,6723,14975,46336.5,96128,200848,392840,627451.5,1080442,1182851.5,1069534,843152.75,586333,242190,59513.5,3044
218,高脂血症用剤,622584101,アトーゼット配合錠ＬＤ,錠,2189101F1020,177,0,10617513.5,-,-,-,1410,6259,17402,41564,105379,218837,419293,534631,638819.5,676290,854853.5,824150,595674.5,340376,133082,20179,-,-,-,-,-,-,3896,5707,13736,23763,56010,144485.5,269276,436723,620347,919909.5,946210.5,852726,556937,266062.5,62949,8061,-
218,高脂血症用剤,622588901,ロスバスタチン錠５ｍｇ「サワイ」,錠,2189017F2150,41.4,1,10592774.5,-,-,-,1250,3782,19131,38568.5,89904,232986,450524,556082,640259.5,743955.5,1025930.5,900274,685357,401139.5,163726.5,34032,1764,-,-,-,-,2370,4171,5165,10888,28985,51955,106578,219516,387947.5,544214,864482.5,825451.5,725133,497321,244500,76707,7902,-
218,高脂血症用剤,622286301,ピタバスタチンＣａ錠２ｍｇ「明治」,錠,2189016F2210,35.9,1,10461991.5,-,-,-,1263,1968,9310,24543.5,62235.5,157115,314337.5,438356.5,519324,636556,880295.5,850419,671594.5,433124,191972.5,42904.5,6273,-,-,-,-,-,1294,1753,6020,18847,48341,111045,237782,402648,605996.5,989056.5,941440,820960.5,584767,313689,114746.5,19857.5,1352
218,高脂血症用剤,622180602,アトルバスタチン錠５ｍｇ「Ｍｅ」,錠,2189015F1236,19.1,1,10223499.5,-,-,-,-,2757,7947.5,18745,46639.5,115174.5,220094,303355,384487.5,489227.5,745696,720825.5,591756,401190.5,189931.5,53754.5,5870,-,-,-,-,-,2634,3958,7595,21318,46592,105220,211324,393816,614696.5,1020066.5,1055832.5,955922.5,758867,496807.5,189993,34612.5,4495
218,高脂血症用剤,621964501,フルバスタチン錠３０ｍｇ「サワイ」,錠,2189012F3030,46,1,10173525.88,-,-,-,-,-,2225,7726,26588,63713,121478.5,191621,278172,419780.5,706051.5,808640,736872,554688,270473,75548,10165,-,-,-,-,-,1598,3080,5505.5,11295,29183,72775,143320.338,273557.04,456509,923046,1109790,1051598,909471.5,619515,231922,51237,5065
218,高脂血症用剤,622590101,ロスバスタチン錠２．５ｍｇ「サンド」,錠,2189017F1162,21.7,1,10015303.5,-,-,-,-,2033,7043,29346.5,65816,185076,364439,469496,549531.5,598769.5,841849.5,769013.5,551232.5,317167.5,132557.5,35914,3828,-,-,-,-,-,2911,2935,9344,22019,62901,141819,297767.5,479923.5,648860.5,962402.5,913585.5,677730,489504,269256,90487,19633,-
218,高脂血症用剤,621533801,シンバスタチン錠５ｍｇ「日医工」,錠,2189011F1238,34.6,1,9924473.5,-,-,-,1621,-,3414,9480,17270,49698,103462.5,154869,232844,330211,561463,608274.5,552453,424561,248653.5,68815.5,12317,-,-,-,-,1870,1612,1034,4062,11140,30147,67238.5,128692,253162.5,430399,886196,1136441,1210086.5,1102404,830932.5,353409.5,85536,10017
218,高脂血症用剤,622537401,ロスバスタチン錠５ｍｇ「杏林」,錠,2189017F2134,41.4,1,9576173.5,-,-,-,1082,3486,16230,42794,90672.5,242215.5,477041,569455,658599,694210.5,855540,783524,535075,303290,122906.5,25576,2123,-,-,-,-,-,1696,10397,13331,25194,72988,136872,254336,419258,547317.5,791473,731850.5,544196.5,348894,181907,61148,10435,-
218,高脂血症用剤,621534301,シンバスタチン錠５ｍｇ「トーワ」,錠,2189011F1220,34.6,1,8977894.1,-,-,-,1076,-,3758,6288,16276.5,52294.5,92468.5,135226,206455,294512.5,453022,530492,490913.5,377220,218633.5,73853,11786,-,-,-,-,-,1852,1460,3055,9564,23928.5,56417,109466.5,214095,394257.5,821657.5,1082817,1139831.5,1029896.5,707814,325102.5,80131,9149
218,高脂血症用剤,622270001,ピタバスタチンＣａ錠１ｍｇ「ＹＤ」,錠,2189016F1087,19.1,1,8959267.25,-,-,-,1099,2539,5744,18375,45453,120492,221988,310659.5,368755,433023,626580.5,630668.5,504797.5,345308.25,170171.5,43648,5063,-,-,-,-,1128,1900,3009,5957,15461,42020,119996,223233.5,406240.5,566611,900926,954654,810990,571647,337414.5,120895,19942,1165
218,高脂血症用剤,622280701,アトルバスタチンＯＤ錠５ｍｇ「トーワ」,錠,2189015F3026,19.1,1,8860589.25,-,-,-,-,2316,5569,19527.5,31795,77545.5,146800.5,200845,283447,400803,638248,649620.5,534519,382136.5,196694.5,62114,6087,-,-,-,-,1876,2938,6420,12200,17028,38095.5,78132,173885,292473,469701,894459.5,901816,888397,714839.25,466899,209374.5,48608.5,4728.5
219,その他の循環器官用薬,622003501,ケイキサレートドライシロップ７６％,ｇ,2190009R1025,15.1,0,96231257.91,10322.80376,5794.44,13895.76173,32781.75,47231.88,94182.73,242497.01,520265.91,1106975.11,2049202.73,2481746.05,3514421.28,4920742.62,8381330.805,10110460.85,10444027.88,9190959.143,5618799.541,1885481.605,299406.54,24600.69,15456.506,11025.65984,1579.41,7744.45212,12099,57623.94,85396.05,167714.58,391109.94,736367.34,1002640.27,1520600.435,2464650.04,4204365.501,4971752.99,5644531.435,5876412.895,4700053.67,2508247.315,745159.69,111599.675
219,その他の循環器官用薬,620004607,ユベラＮカプセル１００ｍｇ,カプセル,2190006M1156,5.8,0,90005611.3,-,3398,28292,56346,80416,113429,221845,378716,551676,868863,1062509,1383271,1753845,3005592,3615297,4765687,4547861,2955217,1225052,203497,27324,-,8201.4,59663,84995,91444,209822,380040,667997,1188505,1700036,2164107,2713747,3463241,6042623,8128627,11327016,11471433,8393854,3981121,944945,135295
219,その他の循環器官用薬,620004609,ユベラＮソフトカプセル２００ｍｇ,カプセル,2190006M2179,9.7,0,89365943.1,-,1949,21136,39267,57455,94984,167988,293685,478522.1,760667,945290,1240880,1555731,2459742,3151593,4380172,4345204,2783412,1062027,186748,16439,-,3639,48519,64339,87130,217354,397842,731201,1257771,1941294,2435032,2868569,3473131,5911407,8316535,12057902,12361230,8528142,3695996,831424,94298
219,その他の循環器官用薬,620009352,沈降炭酸カルシウム錠５００ｍｇ「三和」,錠,2190024F1040,5.7,1,82067980.54,4151.84,7368.2,10419,29707,66287,165934.5,435340,959697,2217702.5,4047999.5,5048644,5792810,6845540,9637955.2,9044675.5,6998040,4551192,2058425.5,441642,52005,1886,4310.9,1970.4,9763,18786,27113.5,85169,154533,313021,715141.5,1092969,1532806.5,1927850.5,2703892,3948512.5,3858952,3380234,2280623.5,1156828,389080,47506.5,1496
219,その他の循環器官用薬,620353601,トコフェロールニコチン酸エステルカプセル２００ｍｇ「サワイ」,カプセル,2190006M2225,5.6,1,77523527.4,-,-,16669,56710,87284,167588,288392,448182,720254,1091921,1255108,1542244,2038103,3038269,3720243,4188587,3702761,2335221,884881,161419,17313,-,1111,35791,76731,135858,248261,429009,708692,1200399,1854885.4,2364916,2782019,3411656,5292678,6938906,8636210,8087303,6013837,2725841,733326,84069
219,その他の循環器官用薬,620353101,トコフェロールニコチン酸エステルカプセル１００ｍｇ「トーワ」,カプセル,2190006M1210,5.4,1,67982564.4,-,3871.5,20340,57808,75979,158597,283779,404355,666103,950478,1103890,1446367,1854896,2856481,3318038,3852779,3367294,2292036,830626,148544,13836,-,2663,37096,81698,144609.5,254209,408717,656211,1135915,1534446,1888093,2299260,2855987,4480966,5683116.5,7023416,7139641,5213730,2644011,692362,97477
219,その他の循環器官用薬,622306901,リオナ錠２５０ｍｇ,錠,2190033F1022,81.2,0,65659587,4168.2,3123.3,5988.5,16950,53720,151230,371930,814842,1855954,2928102,3721774.5,4087220,4815213,6793858.5,6251386,5058922,3250321.5,1384319,264196.5,22445,-,1962.4,2808.6,3823,15246,31479,112259,203407,450887,835125,1585366,2027295,2173152,2801162,3736346.5,3607959.5,2954569,1989493.5,966046.5,269611,33848,-
219,その他の循環器官用薬,622552001,ホスレノールＯＤ錠２５０ｍｇ,錠,2190029F3029,162.9,0,57572642.4,-,2051,3214,11373,36741,123515,279376,617187,1479642,2664926,3436383,3796273,4728562,6587636.5,6139945,4691321,2716339,1111987,236605,22214,-,5145,2205,1913,11242,17950,34378,99964,224305,484532,928599,1380189,1803763,2335023,3413982,3130340,2439932,1566117.5,781486,202510,20048,1953
219,その他の循環器官用薬,621261101,アーガメイト２０％ゼリー２５ｇ,個,2190016Q2026,80.7,1,52939633.5,-,-,1731,5936,8059,15429,43974,89136,250528,446738,673387,903968,1467385,3039159,4459954,6055389,6168210,4585522.5,2115886,434639,41498,1675,-,2992,-,1853,6681,20327,33837,74404,135740,227823,342773,606524,1309208,2022742,3120746,4278598.5,5014995.5,3480214,1228929,220790
219,その他の循環器官用薬,620003443,カリメート散,ｇ,2190016X1105,14.2,0,50900485.16,6853,10709.5,37075,18511,22625,39174,96765,125290,391740,707909,998917,1416332,1955780,4104797,4921089.26,6067314,5361321,3597994.3,1556459.5,284679,33105,1628,8880,2073.2,22987,7081,6297,30155,51532,121387,189780,331651,552010.5,852081.5,1721700.5,2203639,2995113.5,3430213.6,3467200.8,2283709,751638.5,115287.5
219,その他の循環器官用薬,610470004,レナジェル錠２５０ｍｇ,錠,2190025F1036,22.6,0,47681027.5,1317,5887,5921,16885,16368,96518,301304,662493,1486552,2621960,3169567,3985707,4284766,5548319,4377247,2821346,1438332,444508,97653,4447,-,1087,-,-,20820,15564,59850,102418,238346,533111,968770,1406249,1732469,2366419,3245566,2657494.5,1692486,845450,329510,69574,8097,-
219,その他の循環器官用薬,620353202,トコフェロールニコチン酸エステルカプセル１００ｍｇ「ＮＰ」,カプセル,2190006M1202,5.4,1,43169767.65,-,1876,13149,25888,45099,79563,159224,267456,389048,651955,708764,884443,1180069,1916317,2182250,2524454,2346229,1448443,581675,106193,18643,-,4246.05,23799,40498,66710,132826,230488,372774,607969,858142,1084898,1418292,1786858,2842659,3550828,4386963,4507272,3414970,1776454,464739,65831
219,その他の循環器官用薬,610432015,ミグシス錠５ｍｇ,錠,2190023F1037,26.3,0,42868914.7,-,27744.8,306719.5,547439.5,330916,456675.5,685345,896841,1132375.5,1163087,991116.5,666058,420455,384248.5,338611.5,329797.5,232532,118298,25784,2304,-,-,28718,444075,1122968.5,1135111.9,1659339.5,2266500,3308145.5,4650316,5093580,4311693.5,2902413,1872678.5,1537035.5,1173506,1018681,724068.5,391675.5,144682,23854,3360
219,その他の循環器官用薬,622149201,キックリンカプセル２５０ｍｇ,カプセル,2190032M1027,29.1,0,36572423.8,2386.8,3264,6932,13410,26846,104660,251906,516543,1193101,2182844,2639911,2697050,3022043,4221850,3674614,2358869,1213884,493913,86045,9878,-,3384,-,2859,5614,12384,62795,81087,217609,410714,798413,1017746,1316399,1577422,2053328,1802597,1312587,738870,336125,95900,6433,-
219,その他の循環器官用薬,621264301,ニセルゴリン錠５ｍｇ「サワイ」,錠,2190021F1437,9.6,1,35269534.35,-,-,-,-,2090,1660,6372,15379,41010,95897,132518,257430.5,479208,1167411.5,1920527.5,2883845.5,3451888,2699248,1154961.6,223538.5,15336,-,-,-,-,2717,3248,4587,14868,32808,70553,105506,153872,344178.5,942976,1757493.5,3238273.25,4750396.5,5090063.5,3136782,928134,144085
219,その他の循環器官用薬,612190149,セロクラール錠２０ｍｇ,錠,2190005F2051,12.3,0,32533935,-,-,-,1723,2977,3151,10195,21510,40803,98466.5,144316,197010,298842,797750,1271748.5,2230058,2848614.5,2284552,1017516.5,163379,17255,-,-,-,1370,4630,9770.5,17167,40965,59135,98449,158895.5,221842,418875.5,973651.5,1900197,3702131.5,5111491.5,4818438,2745821,702105,98233
219,その他の循環器官用薬,620003548,サアミオン錠５ｍｇ,錠,2190021F1348,24,0,29743954.75,-,-,-,1756,2835,6118,13750,13645,43337,61429,102520.5,160158,293417.5,647372.5,1238124.5,2236308.25,2871155.25,2164676,856191,174554,12626,-,-,-,1803,3555,8384,12306,24871,39031,66997,85085,147291,285668,756954,1587181.5,3239182,4607996.75,4552959.5,2604332,726640,93188
219,その他の循環器官用薬,620005931,ＮＥソフトカプセル２００ｍｇ,カプセル,2190006M2195,5.6,1,29427827,-,-,7011,15647,26563,55763,76301,157398,251878,370377,481785,602320,783901,1185355,1421070,1715880,1485879,894840,334280,59871,4659,-,-,14033,24904,45679,78687,119219,223030,388713,635752,784523,943510,1256569,2073549,2650668,3306238,3247837,2352267,1046469,270042,34320
219,その他の循環器官用薬,620352410,イフェンプロジル酒石酸塩錠２０ｍｇ「日医工」,錠,2190005F2183,5.8,1,24960458.5,-,-,-,1942,2466,5133,10592,15960,47321,102055,133575.5,217960,411070.5,841404,1338973.5,1866855,2232027.5,1772829,819155,163228.5,9246,-,-,-,5111,6921,9286,24533.5,29789,54422,93588.5,141270.5,221844,392248,862819.5,1412623.5,2262127.5,3321137,3298109,2068599.5,679116.5,83455
219,その他の循環器官用薬,621977801,カルタンＯＤ錠５００ｍｇ,錠,2190024F4022,6.3,0,23551530.2,1588.4,2089,1435,16755,19582,45016,121801,249808,565334,1018911,1427617,1636699,1951476.5,2636873,2432059.5,1998668,1418582.5,631198.5,141917,8959,-,2059,-,-,1057,6750,15215,44649,88681.5,184735,337705,481162.5,590258,710397,1219391.3,1179548.5,979935,777164,459960.5,133069,11965,-
219,その他の循環器官用薬,620352402,イフェンプロジル酒石酸塩錠２０ｍｇ「サワイ」,錠,2190005F2213,5.8,1,22599867.5,-,-,-,1242,3299,2599,9687,20362,34902,63404,111652,202539,340290,742546,1241553,1716124,2043587.5,1606647.5,696763,148288.5,14748,-,-,-,1438,2452,6154,11682,19996,35545.5,69938,107133,162348.5,333440,800314,1374620,2283808.5,2945235.5,3006570,1842574.5,532490.5,63294
219,その他の循環器官用薬,610470003,フォスブロック錠２５０ｍｇ,錠,2190025F1028,22.1,0,21648176,-,2328,-,4566,16398,23217,101534,282728,610101,1128642,1855389,1654806,2000069,2607812,2093910,1230036,596084,193452,53009,1827,-,-,-,-,12330,3722,23704,29262,85400,168881,418101,579016,817954,1075065,1498674,1195382,735903,373033,141013,27438,6569,-
219,その他の循環器官用薬,622552101,ホスレノールＯＤ錠５００ｍｇ,錠,2190029F4025,238.5,0,21456365.5,-,-,-,2369,21098,68415,112085,274638,659978,1164396,1466856.5,1750451,1921235.5,2612393,2240407.5,1706155,935449,381206,80339,4674,-,-,-,-,1859,4914,13266,31631,62412,152900,339407,474518.5,578794.5,789654.5,1060856,963589.5,813066,480565,226741,53254,6058,-
219,その他の循環器官用薬,620006881,カリメートドライシロップ９２．５９％,ｇ,2190016R2021,15.1,0,19461075.22,11637.6,12009.6,2628,1711.2,9930.6,12403.8,22663.8,73048.6,139687.2,275891.4,425732.4,549291,763653.5,1472671.812,1786632.3,2267257.96,1970848.62,1385598.28,653327.8,94213.8,15180.8,4183.72,3339,-,4023,5764.8,-,5356.8,21448.8,48432.6,74598,167007.8,264677.4,366166.2,690216.5,915011.1126,1067896.4,1292310.9,1280092.22,927914.1,285517.2,90056.4
219,その他の循環器官用薬,612190187,ニコ２００ソフトカプセル　２００ｍｇ,カプセル,2190006M2110,5.6,1,18986575,-,-,4365,8561,15330,30336,60469,100465,163688,247988,303712,401241,512374,753857,904860,1088708,966558,589981,223888,32575,4633,-,-,7365,17930,27747,52704,84082,139365,242641,444294,516163,640073,794456,1286644,1661913,2211933,2029418,1520924,672558,201964,19770
219,その他の循環器官用薬,622140001,カリメート経口液２０％　２５ｇ,包,2190016S1027,82.5,0,17655104.7,-,-,4566,1438,6912,9848,29712,62181,136726,262091,365529,530267,746297,1331838,1740776,1955568.5,1838535.5,1240847,474604,89517,7794,1137,-,1785,1167,2215,3776,8499,22149,53615,78691,132360,202347,330870.5,580085,785174,1061826.2,1200545,1247687,797557,261579,45945
219,その他の循環器官用薬,610432025,カルタン錠５００　５００ｍｇ,錠,2190024F1023,6.3,0,17566386.8,-,2224,4308,6980,11486,47958,90760,208350,475320,802355,1070105,1162908,1346698.5,2028395.5,1754940,1395857,892628.5,395845.5,98468.5,8169,-,-,-,1751.5,6095,1970,15695,34857,57023,167457,280498.5,355982,480614,674973.5,1031069.5,967905.5,792419,528469,264174,83980,16175,-
219,その他の循環器官用薬,620352406,イフェンプロジル酒石酸塩錠２０ｍｇ「トーワ」,錠,2190005F2205,5.8,1,15583177.5,-,-,-,-,-,1138,3888,6983,25745,48652,68481,118169,239853,496632.5,789295.5,1279992.5,1462055,1184965,516557,101306,8712,-,-,-,-,-,6348,8443,8335,31500.5,41575,60157,111610,196118,458212,840189,1496143,2106167.5,2098428.5,1324469.5,383596.5,56666
219,その他の循環器官用薬,620004540,ニセルゴリン錠５ｍｇ「トーワ」,錠,2190021F1364,9.6,1,15404759.9,-,-,-,-,1851,-,1473,7764,13935,41559,61102,129428,254598,521443,852570,1253531.5,1512766,1119652,440375.5,89669,8192,-,-,-,-,1214,2265,2249,5649,11497,34157,39238,92108,166669,433830,821601,1453007,2095517.4,2180267.5,1291124.5,409219,54643.5
219,その他の循環器官用薬,620359102,ニセルゴリン錠５ｍｇ「ＮＰ」,錠,2190021F1453,9.6,1,15101452.75,-,-,-,-,-,1621,3057,6927.5,11183,30395,58767,102941,206208,476107,740147,1246813,1499726,1129382,450823.5,89572,8478,-,-,-,1138,-,2221,2580,7781,13982,27902,40850,64619,141390,373307,751977,1402974,2089915.5,2239571.5,1393070.75,423962,60434
219,その他の循環器官用薬,622442301,ピートルチュアブル錠２５０ｍｇ,錠,2190036F1026,177.8,0,14608177.5,-,-,-,-,13041,34208,106680,214953,445549,808484.5,920702,1061696,1236758.5,1577071,1491226,1064911,643461,253854,41665,4341,-,-,-,-,2204,5648,12898,34466,80034,165634,309130,431276,475759,633892,824286,653563,518549,341229,155261.5,41589,3041,-
219,その他の循環器官用薬,621933001,カデュエット配合錠４番,錠,2190104F1024,121,0,13173728.5,-,-,-,-,-,2152,6105,24408,71603,174873,271344,387095,497059,775676,882248,961662,694077.5,342356,90680.5,10908,-,-,-,-,-,-,-,1550,3551,16830,57091,133811,272030,494453,979259,1364273.5,1686236,1518383,1006524.5,373450,68993.5,4461
219,その他の循環器官用薬,622068101,ホスレノール顆粒分包２５０ｍｇ,包,2190029D1025,161.3,0,13012197.29,-,-,-,-,2808,19109,48270,146455,306378,562477.26,736017,893126,1076138,1425600.9,1280660,913387,526564,219310,45614,5491,-,1180.2,1494.8,-,2959,3253,7451,17129,54461,124606,236663.1,369283,461980,636684,900023.23,793347,612630.5,351154.5,175407,46519,7395,-
219,その他の循環器官用薬,621264501,ニセルゴリン錠５ｍｇ「日医工」,錠,2190021F1445,9.6,1,12088126.7,-,-,-,-,-,2051,1175,4662,20816,24621,54937,95526,175883,388022,616532,1001903,1154333,884145,361131,60576,5629,-,-,-,-,-,1470,3018,5056,8165,15738,29261,58728,109503,335220,630880.2,1121717.5,1716142.5,1770783.5,1067828,319899,41902
