区分,薬価基準収載医薬品コード,成分名,規格,品名,,,,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,,,,,
外用薬,2634713Q1021,クリンダマイシンリン酸エステル,１％１ｍＬ,,,,ダラシンＴローション１％,佐藤製薬,,先発品,,42.30,,,,,,,
外用薬,2639700M1029,ナジフロキサシン,１％１ｇ,,,,アクアチム軟膏１％,大塚製薬,,先発品,,41.10,,,,,,,
外用薬,2639700N1032,ナジフロキサシン,１％１ｇ,,,,アクアチムクリーム１％,大塚製薬,,先発品,○,41.10,,,,,,,
外用薬,2639700N1040,ナジフロキサシン,１％１ｇ,,,,ナジフロクリーム１％,ポーラファルマ,後発品,,,31.30,,,,,,,
外用薬,2639700N1059,ナジフロキサシン,１％１ｇ,,,,ナジロキサンクリーム１％,東和薬品,後発品,,,31.30,H26.9.30まで,,,,,,
外用薬,2639700N1067,ナジフロキサシン,１％１ｇ,,,,ナジフロキサシンクリーム１％「トーワ」,東和薬品,後発品,,,31.30,,,,,,,
外用薬,2639700Q1039,ナジフロキサシン,１％１ｍＬ,,,,ナジフロローション１％,ポーラファルマ,後発品,,,31.30,,,,,,,
外用薬,2639700Q1047,ナジフロキサシン,１％１ｍＬ,,,,ナジロキサンローション１％,東和薬品,後発品,,,31.30,H26.9.30まで,,,,,,
外用薬,2639700Q1055,ナジフロキサシン,１％１ｍＬ,,,,アクアチムローション１％,大塚製薬,,先発品,○,41.10,,,,,,,
外用薬,2639700Q1063,ナジフロキサシン,１％１ｍＬ,,,,ナジフロキサシンローション１％「トーワ」,東和薬品,後発品,,,31.30,,,,,,,
外用薬,2639701Q1025,オゼノキサシン,２％１ｇ,,,,ゼビアックスローション２％,マルホ,,先発品,,82.20,,H27.11.26収載,,,,,
外用薬,2639802M1026,クロラムフェニコール・フラジオマイシン配合剤,１ｇ,,,,クロマイ－Ｐ軟膏,第一三共,,準先発品,○,37.80,,,,,,,
外用薬,2639802M1034,クロラムフェニコール・フラジオマイシン配合剤,１ｇ,,,,ハイセチンＰ軟膏,富士製薬工業,後発品,,,24.20,,,,,,,
外用薬,2639804M1025,オキシテトラサイクリン塩酸塩・ポリミキシンＢ硫酸塩,１ｇ,,,,テラマイシン軟膏（ポリミキシンＢ含有）,陽進堂,,,,11.30,,,,,,,
外用薬,2639805M1020,バシトラシン・フラジオマイシン硫酸塩,（ＢＴＲＣ２５０単位ＦＲＭ２ｍｇ）１ｇ,,,,バラマイシン軟膏,東洋製薬化成,,,,7.30,,,,,,,
外用薬,2639806L1029,フラジオマイシン硫酸塩・トリプシン,１ｇ,,,,フランセチン・Ｔ・パウダー,持田製薬,,,,23.90,,,,,,,
外用薬,2641700X1015,サリチル酸メチル,１ｍＬ,局,,,サリチル酸メチル,,,,,5.80,,,,,,,
外用薬,2642701X1017,ジフェンヒドラミン,５ｇ１管,局,,,ジフェンヒドラミン,,,,,306.50,,,,,,,
外用薬,2642702N1029,ジフェンヒドラミン,１％１０ｇ,,,,レスタミンコーワクリーム１％,興和,,,,31.50,,,,,,,
外用薬,2642702N1037,ジフェンヒドラミン,１％１０ｇ,,,,ジフェンヒドラミンクリーム１％「タイヨー」,テバ製薬,,,,28.60,,,,,,,
外用薬,2642703M1036,ジフェンヒドラミンラウリル硫酸塩,４％１０ｇ,,,,ベナパスタ軟膏４％,田辺三菱製薬,,,,31.90,,,,,,,
外用薬,2643700X1010,アンモニア水,１０ｍＬ,局,,,アンモニア水,,,,,3.00,,,,,,,
外用薬,2643700X1060,アンモニア水,１０ｍＬ,局,,,アンモニア水「ケンエー」,健栄製薬,,,,7.90,,,,,,,
外用薬,2643700X1079,アンモニア水,１０ｍＬ,局,,,アンモニア水「コザカイ・Ｍ」,小堺製薬,,,,4.00,,,,,,,
外用薬,2643700X1109,アンモニア水,１０ｍＬ,局,,,アンモニア水「タイセイ」,大成薬品工業,,,,6.80,,,,,,,
外用薬,2643700X1150,アンモニア水,１０ｍＬ,局,,,アンモニア水「マルイシ」,丸石製薬,,,,7.90,,,,,,,
外用薬,2643700X1192,アンモニア水,１０ｍＬ,局,,※,アンモニア水（山善）,山善製薬,,,,7.50,,,,,,,
外用薬,2643700X1257,アンモニア水,１０ｍＬ,局,,,アンモニア水「ニッコー」,日興製薬,,,,7.50,,,,,,,
外用薬,2644700X1114,酢酸鉛,１０ｇ,,,,山善酢酸鉛,山善製薬,後発品,,,26.50,,,,,,,
外用薬,2645700Q1028,カンフル,１０ｍＬ,,,,「エビス」カンフル精,日興製薬,後発品,,,19.10,,,,,,,
外用薬,2645700Q1044,カンフル,１０ｍＬ,,,※,カンフル精（小堺）,小堺製薬,後発品,,,19.10,,,,,,,
外用薬,2645700Q1060,カンフル,１０ｍＬ,,,※,カンフル精（東洋製薬）,東洋製薬化成,,準先発品,○,22.10,,,,,,,
外用薬,2645700Q1079,カンフル,１０ｍＬ,,,※,カンフル精（フヂミ）,フヂミ製薬所,後発品,,,19.10,,,,,,,
外用薬,2645700Q1095,カンフル,１０ｍＬ,,,※,カンフル精（ヤクハン）,ヤクハン製薬,後発品,,,19.10,,,,,,,
外用薬,2645700Q1109,カンフル,１０ｍＬ,,,※,カンフル精（山善）,山善製薬,後発品,,,19.10,,,,,,,
外用薬,2645700Q1150,カンフル,１０ｍＬ,,,,東豊カンフルチンキ,東豊薬品,,準先発品,○,21.00,,,,,,,
外用薬,2645701X1019,ｄｌ－カンフル,１ｇ,局,,,ｄｌ－カンフル,,,,,7.20,,,,,,,
外用薬,2645702X1013,ｄ－カンフル,１ｇ,局,,,ｄ－カンフル,,,,,9.10,,,,,,,
外用薬,2646700M1147,ジフルコルトロン吉草酸エステル,０．１％１ｇ,,,,アルゾナ軟膏０．１％,東光薬品工業,後発品,,,11.30,,,,,,,
外用薬,2646700M1155,ジフルコルトロン吉草酸エステル,０．１％１ｇ,,,,テクスメテン軟膏０．１％,佐藤製薬,,先発品,○,16.70,,,,,,,
外用薬,2646700M1163,ジフルコルトロン吉草酸エステル,０．１％１ｇ,,,,ネリゾナ軟膏０．１％,バイエル薬品,,先発品,○,29.90,,,,,,,
外用薬,2646700N1134,ジフルコルトロン吉草酸エステル,０．１％１ｇ,,,,アルゾナユニバーサルクリーム０．１％,東光薬品工業,後発品,,,11.30,,,,,,,
外用薬,2646700N1142,ジフルコルトロン吉草酸エステル,０．１％１ｇ,,,,テクスメテン　ユニバーサル　クリーム０．１％,佐藤製薬,,先発品,○,16.70,,,,,,,
外用薬,2646700N1150,ジフルコルトロン吉草酸エステル,０．１％１ｇ,,,,ネリゾナクリーム０．１％,バイエル薬品,,先発品,○,29.90,,,,,,,
外用薬,2646700N1169,ジフルコルトロン吉草酸エステル,０．１％１ｇ,,,,ネリゾナユニバーサルクリーム０．１％,バイエル薬品,,先発品,○,29.90,,,,,,,
外用薬,2646700Q1050,ジフルコルトロン吉草酸エステル,０．１％１ｍＬ,,,,ネリゾナソリューション０．１％,バイエル薬品,,先発品,,29.90,,,,,,,
外用薬,2646701M2016,ベタメタゾン吉草酸エステル,０．１２％１ｇ,,,,ベタメタゾン吉草酸エステル０．１２％軟膏,,後発品,,,7.30,,,,,,,
外用薬,2646701M2105,ベタメタゾン吉草酸エステル,０．１２％１ｇ,,,,ベクトミラン軟膏０．１２％,東和薬品,後発品,,,9.80,,,,,,,
外用薬,2646701M2156,ベタメタゾン吉草酸エステル,０．１２％１ｇ,,,,リンデロン－Ｖ軟膏０．１２％,塩野義製薬,,準先発品,○,29.10,,,,,,,
外用薬,2646701M2180,ベタメタゾン吉草酸エステル,０．１２％１ｇ,,,,ベトネベート軟膏０．１２％,グラクソ・スミスクライン,,準先発品,○,29.90,,,,,,,
外用薬,2646701N2011,ベタメタゾン吉草酸エステル,０．１２％１ｇ,,,,ベタメタゾン吉草酸エステル０．１２％クリーム,,後発品,,,7.30,,,,,,,
外用薬,2646701N2135,ベタメタゾン吉草酸エステル,０．１２％１ｇ,,,,リンデロン－Ｖクリーム０．１２％,塩野義製薬,,準先発品,○,29.10,,,,,,,
外用薬,2646701N2160,ベタメタゾン吉草酸エステル,０．１２％１ｇ,,,,ベトネベートクリーム０．１２％,グラクソ・スミスクライン,,準先発品,○,29.90,,,,,,,
外用薬,2646701Q1011,ベタメタゾン吉草酸エステル,０．１２％１ｍＬ,,,,ベタメタゾン吉草酸エステル０．１２％ローション,,後発品,,,7.30,,,,,,,
外用薬,2646701Q1038,ベタメタゾン吉草酸エステル,０．１２％１ｍＬ,,,,リンデロン－Ｖローション,塩野義製薬,,準先発品,○,29.10,,,,,,,
外用薬,2646703M1019,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,ベタメタゾンジプロピオン酸エステル０．０６４％軟膏,,後発品,,,6.80,,,,,,,
外用薬,2646703M1094,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,リンデロン－ＤＰ軟膏,塩野義製薬,,先発品,○,29.50,,,,,,,
外用薬,2646703M1140,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,ダイプロセル軟膏０．０６４％,佐藤製薬,後発品,,,12.20,,,,,,,
外用薬,2646703M1159,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,ディーピーポロン軟膏０．０６４％,摩耶堂製薬,後発品,,,12.20,,,,,,,
外用薬,2646703M1183,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,ベタメタゾンジプロピオン酸エステル軟膏０．０６４％「テイコク」,帝國製薬,後発品,,,12.20,,,,,,,
外用薬,2646703N1014,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,ベタメタゾンジプロピオン酸エステル０．０６４％クリーム,,後発品,,,6.80,,,,,,,
外用薬,2646703N1073,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,リンデロン－ＤＰクリーム,塩野義製薬,,先発品,○,29.50,,,,,,,
外用薬,2646703N1120,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,ダイプロセルクリーム０．０６４％,佐藤製薬,後発品,,,12.20,,,,,,,
外用薬,2646703N1138,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,ディーピーポロンクリーム０．０６４％,摩耶堂製薬,後発品,,,12.20,,,,,,,
外用薬,2646703N1154,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,ベタメタゾンジプロピオン酸エステルクリーム０．０６４％「テイコク」,帝國製薬,後発品,,,12.20,,,,,,,
外用薬,2646703Q1029,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｇ,,,,リンデロン－ＤＰゾル,塩野義製薬,,先発品,,29.50,,,,,,,
外用薬,2646703Q2017,ベタメタゾンジプロピオン酸エステル,０．０６４％１ｍＬ,,,,ベタメタゾンジプロピオン酸エステル０．０６４％ローション,,後発品,,,6.80,,,,,,,
外用薬,2646704M2010,デキサメタゾン,０．１％１ｇ,,,,デキサメタゾン０．１％軟膏,,後発品,,,9.10,,,,,,,
外用薬,2646704N1019,デキサメタゾン,０．１％１ｇ,,,,デキサメタゾン０．１％クリーム,,後発品,,,9.10,,,,,,,
外用薬,2646704N1043,デキサメタゾン,０．１％１ｇ,,,,オイラゾンクリーム０．１％,ノバルティス　ファーマ,後発品,,,41.60,,,,,,,
外用薬,2646704N2023,デキサメタゾン,０．０５％１ｇ,,,,オイラゾンクリーム０．０５％,ノバルティス　ファーマ,後発品,,,36.70,,,,,,,
外用薬,2646704Q1015,デキサメタゾン,０．１％１ｇ,,,,デキサメタゾン０．１％ローション,,後発品,,,9.10,,,,,,,
外用薬,2646705M1018,トリアムシノロンアセトニド,０．１％１ｇ,,,,トリアムシノロンアセトニド０．１％軟膏,,後発品,,,5.10,,,,,,,
外用薬,2646705M1107,トリアムシノロンアセトニド,０．１％１ｇ,,,,レダコート軟膏０．１％,アルフレッサファーマ,,準先発品,○,25.70,,,,,,,
外用薬,2646705M1123,トリアムシノロンアセトニド,０．１％１ｇ,,,,トリシノロンゲル０．１％,東興薬品工業,後発品,,,27.50,,,,,,,
外用薬,2646705N1013,トリアムシノロンアセトニド,０．１％１ｇ,,,,トリアムシノロンアセトニド０．１％クリーム,,後発品,,,5.10,,,,,,,
外用薬,2646705N1072,トリアムシノロンアセトニド,０．１％１ｇ,,,,レダコートクリーム０．１％,アルフレッサファーマ,,準先発品,○,25.70,,,,,,,
外用薬,2646705N1099,トリアムシノロンアセトニド,０．１％１ｇ,,,,トリシノロンクリーム０．１％,東興薬品工業,後発品,,,27.50,,,,,,,
外用薬,2646708M1216,フルオシノニド,０．０５％１ｇ,,,,トプシム軟膏０．０５％,田辺三菱製薬,,先発品,○,25.40,,,,,,,
外用薬,2646708M1232,フルオシノニド,０．０５％１ｇ,,,,シマロン軟膏０．０５％,東興薬品工業,後発品,,,17.60,,,,,,,
外用薬,2646708M1240,フルオシノニド,０．０５％１ｇ,,,,ベスタゾン軟膏０．０５％,池田薬品工業,後発品,,,9.00,,,,,,,
外用薬,2646708M1259,フルオシノニド,０．０５％１ｇ,,,,グリコベース軟膏０．０５％,摩耶堂製薬,後発品,,,9.00,,,,,,,
外用薬,2646708M1275,フルオシノニド,０．０５％１ｇ,,,,フルオシノニド軟膏０．０５％「ＹＤ」,陽進堂,後発品,,,9.00,,,,,,,
外用薬,2646708M1283,フルオシノニド,０．０５％１ｇ,,,,フルオシノニド軟膏０．０５％「テイコク」,帝國製薬,後発品,,,9.00,,,,,,,
外用薬,2646708N1220,フルオシノニド,０．０５％１ｇ,,,,ソルニムクリーム０．０５％,東和薬品,後発品,,,9.00,,,,,,,
外用薬,2646708N1238,フルオシノニド,０．０５％１ｇ,,,,トプシムＥクリーム０．０５％,田辺三菱製薬,,先発品,○,25.40,,,,,,,
外用薬,2646708N1246,フルオシノニド,０．０５％１ｇ,,,,トプシムクリーム０．０５％,田辺三菱製薬,,先発品,○,25.40,,,,,,,
外用薬,2646708N1262,フルオシノニド,０．０５％１ｇ,,,,シマロンクリーム０．０５％,東興薬品工業,後発品,,,17.60,,,,,,,
外用薬,2646708N1270,フルオシノニド,０．０５％１ｇ,,,,シマロンゲル０．０５％,東興薬品工業,後発品,,,17.60,,,,,,,
外用薬,2646708N1289,フルオシノニド,０．０５％１ｇ,,,,ベスタゾンクリーム０．０５％,池田薬品工業,後発品,,,9.00,,,,,,,
外用薬,2646708N1319,フルオシノニド,０．０５％１ｇ,,,,フルオシノニドクリーム０．０５％「テイコク」,帝國製薬,後発品,,,9.00,,,,,,,
外用薬,2646708Q1030,フルオシノニド,０．０５％１ｇ,,,,トプシムローション０．０５％,田辺三菱製薬,,先発品,,25.40,,,,,,,
外用薬,2646708R2031,フルオシノニド,０．０１４３％１ｇ,,,,トプシムスプレー０．０１４３％,田辺三菱製薬,,先発品,,14.70,,,,,,,
外用薬,2646709M1121,フルオシノロンアセトニド,０．０２５％１ｇ,,,,フルコート軟膏０．０２５％,田辺三菱製薬,,準先発品,○,22.40,,,,,,,
外用薬,2646709M1130,フルオシノロンアセトニド,０．０２５％１ｇ,,,,ポリシラール軟膏０．０２５％,東和薬品,後発品,,,7.90,H28.3.31まで,,,,,,
外用薬,2646709M1148,フルオシノロンアセトニド,０．０２５％１ｇ,,,,フルポロン軟膏０．０２５％,摩耶堂製薬,後発品,,,7.90,,,,,,,
外用薬,2646709M1156,フルオシノロンアセトニド,０．０２５％１ｇ,,,,フルオシノロンアセトニド軟膏０．０２５％「ＹＤ」,陽進堂,後発品,,,7.90,,,,,,,
外用薬,2646709N1100,フルオシノロンアセトニド,０．０２５％１ｇ,,,,フルコートクリーム０．０２５％,田辺三菱製薬,,,,22.40,,,,,,,
外用薬,2646709Q1034,フルオシノロンアセトニド,０．０１％１ｍＬ,,,,フルコート外用液０．０１％,田辺三菱製薬,,,,22.40,,,,,,,
外用薬,2646709R2036,フルオシノロンアセトニド,０．００７％１ｇ,,,,フルコートスプレー０．００７％,田辺三菱製薬,,,,11.50,,,,,,,
外用薬,2646711S2051,フルドロキシコルチド,（０．３ｍｇ）７．５ｃｍ×１０ｃｍ,,,,ドレニゾンテープ４μｇ／ｃ㎡,大日本住友製薬,,,,83.90,,,,,,,
外用薬,2646712M1190,プレドニゾロン,０．５％１ｇ,,,,プレドニゾロン軟膏０．５％「マイラン」,マイラン製薬,後発品,,,7.40,,,,,,,
外用薬,2646712N1056,プレドニゾロン,０．５％１ｇ,,,,プレドニゾロンクリーム０．５％「タツミ」,辰巳化学,,,,4.60,,,,,,,
外用薬,2646712N1064,プレドニゾロン,０．５％１ｇ,,,,プレドニゾロンクリーム０．５％「マヤ」,摩耶堂製薬,後発品,,,7.40,,,,,,,
外用薬,2646712N1072,プレドニゾロン,０．５％１ｇ,,,,プレドニゾロンクリーム０．５％「ＹＤ」,陽進堂,,,,4.60,,,,,,,
外用薬,2646712N1080,プレドニゾロン,０．５％１ｇ,,,,プレドニゾロンクリーム０．５％「テイコク」,帝國製薬,,,,8.20,,,,,,,
外用薬,2646713M1012,クロベタゾールプロピオン酸エステル,０．０５％１ｇ,,,,クロベタゾールプロピオン酸エステル０．０５％軟膏,,後発品,,,9.20,,,,,,,
外用薬,2646713M1136,クロベタゾールプロピオン酸エステル,０．０５％１ｇ,,,,デルモベート軟膏０．０５％,グラクソ・スミスクライン,,先発品,○,31.10,,,,,,,
外用薬,2646713M1144,クロベタゾールプロピオン酸エステル,０．０５％１ｇ,,,,ソルベガ軟膏０．０５％,久光製薬,後発品,,,23.90,,,,,,,
外用薬,2646713M1152,クロベタゾールプロピオン酸エステル,０．０５％１ｇ,,,,マイアロン軟膏０．０５％,前田薬品工業,後発品,,,12.00,,,,,,,
