"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
621984401,カイトリル点滴静注バッグ３ｍｇ／５０ｍＬ,2391400G4023,"4,214.0 ",0,"19,131 "
620009539,グラニセトロン点滴静注液３ｍｇバッグ「アイロム」　１００ｍＬ,2391400G1091,"2,005.0 ",1,"18,285 "
620005663,グラニセトロン静注液３ｍｇ「アイロム」　３ｍＬ,2391400A4080,"1,829.0 ",1,"17,450 "
620005665,グラニセトロン静注液３ｍｇ「ＮＫ」　３ｍＬ,2391400A4071,"2,300.0 ",1,"13,564 "
621874301,グラニセトロン点滴静注バッグ３ｍｇ／１００ｍＬ「ＡＦＰ」,2391400G1172,"2,005.0 ",1,"12,699 "
620008195,グラニセトロン静注液３ｍｇ「サワイ」　３ｍＬ,2391400A4152,"1,829.0 ",1,"12,480 "
622220101,グラニセトロン点滴静注バッグ３ｍｇ／５０ｍＬ「テルモ」,2391400G4090,"2,005.0 ",1,"11,999 "
620009089,グラニセトロン静注液３ｍｇ「明治」　３ｍＬ,2391400A4179,"2,300.0 ",1,"11,382 "
620001309,注射用ＨＣＧ５，０００単位「Ｆ」,2413402X4013,382.0 ,0,"328,789 "
620006206,ＨＣＧモチダ筋注用５千単位　５，０００単位,2413402X4110,444.0 ,0,"294,245 "
620007220,ＨＭＧ筋注用１５０単位「Ｆ」　（溶解液付）,2413400D4093,"1,639.0 ",1,"220,144 "
620514304,ゴナトロピン注用５０００単位　５，０００単位,2413402X4137,485.0 ,0,"147,377 "
622184601,ＨＭＧ注射用１５０ＩＵ「フェリング」　１５０単位（溶解液付）,2413400D2082,"1,639.0 ",1,"132,587 "
621283401,グロウジェクトＢＣ注射用８ｍｇ　（溶解液付）,2412402L2038,"69,646.0 ",0,"110,017 "
622004201,ノルディトロピン　フレックスプロ注　１０ｍｇ,2412402P7023,"96,088.0 ",0,"91,935 "
640453035,ＨＭＧ注テイゾー１５０　１５０単位（溶解液付）,2413400D4077,"1,639.0 ",1,"90,632 "
620000281,フォリルモンＰ注１５０　１５０単位（溶解液付）,2413403D1020,"1,779.0 ",1,"75,600 "
620008172,ＨＭＧ注射用７５ＩＵ「フェリング」　７５単位（溶解液付）,2413400D1086,"1,243.0 ",1,"63,272 "
620006205,ＨＣＧモチダ筋注用３千単位　３，０００単位,2413402X3076,343.0 ,0,"62,889 "
620514312,プレグニール筋注用５０００単位　５，０００単位,2413402X4145,444.0 ,0,"55,026 "
620002944,ゴナピュール注用１５０　１５０単位（溶解液付）,2413403D1039,"1,779.0 ",1,"53,393 "
620001308,注射用ＨＣＧ３，０００単位「Ｆ」,2413402X3017,279.0 ,0,"52,002 "
620007219,ＨＭＧ筋注用７５単位「Ｆ」　（溶解液付）,2413400D3119,"1,243.0 ",1,"51,950 "
640454039,フォリルモンＰ注７５　７５単位（溶解液付）,2413403A1040,"1,464.0 ",1,"50,407 "
621998101,ジェノトロピンゴークイック注用１２ｍｇ,2412402P5020,"99,252.0 ",0,"46,262 "
620008906,ヒューマトロープ注射用１２ｍｇ　（溶解液付）,2412402L4049,"90,802.0 ",0,"44,565 "
621561101,ジェノトロピンＴＣ注用１２ｍｇ　（溶解液付）,2412402L4057,"90,304.0 ",0,"41,702 "
640453034,ＨＭＧ注テイゾー７５　７５単位（溶解液付）,2413400D3097,"1,243.0 ",1,"30,710 "
620002943,ゴナピュール注用７５　７５単位（溶解液付）,2413403A1059,"1,464.0 ",1,"27,840 "
620514311,ゲストロン筋注用５０００単位　５，０００単位,2413402X4013,382.0 ,0,"26,386 "
640444069,ノルディトロピンＳ注１０ｍｇ,2412402A2029,"66,689.0 ",0,"25,669 "
621998001,ジェノトロピンゴークイック注用５．３ｍｇ　５．３３ｍｇ,2412402P4024,"40,189.0 ",0,"24,867 "
620514201,ゴナトロピン筋注用３０００単位　３，０００単位,2413402X3084,343.0 ,0,"24,867 "
620514100,ゴナトロピン筋注用１０００単位　１，０００単位,2413402X2010,187.0 ,0,"23,246 "
621282901,ジェノトロピンＴＣ注用５．３ｍｇ　５．３３ｍｇ（溶解液付）,2412402D9038,"36,410.0 ",0,"19,561 "
621809104,ＨＭＧ「ＴＹＫ」１５０注用　１５０単位（溶解液付）,2413400D4107,"1,639.0 ",1,"18,121 "
620004864,フォリスチム注７５　７５国際単位０．５ｍＬ,2413405A2020,"3,739.0 ",0,"17,891 "
620009108,ゴナールエフ皮下注ペン９００　９００国際単位１．５ｍＬ,2413404G2028,"46,786.0 ",0,"17,587 "
622112301,テリボン皮下注用５６．５μｇ,2439401D1028,"13,342.0 ",0,"1,084,182 "
622293101,テリボン皮下注用５６．５μｇ　（溶解液付）,2439401D2024,"13,342.0 ",0,"1,033,124 "
622007102,フォルテオ皮下注キット６００μｇ,2439400G1020,"53,353.0 ",0,"205,760 "
630011001,フォルテオ皮下注キット６００μｇ　２０μｇ１回分,2439400G1020,"1,905.5 ",0,"31,518 "
620004774,メルカゾール注１０ｍｇ,2432400A1034,109.0 ,0,-
620008386,プリモボラン・デポー筋注１００ｍｇ,2449403A2015,673.0 ,0,"21,616 "
642440006,メテノロンエナント酸エステル注射液　１００ｍｇ,2449403A2015,673.0 ,0,-
620006263,デカ・デュラミン筋注２５ｍｇ,2443400B1050,420.0 ,1,-
620006264,デカ・デュラミン筋注５０ｍｇ,2443400B2048,666.0 ,1,-
620525001,デカドロン注射液１．６５ｍｇ　０．５ｍＬ,2454405H1024,107.0 ,0,"2,874,571 "
620525301,デカドロン注射液３．３ｍｇ　１ｍＬ,2454405H3027,188.0 ,0,"2,738,744 "
620002613,リンデロン注２ｍｇ（０．４％）,2454404A1064,189.0 ,0,"2,194,380 "
642450087,リンデロン懸濁注　２．５ｍｇ,2454408C1020,214.0 ,0,"1,994,773 "
620004661,ケナコルト－Ａ皮内用関節腔内用水懸注５０ｍｇ／５ｍＬ　１０ｍｇ,2454402A2037,218.0 ,0,"1,677,511 "
620525401,デキサート注射液３．３ｍｇ　１ｍＬ,2454405H3035,97.0 ,1,"1,568,001 "
620004660,ケナコルト－Ａ筋注用関節腔内用水懸注４０ｍｇ／１ｍＬ,2454402A3033,857.0 ,0,"1,295,714 "
620006275,ハイコート注２ｍｇ（０．４％）,2454404A1013,56.0 ,1,"1,249,767 "
620525101,デキサート注射液１．６５ｍｇ　０．５ｍＬ,2454405H1032,56.0 ,1,"1,134,490 "
620002614,リンデロン注４ｍｇ（０．４％）,2454404A2060,315.0 ,0,"1,044,921 "
620006276,ハイコート注４ｍｇ（０．４％）,2454404A2010,88.0 ,1,"963,854 "
620525701,デキサート注射液６．６ｍｇ　２ｍＬ,2454405H5038,182.0 ,1,"959,125 "
620003830,リノロサール注射液４ｍｇ（０．４％）,2454404A2087,100.0 ,1,"895,602 "
620008818,サクシゾン注射用１００ｍｇ　（溶解液付）,2452400D1092,307.0 ,1,"866,781 "
620517902,ボスミン注１ｍｇ　０．１％１ｍＬ,2451400A1013,92.0 ,0,"853,601 "
620007335,ソル・コーテフ注射用１００ｍｇ　（溶解液付）,2452400D1084,336.0 ,0,"834,487 "
620003829,リノロサール注射液２ｍｇ（０．４％）,2454404A1080,68.0 ,1,"818,837 "
620525601,デカドロン注射液６．６ｍｇ　２ｍＬ,2454405H5020,358.0 ,0,"817,740 "
620525801,オルガドロン注射液３．８ｍｇ　１ｍＬ,2454405H4023,160.0 ,0,"768,791 "
642450169,水溶性プレドニン１０ｍｇ,2456405D1027,117.0 ,0,"719,769 "
620525201,オルガドロン注射液１．９ｍｇ　０．５ｍＬ,2454405H2020,101.0 ,0,"631,213 "
620007381,デポ・メドロール水懸注２０ｍｇ　１ｍＬ,2456402C1044,206.0 ,0,"488,081 "
642450170,水溶性プレドニン２０ｍｇ,2456405D2023,212.0 ,0,"385,928 "
620003832,リメタゾン静注２．５ｍｇ　１ｍＬ,2454407A1033,"2,099.0 ",0,"214,504 "
620007357,ソル・メドロール静注用１２５ｍｇ　（溶解液付）,2456400D2098,"1,098.0 ",0,"186,548 "
620007382,デポ・メドロール水懸注４０ｍｇ　１ｍＬ,2456402C2040,394.0 ,0,"182,498 "
620007356,ソル・メドロール静注用４０ｍｇ　（溶解液付）,2456400D1067,428.0 ,0,"163,080 "
642450081,メサドロン注３ｍｇ,2454401A3020,60.0 ,1,"141,332 "
620002208,水溶性ハイドロコートン注射液１００ｍｇ　２ｍＬ,2452402A2040,425.0 ,0,"131,702 "
620008819,サクシゾン注射用３００ｍｇ　（溶解液付）,2452400D4032,927.0 ,1,"124,523 "
620532301,エナルモンデポー筋注１２５ｍｇ　１ｍＬ,2461400A1079,716.0 ,0,"68,564 "
620532401,エナルモンデポー筋注２５０ｍｇ　１ｍＬ,2461400A2091,"1,319.0 ",0,"52,242 "
620008374,テスチノンデポー筋注用１２５ｍｇ　１ｍＬ,2461400A1010,659.0 ,0,"20,676 "
620007376,テスチノンデポー筋注用２５０ｍｇ　１ｍＬ,2461400A2083,"1,174.0 ",0,"15,900 "
620006265,テストロンデポー筋注２５０ｍｇ　１ｍＬ,2461400A2075,"1,035.0 ",0,"14,207 "
642460001,テストステロンエナント酸エステル注射液　１２５ｍｇ１ｍＬ,2461400A1010,659.0 ,0,"1,670 "
642460021,エナルモン注２５　２５ｍｇ,2461401A2010,302.0 ,0,"1,305 "
642460017,エナルモン注１０　１０ｍｇ,2461401A1014,229.0 ,0,-
620006308,プロゲデポー筋注１２５ｍｇ,2477400A2075,183.0 ,0,"134,291 "
620006307,プロゲストンデポー筋注１２５ｍｇ,2477400A2067,127.0 ,1,"79,649 "
620007486,プロゲホルモン筋注用２５ｍｇ,2477401A4064,152.0 ,0,"46,989 "
620006314,ペラニンデポー筋注１０ｍｇ,2473402A2040,226.0 ,0,"44,608 "
620534001,オバホルモンデポー筋注５ｍｇ,2473403B1044,189.0 ,0,"42,652 "
620536301,プロゲステロン筋注５０ｍｇ「Ｆ」,2477401A5010,195.0 ,0,"37,841 "
620007485,プロギノン・デポー筋注１０ｍｇ,2473402A2059,314.0 ,0,"33,020 "
620006209,エストリールデポー注１０ｍｇ　１ｍＬ,2475402A1049,335.0 ,0,"25,048 "
642470032,プロゲステロン注射液　５０ｍｇ,2477401A5010,195.0 ,0,"18,702 "
620535801,オオホルミンルテウムデポー筋注１２５ｍｇ,2477400A2083,251.0 ,0,"18,094 "
642470031,プロゲステロン注射液　２５ｍｇ,2477401A4013,142.0 ,0,"7,698 "
620006313,ペラニンデポー筋注５ｍｇ,2473402A1036,147.0 ,0,"7,497 "
642470095,プロゲストン注５０　５０ｍｇ,2477401A5010,195.0 ,0,"7,023 "
642470094,ルテウム注２５　２５ｍｇ,2477401A4056,152.0 ,0,"5,859 "
620536204,プロゲステロン筋注２５ｍｇ「Ｆ」,2477401A4013,142.0 ,0,"5,201 "
620008391,プロゲホルモン筋注用１０ｍｇ,2477401A1014,108.0 ,0,"4,112 "
620007380,デポスタット筋注２００ｍｇ　１０％２ｍＬ,2479401A1035,"2,107.0 ",0,"3,494 "
642470091,プロゲストン注２５　２５ｍｇ,2477401A4013,142.0 ,0,"1,022 "
642470088,ルテウム注１０　１０ｍｇ,2477401A1014,108.0 ,0,-
642470085,オバホルモン水懸注１　１ｍｇ,2473401C2012,166.0 ,0,-
620008396,ホーリン筋注用１０ｍｇ　１ｍＬ,2475401A2016,158.0 ,0,-
642470082,オバホルモン水懸注０．２　０．２ｍｇ,2473401C1016,100.0 ,0,-
642470077,エストラジオール安息香酸エステル水性懸濁注射液　０．２ｍｇ,2473401C1016,100.0 ,0,-
642470028,プロゲステロン注射液　１０ｍｇ,2477401A1014,108.0 ,0,-
642470052,エストラジオール安息香酸エステル水性懸濁注射液　１ｍｇ,2473401C2012,166.0 ,0,-
642470097,エストリオール水性懸濁注射液　１０ｍｇ１ｍＬ,2475401A2016,158.0 ,0,-
620540601,ボセルモンデポー筋注　１ｍＬ,2481403X1035,294.0 ,0,"54,684 "
620007479,プリモジアン・デポー筋注　１ｍＬ,2481402A1054,530.0 ,0,"29,468 "
620541801,Ｅ・Ｐ・ホルモンデポー筋注　１ｍＬ,2482401X1041,205.0 ,0,"28,415 "
620540301,ボセルモン水懸注　１ｍＬ,2481401X1044,64.0 ,0,"20,899 "
642480003,ダイホルモン・デポー注　１ｍＬ,2481402A1020,386.0 ,1,"16,388 "
642470048,ルテスデポー注　１ｍＬ,2482403A1021,331.0 ,0,"14,087 "
620007536,ランタス注ソロスター　３００単位,2492416G2024,"2,525.0 ",0,"1,452,297 "
620000448,ノボラピッド３０ミックス注　フレックスペン　３００単位,2492415G2020,"2,352.0 ",0,"860,116 "
620007460,ヒューマログ注ミリオペン　３００単位,2492414G5024,"1,953.0 ",0,"705,122 "
620008893,ノボラピッド注　フレックスペン　３００単位,2492415G1031,"2,351.0 ",0,"661,120 "
622252701,ノボラピッド注　フレックスタッチ　３００単位,2492415G6025,"2,385.0 ",0,"595,311 "
640462036,リュープリンＳＲ注射用キット１１．２５　１１．２５ｍｇ,2499407G3022,"72,978.0 ",0,"546,629 "
622198901,トレシーバ注　フレックスタッチ　３００単位,2492419G1021,"2,619.0 ",0,"517,160 "
640432016,リュープリン注射用キット３．７５　３．７５ｍｇ,2499407G2026,"40,975.0 ",0,"386,317 "
620000269,ノボリン３０Ｒ注フレックスペン　３００単位,2492413G5054,"2,072.0 ",0,"354,192 "
620007462,ヒューマログミックス５０注ミリオペン　３００単位,2492414G7027,"1,953.0 ",0,"344,996 "
621911201,アピドラ注ソロスター　３００単位,2492418G1027,"2,301.0 ",0,"329,249 "
640462004,ゾラデックスＬＡ１０．８ｍｇデポ　（ゴセレリンとして）,2499406G3028,"68,203.0 ",0,"304,004 "
620007461,ヒューマログミックス２５注ミリオペン　３００単位,2492414G6020,"1,953.0 ",0,"234,496 "
620008916,ヒューマログ注１００単位／ｍＬ,2492414A2030,390.0 ,0,"205,203 "
620008952,レベミル注　フレックスペン　３００単位,2492417G1030,"2,601.0 ",0,"193,933 "
642490105,ゾラデックス３．６ｍｇデポ　（ゴセレリンとして）,2499406G1025,"38,888.0 ",0,"177,087 "
620000265,ノボリンＲ注フレックスペン　３００単位,2492413G8053,"2,044.0 ",0,"153,177 "
640451027,ヒューマログ注カート　３００単位,2492414A1026,"1,636.0 ",0,"143,751 "
640453023,イノレット３０Ｒ注　３００単位,2492413G5046,"1,997.0 ",0,"128,083 "
622182701,ゴナックス皮下注用８０ｍｇ,2499412D1024,"24,370.0 ",0,"122,686 "
621974801,ビクトーザ皮下注１８ｍｇ　３ｍＬ,2499410G1021,"10,245.0 ",0,"121,740 "
640432015,リュープリン注射用キット１．８８　１．８８ｍｇ,2499407G1020,"31,304.0 ",0,"121,457 "
620000266,ノボリンＮ注フレックスペン　３００単位,2492413G1059,"2,067.0 ",0,"116,508 "
620008894,ノボラピッド注　ペンフィル　３００単位,2492415A2035,"1,669.0 ",0,"112,467 "
620008896,ノボラピッド３０ミックス注　ペンフィル　３００単位,2492415A4038,"1,685.0 ",0,"76,788 "
621973201,ノボラピッド５０ミックス注　フレックスペン　３００単位,2492415G4022,"2,352.0 ",0,"76,765 "
620008895,ノボラピッド注　１００単位／ｍＬ,2492415A3031,415.0 ,0,"68,968 "
620008943,ランタス注カート　３００単位,2492416A1033,"1,834.0 ",0,"65,891 "
622229001,ビデュリオン皮下注用２ｍｇ　（懸濁用液付）,2499411G3029,"3,586.0 ",0,"58,437 "
640406224,リュープリン注射用１．８８　１．８８ｍｇ（懸濁用液付）,2499407D2020,"30,383.0 ",0,"54,227 "
620008928,ヘキサミン静注液２ｇ「ニッシン」　４０％５ｍＬ,2511400A1048,128.0 ,1,"2,862 "
620559802,メチルエルゴメトリン注０．２ｍｇ「あすか」　０．０２％１ｍＬ,2531401A1142,58.0 ,1,"13,774 "
620006280,パルタンＭ注０．２ｍｇ　０．０２％１ｍＬ,2531401A1118,58.0 ,1,"6,928 "
620007516,メチルエルゴメトリンマレイン酸塩注０．２ｍｇＦ　０．０２％１ｍＬ,2531401A1126,58.0 ,1,"5,454 "
620560101,メチルエルゴメトリンマレイン酸塩注０．２イセイ　０．０２％１ｍＬ,2531401A1134,58.0 ,1,"1,386 "
620008361,エルゴメトリンマレイン酸塩注０．２ｍｇ「Ｆ」　０．０２％１ｍＬ,2531400A1016,92.0 ,0,"1,125 "
642520008,エルゴメトリンマレイン酸塩注射液　０．０２％１ｍＬ,2531400A1016,92.0 ,0,"1,059 "
620002481,ジオン注無痛化剤付　１０ｍＬ（希釈液付）,2559500A1023,"4,700.0 ",0,"24,883 "
620005200,パオスクレー内痔核内注射用２５０ｍｇ　５％５ｍＬ,2559400A1033,880.0 ,0,"9,997 "
620002480,ジオン注生食液付　１０ｍＬ（希釈液付）,2559500A2020,"4,649.0 ",0,"5,488 "
620002177,ウテメリン注５０ｍｇ　１％５ｍＬ,2590402A1156,"1,074.0 ",0,"5,443 "
620007547,ルテオニン点滴静注用５０ｍｇ　１％５ｍＬ,2590402A1229,795.0 ,1,"1,238 "
620569916,リトドリン塩酸塩点滴静注液５０ｍｇ「日医工」　１％５ｍＬ,2590402A1016,221.0 ,1,-
620006329,リトドリン点滴静注５０ｍｇ「ＰＰ」　１％５ｍＬ,2590402A1016,221.0 ,1,-
620570101,リトドリン塩酸塩点滴静注液５０ｍｇ「Ｆ」　１％５ｍＬ,2590402A1253,365.0 ,1,-
620006201,ウテロン点滴静注液５０ｍｇ　１％５ｍＬ,2590402A1016,221.0 ,1,-
620569915,リトドリン塩酸塩点滴静注液５０ｍｇ「オーハラ」　１％５ｍＬ,2590402A1016,221.0 ,1,-
620003474,マグセント注１００ｍＬ,2590500A1023,"2,246.0 ",0,-
620003459,リトドリン塩酸塩１％５ｍＬ注射液,2590402A1016,221.0 ,1,-
620004783,リトドール点滴静注５０ｍｇ　１％５ｍＬ,2590402A1172,365.0 ,1,-
620008801,ウテロトップ点滴静注液５０ｍｇ　１％５ｍＬ,2590402A1016,221.0 ,1,-
622086601,マグセント注シリンジ４０ｍＬ,2590500G1026,"1,642.0 ",0,-
620004331,ピロスデン静注液５０ｍｇ　１％５ｍＬ,2590402A1016,221.0 ,1,-
620008405,リンドルフ点滴静注５０ｍｇ　１％５ｍＬ,2590402A1016,221.0 ,1,-
640454017,セファランチン注１０ｍｇ　０．５％２ｍＬ,2900400A2034,168.0 ,0,"8,673 "
640443023,オキサロール注２．５μｇ　１ｍＬ,3112401A1026,"1,295.0 ",0,"3,814,248 "
640443024,オキサロール注５μｇ　１ｍＬ,3112401A2022,"1,681.0 ",0,"3,781,189 "
640451015,ロカルトロール注０．５　０．５μｇ１ｍＬ,3112402A1020,"1,160.0 ",0,"2,069,757 "
640451016,ロカルトロール注１　１μｇ１ｍＬ,3112402A2027,"1,717.0 ",0,"1,321,425 "
640443025,オキサロール注１０μｇ　１ｍＬ,3112401A3029,"2,487.0 ",0,"736,557 "
620005181,チョコラＡ筋注５万単位,3111400A1032,126.0 ,0,"1,145 "
643120014,アリナミンＦ５０注　５０ｍｇ２０ｍＬ,3122401A4021,76.0 ,0,"618,243 "
643120101,チアミン塩化物塩酸塩注射液　１０ｍｇ,3121400A2019,82.0 ,0,"536,831 "
640454002,アリナミンＦ１０注　１０ｍｇ,3122401A2045,61.0 ,0,"484,411 "
643120013,アリナミンＦ２５注　２５ｍｇ１０ｍＬ,3122401A3025,61.0 ,0,"264,883 "
643120200,ビタミンＢ１注「日医工」１０ｍｇ,3121400A2019,82.0 ,0,"243,153 "
620004719,バイオゲン静注５０ｍｇ　２０ｍＬ,3122402A5162,56.0 ,0,"241,198 "
620687601,コカルボキシラーゼ注射用５０ｍｇ「イセイ」　（溶解液付）,3123400D8158,56.0 ,1,"195,613 "
643120177,プラチアミン５０注射液　５０ｍｇ,3122402A4026,56.0 ,1,"146,231 "
643120196,グラビタン１０注射液　１０ｍｇ,3121400A2019,82.0 ,0,"145,046 "
620007442,ビーカップ静注５０ｍｇ　２０ｍＬ,3122402A5170,56.0 ,1,"141,766 "
620008385,ビタミンＢ１注１０ｍｇ「イセイ」,3121400A2019,82.0 ,0,"132,471 "
640463002,アリナミン注射液１０ｍｇ,3122404A1034,64.0 ,0,"130,548 "
620680420,チアミン塩化物塩酸塩注射液１０ｍｇ「ツルハラ」,3121400A2019,82.0 ,0,"112,416 "
620007221,エスアリネート注５０ｍｇ　２０ｍＬ,3122401A4129,56.0 ,1,"110,133 "
640454001,アリナミンＦ５注　５ｍｇ,3122401A1049,61.0 ,0,"106,587 "
620007443,ビーカップ注１０ｍｇ,3122402A2147,50.0 ,1,"103,301 "
643120103,チアミン塩化物塩酸塩注射液　５０ｍｇ,3121400A4011,87.0 ,0,"101,969 "
620004705,チアデラ静注５０ｍｇ　２０ｍＬ,3122402A5154,56.0 ,1,"101,505 "
620003798,フルメチ静注５０ｍｇ　２０ｍＬ,3122401A4102,56.0 ,1,"99,821 "
620004720,バイオゲン注１０ｍｇ,3122402A2139,55.0 ,0,"85,173 "
643120182,ビタファント注５０　５０ｍｇ２０ｍＬ,3122401A4056,56.0 ,1,"80,487 "
620680604,チアミン塩化物塩酸塩注射液５０ｍｇ「ツルハラ」,3121400A4011,87.0 ,0,"79,626 "
643120203,メタボリンＧ注射液１０ｍｇ,3121400A2019,82.0 ,0,"74,468 "
643120102,チアミン塩化物塩酸塩注射液　２０ｍｇ,3121400A3015,82.0 ,0,"67,277 "
620004706,チアデラ注１０ｍｇ,3122402A2120,50.0 ,1,"67,179 "
620004310,塩酸チアミン注２０ｍｇ「フソー」,3121400A3015,82.0 ,0,"60,214 "
620687201,コカルボキシラーゼ注射用２５ｍｇ「イセイ」　（溶解液付）,3123400D5060,56.0 ,1,"56,151 "
643120207,グラビタン２０注射液　２０ｍｇ,3121400A3015,82.0 ,0,"53,765 "
643120180,ビタファント注１０　１０ｍｇ,3122401A2037,50.0 ,1,"49,195 "
643120211,メタボリンＧ注射液２０ｍｇ,3121400A3015,82.0 ,0,"48,369 "
643130224,メチコバール注射液５００μｇ　０．５ｍｇ,3136403A1140,116.0 ,0,"2,537,332 "
643130061,シアノコバラミン注射液　１ｍｇ,3136402A3017,82.0 ,0,"685,032 "
620008799,イセコバミン注５００μｇ　０．５ｍｇ,3136403A1213,56.0 ,1,"416,619 "
643130346,シアノコバラミン注射液１，０００μｇ「トーワ」　１ｍｇ,3136402A3017,82.0 ,0,"215,459 "
620711409,メコバラミン注５００μｇ「ＮＰ」　０．５ｍｇ,3136403A1221,56.0 ,1,"201,952 "
620005239,ローミス注５００μｇ　０．５ｍｇ,3136403A1175,56.0 ,1,"180,356 "
643130320,ビタミンＢ２注「日医工」１０ｍｇ,3131401A3016,86.0 ,0,"141,119 "
620007483,フレスミンＳ注射液１０００μｇ　１ｍｇ,3136401A1192,102.0 ,0,"133,394 "
620007446,ビーコバＭ注５００μｇ　０．５ｍｇ,3136403A1019,56.0 ,1,"126,120 "
643130151,フラビタン注射液１０ｍｇ,3131400A4182,59.0 ,0,"125,205 "
643130188,リボフラビンリン酸エステルナトリウム注射液　１０ｍｇ,3131401A3016,86.0 ,0,"112,914 "
620004330,ビタミンＢ１２注１ｍｇ「ミタ」,3136402A3017,82.0 ,0,"107,336 "
643130334,ビタミンＢ６注「日医工」１０ｍｇ,3134400A1010,82.0 ,0,"98,573 "
643130091,ハイミタン注３０　３０ｍｇ,3134402A2059,56.0 ,1,"98,220 "
620002466,ビタミンＢ１２注「日医工」１ｍｇ,3136402A3017,82.0 ,0,"94,356 "
620005225,マスブロン注１ｍｇ,3136401A1184,57.0 ,0,"90,582 "
620008367,シアノコバラミン注射液１ｍｇ「ツルハラ」,3136402A3017,82.0 ,0,"90,058 "
643130321,ビタミンＢ２注１％「イセイ」　１０ｍｇ,3131401A3016,86.0 ,0,"84,719 "
620005240,ワカデニン注射液１０ｍｇ,3131400A4271,56.0 ,0,"81,698 "
643130217,デルモリチン注１０％　２００ｍｇ,3133400A3024,56.0 ,1,"72,700 "
643130352,ビタミンＢ１２注１，０００「コバヤシ」　１ｍｇ,3136402A3017,82.0 ,0,"72,271 "
643130152,フラビタン注射液２０ｍｇ,3131400A5146,66.0 ,0,"70,314 "
620003787,ピリドキサール注１０ｍｇ「イセイ」,3134402A1184,50.0 ,0,"67,753 "
643130197,ピリドキシン塩酸塩注射液　１０ｍｇ,3134400A1010,82.0 ,0,"66,512 "
620005241,ワカデニン注射液２０ｍｇ,3131400A5235,56.0 ,0,"65,687 "
643130010,ＦＡＤ注１０ｍｇ（ツルハラ）,3131400A4085,56.0 ,1,"62,401 "
640433064,ピドキサール注３０ｍｇ,3134402A2180,57.0 ,0,"61,929 "
643130327,ナイクリン注射液２０ｍｇ,3132400A1016,93.0 ,0,"61,370 "
621669801,メコバラミン注５００μｇシリンジ「ＮＰ」　１ｍＬ,3136403G1038,164.0 ,1,"60,901 "
643130318,ビスラーゼ注射液１０ｍｇ,3131401A3016,86.0 ,0,"60,757 "
643140004,アスコルビン酸注射液　５００ｍｇ,3140400A4017,82.0 ,0,"909,275 "
643140002,アスコルビン酸注射液　１００ｍｇ,3140400A2014,82.0 ,0,"398,436 "
643140044,ビタミンＣ注「フソー」－５００ｍｇ,3140400A4017,82.0 ,0,"253,886 "
643140037,ビーシー注５００　５００ｍｇ,3140400A4017,82.0 ,0,"238,794 "
643140039,ビタシミン注射液５００ｍｇ,3140400A4106,86.0 ,0,"168,872 "
643140011,クリストファン注　２０ｍＬ,3140500A2020,57.0 ,1,"121,611 "
643140036,シータック注２５％　５００ｍｇ,3140400A4017,82.0 ,0,"118,390 "
620009259,アスコルビン酸注射液５００ｍｇ「サワイ」,3140400A4017,82.0 ,0,"110,229 "
643140041,ビタミンＣ注「トーワ」５００ｍｇ,3140400A4017,82.0 ,0,"107,069 "
643140026,ビタミンＣ注「フソー」－１００ｍｇ,3140400A2014,82.0 ,0,"95,917 "
620003429,ビーシー注１００ｍｇ,3140400A2014,82.0 ,0,"94,136 "
620712610,アスコルビン酸注５００ｍｇ「ＮＰ」,3140400A4017,82.0 ,0,"75,420 "
643140035,カラシミンＣ注射液２５％　５００ｍｇ,3140400A4017,82.0 ,0,"74,198 "
643140021,ビタシミン注射液１００ｍｇ,3140400A2103,86.0 ,0,"63,552 "
643140045,ビタＣ注２５％　５００ｍｇ,3140400A4017,82.0 ,0,"55,421 "
643140018,シータック注１００　１００ｍｇ,3140400A2014,82.0 ,0,"51,772 "
643140022,ビタミンＣ注「トーワ」１００ｍｇ,3140400A2014,82.0 ,0,"37,461 "
643140017,カラシミンＣ注射液１０％　１００ｍｇ,3140400A2014,82.0 ,0,"29,834 "
643140027,ビタＣ注１０％　１００ｍｇ,3140400A2014,82.0 ,0,"26,233 "
620002268,ビタミンＣ注１０％ＰＢ　５００ｍｇ,3140401A1020,56.0 ,1,"22,759 "
620009258,アスコルビン酸注射液１００ｍｇ「サワイ」,3140400A2014,82.0 ,0,"19,979 "
643140005,アスコルビン酸注射液　１ｇ,3140400A5013,82.0 ,0,"19,571 "
643140043,ビタミンＣ注「ヒシヤマ」２５％　５００ｍｇ,3140400A4017,82.0 ,0,"17,311 "
620712410,アスコルビン酸注１００ｍｇ「ＮＰ」,3140400A2014,82.0 ,0,"16,408 "
643140006,アスコルビン酸注射液　２ｇ,3140400A6010,82.0 ,0,"15,317 "
643140054,ビタミンＣ注「フソー」－２ｇ,3140400A6010,82.0 ,0,"14,159 "
620712609,アスコルビン酸注射液５００ｍｇ「トーワ」,3140400A4017,82.0 ,0,"9,830 "
643140025,ビタミンＣ注「ヒシヤマ」１０％　１００ｍｇ,3140400A2014,82.0 ,0,"8,213 "
643140049,ビタシン注５％　１ｇ,3140400A5013,82.0 ,0,"6,496 "
643140053,ビタシン注１０％　２ｇ,3140400A6010,82.0 ,0,"4,474 "
