院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	〔東洋〕人参湯エキス細粒		東洋薬行		細粒：内服	1g	17.50円／g		漢方製剤	520	人参湯		5200116C1049	110373101		TY-088 漢：TY-088	褐		賦形剤，トウモロコシデンプン
	〔東洋〕半夏厚朴湯エキス細粒		東洋薬行		細粒：内服	1g	11.00円／g		漢方製剤	520	半夏厚朴湯		5200122C1060	110415801		TY-093 漢：TY-093	褐		賦形剤，トウモロコシデンプン
	〔東洋〕半夏瀉心湯エキス細粒		東洋薬行		細粒：内服	1g	23.30円／g		漢方製剤	520	半夏瀉心湯		5200123C1065	110433201		TY-094 漢：TY-094	褐		賦形剤，トウモロコシデンプン
	〔東洋〕防風通聖散料エキス細粒		東洋薬行		細粒：内服	1g	7.30円／g		漢方製剤	520	防風通聖散		5200130C1057	110482001		TY-100 漢：TY-100	褐		賦形剤（トウモロコシデンプン）
	〔東洋〕補中益気湯エキス細粒		東洋薬行		細粒：内服	1g	18.00円／g		漢方製剤	520	補中益気湯		5200131C1060	110497401		TY-101 漢：TY-101	褐		賦形剤，トウモロコシデンプン
	〔東洋〕よく苡仁湯エキス細粒		東洋薬行		細粒：内服	1g	7.10円／g		漢方製剤	520	よく苡仁湯		5200138C1045	110546901		TY-105 漢：TY-105	褐		賦形剤，トウモロコシデンプン
	〔東洋〕六君子湯エキス細粒		東洋薬行		細粒：内服	1g	18.90円／g		漢方製剤	520	六君子湯		5200141C1055	110563601		TY-107 漢：TY-107	褐		賦形剤，トウモロコシデンプン
	〔東洋〕龍胆瀉肝湯エキス細粒		東洋薬行		細粒：内服	1g	7.50円／g		漢方製剤	520	竜胆瀉肝湯		5200142C1068	110575901		TY-108 漢：TY-108	褐		賦形剤（トウモロコシデンプン）
	〔東洋〕苓桂朮甘湯エキス細粒		東洋薬行		細粒：内服	1g	7.40円／g		漢方製剤	520	苓桂朮甘湯		5200145C1061	110589601		TY-110 漢：TY-110	褐		賦形剤，トウモロコシデンプン
	〔東洋〕六味地黄丸料エキス細粒		東洋薬行		細粒：内服	1g	8.70円／g		漢方製剤	520	六味丸		5200147C1036	110600801		TY-111 漢：TY-111	褐		賦形剤，トウモロコシデンプン
	JPS安中散料エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	6.30円／g		漢方製剤	520	安中散		5200001D1040	109793102		漢：J-05	淡灰褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS越婢加朮湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	大杉製薬	顆粒：内服	1g	7.40円／g		漢方製剤	520	越婢加朮湯		5200007D1039	109826601，109826603		漢：SG-28	淡褐		乳糖水和物，ステアリン酸マグネシウム，ショ糖脂肪酸エステル
	JPS黄連解毒湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	10.20円／g		漢方製剤	520	黄連解毒湯		5200011D1051	109843302		漢：J-15	淡黄褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS乙字湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	12.10円／g		漢方製剤	520	乙字湯		5200012D1064	109859402		漢：J-03	淡黄褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS葛根湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	6.40円／g		漢方製剤	520	葛根湯		5200013D1093	109876102		漢：J-01	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS葛根湯加川きゅう辛夷エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	7.40円／g		漢方製剤	520	葛根湯加川きゅう辛夷		5200015D1076	109892102		漢：J-02	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS加味逍遙散料エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	14.00円／g		漢方製剤	520	加味逍遙散		5200017D1067	109912602		漢：J-24	淡黄褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS桂枝加朮附湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	7.10円／g	劇	漢方製剤	520	桂枝加朮附湯		5200034D1036	109964502		漢：J-18	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS桂枝湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	6.40円／g		漢方製剤	520	桂枝湯		5200028D1030	109943002		漢：J-45	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS桂枝茯苓丸料エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	7.30円／g		漢方製剤	520	桂枝茯苓丸		5200038D1077	109991102		漢：J-25	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS五苓散料エキス顆粒〔調剤用〕		ジェーピーエス製薬	大杉製薬	顆粒：内服	1g	10.60円／g		漢方製剤	520	五苓散		5200048D1046	110032701，110032703		漢：SG-17	淡褐		乳糖水和物，ステアリン酸マグネシウム，ショ糖脂肪酸エステル
	JPS柴胡加竜骨牡蛎湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	16.60円／g		漢方製剤	520	柴胡加竜骨牡蛎湯		5200050D1060	110050102		漢：J-12	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS柴胡桂枝湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	19.80円／g		漢方製剤	520	柴胡桂枝湯		5200051D1064	110066202		漢：J-10	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS三黄瀉心湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	22.80円／g		漢方製剤	520	三黄瀉心湯		5200057D1053	110098302		漢：J-113	淡黄褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS十味敗毒湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	10.60円／g		漢方製剤	520	十味敗毒湯		5200070D1059	110161402		漢：J-06	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS小柴胡湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	20.40円／g		漢方製剤	520	小柴胡湯		5200073D1087	110189802		漢：J-09	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS小青竜湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	12.30円／g		漢方製剤	520	小青竜湯		5200075D1060	110210902		漢：J-19	茶褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS真武湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	大杉製薬	顆粒：内服	1g	6.50円／g	劇	漢方製剤	520	真武湯		5200083D1021	110246801，110246803		漢：SG-30	淡褐		乳糖水和物，ステアリン酸マグネシウム，ショ糖脂肪酸エステル
	JPS大柴胡湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	15.70円／g		漢方製剤	520	大柴胡湯		5200093D1041	110276502		漢：J-08	褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS猪苓湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	11.30円／g		漢方製剤	520	猪苓湯		5200103D1047	110310602		漢：J-40	淡黄褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS桃核承気湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	6.80円／g		漢方製剤	520	桃核承気湯		5200106D1040	110330402		漢：J-61	淡黄褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS当帰芍薬散料エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	8.10円／g		漢方製剤	520	当帰芍薬散		5200111D1041	110354002		漢：J-23	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS麦門冬湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	大杉製薬	顆粒：内服	1g	12.30円／g		漢方製剤	520	麦門冬湯		5200119D1021	110393901，110393903		漢：SG-29	淡褐		乳糖水和物，ステアリン酸マグネシウム，ショ糖脂肪酸エステル
	JPS八味地黄丸料エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	6.90円／g	劇	漢方製剤	520	八味地黄丸		5200121D1037	110404202		漢：J-07	灰褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS半夏厚朴湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	8.80円／g		漢方製剤	520	半夏厚朴湯		5200122D1040	110418902		漢：J-16	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS半夏瀉心湯エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	17.60円／g		漢方製剤	520	半夏瀉心湯		5200123D1052	110436302		漢：J-14	黄褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS防已黄耆湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	7.70円／g		漢方製剤	520	防已黄耆湯		5200129D1041	110471402		漢：J-20	灰褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS防風通聖散料エキス顆粒〔調剤用〕		ジェーピーエス製薬	ジェーピーエス製薬	顆粒：内服	1g	7.30円／g		漢方製剤	520	防風通聖散		5200130D1044	110485102		漢：J-62	黄褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS補中益気湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	16.70円／g		漢方製剤	520	補中益気湯		5200131D1049	110500102		漢：J-41	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS麻杏よく甘湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	6.60円／g		漢方製剤	520	麻杏よく甘湯		5200135D1039	110534602		漢：J-78	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	JPS苓桂朮甘湯エキス顆粒〔調剤用〕		ジェーピーエス製薬		顆粒：内服	1g	6.30円／g		漢方製剤	520	苓桂朮甘湯		5200145D1032	110591902		漢：J-39	淡褐		ステアリン酸Mg，ショ糖脂肪酸エステル，乳糖水和物
	アキョウダイコーM		大晃生薬		散：内服	10g	14.36円／g		漢方調剤等	510	生薬		5100001X1040	109559305					
	アコニンサン錠		三和生薬	化研生薬	錠：内服	166.67mg1錠	5.70円／錠		強心・利尿・鎮痛剤	590	ブシ製剤		5900001F1022	110604601，110604602		ST-01	淡褐		乳糖水和物，トウモロコシデンプン
	アセンヤク末	Gambir	栃本天海堂		末：内服	10g	1.56円／g	局	漢方調剤等	510	生薬		5100002A1077	109560901					
	アマチャ	Sweet hydrangea leaf	栃本天海堂		散：内服	10g	4.69円／g	局	漢方調剤等	510	生薬		5100003X1082	109562302					
	アマチャM永大	Sweet hydrangea leaf	永大		散：内服	10g	4.69円／g	局	漢方調剤等	510	生薬		5100003X1112	109562308					
	アマチャ末	Sweet hydrangea leaf	栃本天海堂		末：内服	10g	4.63円／g	局	漢方調剤等	510	生薬		5100003A1080	109561604					
	アロエ末鈴		鈴粉末薬品		末：内服	10g	4.10円／g	局	漢方調剤等	510	生薬		5100004A1041	109563002，109563018					
	アンソッコウ	Anxixang	栃本天海堂		散：内服	10g	1.23円／g	局	漢方調剤等	510	生薬		5100005X1030	113375201					
	イレイセンダイコーM		大晃生薬		散：内服	10g	1.74円／g	局	漢方調剤等	510	生薬		5100006X1051	109564707					
	インチンコウダイコーM		大晃生薬		散：内服	10g	2.57円／g	局	漢方調剤等	510	生薬		5100007X1056	109565406					
	【削除品】ウイキョウ		松浦薬業	松浦薬業	散：内服	10g	1.83円／g	局	漢方調剤等	510	生薬		5100008X1093		薬価削除2021.03.31				
	ウイキョウダイコーM		大晃生薬		散：内服	10g	1.83円／g	局	漢方調剤等	510	生薬		5100008X1050	109566110					
	ウチダのアキョウM		ウチダ和漢薬		散：内服	10g	14.36円／g		漢方調剤等	510	生薬		5100001X1024	109559301					
	ウチダのアセンヤク末M		ウチダ和漢薬		末：内服	10g	1.56円／g	局	漢方調剤等	510	生薬		5100002A1026	109560903					
	ウチダのアマチャM		ウチダ和漢薬		散：内服	10g	4.69円／g	局	漢方調剤等	510	生薬		5100003X1023	109562303					
	ウチダのアマチャ末M		ウチダ和漢薬		末：内服	10g	4.63円／g	局	漢方調剤等	510	生薬		5100003A1020	109561603					
	ウチダのアロエ末M		ウチダ和漢薬		末：内服	10g	4.10円／g	局	漢方調剤等	510	生薬		5100004A1025	109563010					
	ウチダのイレイセンM		ウチダ和漢薬		散：内服	10g	1.91円／g	局	漢方調剤等	510	生薬		5100006X1027	109564701					
	ウチダのインチンコウM		ウチダ和漢薬		散：内服	10g	2.79円／g	局	漢方調剤等	510	生薬		5100007X1021	109565401					
	ウチダのウイキョウM		ウチダ和漢薬		散：内服	10g	1.83円／g	局	漢方調剤等	510	生薬		5100008X1026	109566102					
	ウチダのウコンM		ウチダ和漢薬		散：内服	10g	0.99円／g	局	漢方調剤等	510	生薬		5100009X1020	109567801					
	ウチダの烏頭		ウチダ和漢薬		散：内服	10g	13.76円／g	劇	漢方調剤等	510	生薬		5100010X1023	109568501					
	ウチダのウバイM		ウチダ和漢薬		散：内服	10g	2.21円／g		漢方調剤等	510	生薬		5100011X1028	109569202					
	ウチダのウヤクM		ウチダ和漢薬		散：内服	10g	1.62円／g	局	漢方調剤等	510	生薬		5100012X1022	109570801					
	ウチダのウワウルシM		ウチダ和漢薬		散：内服	10g	1.89円／g	局	漢方調剤等	510	生薬		5100013X1027	109571506					
	ウチダのエイジツM		ウチダ和漢薬		散：内服	10g	1.04円／g	局	漢方調剤等	510	生薬		5100014X1021	109573901					
	ウチダのエイジツ末M		ウチダ和漢薬		末：内服	10g	1.30円／g	局	漢方調剤等	510	生薬		5100014A1029	109572205					
	ウチダのエンゴサクM		ウチダ和漢薬		散：内服	10g	4.94円／g	局	漢方調剤等	510	生薬		5100015X1026	109574601					
	ウチダのエンメイソウM		ウチダ和漢薬		散：内服	10g	1.79円／g		漢方調剤等	510	生薬		5100016X1020	114389801					
	ウチダのオウギM		ウチダ和漢薬		散：内服	10g	2.60円／g	局	漢方調剤等	510	生薬		5100017X1025	109575302					
	ウチダのオウギ末M		ウチダ和漢薬		末：内服	10g	2.79円／g		漢方調剤等	510	生薬		5100018A1027	109576001					
	ウチダのオウゴンM		ウチダ和漢薬		散：内服	10g	2.00円／g	局	漢方調剤等	510	生薬		5100019X1024	109578402					
	ウチダのオウゴン末M		ウチダ和漢薬		末：内服	10g	2.28円／g	局	漢方調剤等	510	生薬		5100019A1021	109577707					
	ウチダのオウバクM		ウチダ和漢薬		散：内服	10g	2.73円／g	局	漢方調剤等	510	生薬		5100020X1027	109580702					
	ウチダのオウバク末M		ウチダ和漢薬		末：内服	10g	3.10円／g	局	漢方調剤等	510	生薬		5100020A1024	109579108					
	ウチダのオウヒM		ウチダ和漢薬		散：内服	10g	1.07円／g	局	漢方調剤等	510	生薬		5100021X1021	109581401					
	ウチダのオウレンM		ウチダ和漢薬		散：内服	10g	9.03円／g	局	漢方調剤等	510	生薬		5100022X1026	109583802					
	ウチダのオウレン末M		ウチダ和漢薬		末：内服	10g	16.76円／g	局	漢方調剤等	510	生薬		5100022A1023	109582110					
	ウチダのオンジM		ウチダ和漢薬		散：内服	10g	4.04円／g	局	漢方調剤等	510	生薬		5100023X1020	109585201					
	ウチダのオンジ末M		ウチダ和漢薬		末：内服	10g	3.21円／g	局	漢方調剤等	510	生薬		5100023A1028	109584505					
	ウチダのカイカM		ウチダ和漢薬		散：内服	10g	1.44円／g		漢方調剤等	510	生薬		5100024X1025	113376902					
	ウチダのガイヨウM		ウチダ和漢薬		散：内服	10g	2.55円／g	局	漢方調剤等	510	生薬		5100025X1020	109586902					
	ウチダのカゴソウM		ウチダ和漢薬		散：内服	10g	1.78円／g	局	漢方調剤等	510	生薬		5100026X1024	109587602					
	ウチダのカシM		ウチダ和漢薬		散：内服	10g	1.10円／g		漢方調剤等	510	生薬		5100027X1029	109588301					
	ウチダのカシュウM		ウチダ和漢薬		散：内服	10g	2.55円／g	局	漢方調剤等	510	生薬		5100028X1023	109589001					
	ウチダのガジュツM		ウチダ和漢薬		散：内服	10g	1.14円／g	局	漢方調剤等	510	生薬		5100029X1028	109590607					
	ウチダのガジュツ末M		ウチダ和漢薬		末：内服	10g	1.86円／g	局	漢方調剤等	510	生薬		5100030A1028	109591302					
	ウチダのカッコウM		ウチダ和漢薬		散：内服	10g	1.44円／g	局	漢方調剤等	510	生薬		5100031X1025	109592001					
	ウチダのカッコンM		ウチダ和漢薬		散：内服	10g	1.71円／g	局	漢方調剤等	510	生薬		5100032X1020	109593701					
	ウチダのカッセキM		ウチダ和漢薬		散：内服	10g	1.58円／g	局	漢方調剤等	510	生薬		5100033X1024	109594401					
	ウチダのカノコソウM		ウチダ和漢薬		散：内服	10g	4.60円／g	局	漢方調剤等	510	生薬		5100034X1029	109596805					
	ウチダのカノコソウ末M		ウチダ和漢薬		末：内服	10g	5.06円／g	局	漢方調剤等	510	生薬		5100034A1026	109595103					
	ウチダのカロコンM		ウチダ和漢薬		散：内服	10g	1.73円／g	局	漢方調剤等	510	生薬		5100036X1028	109598201					
	ウチダのカロニンM		ウチダ和漢薬		散：内服	10g	2.98円／g		漢方調剤等	510	生薬		5100037X1022	109599901					
	ウチダのカンキョウM		ウチダ和漢薬		散：内服	10g	1.62円／g	局	漢方調剤等	510	生薬		5100038X1027	109600202					
	ウチダのカンゾウM		ウチダ和漢薬		散：内服	10g	2.13円／g	局	漢方調剤等	510	生薬		5100039X1021	109602603					
	ウチダのカンゾウ末M		ウチダ和漢薬		末：内服	10g	3.20円／g	局	漢方調剤等	510	生薬		5100039A1029	109601917					
	ウチダのキキョウM		ウチダ和漢薬		散：内服	10g	2.82円／g	局	漢方調剤等	510	生薬		5100042X1023	109604002					
	ウチダのキキョウ末M		ウチダ和漢薬		末：内服	10g	2.59円／g	局	漢方調剤等	510	生薬		5100042A1020	109603305					
	ウチダのキクカM		ウチダ和漢薬		散：内服	10g	3.36円／g	局	漢方調剤等	510	生薬		5100043X1028	109605701					
	ウチダのキササゲM		ウチダ和漢薬		散：内服	10g	1.94円／g	局	漢方調剤等	510	生薬		5100044X1022	109606408					
	ウチダのキジツM		ウチダ和漢薬		散：内服	10g	1.44円／g	局	漢方調剤等	510	生薬		5100045X1027	109607102					
	ウチダのキッピM		ウチダ和漢薬		散：内服	10g	1.30円／g		漢方調剤等	510	生薬		5100046X1021	109608801					
	ウチダのキナM		ウチダ和漢薬		散：内服	10g	1.68円／g		漢方調剤等	510	生薬		5100047X1026	113378302					
	ウチダのキナ末M		ウチダ和漢薬		末：内服	10g	1.24円／g		漢方調剤等	510	生薬		5100047A1040	109609503					
	ウチダのキョウカツM		ウチダ和漢薬		散：内服	10g	6.01円／g	局	漢方調剤等	510	生薬		5100048X1020	109610101					
	ウチダのキョウニンM		ウチダ和漢薬		散：内服	10g	1.59円／g	局	漢方調剤等	510	生薬		5100049X1025	109611802					
	ウチダのキンギンカM		ウチダ和漢薬		散：内服	10g	6.52円／g		漢方調剤等	510	生薬		5100050X1028	109612501					
	ウチダのクコシM		ウチダ和漢薬		散：内服	10g	2.88円／g	局	漢方調剤等	510	生薬		5100052X1027	109613202					
	ウチダのクコヨウM		ウチダ和漢薬		散：内服	10g	1.40円／g		漢方調剤等	510	生薬		5100053X1021	113379002					
	ウチダのクジンM		ウチダ和漢薬		散：内服	10g	1.43円／g	局	漢方調剤等	510	生薬		5100054X1026	109615602					
	ウチダのクジン末M		ウチダ和漢薬		末：内服	10g	1.71円／g	局	漢方調剤等	510	生薬		5100054A1023	109614907					
	ウチダのケイガイM		ウチダ和漢薬		散：内服	10g	1.75円／g	局	漢方調剤等	510	生薬		5100055X1020	109616302					
	ウチダのケイヒM		ウチダ和漢薬		散：内服	10g	1.62円／g	局	漢方調剤等	510	生薬		5100056X1025	109618702					
	ウチダのケイヒ末M		ウチダ和漢薬		末：内服	10g	2.19円／g	局	漢方調剤等	510	生薬		5100056A1022	109617009					
	ウチダのケツメイシM		ウチダ和漢薬		散：内服	10g	0.63円／g	局	漢方調剤等	510	生薬		5100057X1020	109619408					
