院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	ソリリス点滴静注300mg		アレクシオンファーマ		注射液：注射	300mg30mL1瓶	593,721.00円／瓶	生劇処	抗補体（C5）モノクローナル抗体	639	エクリズマブ（遺伝子組換え）	eculizumab（genetical recombination）（JAN）	6399424A1023	119843001	薬価収載2010.06.11				塩化ナトリウム，リン酸二水素ナトリウム，リン酸一水素ナトリウム，ポリソルベート80
	タイガシル点滴静注用50mg	Tygacil	ファイザー		静注用：注射	50mg1瓶	12,536.00円／瓶	劇処	グリシルサイクリン系抗生物質	612	チゲサイクリン	tigecycline（JAN）	6129400F1020	121991301	薬価収載2012.11.22				乳糖水和物，pH調節剤
	ダイフェン配合顆粒	Daiphen	鶴原製薬		顆粒：内服	1g	71.70円／g	処	合成抗菌剤	629	スルファメトキサゾール・トリメトプリム	sulfamethoxazole・trimethoprim	6290100D1070	113551001	薬価収載2009.09.25				白糖，トウモロコシデンプン，ヒドロキシプロピルセルロース，カルメロースカルシウム，ヒプロメロース，含水二酸化ケイ素
	ダイフェン配合錠	Daiphen	鶴原製薬		錠：内服	1錠	19.30円／錠	処	合成抗菌剤	629	スルファメトキサゾール・トリメトプリム	sulfamethoxazole・trimethoprim	6290100F2107	111488101	薬価収載2009.08.01	TSU341	白	○	ヒドロキシプロピルセルロース，カルメロースカルシウム，ステアリン酸マグネシウム
	ダクルインザ錠60mg	Daklinza	ブリストル・マイヤーズスクイブ		錠：内服	60mg1錠	7,902.90円／錠	劇処	抗ウイルス剤・HCV NS5A複製複合体阻害剤	625	ダクラタスビル塩酸塩	daclatasvir hydrochloride（JAN）	6250040F1020	123635401	薬価収載2014.09.02	BMS／215 BMS215	淡緑		無水乳糖，結晶セルロース，クロスカルメロースナトリウム，二酸化ケイ素，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，マクロゴール400，青色2号アルミニウムレーキ，黄色三二酸化鉄
	タコシール組織接着用シート	Tachosil	CSLベーリング		その他：外用	3.0cm×2.5cm1枚	11,138.90円／枚	特処	シート状生物学的組織接着・閉鎖剤	634	タコシール	TachoSil	6349802X1020	121334801	薬価収載2019.03.25				リボフラビン，人血清アルブミン，L-アルギニン塩酸塩，塩化ナトリウム，クエン酸ナトリウム水和物
	タコシール組織接着用シート	Tachosil	CSLベーリング		その他：外用	4.8cm×4.8cm1枚	31,267.70円／枚	特処	シート状生物学的組織接着・閉鎖剤	634	タコシール	TachoSil	6349802X2027	121335501	薬価収載2019.03.25				リボフラビン，人血清アルブミン，L-アルギニン塩酸塩，塩化ナトリウム，クエン酸ナトリウム水和物
	タコシール組織接着用シート	Tachosil	CSLベーリング		その他：外用	9.5cm×4.8cm1枚	57,675.70円／枚	特処	シート状生物学的組織接着・閉鎖剤	634	タコシール	TachoSil	6349802X3023	121336201	薬価収載2019.03.25				リボフラビン，人血清アルブミン，L-アルギニン塩酸塩，塩化ナトリウム，クエン酸ナトリウム水和物
	タゾピペ配合静注用2.25「CHM」	Tazopipe「CHM」	ケミックス		静注用：注射	（2.25g）1瓶	566.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3038	124414401	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用2.25「DK」	Tazopipe	大興製薬		静注用：注射	（2.25g）1瓶	566.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3046	124647601，124647602	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用2.25「DSEP」	Tazopipe「DSEP」	第一三共エスファ		静注用：注射	（2.25g）1瓶	566.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3054	124537001	薬価収載2015.12.11				炭酸水素ナトリウム，pH調節剤
	タゾピペ配合静注用2.25「SN」	Tazopipe	シオノケミカル	光製薬	静注用：注射	（2.25g）1瓶	685.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3062	124506601	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用2.25「サンド」	Tazopipe［SANDOZ］	サンド		静注用：注射	（2.25g）1瓶	566.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3070	124618601，124618602	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用2.25「テバ」	Tazopipe“TEVA”	武田テバファーマ	武田薬品工業	静注用：注射	（2.25g）1瓶	566.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3089	124588201，124588202	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用2.25「日医工」	Tazopipe	日医工		静注用：注射	（2.25g）1瓶	685.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3097	124670401	薬価収載2015.12.11				炭酸水素ナトリウム，pH調節剤
	タゾピペ配合静注用2.25「ニプロ」	Tazopipe	ニプロ		静注用：注射	（2.25g）1瓶	566.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3100	124706001	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合静注用2.25「ファイザー」	Tazopipe［Pfizer］	マイラン製薬	ファイザー	静注用：注射	（2.25g）1瓶	566.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3119	124556101	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合静注用2.25「明治」	Tazopipe「MEIJI」	Meiji Seikaファルマ		静注用：注射	（2.25g）1瓶	685.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F3127	124607001	薬価収載2015.12.11				炭酸水素ナトリウム，pH調節剤
	タゾピペ配合静注用4.5「CHM」	Tazopipe「CHM」	ケミックス		静注用：注射	（4.5g）1瓶	831.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4034	124415101	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用4.5「DK」	Tazopipe	大興製薬		静注用：注射	（4.5g）1瓶	831.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4042	124648301，124648302	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用4.5「DSEP」	Tazopipe「DSEP」	第一三共エスファ		静注用：注射	（4.5g）1瓶	831.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4050	124538701	薬価収載2015.12.11				炭酸水素ナトリウム，pH調節剤
	タゾピペ配合静注用4.5「SN」	Tazopipe	シオノケミカル	光製薬	静注用：注射	（4.5g）1瓶	1,015.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4069	124507301	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用4.5「サンド」	Tazopipe［SANDOZ］	サンド		静注用：注射	（4.5g）1瓶	831.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4077	124619301，124619302	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用4.5「テバ」	Tazopipe“TEVA”	武田テバファーマ	武田薬品工業	静注用：注射	（4.5g）1瓶	831.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4085	124589901，124589902	薬価収載2015.12.11				炭酸水素ナトリウム
	タゾピペ配合静注用4.5「日医工」	Tazopipe	日医工		静注用：注射	（4.5g）1瓶	1,015.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4093	124671101	薬価収載2015.12.11				炭酸水素ナトリウム，pH調節剤
	タゾピペ配合静注用4.5「ニプロ」	Tazopipe	ニプロ		静注用：注射	（4.5g）1瓶	831.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4107	124707701	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合静注用4.5「ファイザー」	Tazopipe［Pfizer］	マイラン製薬	ファイザー	静注用：注射	（4.5g）1瓶	831.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4115	124557801	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合静注用4.5「明治」	Tazopipe「MEIJI」	Meiji Seikaファルマ		静注用：注射	（4.5g）1瓶	1,015.00円／瓶	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505F4123	124608701	薬価収載2015.12.11				炭酸水素ナトリウム，pH調節剤
	タゾピペ配合点滴静注用2.25バッグ「サンド」	Tazopipe［SANDOZ］	サンド		キット：注射	（2.25g）1キット（生理食塩液100mL付）	967.00円／キット	後処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505G2053	124620901，124620902	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合点滴静注用4.5バッグ「サンド」	Tazopipe［SANDOZ］	サンド		キット：注射	（4.5g）1キット（生理食塩液100mL付）	1,123.00円／キット	後処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505G1065	124621601，124621602	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合点滴静注用バッグ2.25「DSEP」	Tazopipe「DSEP」	第一三共エスファ		キット：注射	（2.25g）1キット（生理食塩液100mL付）	967.00円／キット	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505G2029	124539401	薬価収載2015.12.11				炭酸水素ナトリウム，pH調節剤
	タゾピペ配合点滴静注用バッグ2.25「ニプロ」	Tazopipe	ニプロ		キット：注射	（2.25g）1キット（生理食塩液100mL付）	967.00円／キット	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505G2037	124708401	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合点滴静注用バッグ2.25「ファイザー」	Tazopipe［Pfizer］	マイラン製薬	ファイザー	キット：注射	（2.25g）1キット（生理食塩液100mL付）	967.00円／キット	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505G2045	124558501	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合点滴静注用バッグ4.5「DSEP」	Tazopipe「DSEP」	第一三共エスファ		キット：注射	（4.5g）1キット（生理食塩液100mL付）	1,349.00円／キット	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505G1030	124540001	薬価収載2015.12.11				炭酸水素ナトリウム，pH調節剤
	タゾピペ配合点滴静注用バッグ4.5「ニプロ」	Tazopipe	ニプロ		キット：注射	（4.5g）1キット（生理食塩液100mL付）	1,123.00円／キット	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505G1049	124709101	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	タゾピペ配合点滴静注用バッグ4.5「ファイザー」	Tazopipe［Pfizer］	マイラン製薬	ファイザー	キット：注射	（4.5g）1キット（生理食塩液100mL付）	1,349.00円／キット	後局処	β-ラクタマーゼ阻害剤配合抗生物質	613	タゾバクタム・ピペラシリン水和物	tazobactam・piperacillin hydrate	6139505G1057	124559201	薬価収載2015.12.11				炭酸水素ナトリウム，pH調整剤
	ダフクリア錠200mg	Dafclir	アステラス製薬		錠：内服	200mg1錠	3,943.80円／錠	処	クロストリジウム・ディフィシル感染症治療剤	611	フィダキソマイシン	fidaxomicin（JAN）	6119001F1025	126464701	薬価収載2018.08.29	〓320	淡黄赤		結晶セルロース，部分アルファー化デンプン，ヒドロキシプロピルセルロース，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール，酸化チタン，タルク，三二酸化鉄，黄色三二酸化鉄
	タミフルカプセル75	Tamiflu	中外製薬	中外製薬，日本ロシュ	カプセル：内服	75mg1カプセル	272.00円／カプセル	処	抗インフルエンザウイルス剤	625	オセルタミビルリン酸塩	oseltamivir phosphate（JAN）	6250021M1027	113888702	薬価収載2001.02.02	タミフル75	淡黄／明るい灰		部分アルファー化デンプン，ポビドン，クロスカルメロースナトリウム，タルク，フマル酸ステアリルナトリウム，ゼラチン，黒酸化鉄，酸化チタン，三二酸化鉄，黄色三二酸化鉄，ラウリル硫酸ナトリウム
	タミフルドライシロップ3％	Tamiflu	中外製薬	中外製薬	ドライシロップ：内服	3％1g	200.20円／g	処	抗インフルエンザウイルス剤	625	オセルタミビルリン酸塩	oseltamivir phosphate（JAN）	6250021R1024	114957902	薬価収載2002.04.26				エリスリトール，ポビドン，トウモロコシデンプン，アセスルファムカリウム，サッカリンナトリウム水和物，軽質無水ケイ酸，ショ糖脂肪酸エステル，デキストリン，中鎖脂肪酸トリグリセリド，香料
	ダラシンS注射液300mg	Dalacin S	ファイザー		注射液：注射	300mg1管	393.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A1100	110644203	薬価収載2007.12.21				ベンジルアルコール，pH調節剤
	ダラシンS注射液600mg	Dalacin S	ファイザー		注射液：注射	600mg1管	571.00円／管	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112401A2123	110649703	薬価収載2007.12.21				ベンジルアルコール，pH調節剤
	ダラシンカプセル75mg	Dalacin	ファイザー		カプセル：内服	75mg1カプセル	17.30円／カプセル	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112001M1031	110622003	薬価収載2007.12.21	UPJOHN331	橙／淡橙		ステアリン酸マグネシウム，タルク，トウモロコシデンプン，乳糖水和物，酸化チタン，ラウリル硫酸ナトリウム，赤色3号，黄色5号
	ダラシンカプセル150mg	Dalacin	ファイザー		カプセル：内服	150mg1カプセル	23.40円／カプセル	局処	リンコマイシン系抗生物質	611	クリンダマイシン	clindamycin（INN）	6112001M2038	110623703	薬価収載2007.12.21	UPJOHN225	橙／淡橙		ステアリン酸マグネシウム，タルク，トウモロコシデンプン，乳糖水和物，酸化チタン，ラウリル硫酸ナトリウム，赤色3号，黄色5号
	タリビッド錠100mg	Tarivid	アルフレッサファーマ		錠：内服	100mg1錠	81.30円／錠	処	ニューキノロン系抗菌剤	624	オフロキサシン	ofloxacin（JP）	6241006F1121	111393802，111393803	薬価収載2008.06.20	〓721	白～微黄白		トウモロコシデンプン，乳糖水和物，カルメロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，タルク，マクロゴール6000，ジメチルポリシロキサン，二酸化ケイ素，カルナウバロウ
	チエクール点滴用0.5g	Chiecool	沢井製薬		注射用：注射	500mg1瓶	892.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D2075	117575201，117575202	薬価収載2006.07.07				炭酸水素ナトリウム
	チエクール点滴用0.25g	Chiecool	沢井製薬		注射用：注射	250mg1瓶	722.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D1060	120102401	薬価収載2010.11.19				炭酸水素ナトリウム
	チエナム筋注用0.5g	Tienam	MSD		筋注用：注射	500mg1瓶（溶解液付）	1,358.00円／瓶	局劇処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501E2038	111172901	薬価収載2008.06.20				
	チエナム点滴静注用0.5g	Tienam	MSD		静注用：注射	500mg1瓶	1,264.00円／瓶	局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D2105	111170501	薬価収載2008.06.20				炭酸水素ナトリウム
	【削除品】チエナム点滴静注用0.25g	Tienam	MSD		静注用：注射	250mg1瓶	871.00円／瓶	局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D1044		薬価削除2019.03.31				炭酸水素ナトリウム
	チエナム点滴静注用キット0.5g	Tienam	MSD		キット：注射	500mg1キット（生理食塩液100mL付）	1,497.00円／キット	局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501G1067	111173601	薬価収載2008.06.20				炭酸水素ナトリウム
	チエペネム点滴静注用0.5g	Tiepenem	シオノケミカル	日本ケミファ	静注用：注射	500mg1瓶	892.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D2083	114421501，114421502	薬価収載2006.12.08				炭酸水素ナトリウム
	チエペネム点滴静注用0.25g【経過措置】	Tiepenem	シオノケミカル	日本ケミファ	静注用：注射	250mg1瓶	722.00円／瓶	後局処	カルバペネム系抗生物質	613	イミペネム水和物・シラスタチンナトリウム	imipenem hydrate・cilastatin sodium	6139501D1052	118748901	薬価削除予定2020.03.31				炭酸水素ナトリウム
	チニダゾール錠200mg「F」	Tinidazole	富士製薬工業		錠：内服	200mg1錠	46.00円／錠	処	抗トリコモナス剤	641	チニダゾール	tinidazole（JP）	6419001F1048	111664901	薬価収載2013.12.13	FJ08	黄		乳糖水和物，トウモロコシデンプン，結晶セルロース，ヒドロキシプロピルセルロース，アルギン酸，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，プロピレングリコール，黄色4号（タートラジン），黄色5号
	チニダゾール錠500mg「F」	Tinidazole	富士製薬工業		錠：内服	500mg1錠	122.70円／錠	処	抗トリコモナス剤	641	チニダゾール	tinidazole（JP）	6419001F2044	111665601	薬価収載2013.12.13	FJ09	黄		乳糖水和物，結晶セルロース，ヒドロキシプロピルセルロース，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ヒプロメロース，酸化チタン，プロピレングリコール，黄色4号（タートラジン），黄色5号
	チモール「ファイザー」原末		マイラン製薬	ファイザー	末：内服	1g	17.80円／g	局	保存剤	731	チモール	thymol（JP）	6422001X1057		薬価収載2019.06.01，旧：チモール「ホエイ」				
	チモール「ホエイ」【経過措置】		マイラン製薬	ファイザー	末：内服	1g	17.80円／g	局	保存剤	731	チモール	thymol（JP）	6422001X1022	111673101，111673102	代替品：チモール「ファイザー」原末【薬価削除予定2020.03.31】				
	注射用アナクトC2,500単位	Anact C	KMバイオロジクス	帝人ファーマ	注射用：注射	2,500単位1瓶（溶解液付）	306,068.00円／瓶	特処	血漿分画製剤	634	乾燥濃縮人活性化プロテインC	human activated protein C，freeze-dried concentrated（生）	6343435D1022	114505201，114505202	薬価収載2000.11.17				人血清アルブミン，クエン酸ナトリウム水和物，グリシン，塩化ナトリウム
	注射用シナシッド【経過措置】	Synercid	ファイザー		注射用：注射	500mg1瓶	13,463.00円／瓶	劇処	ストレプトグラミン系抗生物質	611	キヌプリスチン・ダルホプリスチン	quinupristin・dalfopristin	6119500D1020	114591502，114591503	薬価削除予定2020.03.31				メタンスルホン酸，pH調節剤
	注射用タゴシッド200mg	Targocid	サノフィ		注射用：注射	200mg1瓶	4,828.00円／瓶	劇処	グリコペプチド系抗生物質	611	テイコプラニン	teicoplanin（JP）	6119401D1035	110667101	薬価収載2006.12.08				等張化剤，pH調節剤
	注射用パニマイシン100mg	Panimycin	Meiji Seikaファルマ		注射用：注射	100mg1瓶	643.00円／瓶	劇処	アミノグリコシド系抗生物質	613	ジベカシン硫酸塩	dibekacin sulfate（JP）	6134400D2033	111103301	薬価収載2007.06.15				
	注射用ビクシリンS100	Viccillin－S	Meiji Seikaファルマ		注射用：注射	（100mg）1瓶	64.00円／瓶	処	複合合成ペニシリン	619	アンピシリン（ナトリウム）・クロキサシリンナトリウム水和物	ampicillin（sodium）・cloxacillin sodium hydrate	6191401D1046	111310501	薬価収載2009.09.25				
	注射用ビクシリンS500	Viccillin－S	Meiji Seikaファルマ		注射用：注射	（500mg）1瓶	215.00円／瓶	処	複合合成ペニシリン	619	アンピシリン（ナトリウム）・クロキサシリンナトリウム水和物	ampicillin（sodium）・cloxacillin sodium hydrate	6191401D2034	111311201					
	注射用ビクシリンS1000	Viccillin－S	Meiji Seikaファルマ		注射用：注射	（1g）1瓶	389.00円／瓶	処	複合合成ペニシリン	619	アンピシリン（ナトリウム）・クロキサシリンナトリウム水和物	ampicillin（sodium）・cloxacillin sodium hydrate	6191401D3049	111312901					
	注射用ペニシリンGカリウム20万単位	Penicillin G Potassium	Meiji Seikaファルマ		注射用：注射	20万単位1瓶	230.00円／瓶	局処	ペニシリン系抗生物質	611	ベンジルペニシリンカリウム	benzylpenicillin potassium（JP）	6111400D2039	110618301	薬価収載2002.07.05				
	注射用ペニシリンGカリウム100万単位	Penicillin G Potassium	Meiji Seikaファルマ		注射用：注射	100万単位1瓶	317.00円／瓶	局処	ペニシリン系抗生物質	611	ベンジルペニシリンカリウム	benzylpenicillin potassium（JP）	6111400D3051	115689801	薬価収載2003.10.30				
	注射用マキシピーム0.5g	Maxipime	ブリストル・マイヤーズスクイブ	ブリストル・マイヤーズスクイブ	注射用：注射	500mg1瓶	557.00円／瓶	局処	セフェム系抗生物質	613	セフェピム塩酸塩水和物	cefepime dihydrochloride hydrate（JP）	6132425D1024	111085202					L-アルギニン
	注射用マキシピーム1g	Maxipime	ブリストル・マイヤーズスクイブ	ブリストル・マイヤーズスクイブ	注射用：注射	1g1瓶	676.00円／瓶	局処	セフェム系抗生物質	613	セフェピム塩酸塩水和物	cefepime dihydrochloride hydrate（JP）	6132425D2020	111086902					L-アルギニン
	沈降インフルエンザワクチンH5N1「KMB」		KMバイオロジクス		注射液：注射			生劇処	ウイルスワクチン類	631	沈降インフルエンザワクチン（H5N1株）		631340MA1099						塩化ナトリウム，リン酸水素ナトリウム水和物，リン酸二水素カリウム，水酸化アルミニウムゲル（アルミニウム），チメロサール，ホルマリン（ホルムアルデヒド）
	沈降インフルエンザワクチンH5N1「KMB」		KMバイオロジクス		注射液：注射			生劇処	ウイルスワクチン類	631	沈降インフルエンザワクチン（H5N1株）		631340MA2095						塩化ナトリウム，リン酸水素ナトリウム水和物，リン酸二水素カリウム，水酸化アルミニウムゲル（アルミニウム），チメロサール，ホルマリン（ホルムアルデヒド）
	沈降インフルエンザワクチンH5N1「北里第一三共」		北里第一三共ワクチン	第一三共	注射液：注射			生劇処	ウイルスワクチン類	631	沈降インフルエンザワクチン（H5N1株）		631340MA1064						水酸化アルミニウムゲル（アルミニウム），リン酸水素ナトリウム水和物，リン酸二水素カリウム，塩化ナトリウム，チメロサール，アジュバント，緩衝剤，保存剤
	沈降インフルエンザワクチンH5N1「北里第一三共」		北里第一三共ワクチン	第一三共	注射液：注射			生劇処	ウイルスワクチン類	631	沈降インフルエンザワクチン（H5N1株）		631340MA2060						水酸化アルミニウムゲル（アルミニウム），リン酸水素ナトリウム水和物，リン酸二水素カリウム，塩化ナトリウム，チメロサール，アジュバント，緩衝剤，保存剤
	沈降インフルエンザワクチンH5N1「生研」1mL		デンカ生研		注射液：注射			生劇処	ウイルスワクチン類	631	沈降インフルエンザワクチン（H5N1株）		631340MA1080						塩化ナトリウム，リン酸水素ナトリウム水和物，リン酸二水素カリウム，水酸化アルミニウムゲル（アルミニウム），チメロサール，ホルマリン（ホルムアルデヒド），等張化剤，緩衝剤，免疫補助剤，保存剤，安定剤
	沈降インフルエンザワクチンH5N1「生研」10mL		デンカ生研		注射液：注射			生劇処	ウイルスワクチン類	631	沈降インフルエンザワクチン（H5N1株）		631340MA2087						塩化ナトリウム，リン酸水素ナトリウム水和物，リン酸二水素カリウム，水酸化アルミニウムゲル（アルミニウム），チメロサール，ホルマリン（ホルムアルデヒド），等張化剤，緩衝剤，免疫補助剤，保存剤，安定剤
	沈降インフルエンザワクチンH5N1「ビケン」		阪大微生物病研究会	田辺三菱製薬	注射液：注射			生劇処	ウイルスワクチン類	631	沈降インフルエンザワクチン（H5N1株）		631340MA1048						塩化ナトリウム，リン酸二水素カリウム，リン酸水素ナトリウム水和物，水酸化アルミニウムゲル（アルミニウム），チメロサール，ホルマリン（ホルムアルデヒド），等張化剤，緩衝剤，免疫補助剤，保存剤，安定剤
	沈降インフルエンザワクチンH5N1「ビケン」		阪大微生物病研究会	田辺三菱製薬	注射液：注射			生劇処	ウイルスワクチン類	631	沈降インフルエンザワクチン（H5N1株）		631340MA2044						塩化ナトリウム，リン酸二水素カリウム，リン酸水素ナトリウム水和物，水酸化アルミニウムゲル（アルミニウム），チメロサール，ホルマリン（ホルムアルデヒド），等張化剤，緩衝剤，免疫補助剤，保存剤，安定剤
	沈降ジフテリア破傷風混合トキソイド“化血研”	Adsorbed Diphtheria－Tetanus Combined Toxoid“KAKETSUKEN”	化学及血清療法研究所	アステラス製薬	注射液：注射			局生劇処	ワクチン・トキソイド混合製剤	636	沈降ジフテリア破傷風混合トキソイド	adsorbed diphtheria-tetanus combined toxoid（JP）	636140AA1033						チメロサール，ブドウ糖，L-リシン塩酸塩，ホルマリン（ホルムアルデヒド），塩化アルミニウム，水酸化ナトリウム，塩化ナトリウム，リン酸水素ナトリウム水和物，リン酸二水素ナトリウム，pH調節剤
	沈降ジフテリア破傷風混合トキソイド「KMB」	Adsorbed Diphtheria－Tetanus Combined Toxoid“KMB”	KMバイオロジクス	Meiji Seikaファルマ	注射液：注射			局生劇処	ワクチン・トキソイド混合製剤	636	沈降ジフテリア破傷風混合トキソイド	adsorbed diphtheria-tetanus combined toxoid（JP）	636140AA1068						チメロサール，ブドウ糖，L-リシン塩酸塩，ホルマリン（ホルムアルデヒド），塩化アルミニウム，水酸化ナトリウム，塩化ナトリウム，リン酸水素ナトリウム水和物，リン酸二水素ナトリウム，pH調節剤
